Date,OZK_stock_Open_average,OZK_stock_Open_max,OZK_stock_Open_min,OZK_stock_Open_volatility,OZK_stock_Open_change,OZK_stock_High_average,OZK_stock_High_max,OZK_stock_High_min,OZK_stock_High_volatility,OZK_stock_High_change,OZK_stock_Low_average,OZK_stock_Low_max,OZK_stock_Low_min,OZK_stock_Low_volatility,OZK_stock_Low_change,OZK_stock_Close_average,OZK_stock_Close_max,OZK_stock_Close_min,OZK_stock_Close_volatility,OZK_stock_Close_change,OZK_stock_Volume_average,OZK_stock_Volume_max,OZK_stock_Volume_min,OZK_stock_Volume_volatility,OZK_stock_Volume_change
2016-01-03,47.678,48.67,46.7,1.9699999999999989,-1.9699999999999989,48.192,49.23,46.91,2.3200000000000003,-1.8200000000000003,46.854,47.78,45.69,2.0900000000000034,-1.8300000000000054,47.386,48.77,45.81,2.960000000000001,-2.4199999999999946,879276,1245339,503719,741620,-246922
2016-01-10,46.166000000000004,46.7,45.46,1.240000000000002,0.030000000000001137,46.626,46.98,46.31,0.6699999999999946,-0.060000000000002274,44.932,45.82,43.85,1.9699999999999989,-1.7899999999999991,45.972,46.92,45.31,1.6099999999999994,-0.75,1293081,2041835,777772,1264063,1122162
2016-01-17,44.81,45.85,43.69,2.1600000000000037,-2.1600000000000037,45.53,47.0,44.0,3.0,-3.0,43.625,44.86,42.89,1.9699999999999989,-1.7199999999999989,44.2875,45.47,42.91,2.5600000000000023,-1.759999999999998,1546743,1774408,1122949,651459,-651459
2016-01-24,42.726,43.65,40.97,2.6799999999999997,0.03999999999999915,43.958,44.86,42.09,2.769999999999996,0.5600000000000023,42.032,43.48,40.62,2.8599999999999994,2.8599999999999994,42.722,44.34,40.84,3.5,3.5,1497925,1610019,1422925,187094,-131085
2016-01-31,43.486,44.15,42.86,1.2899999999999991,-1.0400000000000063,44.256,45.04,43.5,1.5399999999999991,-0.740000000000002,42.246,43.7,40.72,2.980000000000004,-1.9400000000000048,43.162,44.86,42.18,2.6799999999999997,-2.6799999999999997,1177606,1508180,1002165,506015,224930
2016-02-07,39.366,41.81,37.55,4.260000000000005,-4.260000000000005,39.882,42.08,37.87,4.210000000000001,-3.559999999999995,37.94,39.62,35.87,3.75,-2.789999999999999,38.656,40.19,36.73,3.460000000000001,-1.9799999999999969,1703790,2324154,1072095,1252059,-735644
2016-02-14,38.8175,39.2,38.51,0.6900000000000048,-0.3400000000000034,39.125,39.71,38.51,1.2000000000000028,-0.8800000000000026,37.5475,38.36,36.36,2.0,-0.8299999999999983,38.224999999999994,38.91,37.41,1.5,-0.9799999999999969,1194018,1790742,888772,901970,139959
2016-02-21,38.205,38.96,37.1,1.8599999999999994,-0.21000000000000085,38.875,39.72,37.95,1.769999999999996,-0.9699999999999989,37.60333333333333,38.74,36.36,2.3800000000000026,0.46000000000000085,38.26833333333333,39.04,37.49,1.5499999999999972,-0.29999999999999716,1211791,1626060,841693,784367,185952
2016-02-28,39.264,40.7,37.99,2.710000000000001,2.0400000000000063,40.444,42.82,38.97,3.8500000000000014,3.8500000000000014,38.978,40.7,37.83,2.8700000000000045,2.8599999999999994,40.062000000000005,42.22,37.84,4.3799999999999955,4.3799999999999955,1376059,1680320,1126612,553708,141926
2016-03-06,42.034,42.24,41.9,0.3400000000000034,-0.030000000000001137,42.606,42.87,42.06,0.8099999999999952,-0.11999999999999744,41.403999999999996,41.86,40.9,0.9600000000000009,-0.0800000000000054,42.072,42.76,41.5,1.259999999999998,-0.19999999999999574,947268,1176449,760755,415694,-394555
2016-03-13,41.816,42.61,41.14,1.4699999999999989,0.14000000000000057,42.480000000000004,43.02,41.71,1.3100000000000023,0.38000000000000256,41.186,42.09,40.46,1.6300000000000026,0.5200000000000031,41.996,42.76,41.22,1.5399999999999991,0.6699999999999946,1389295,3360494,613303,2747191,2659946
2016-03-20,42.38,42.6,42.09,0.509999999999998,-0.3400000000000034,42.89,43.06,42.62,0.44000000000000483,-0.44000000000000483,41.955,42.32,41.62,0.7000000000000028,-0.39000000000000057,42.4325,42.8,42.0,0.7999999999999972,-0.4099999999999966,694905,758894,609500,149394,-149394
2016-03-27,41.904,42.14,41.56,0.5799999999999983,0.02999999999999403,42.275999999999996,42.51,41.95,0.5599999999999952,0.3999999999999986,41.12,41.57,40.31,1.259999999999998,0.6200000000000045,41.99,42.25,41.78,0.46999999999999886,0.46000000000000085,1253383,1677691,1092968,584723,34664
2016-04-03,41.884,42.38,41.03,1.3500000000000014,-1.3500000000000014,42.402,43.26,41.4,1.8599999999999994,-1.8599999999999994,41.28,42.01,40.43,1.5799999999999983,-1.5799999999999983,41.662,42.8,40.57,2.229999999999997,-2.059999999999995,1145000,1685481,626351,1059130,705108
2016-04-10,42.426,43.43,41.12,2.3100000000000023,2.3100000000000023,43.48,44.48,42.52,1.9599999999999937,1.3200000000000003,41.730000000000004,43.22,39.81,3.4099999999999966,2.1799999999999997,42.717999999999996,43.74,41.26,2.480000000000004,1.8300000000000054,2003240,3025314,962997,2062317,-2062317
