Date,NUANStock_Open_average,NUANStock_Open_max,NUANStock_Open_min,NUANStock_Open_volatility,NUANStock_Open_change,NUANStock_High_average,NUANStock_High_max,NUANStock_High_min,NUANStock_High_volatility,NUANStock_High_change,NUANStock_Low_average,NUANStock_Low_max,NUANStock_Low_min,NUANStock_Low_volatility,NUANStock_Low_change,NUANStock_Close_average,NUANStock_Close_max,NUANStock_Close_min,NUANStock_Close_volatility,NUANStock_Close_change,NUANStock_Volume_average,NUANStock_Volume_max,NUANStock_Volume_min,NUANStock_Volume_volatility,NUANStock_Volume_change
2016-01-03,19.304,19.74,18.88,0.8599999999999994,-0.7600000000000016,19.37,19.74,18.95,0.7899999999999991,-0.7100000000000009,18.978,19.42,18.36,1.0600000000000023,-0.990000000000002,19.156,19.66,18.49,1.1700000000000017,-1.1700000000000017,2174473,2553223,1807249,745974,287878
2016-01-10,18.756,19.13,18.49,0.6400000000000006,-0.08999999999999986,19.008,19.18,18.62,0.5599999999999987,-0.4299999999999997,18.356,18.7,17.88,0.8200000000000003,-0.5400000000000027,18.758,18.94,18.47,0.4700000000000024,-0.4700000000000024,2974663,3975881,2264440,1711441,-840888
2016-01-17,18.2725,18.67,18.0,0.6700000000000017,-0.6700000000000017,18.485,18.89,18.27,0.620000000000001,-0.620000000000001,17.747500000000002,17.91,17.56,0.3500000000000014,-0.05999999999999872,18.07,18.25,17.7,0.5500000000000007,0.010000000000001563,2490025,3425777,1620907,1804870,-464878
2016-01-24,17.77,18.13,17.42,0.7099999999999973,-0.7099999999999973,17.954,18.28,17.58,0.7000000000000028,-0.6500000000000021,17.346,17.57,17.06,0.5100000000000016,-0.28999999999999915,17.63,18.11,17.35,0.759999999999998,-0.030000000000001137,2251787,2808298,1475421,1332877,-570549
2016-01-31,17.48,17.68,17.33,0.3500000000000014,-0.11999999999999744,17.646,17.82,17.42,0.3999999999999986,-0.36999999999999744,17.192,17.38,16.81,0.5700000000000003,-0.5700000000000003,17.384,17.76,16.86,0.9000000000000021,-0.9000000000000021,2314251,3157247,1808209,1349038,-395663
2016-02-07,16.858,17.43,16.16,1.2699999999999996,0.6699999999999982,17.154,17.8,16.59,1.2100000000000009,0.5,16.498,16.97,15.86,1.1099999999999994,0.7899999999999991,16.784,17.27,16.15,1.120000000000001,0.8900000000000006,4602042,7698516,2902520,4795996,-429445
2016-02-14,17.9,18.31,17.44,0.8699999999999974,0.5799999999999983,18.3025,18.7,17.7,1.0,1.0,17.79,18.06,17.29,0.7699999999999996,0.7100000000000009,18.2125,18.7,17.65,1.0500000000000007,1.0500000000000007,2594606,2891912,2001340,890572,-293387
2016-02-21,19.14666666666667,19.59,18.82,0.7699999999999996,0.7699999999999996,19.371666666666666,19.64,19.1,0.5399999999999991,0.3299999999999983,19.011666666666667,19.59,18.47,1.120000000000001,0.8399999999999999,19.310000000000002,19.59,19.01,0.5799999999999983,0.3299999999999983,2333059,3118275,1561795,1556480,-893818
2016-02-28,19.996,20.44,19.55,0.8900000000000006,0.8499999999999979,20.342,20.55,19.93,0.620000000000001,0.5500000000000007,19.866,20.23,19.4,0.8300000000000018,0.7199999999999989,20.22,20.53,19.51,1.0199999999999996,0.9599999999999973,2386116,3142650,1653585,1489065,351109
2016-03-06,20.03,20.29,19.44,0.8499999999999979,-0.259999999999998,20.328,20.54,20.09,0.4499999999999993,-0.4499999999999993,19.756,20.1,19.35,0.75,-0.4400000000000013,20.068,20.51,19.81,0.7000000000000028,-0.6500000000000021,2590715,4270774,1325719,2945055,972541
