Date,Columbia India Consumer_etf_Open_average,Columbia India Consumer_etf_Open_max,Columbia India Consumer_etf_Open_min,Columbia India Consumer_etf_Open_volatility,Columbia India Consumer_etf_Open_change,Columbia India Consumer_etf_High_average,Columbia India Consumer_etf_High_max,Columbia India Consumer_etf_High_min,Columbia India Consumer_etf_High_volatility,Columbia India Consumer_etf_High_change,Columbia India Consumer_etf_Low_average,Columbia India Consumer_etf_Low_max,Columbia India Consumer_etf_Low_min,Columbia India Consumer_etf_Low_volatility,Columbia India Consumer_etf_Low_change,Columbia India Consumer_etf_Close_average,Columbia India Consumer_etf_Close_max,Columbia India Consumer_etf_Close_min,Columbia India Consumer_etf_Close_volatility,Columbia India Consumer_etf_Close_change
2016-01-03,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2016-01-10,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.83,28.83,28.83,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2016-01-17,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2016-01-24,28.94,28.94,28.94,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.94,28.94,28.94,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2016-01-31,28.82,28.82,28.82,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2016-02-07,27.39,27.39,27.39,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2016-02-14,27.73,27.73,27.73,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2016-02-21,27.49,27.49,27.49,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2016-02-28,29.32,29.32,29.32,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2016-03-06,29.55,29.55,29.55,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2016-03-13,30.19,30.19,30.19,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2016-03-20,29.97,29.97,29.97,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2016-03-27,30.56,30.56,30.56,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.56,30.56,30.56,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2016-04-03,30.26,30.26,30.26,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2016-04-10,31.69,31.69,31.69,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2016-04-17,31.59,31.59,31.59,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2016-04-24,31.26,31.26,31.26,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2016-05-01,30.75,30.75,30.75,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2016-05-08,31.53,31.53,31.53,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2016-05-15,30.68,30.68,30.68,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2016-05-22,32.01,32.01,32.01,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2016-05-29,32.69,32.69,32.69,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2016-06-05,32.5,32.5,32.5,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2016-06-12,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2016-06-19,31.27,31.27,31.27,0.0,0.0,32.43,32.43,32.43,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2016-06-26,33.5,33.5,33.5,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2016-07-03,33.7,33.7,33.7,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2016-07-10,34.22,34.22,34.22,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2016-07-17,34.68,34.68,34.68,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2016-07-24,35.38,35.38,35.38,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2016-07-31,35.6,35.6,35.6,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2016-08-07,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2016-08-14,35.48,35.48,35.48,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2016-08-21,35.1,35.1,35.1,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.69,34.69,34.69,0.0,0.0
