Date,FSIStock_Open_average,FSIStock_Open_max,FSIStock_Open_min,FSIStock_Open_volatility,FSIStock_Open_change,FSIStock_High_average,FSIStock_High_max,FSIStock_High_min,FSIStock_High_volatility,FSIStock_High_change,FSIStock_Low_average,FSIStock_Low_max,FSIStock_Low_min,FSIStock_Low_volatility,FSIStock_Low_change,FSIStock_Close_average,FSIStock_Close_max,FSIStock_Close_min,FSIStock_Close_volatility,FSIStock_Close_change,FSIStock_Volume_average,FSIStock_Volume_max,FSIStock_Volume_min,FSIStock_Volume_volatility,FSIStock_Volume_change
2016-01-03,0.974,0.99,0.95,0.040000000000000036,-0.010000000000000009,0.982,0.99,0.97,0.020000000000000018,-0.020000000000000018,0.946,0.99,0.91,0.07999999999999996,-0.029999999999999916,0.948,0.99,0.91,0.07999999999999996,-0.039999999999999925,3644,10168,200,9968,2806
2016-01-10,0.94,0.98,0.88,0.09999999999999998,-0.09999999999999998,0.958,0.99,0.91,0.07999999999999996,-0.05999999999999994,0.908,0.95,0.83,0.12,-0.12,0.926,0.99,0.85,0.14,-0.12,5085,15420,400,15020,1000
2016-01-17,0.87,0.89,0.85,0.040000000000000036,0.040000000000000036,0.9025000000000001,0.91,0.89,0.020000000000000018,-0.020000000000000018,0.8525,0.86,0.85,0.010000000000000009,0.0,0.8725,0.91,0.85,0.06000000000000005,-0.040000000000000036,1680,2869,500,2369,-1050
2016-01-24,0.858,0.89,0.82,0.07000000000000006,-0.050000000000000044,0.868,0.89,0.83,0.06000000000000005,-0.040000000000000036,0.822,0.88,0.78,0.09999999999999998,-0.04999999999999993,0.832,0.88,0.78,0.09999999999999998,-0.07999999999999996,2596,7052,815,6237,-559
2016-01-31,0.8039999999999999,0.82,0.77,0.04999999999999993,0.0,0.814,0.82,0.79,0.029999999999999916,0.0,0.78,0.79,0.76,0.030000000000000027,-0.010000000000000009,0.784,0.8,0.76,0.040000000000000036,-0.010000000000000009,3213,6438,300,6138,-1327
2016-02-07,0.772,0.8,0.76,0.040000000000000036,-0.020000000000000018,0.782,0.8,0.77,0.030000000000000027,-0.010000000000000009,0.772,0.8,0.76,0.040000000000000036,-0.020000000000000018,0.776,0.8,0.76,0.040000000000000036,-0.010000000000000009,6398,17801,400,17401,-263
2016-02-14,0.7633333333333333,0.77,0.76,0.010000000000000009,0.0,0.7666666666666667,0.77,0.76,0.010000000000000009,-0.010000000000000009,0.76,0.76,0.76,0.0,0.0,0.7633333333333333,0.77,0.76,0.010000000000000009,-0.010000000000000009,1696,4200,300,3900,3610
2016-02-21,0.806,0.84,0.79,0.04999999999999993,0.039999999999999925,0.822,0.84,0.79,0.04999999999999993,0.020000000000000018,0.786,0.82,0.76,0.05999999999999994,0.05999999999999994,0.802,0.84,0.76,0.07999999999999996,0.019999999999999907,5736,22147,214,21933,-355
2016-02-28,0.8333333333333334,0.85,0.81,0.039999999999999925,0.039999999999999925,0.8466666666666667,0.88,0.81,0.06999999999999995,0.039999999999999925,0.8200000000000001,0.84,0.81,0.029999999999999916,0.0,0.8333333333333334,0.85,0.81,0.039999999999999925,0.039999999999999925,2149,3134,240,2894,2894
2016-03-06,1.004,1.05,0.91,0.14,0.14,1.028,1.06,0.98,0.08000000000000007,0.08000000000000007,0.968,1.0,0.91,0.08999999999999997,0.08999999999999997,1.0,1.02,0.98,0.040000000000000036,0.040000000000000036,11276,25245,1943,23302,-4574
2016-03-13,1.04,1.1,0.93,0.17000000000000004,-0.17000000000000004,1.054,1.1,0.93,0.17000000000000004,-0.17000000000000004,0.982,1.04,0.9,0.14,-0.14,1.008,1.06,0.9,0.16000000000000003,-0.15000000000000002,8443,13494,861,12633,-12492
2016-03-20,0.94,0.96,0.9,0.05999999999999994,0.04999999999999993,0.9675,0.98,0.96,0.020000000000000018,0.020000000000000018,0.9225000000000001,0.93,0.9,0.030000000000000027,0.030000000000000027,0.9525,0.98,0.93,0.04999999999999993,0.04999999999999993,2853,5803,299,5504,-1487
2016-03-27,0.9575,1.0,0.85,0.15000000000000002,-0.15000000000000002,0.98,1.0,0.93,0.06999999999999995,-0.06999999999999995,0.9275,0.97,0.85,0.12,-0.12,0.95,0.97,0.91,0.05999999999999994,-0.05999999999999994,4279,13388,500,12888,10759
2016-04-03,0.898,0.91,0.86,0.050000000000000044,-0.050000000000000044,0.91,0.91,0.91,0.0,0.0,0.868,0.89,0.85,0.040000000000000036,-0.030000000000000027,0.89,0.9,0.88,0.020000000000000018,0.0,4625,11771,1700,10071,-1457
2016-04-10,0.974,1.04,0.92,0.12,0.12,0.99,1.04,0.92,0.12,0.12,0.95,1.02,0.88,0.14,0.14,0.982,1.02,0.92,0.09999999999999998,0.09999999999999998,5917,15474,796,14678,405
2016-04-17,1.088,1.2,1.03,0.16999999999999993,0.16999999999999993,1.1600000000000001,1.33,1.03,0.30000000000000004,0.26,1.072,1.2,0.99,0.20999999999999996,0.20999999999999996,1.122,1.25,1.0,0.25,0.25,13100,37269,1201,36068,5574
