Date,PowerShares S&P SmallCap EnergyEtf_Open_average,PowerShares S&P SmallCap EnergyEtf_Open_max,PowerShares S&P SmallCap EnergyEtf_Open_min,PowerShares S&P SmallCap EnergyEtf_Open_volatility,PowerShares S&P SmallCap EnergyEtf_Open_change,PowerShares S&P SmallCap EnergyEtf_High_average,PowerShares S&P SmallCap EnergyEtf_High_max,PowerShares S&P SmallCap EnergyEtf_High_min,PowerShares S&P SmallCap EnergyEtf_High_volatility,PowerShares S&P SmallCap EnergyEtf_High_change,PowerShares S&P SmallCap EnergyEtf_Low_average,PowerShares S&P SmallCap EnergyEtf_Low_max,PowerShares S&P SmallCap EnergyEtf_Low_min,PowerShares S&P SmallCap EnergyEtf_Low_volatility,PowerShares S&P SmallCap EnergyEtf_Low_change,PowerShares S&P SmallCap EnergyEtf_Close_average,PowerShares S&P SmallCap EnergyEtf_Close_max,PowerShares S&P SmallCap EnergyEtf_Close_min,PowerShares S&P SmallCap EnergyEtf_Close_volatility,PowerShares S&P SmallCap EnergyEtf_Close_change
2016-01-03,13.62,13.62,13.62,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.4,13.4,13.4,0.0,0.0
2016-01-10,11.99,11.99,11.99,0.0,0.0,12.18,12.18,12.18,0.0,0.0,11.67,11.67,11.67,0.0,0.0,12.18,12.18,12.18,0.0,0.0
2016-01-17,12.56,12.56,12.56,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2016-01-24,13.2,13.2,13.2,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2016-01-31,13.1,13.1,13.1,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2016-02-07,11.25,11.25,11.25,0.0,0.0,11.32,11.32,11.32,0.0,0.0,10.93,10.93,10.93,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2016-02-14,11.34,11.34,11.34,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.43,11.43,11.43,0.0,0.0
2016-02-21,11.5,11.5,11.5,0.0,0.0,12.01,12.01,12.01,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2016-02-28,14.24,14.24,14.24,0.0,0.0,15.0,15.0,15.0,0.0,0.0,13.9,13.9,13.9,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2016-03-06,14.32,14.32,14.32,0.0,0.0,15.12,15.12,15.12,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2016-03-13,16.32,16.32,16.32,0.0,0.0,16.32,16.32,16.32,0.0,0.0,14.93,14.93,14.93,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2016-03-20,14.63,14.63,14.63,0.0,0.0,14.63,14.63,14.63,0.0,0.0,13.75,13.75,13.75,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2016-03-27,14.58,14.58,14.58,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2016-04-03,14.63,14.63,14.63,0.0,0.0,15.06,15.06,15.06,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2016-04-10,15.3,15.3,15.3,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.01,15.01,15.01,0.0,0.0,15.3,15.3,15.3,0.0,0.0
2016-04-17,16.69,16.69,16.69,0.0,0.0,17.17,17.17,17.17,0.0,0.0,16.69,16.69,16.69,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2016-04-24,17.27,17.27,17.27,0.0,0.0,17.5,17.5,17.5,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2016-05-01,15.12,15.12,15.12,0.0,0.0,15.73,15.73,15.73,0.0,0.0,14.95,14.95,14.95,0.0,0.0,15.49,15.49,15.49,0.0,0.0
2016-05-08,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2016-05-15,15.28,15.28,15.28,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2016-05-22,15.39,15.39,15.39,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2016-05-29,15.67,15.67,15.67,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.79,15.79,15.79,0.0,0.0
2016-06-05,16.78,16.78,16.78,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2016-06-12,16.04,16.04,16.04,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2016-06-19,16.46,16.46,16.46,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.19,16.19,16.19,0.0,0.0
2016-06-26,16.26,16.26,16.26,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.81,16.81,16.81,0.0,0.0
2016-07-03,15.98,15.98,15.98,0.0,0.0,16.28,16.28,16.28,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2016-07-10,16.41,16.41,16.41,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2016-07-17,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.87,15.87,15.87,0.0,0.0
2016-07-24,15.1,15.1,15.1,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.65,15.65,15.65,0.0,0.0
2016-07-31,15.99,15.99,15.99,0.0,0.0,16.13,16.13,16.13,0.0,0.0,15.75,15.75,15.75,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2016-08-07,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2016-08-14,17.36,17.36,17.36,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2016-08-21,17.18,17.18,17.18,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.19,17.19,17.19,0.0,0.0
2016-08-28,17.3,17.3,17.3,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.33,17.33,17.33,0.0,0.0
2016-09-04,17.95,17.95,17.95,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2016-09-11,16.17,16.17,16.17,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2016-09-18,17.24,17.24,17.24,0.0,0.0,17.25,17.25,17.25,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2016-09-25,18.03,18.03,18.03,0.0,0.0,18.38,18.38,18.38,0.0,0.0,17.92,17.92,17.92,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2016-10-02,18.76,18.76,18.76,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2016-10-09,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2016-10-16,18.49,18.49,18.49,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2016-10-23,17.62,17.62,17.62,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.14,17.14,17.14,0.0,0.0
2016-10-30,16.31,16.31,16.31,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2016-11-06,17.75,17.75,17.75,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2016-11-13,18.33,18.33,18.33,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2016-11-20,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2016-11-27,20.47,20.47,20.47,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2016-12-04,21.68,21.68,21.68,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2016-12-11,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2016-12-18,21.5,21.5,21.5,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2016-12-25,21.04,21.04,21.04,0.0,0.0,21.33,21.33,21.33,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2017-01-01,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2017-01-08,21.3,21.3,21.3,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2017-01-15,21.29,21.29,21.29,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2017-01-22,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2017-01-29,20.96,20.96,20.96,0.0,0.0,21.32,21.32,21.32,0.0,0.0,20.72,20.72,20.72,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2017-02-05,20.71,20.71,20.71,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2017-02-12,20.15,20.15,20.15,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2017-02-19,19.54,19.54,19.54,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2017-02-26,18.99,18.99,18.99,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2017-03-05,17.24,17.24,17.24,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2017-03-12,17.32,17.32,17.32,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.48,17.48,17.48,0.0,0.0
2017-03-19,17.2,17.2,17.2,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2017-03-26,18.02,18.02,18.02,0.0,0.0,18.2,18.2,18.2,0.0,0.0,17.87,17.87,17.87,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2017-04-02,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2017-04-09,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2017-04-16,16.54,16.54,16.54,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.3,16.3,16.3,0.0,0.0
2017-04-23,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0
2017-04-30,14.73,14.73,14.73,0.0,0.0,15.28,15.28,15.28,0.0,0.0,14.72,14.72,14.72,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2017-05-07,15.7,15.7,15.7,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2017-05-14,15.2,15.2,15.2,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2017-05-21,14.55,14.55,14.55,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2017-05-28,14.03,14.03,14.03,0.0,0.0,14.17,14.17,14.17,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.94,13.94,13.94,0.0,0.0
2017-06-04,13.37,13.37,13.37,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2017-06-11,13.24,13.24,13.24,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.36,13.36,13.36,0.0,0.0
2017-06-18,12.42,12.42,12.42,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2017-06-25,13.2,13.2,13.2,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.3,13.3,13.3,0.0,0.0
2017-07-02,12.81,12.81,12.81,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2017-07-09,13.28,13.28,13.28,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.41,13.41,13.41,0.0,0.0
2017-07-16,13.29,13.29,13.29,0.0,0.0,13.29,13.29,13.29,0.0,0.0,12.93,12.93,12.93,0.0,0.0,13.0,13.0,13.0,0.0,0.0
2017-07-23,13.4,13.4,13.4,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.44,13.44,13.44,0.0,0.0
2017-07-30,12.9,12.9,12.9,0.0,0.0,13.15,13.15,13.15,0.0,0.0,12.9,12.9,12.9,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2017-08-06,12.17,12.17,12.17,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2017-08-13,11.5,11.5,11.5,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.62,11.62,11.62,0.0,0.0
2017-08-20,11.77,11.77,11.77,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.93,11.93,11.93,0.0,0.0
2017-08-27,12.06,12.06,12.06,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2017-09-03,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.03,12.03,12.03,0.0,0.0,12.14,12.14,12.14,0.0,0.0
2017-09-10,13.34,13.34,13.34,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.32,13.32,13.32,0.0,0.0
2017-09-17,13.95,13.95,13.95,0.0,0.0,14.12,14.12,14.12,0.0,0.0,13.9,13.9,13.9,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2017-09-24,14.69,14.69,14.69,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2017-10-01,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.38,14.38,14.38,0.0,0.0
2017-10-08,14.42,14.42,14.42,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2017-10-15,13.79,13.79,13.79,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.81,13.81,13.81,0.0,0.0
2017-10-22,13.46,13.46,13.46,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.76,13.76,13.76,0.0,0.0
2017-10-29,14.33,14.33,14.33,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.46,14.46,14.46,0.0,0.0
2017-11-05,15.34,15.34,15.34,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.27,15.27,15.27,0.0,0.0
2017-11-12,14.21,14.21,14.21,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2017-11-19,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2017-11-26,14.79,14.79,14.79,0.0,0.0,15.1,15.1,15.1,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2017-12-03,14.34,14.34,14.34,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2017-12-10,14.36,14.36,14.36,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2017-12-17,15.08,15.08,15.08,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2017-12-24,15.5,15.5,15.5,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.4,15.4,15.4,0.0,0.0
