Date,Vanguard Total International BondEtf_Open_average,Vanguard Total International BondEtf_Open_max,Vanguard Total International BondEtf_Open_min,Vanguard Total International BondEtf_Open_volatility,Vanguard Total International BondEtf_Open_change,Vanguard Total International BondEtf_High_average,Vanguard Total International BondEtf_High_max,Vanguard Total International BondEtf_High_min,Vanguard Total International BondEtf_High_volatility,Vanguard Total International BondEtf_High_change,Vanguard Total International BondEtf_Low_average,Vanguard Total International BondEtf_Low_max,Vanguard Total International BondEtf_Low_min,Vanguard Total International BondEtf_Low_volatility,Vanguard Total International BondEtf_Low_change,Vanguard Total International BondEtf_Close_average,Vanguard Total International BondEtf_Close_max,Vanguard Total International BondEtf_Close_min,Vanguard Total International BondEtf_Close_volatility,Vanguard Total International BondEtf_Close_change
2016-11-13,54.49,54.49,54.49,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2016-11-20,54.5,54.5,54.5,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2016-11-27,54.12,54.12,54.12,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2016-12-04,54.22,54.22,54.22,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2016-12-11,54.39,54.39,54.39,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2016-12-18,54.18,54.18,54.18,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2016-12-25,54.33,54.33,54.33,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2017-01-01,54.01,54.01,54.01,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2017-01-08,54.06,54.06,54.06,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2017-01-15,53.82,53.82,53.82,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2017-01-22,53.74,53.74,53.74,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2017-01-29,53.77,53.77,53.77,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2017-02-05,53.75,53.75,53.75,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2017-02-12,53.93,53.93,53.93,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2017-02-19,54.17,54.17,54.17,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2017-02-26,54.02,54.02,54.02,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2017-03-05,53.79,53.79,53.79,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.66,53.66,53.66,0.0,0.0
2017-03-12,53.78,53.78,53.78,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2017-03-19,53.98,53.98,53.98,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.95,53.95,53.95,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2017-03-26,54.15,54.15,54.15,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2017-04-02,54.36,54.36,54.36,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2017-04-09,54.43,54.43,54.43,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2017-04-16,54.47,54.47,54.47,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2017-04-23,54.42,54.42,54.42,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2017-04-30,54.36,54.36,54.36,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2017-05-07,54.3,54.3,54.3,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2017-05-14,54.48,54.48,54.48,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2017-05-21,54.64,54.64,54.64,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2017-05-28,54.59,54.59,54.59,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2017-06-04,54.73,54.73,54.73,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2017-06-11,54.73,54.73,54.73,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2017-06-18,54.88,54.88,54.88,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.87,54.87,54.87,0.0,0.0
2017-06-25,54.38,54.38,54.38,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2017-07-02,54.01,54.01,54.01,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2017-07-09,54.2,54.2,54.2,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2017-07-16,54.42,54.42,54.42,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2017-07-23,54.36,54.36,54.36,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2017-07-30,54.57,54.57,54.57,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2017-08-06,54.72,54.72,54.72,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2017-08-13,54.76,54.76,54.76,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2017-08-20,54.79,54.79,54.79,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2017-08-27,54.73,54.73,54.73,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2017-09-03,54.95,54.95,54.95,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2017-09-10,54.64,54.64,54.64,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2017-09-17,54.62,54.62,54.62,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2017-09-24,54.58,54.58,54.58,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2017-10-01,54.44,54.44,54.44,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2017-10-08,54.7,54.7,54.7,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2017-10-15,54.66,54.66,54.66,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2017-10-22,54.73,54.73,54.73,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2017-10-29,54.99,54.99,54.99,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2017-11-05,54.93,54.93,54.93,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2017-11-12,54.98,54.98,54.98,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.97,54.97,54.97,0.0,0.0
2017-11-19,55.08,55.08,55.08,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2017-11-26,54.96,54.96,54.96,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2017-12-03,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2017-12-10,55.23,55.23,55.23,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2017-12-17,54.97,54.97,54.97,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2017-12-24,54.31,54.31,54.31,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.37,54.37,54.37,0.0,0.0
2017-12-31,54.32,54.32,54.32,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.3,54.3,54.3,0.0,0.0
