Date,Vanguard Total International BondEtf_Open_average,Vanguard Total International BondEtf_Open_max,Vanguard Total International BondEtf_Open_min,Vanguard Total International BondEtf_Open_volatility,Vanguard Total International BondEtf_Open_change,Vanguard Total International BondEtf_High_average,Vanguard Total International BondEtf_High_max,Vanguard Total International BondEtf_High_min,Vanguard Total International BondEtf_High_volatility,Vanguard Total International BondEtf_High_change,Vanguard Total International BondEtf_Low_average,Vanguard Total International BondEtf_Low_max,Vanguard Total International BondEtf_Low_min,Vanguard Total International BondEtf_Low_volatility,Vanguard Total International BondEtf_Low_change,Vanguard Total International BondEtf_Close_average,Vanguard Total International BondEtf_Close_max,Vanguard Total International BondEtf_Close_min,Vanguard Total International BondEtf_Close_volatility,Vanguard Total International BondEtf_Close_change
2016-01-03,53.07,53.07,53.07,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2016-01-10,53.13,53.13,53.13,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2016-01-17,53.11,53.11,53.11,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2016-01-24,53.41,53.41,53.41,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2016-01-31,53.65,53.65,53.65,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2016-02-07,53.8,53.8,53.8,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2016-02-14,53.81,53.81,53.81,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2016-02-21,54.08,54.08,54.08,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2016-02-28,54.02,54.02,54.02,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2016-03-06,53.95,53.95,53.95,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2016-03-13,54.31,54.31,54.31,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2016-03-20,54.48,54.48,54.48,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2016-03-27,54.56,54.56,54.56,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2016-04-03,54.58,54.58,54.58,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2016-04-10,54.53,54.53,54.53,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2016-04-17,54.44,54.44,54.44,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.33,54.33,54.33,0.0,0.0
2016-04-24,54.27,54.27,54.27,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2016-05-01,54.64,54.64,54.64,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2016-05-08,54.65,54.65,54.65,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2016-05-15,54.58,54.58,54.58,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2016-05-22,54.78,54.78,54.78,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2016-05-29,54.79,54.79,54.79,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2016-06-05,55.08,55.08,55.08,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2016-06-12,55.11,55.11,55.11,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2016-06-19,54.99,54.99,54.99,0.0,0.0,55.21,55.21,55.21,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2016-06-26,55.57,55.57,55.57,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2016-07-03,56.04,56.04,56.04,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.94,55.94,55.94,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2016-07-10,55.83,55.83,55.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2016-07-17,55.82,55.82,55.82,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2016-07-24,56.13,56.13,56.13,0.0,0.0,56.14,56.14,56.14,0.0,0.0,56.01,56.01,56.01,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2016-07-31,55.83,55.83,55.83,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2016-08-07,56.18,56.18,56.18,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2016-08-14,56.08,56.08,56.08,0.0,0.0,56.1,56.1,56.1,0.0,0.0,55.9,55.9,55.9,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2016-08-21,56.13,56.13,56.13,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.94,55.94,55.94,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2016-08-28,55.91,55.91,55.91,0.0,0.0,55.94,55.94,55.94,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2016-09-04,55.8,55.8,55.8,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2016-09-11,55.59,55.59,55.59,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2016-09-18,55.91,55.91,55.91,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2016-09-25,56.19,56.19,56.19,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.98,55.98,55.98,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2016-10-02,55.58,55.58,55.58,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2016-10-09,55.53,55.53,55.53,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2016-10-16,55.58,55.58,55.58,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2016-10-23,55.23,55.23,55.23,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2016-10-30,55.19,55.19,55.19,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2016-11-06,54.54,54.54,54.54,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.5,54.5,54.5,0.0,0.0
