Date,First Trust Developed Markets Ex-US AlphaDEXEtf_Open_average,First Trust Developed Markets Ex-US AlphaDEXEtf_Open_max,First Trust Developed Markets Ex-US AlphaDEXEtf_Open_min,First Trust Developed Markets Ex-US AlphaDEXEtf_Open_volatility,First Trust Developed Markets Ex-US AlphaDEXEtf_Open_change,First Trust Developed Markets Ex-US AlphaDEXEtf_High_average,First Trust Developed Markets Ex-US AlphaDEXEtf_High_max,First Trust Developed Markets Ex-US AlphaDEXEtf_High_min,First Trust Developed Markets Ex-US AlphaDEXEtf_High_volatility,First Trust Developed Markets Ex-US AlphaDEXEtf_High_change,First Trust Developed Markets Ex-US AlphaDEXEtf_Low_average,First Trust Developed Markets Ex-US AlphaDEXEtf_Low_max,First Trust Developed Markets Ex-US AlphaDEXEtf_Low_min,First Trust Developed Markets Ex-US AlphaDEXEtf_Low_volatility,First Trust Developed Markets Ex-US AlphaDEXEtf_Low_change,First Trust Developed Markets Ex-US AlphaDEXEtf_Close_average,First Trust Developed Markets Ex-US AlphaDEXEtf_Close_max,First Trust Developed Markets Ex-US AlphaDEXEtf_Close_min,First Trust Developed Markets Ex-US AlphaDEXEtf_Close_volatility,First Trust Developed Markets Ex-US AlphaDEXEtf_Close_change
2016-01-03,44.58,44.58,44.58,0.0,0.0,44.58,44.58,44.58,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2016-01-10,42.26,42.26,42.26,0.0,0.0,42.31,42.31,42.31,0.0,0.0,41.73,41.73,41.73,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2016-01-17,42.3,42.3,42.3,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2016-01-24,43.23,43.23,43.23,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2016-01-31,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2016-02-07,40.78,40.78,40.78,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.52,40.52,40.52,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2016-02-14,42.63,42.63,42.63,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2016-02-21,43.36,43.36,43.36,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2016-02-28,44.69,44.69,44.69,0.0,0.0,45.34,45.34,45.34,0.0,0.0,44.69,44.69,44.69,0.0,0.0,45.21,45.21,45.21,0.0,0.0
2016-03-06,44.79,44.79,44.79,0.0,0.0,45.39,45.39,45.39,0.0,0.0,44.79,44.79,44.79,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2016-03-13,45.96,45.96,45.96,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2016-03-20,45.24,45.24,45.24,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2016-03-27,46.03,46.03,46.03,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2016-04-03,45.8,45.8,45.8,0.0,0.0,46.01,46.01,46.01,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2016-04-10,46.68,46.68,46.68,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2016-04-17,47.05,47.05,47.05,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.77,46.77,46.77,0.0,0.0,47.02,47.02,47.02,0.0,0.0
2016-04-24,46.55,46.55,46.55,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2016-05-01,45.77,45.77,45.77,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.76,45.76,45.76,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2016-05-08,45.86,45.86,45.86,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.64,45.64,45.64,0.0,0.0
2016-05-15,45.78,45.78,45.78,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.77,45.77,45.77,0.0,0.0
2016-05-22,46.47,46.47,46.47,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2016-05-29,46.74,46.74,46.74,0.0,0.0,47.09,47.09,47.09,0.0,0.0,46.7,46.7,46.7,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2016-06-05,46.66,46.66,46.66,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2016-06-12,45.36,45.36,45.36,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2016-06-19,43.99,43.99,43.99,0.0,0.0,44.67,44.67,44.67,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2016-06-26,45.3,45.3,45.3,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2016-07-03,44.76,44.76,44.76,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2016-07-10,46.37,46.37,46.37,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2016-07-17,46.54,46.54,46.54,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2016-07-24,47.66,47.66,47.66,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2016-07-31,47.62,47.62,47.62,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2016-08-07,48.79,48.79,48.79,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2016-08-14,48.35,48.35,48.35,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2016-08-21,48.53,48.53,48.53,0.0,0.0,48.92,48.92,48.92,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2016-08-28,48.73,48.73,48.73,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2016-09-04,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2016-09-11,47.68,47.68,47.68,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2016-09-18,49.38,49.38,49.38,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2016-09-25,49.2,49.2,49.2,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2016-10-02,48.56,48.56,48.56,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2016-10-09,47.78,47.78,47.78,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2016-10-16,47.92,47.92,47.92,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.86,47.86,47.86,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2016-10-23,47.61,47.61,47.61,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2016-10-30,47.21,47.21,47.21,0.0,0.0,47.29,47.29,47.29,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2016-11-06,46.58,46.58,46.58,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2016-11-13,46.33,46.33,46.33,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2016-11-20,46.91,46.91,46.91,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2016-11-27,46.62,46.62,46.62,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2016-12-04,48.23,48.23,48.23,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2016-12-11,47.33,47.33,47.33,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2016-12-18,47.09,47.09,47.09,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.2,47.2,47.2,0.0,0.0
2016-12-25,48.34,48.34,48.34,0.0,0.0,48.34,48.34,48.34,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2017-01-01,48.54,48.54,48.54,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2017-01-08,49.29,49.29,49.29,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2017-01-15,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2017-01-22,49.96,49.96,49.96,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2017-01-29,50.24,50.24,50.24,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-02-05,50.41,50.41,50.41,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2017-02-12,50.73,50.73,50.73,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2017-02-19,50.74,50.74,50.74,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2017-02-26,50.7,50.7,50.7,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2017-03-05,50.75,50.75,50.75,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2017-03-12,52.05,52.05,52.05,0.0,0.0,52.24,52.24,52.24,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2017-03-19,51.84,51.84,51.84,0.0,0.0,52.12,52.12,52.12,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2017-03-26,52.06,52.06,52.06,0.0,0.0,52.23,52.23,52.23,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2017-04-02,51.79,51.79,51.79,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2017-04-09,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2017-04-16,51.94,51.94,51.94,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2017-04-23,53.41,53.41,53.41,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2017-04-30,54.02,54.02,54.02,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2017-05-07,54.35,54.35,54.35,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2017-05-14,54.72,54.72,54.72,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2017-05-21,55.2,55.2,55.2,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2017-05-28,56.26,56.26,56.26,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.44,56.44,56.44,0.0,0.0
2017-06-04,56.12,56.12,56.12,0.0,0.0,56.18,56.18,56.18,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2017-06-11,55.54,55.54,55.54,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2017-06-18,55.22,55.22,55.22,0.0,0.0,55.3,55.3,55.3,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2017-06-25,55.28,55.28,55.28,0.0,0.0,55.3,55.3,55.3,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2017-07-02,54.89,54.89,54.89,0.0,0.0,55.18,55.18,55.18,0.0,0.0,54.79,54.79,54.79,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2017-07-09,56.61,56.61,56.61,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2017-07-16,57.11,57.11,57.11,0.0,0.0,57.23,57.23,57.23,0.0,0.0,56.85,56.85,56.85,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2017-07-23,57.11,57.11,57.11,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.39,57.39,57.39,0.0,0.0
2017-07-30,57.93,57.93,57.93,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2017-08-06,56.67,56.67,56.67,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2017-08-13,56.87,56.87,56.87,0.0,0.0,57.15,57.15,57.15,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2017-08-20,57.66,57.66,57.66,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2017-08-27,58.29,58.29,58.29,0.0,0.0,58.43,58.43,58.43,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2017-09-03,58.59,58.59,58.59,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.49,58.49,58.49,0.0,0.0
2017-09-10,59.08,59.08,59.08,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2017-09-17,59.06,59.06,59.06,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2017-09-24,58.96,58.96,58.96,0.0,0.0,59.19,59.19,59.19,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2017-10-01,59.15,59.15,59.15,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2017-10-08,60.54,60.54,60.54,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.51,60.51,60.51,0.0,0.0
2017-10-15,60.18,60.18,60.18,0.0,0.0,60.21,60.21,60.21,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2017-10-22,59.91,59.91,59.91,0.0,0.0,60.18,60.18,60.18,0.0,0.0,59.81,59.81,59.81,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2017-10-29,61.36,61.36,61.36,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.04,61.04,61.04,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2017-11-05,60.64,60.64,60.64,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.67,60.67,60.67,0.0,0.0
2017-11-12,60.2,60.2,60.2,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2017-11-19,61.62,61.62,61.62,0.0,0.0,61.67,61.67,61.67,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2017-11-26,61.06,61.06,61.06,0.0,0.0,61.1,61.1,61.1,0.0,0.0,60.75,60.75,60.75,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2017-12-03,60.79,60.79,60.79,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2017-12-10,61.19,61.19,61.19,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.02,61.02,61.02,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2017-12-17,61.6,61.6,61.6,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.66,61.66,61.66,0.0,0.0
