Date,GLU_stock_Open_average,GLU_stock_Open_max,GLU_stock_Open_min,GLU_stock_Open_volatility,GLU_stock_Open_change,GLU_stock_High_average,GLU_stock_High_max,GLU_stock_High_min,GLU_stock_High_volatility,GLU_stock_High_change,GLU_stock_Low_average,GLU_stock_Low_max,GLU_stock_Low_min,GLU_stock_Low_volatility,GLU_stock_Low_change,GLU_stock_Close_average,GLU_stock_Close_max,GLU_stock_Close_min,GLU_stock_Close_volatility,GLU_stock_Close_change,GLU_stock_Volume_average,GLU_stock_Volume_max,GLU_stock_Volume_min,GLU_stock_Volume_volatility,GLU_stock_Volume_change
2016-01-03,16.304,16.55,16.12,0.4299999999999997,-0.4200000000000017,16.323999999999998,16.55,16.13,0.4200000000000017,-0.4200000000000017,16.192,16.37,15.96,0.41000000000000014,-0.3800000000000008,16.208,16.4,15.96,0.4399999999999977,-0.3800000000000008,1051,1820,242,1578,-1021
2016-01-10,15.596,16.03,15.26,0.7700000000000014,-0.7700000000000014,15.596,16.03,15.26,0.7700000000000014,-0.7700000000000014,15.418000000000001,15.83,14.95,0.8800000000000008,-0.8800000000000008,15.436,15.83,15.04,0.7900000000000009,-0.7900000000000009,2480,7184,201,6983,6651
2016-01-17,14.7675,15.15,14.35,0.8000000000000007,-0.39000000000000057,14.877500000000001,15.15,14.59,0.5600000000000005,-0.1899999999999995,14.6325,15.06,14.35,0.7100000000000009,-0.3000000000000007,14.7475,15.06,14.45,0.6100000000000012,-0.16999999999999993,2137,2793,721,2072,1884
2016-01-24,15.186,15.54,14.93,0.6099999999999994,0.6099999999999994,15.378,15.76,15.07,0.6899999999999995,0.6899999999999995,15.182,15.54,14.93,0.6099999999999994,0.6099999999999994,15.344,15.76,15.07,0.6899999999999995,0.6899999999999995,1520,3552,506,3046,1058
2016-01-31,16.098,16.44,15.77,0.6700000000000017,0.6700000000000017,16.23,16.44,16.04,0.40000000000000213,0.40000000000000213,16.066,16.28,15.77,0.5100000000000016,0.5100000000000016,16.221999999999998,16.4,16.04,0.35999999999999943,0.35999999999999943,1152,2021,300,1721,907
2016-02-07,15.598,16.35,15.3,1.0500000000000007,-0.9600000000000009,15.606,16.35,15.3,1.0500000000000007,-0.9600000000000009,15.448,15.83,15.16,0.6699999999999999,-0.6699999999999999,15.492,15.83,15.3,0.5299999999999994,-0.4900000000000002,1000,2539,524,2015,-2015
2016-02-14,15.795,16.19,15.37,0.8200000000000021,0.8200000000000021,15.852500000000001,16.19,15.37,0.8200000000000021,0.8200000000000021,15.74,16.02,15.35,0.6699999999999999,0.6699999999999999,15.8175,16.07,15.35,0.7200000000000006,0.7200000000000006,1069,1926,387,1539,-1253
2016-02-21,16.288,16.39,16.2,0.19000000000000128,-0.08000000000000185,16.326,16.39,16.24,0.15000000000000213,-0.08000000000000185,16.278,16.39,16.18,0.21000000000000085,-0.08000000000000185,16.314,16.39,16.18,0.21000000000000085,-0.08000000000000185,1704,6840,104,6736,-893
2016-02-28,16.427500000000002,16.45,16.4,0.05000000000000071,0.05000000000000071,16.5,16.62,16.4,0.22000000000000242,0.22000000000000242,16.3525,16.45,16.25,0.1999999999999993,0.10999999999999943,16.48,16.62,16.36,0.26000000000000156,0.26000000000000156,1422,2736,459,2277,-1202
2016-03-06,16.854,17.01,16.65,0.360000000000003,0.360000000000003,16.86,17.04,16.65,0.39000000000000057,0.39000000000000057,16.782,17.01,16.65,0.360000000000003,0.360000000000003,16.814,17.03,16.65,0.38000000000000256,0.38000000000000256,780,1543,142,1401,394
2016-03-13,17.146,17.5,16.61,0.8900000000000006,0.8900000000000006,17.228,17.5,16.91,0.5899999999999999,0.5899999999999999,17.09,17.42,16.61,0.8100000000000023,0.8100000000000023,17.166,17.47,16.87,0.5999999999999979,0.5100000000000016,1981,3685,1314,2371,-2064
2016-03-20,17.46,17.58,17.39,0.18999999999999773,-0.00999999999999801,17.605,17.9,17.43,0.46999999999999886,-0.03999999999999915,17.41,17.43,17.39,0.03999999999999915,-0.00999999999999801,17.47,17.5,17.43,0.07000000000000028,-0.03999999999999915,3874,7580,381,7199,1930
2016-03-27,17.6575,17.96,17.37,0.5899999999999999,0.5899999999999999,17.7725,17.96,17.37,0.5899999999999999,0.5899999999999999,17.5875,17.7,17.37,0.3299999999999983,0.3099999999999987,17.685,17.9,17.37,0.5299999999999976,0.34999999999999787,1108,2687,211,2476,227
2016-04-03,17.59,17.66,17.51,0.14999999999999858,-0.0799999999999983,17.666,17.85,17.51,0.33999999999999986,-0.10000000000000142,17.508,17.65,17.36,0.28999999999999915,-0.0799999999999983,17.57,17.8,17.36,0.4400000000000013,-0.120000000000001,1101,2496,398,2098,-1551
2016-04-10,17.74,17.82,17.63,0.19000000000000128,-0.019999999999999574,17.744,17.84,17.63,0.21000000000000085,-0.03999999999999915,17.674,17.75,17.62,0.129999999999999,-0.05999999999999872,17.686,17.75,17.62,0.129999999999999,-0.10000000000000142,578,1425,112,1313,-699
2016-04-17,17.768,17.95,17.63,0.3200000000000003,0.019999999999999574,17.874,18.03,17.69,0.33999999999999986,-0.0799999999999983,17.68,17.95,17.49,0.46000000000000085,-0.14000000000000057,17.812,18.03,17.65,0.38000000000000256,-0.04999999999999716,2711,4995,610,4385,2429
2016-04-24,17.778,17.9,17.6,0.29999999999999716,0.1700000000000017,17.852,17.9,17.72,0.17999999999999972,0.03999999999999915,17.7,17.84,17.52,0.3200000000000003,0.240000000000002,17.759999999999998,17.9,17.52,0.379999999999999,0.240000000000002,604,967,228,739,-374
2016-05-01,17.96,18.0,17.92,0.0799999999999983,0.0,17.976,18.0,17.92,0.0799999999999983,-0.0799999999999983,17.916,18.0,17.8,0.1999999999999993,-0.10999999999999943,17.95,18.0,17.88,0.120000000000001,-0.120000000000001,847,1710,100,1610,277
2016-05-08,17.94,18.05,17.85,0.1999999999999993,-0.04999999999999716,17.972,18.05,17.9,0.15000000000000213,0.0,17.842,17.96,17.7,0.26000000000000156,-0.08000000000000185,17.88,18.05,17.75,0.3000000000000007,-0.03999999999999915,1014,1471,402,1069,-170
2016-05-15,17.688,17.96,17.32,0.6400000000000006,-0.5899999999999999,17.74,17.99,17.32,0.6699999999999982,-0.370000000000001,17.484,17.85,17.2,0.6500000000000021,-0.5800000000000018,17.546,17.95,17.2,0.75,-0.48999999999999844,3906,15034,870,14164,13749
2016-05-22,17.672,17.85,17.51,0.33999999999999986,0.33999999999999986,17.762,18.05,17.54,0.5100000000000016,0.5100000000000016,17.654,17.85,17.47,0.38000000000000256,0.38000000000000256,17.76,18.05,17.53,0.5199999999999996,0.5199999999999996,3407,5946,2029,3917,1013
2016-05-29,18.015,18.05,17.96,0.08999999999999986,-0.03999999999999915,18.055,18.14,17.99,0.15000000000000213,0.08999999999999986,17.9775,18.04,17.9,0.14000000000000057,-0.029999999999997584,18.02,18.14,17.92,0.21999999999999886,0.10000000000000142,3205,10716,421,10295,379
2016-06-05,18.286,18.48,18.11,0.370000000000001,0.33000000000000185,18.424,18.5,18.27,0.23000000000000043,0.1700000000000017,18.226,18.34,18.11,0.23000000000000043,0.1700000000000017,18.382,18.5,18.25,0.25,0.030000000000001137,3903,4911,2403,2508,391
2016-06-12,17.854,18.22,17.65,0.5700000000000003,-0.36999999999999744,17.913999999999998,18.22,17.76,0.4599999999999973,-0.35999999999999943,17.754,17.96,17.62,0.33999999999999986,-0.13000000000000256,17.822,17.96,17.72,0.240000000000002,-0.10000000000000142,1302,2050,300,1750,-1484
2016-06-19,18.176000000000002,18.35,18.1,0.25,0.0,18.228,18.35,18.11,0.240000000000002,0.14000000000000057,18.096,18.28,17.88,0.40000000000000213,-0.22000000000000242,18.212,18.35,18.11,0.240000000000002,0.14000000000000057,3587,8875,449,8426,7775
2016-06-26,18.166,18.66,17.84,0.8200000000000003,0.5800000000000018,18.312,18.71,17.97,0.740000000000002,0.6099999999999994,18.088,18.61,17.77,0.8399999999999999,0.8399999999999999,18.232,18.69,17.84,0.8500000000000014,0.8500000000000014,8932,33770,1574,32196,-31432
2016-07-03,18.465,18.69,18.31,0.38000000000000256,-0.38000000000000256,18.565,18.69,18.51,0.17999999999999972,-0.1700000000000017,18.369999999999997,18.5,18.31,0.19000000000000128,-0.19000000000000128,18.4675,18.54,18.31,0.23000000000000043,-0.019999999999999574,1401,3103,514,2589,-1834
