Date,CRI_stock_Open_average,CRI_stock_Open_max,CRI_stock_Open_min,CRI_stock_Open_volatility,CRI_stock_Open_change,CRI_stock_High_average,CRI_stock_High_max,CRI_stock_High_min,CRI_stock_High_volatility,CRI_stock_High_change,CRI_stock_Low_average,CRI_stock_Low_max,CRI_stock_Low_min,CRI_stock_Low_volatility,CRI_stock_Low_change,CRI_stock_Close_average,CRI_stock_Close_max,CRI_stock_Close_min,CRI_stock_Close_volatility,CRI_stock_Close_change,CRI_stock_Volume_average,CRI_stock_Volume_max,CRI_stock_Volume_min,CRI_stock_Volume_volatility,CRI_stock_Volume_change
2016-01-03,91.798,94.0,88.91,5.090000000000003,5.090000000000003,94.006,94.76,93.23,1.5300000000000011,1.2399999999999949,90.718,92.09,88.91,3.180000000000007,3.180000000000007,92.756,93.86,91.52,2.3400000000000034,-0.8799999999999955,854235,1100815,757288,343527,-272057
2016-01-10,92.096,93.61,89.85,3.760000000000005,-2.740000000000009,92.572,93.83,90.7,3.1299999999999955,-2.3699999999999903,90.092,91.34,88.2,3.1400000000000006,-2.5,91.532,92.7,89.57,3.1300000000000097,-2.510000000000005,635974,789552,548941,240611,-136950
2016-01-17,89.3925,90.29,88.01,2.280000000000001,-0.19000000000001194,91.1725,92.45,90.2,2.25,1.3200000000000074,88.08,89.19,86.36,2.8299999999999983,0.7000000000000028,89.93,92.22,89.09,3.1299999999999955,3.1299999999999955,713304,996271,504339,491932,70950
2016-01-24,94.54,96.51,92.18,4.329999999999998,3.5,95.914,97.5,92.93,4.569999999999993,4.569999999999993,93.81,95.6,91.25,4.349999999999994,4.349999999999994,95.166,97.22,92.64,4.579999999999998,4.579999999999998,763174,1002834,512369,490465,490465
2016-01-31,96.834,98.9,94.29,4.609999999999999,-2.0,97.936,99.93,95.15,4.780000000000001,-4.089999999999989,94.908,97.81,90.73,7.079999999999998,-5.259999999999991,95.98,98.41,91.39,7.019999999999996,-7.019999999999996,921869,1265011,749082,515929,515929
2016-02-07,86.732,90.17,84.54,5.6299999999999955,-4.890000000000001,87.48,90.17,85.16,5.010000000000005,-2.8700000000000045,85.054,87.5,83.44,4.060000000000002,-2.819999999999993,86.05,88.61,84.16,4.450000000000003,-1.980000000000004,1137802,1514991,768813,746178,67486
2016-02-14,89.72749999999999,91.11,87.73,3.3799999999999955,1.9299999999999926,91.245,92.25,90.0,2.25,-1.1299999999999955,88.73,90.53,87.17,3.3599999999999994,0.0799999999999983,90.03999999999999,91.14,87.47,3.6700000000000017,-3.1899999999999977,790215,1277638,546931,730707,581086
2016-02-21,91.524,99.7,87.68,12.019999999999996,11.760000000000005,93.542,101.37,88.66,12.710000000000008,12.63000000000001,90.726,98.72,87.0,11.719999999999999,10.879999999999995,92.998,101.0,87.96,13.040000000000006,12.599999999999994,2167445,4373256,1301068,3072188,-1054483
2016-02-28,102.03999999999999,102.77,100.78,1.9899999999999949,1.9299999999999926,103.226,103.37,103.07,0.30000000000001137,0.09000000000000341,101.098,102.1,100.0,2.0999999999999943,2.0999999999999943,102.632,103.16,101.63,1.5300000000000011,1.3900000000000006,896369,1301475,654124,647351,-634574
2016-03-06,101.94800000000001,102.98,101.31,1.6700000000000017,-1.4399999999999977,102.452,103.48,101.74,1.740000000000009,-1.3500000000000085,100.764,101.76,99.48,2.280000000000001,-1.0600000000000023,101.254,102.2,100.5,1.7000000000000028,-0.8299999999999983,489597,628108,378596,249512,-89253
