Date,HALO_stock_Open_average,HALO_stock_Open_max,HALO_stock_Open_min,HALO_stock_Open_volatility,HALO_stock_Open_change,HALO_stock_High_average,HALO_stock_High_max,HALO_stock_High_min,HALO_stock_High_volatility,HALO_stock_High_change,HALO_stock_Low_average,HALO_stock_Low_max,HALO_stock_Low_min,HALO_stock_Low_volatility,HALO_stock_Low_change,HALO_stock_Close_average,HALO_stock_Close_max,HALO_stock_Close_min,HALO_stock_Close_volatility,HALO_stock_Close_change,HALO_stock_Volume_average,HALO_stock_Volume_max,HALO_stock_Volume_min,HALO_stock_Volume_volatility,HALO_stock_Volume_change
2016-01-03,15.966000000000001,16.93,15.0,1.9299999999999997,-1.9299999999999997,16.336,17.51,15.36,2.150000000000002,-2.070000000000002,15.542,16.48,14.6,1.8800000000000008,-1.8800000000000008,15.73,16.64,14.85,1.790000000000001,-1.790000000000001,1099508,1324130,881189,442941,23791
2016-01-10,11.916,14.8,9.74,5.0600000000000005,-5.0600000000000005,12.228,14.9,10.19,4.710000000000001,-4.710000000000001,10.302,11.87,8.75,3.119999999999999,-2.6999999999999993,10.992,12.37,10.06,2.3099999999999987,-2.2699999999999996,2851017,3714153,1750162,1963991,-1963991
2016-01-17,9.72,10.31,8.81,1.5,-0.15000000000000036,10.32,10.49,10.07,0.41999999999999993,-0.019999999999999574,9.09,10.05,8.27,1.7800000000000011,1.4000000000000004,9.7675,10.38,9.14,1.2400000000000002,1.2400000000000002,2317502,3611099,1510300,2100799,-922810
2016-01-24,9.426,10.26,8.48,1.7799999999999994,-1.7799999999999994,9.622,10.55,8.82,1.7300000000000004,-1.7300000000000004,8.812,9.83,8.16,1.67,-1.67,9.132,9.83,8.56,1.2699999999999996,-1.0299999999999994,1869166,2249065,1371401,877664,291953
2016-01-31,8.358,8.94,7.97,0.9699999999999998,-0.7299999999999986,8.628,9.06,8.15,0.9100000000000001,-0.620000000000001,7.872,8.32,7.49,0.8300000000000001,-0.5700000000000003,8.22,8.71,7.9,0.8100000000000005,-0.8100000000000005,2014842,2210511,1677236,533275,103559
2016-02-07,7.37,7.77,7.0,0.7699999999999996,-0.14999999999999947,7.69,7.88,7.53,0.34999999999999964,-0.17999999999999972,7.058,7.12,6.96,0.16000000000000014,0.010000000000000675,7.348,7.54,7.17,0.3700000000000001,0.21999999999999975,1847021,2369593,1366233,1003360,449582
2016-02-14,8.0825,8.64,7.76,0.8800000000000008,0.2400000000000002,8.3925,8.64,7.97,0.6700000000000008,0.35000000000000053,7.845,8.05,7.63,0.4200000000000008,0.13999999999999968,8.2025,8.59,7.86,0.7299999999999995,0.4400000000000004,1767124,2510890,1176819,1334071,-574765
2016-02-21,8.05,8.44,7.63,0.8099999999999996,-0.1999999999999993,8.236666666666666,8.5,7.93,0.5700000000000003,-0.2599999999999998,7.77,8.24,7.17,1.0700000000000003,0.28000000000000025,8.026666666666667,8.25,7.76,0.4900000000000002,0.05000000000000071,1398420,1667419,1253576,413843,167458
2016-02-28,8.92,9.47,8.23,1.2400000000000002,1.2199999999999989,9.486,9.94,8.44,1.5,1.5,8.76,9.29,8.06,1.2299999999999986,1.1999999999999993,9.074,9.59,8.13,1.459999999999999,1.459999999999999,3001169,5332427,1851557,3480870,-108443
2016-03-06,9.078,9.46,8.6,0.8600000000000012,-0.8600000000000012,9.32,9.81,9.04,0.7700000000000014,-0.7599999999999998,8.604000000000001,9.25,8.24,1.0099999999999998,-0.7899999999999991,8.984,9.57,8.53,1.040000000000001,-0.5400000000000009,2338328,2806433,1844062,962371,-224220
2016-03-13,8.538,9.18,8.0,1.1799999999999997,-0.8599999999999994,8.802,9.46,8.22,1.2400000000000002,-0.9200000000000017,8.11,8.94,7.52,1.42,-1.0399999999999991,8.458,9.32,8.06,1.2599999999999998,-0.9299999999999997,2072746,2818107,1532907,1285200,1285200
2016-03-20,8.879999999999999,9.29,8.37,0.9199999999999999,0.47000000000000064,9.3575,9.53,9.18,0.34999999999999964,-0.10999999999999943,8.665,9.0,8.29,0.7100000000000009,0.2400000000000002,9.0475,9.31,8.87,0.4400000000000013,-0.21000000000000085,1824659,2406030,1149406,1256624,-1256624
2016-03-27,9.058,9.33,8.61,0.7200000000000006,0.35999999999999943,9.506,9.91,8.95,0.9600000000000009,0.7799999999999994,8.874,9.27,8.25,1.0199999999999996,0.6699999999999999,9.214,9.75,8.66,1.0899999999999999,1.0899999999999999,1848265,2455506,1246498,1209008,198522
2016-04-03,10.436,11.3,9.79,1.5100000000000016,1.5100000000000016,10.988,11.45,10.39,1.0599999999999987,0.7200000000000006,10.216,10.74,9.79,0.9500000000000011,0.9500000000000011,10.645999999999999,11.04,10.03,1.0099999999999998,0.8699999999999992,2087731,2723830,1412927,1310903,-592959
2016-04-10,11.36,11.99,10.85,1.1400000000000006,0.6699999999999999,11.708,12.33,11.1,1.2300000000000004,0.7600000000000016,11.122,11.67,10.63,1.0399999999999991,0.6900000000000013,11.482,11.97,10.84,1.1300000000000008,1.1300000000000008,1372617,1463503,1174436,289067,103025
2016-04-17,11.932,12.09,11.83,0.2599999999999998,0.16999999999999993,12.198,12.32,12.12,0.20000000000000107,0.0,11.614,11.75,11.31,0.4399999999999995,-0.040000000000000924,11.932,12.05,11.72,0.33000000000000007,-0.009999999999999787,1443808,1990670,1080350,910320,-315364
2016-04-24,11.334,12.0,10.79,1.2100000000000009,-1.2100000000000009,11.528,12.31,10.98,1.33,-1.33,10.894,11.88,10.47,1.4100000000000001,-1.4100000000000001,11.096,11.92,10.55,1.3699999999999992,-1.3699999999999992,1374007,1750374,1009014,741360,229620
2016-05-01,10.18,10.67,9.5,1.17,-1.1300000000000008,10.338,10.85,9.9,0.9499999999999993,-0.9499999999999993,9.79,10.26,9.25,1.0099999999999998,-1.0099999999999998,10.02,10.85,9.5,1.3499999999999996,-1.3499999999999996,1287437,1558685,1000926,557759,42918
2016-05-08,9.382,10.34,8.51,1.83,-1.0,9.596,10.54,8.82,1.7199999999999989,-0.9900000000000002,8.83,9.49,8.22,1.2699999999999996,-1.040000000000001,9.102,9.85,8.57,1.2799999999999994,-0.9800000000000004,1986314,2720845,1254611,1466234,-242314
2016-05-15,8.918000000000001,9.0,8.8,0.1999999999999993,0.13000000000000078,9.26,9.3,9.22,0.08000000000000007,-0.009999999999999787,8.798,8.92,8.72,0.1999999999999993,0.1999999999999993,9.008000000000001,9.15,8.83,0.3200000000000003,0.07000000000000028,1236274,1545248,960272,584976,-290646
2016-05-22,9.67,10.05,9.15,0.9000000000000004,0.75,9.892,10.1,9.49,0.6099999999999994,0.5600000000000005,9.542,9.79,9.08,0.7099999999999991,0.7099999999999991,9.796,10.07,9.32,0.75,0.6799999999999997,1088688,1480992,638768,842224,-382163
2016-05-29,10.0625,10.35,9.96,0.3899999999999988,0.3899999999999988,10.315000000000001,10.39,10.14,0.25,-0.030000000000001137,9.7975,9.96,9.59,0.370000000000001,-0.2900000000000009,10.010000000000002,10.39,9.63,0.7599999999999998,-0.4299999999999997,2089531,2235164,1941184,293980,226556
2016-06-05,9.218,9.62,8.79,0.8300000000000001,-0.8300000000000001,9.3,9.62,8.97,0.6499999999999986,-0.6499999999999986,8.78,8.91,8.6,0.3100000000000005,0.0,9.120000000000001,9.5,8.75,0.75,-0.75,1725780,2551145,1291422,1259723,-964279
2016-06-12,8.874,9.09,8.65,0.4399999999999995,0.4399999999999995,9.052,9.28,8.89,0.3899999999999988,0.16999999999999993,8.642,8.82,8.47,0.34999999999999964,-0.14999999999999858,8.838000000000001,9.07,8.52,0.5500000000000007,-0.15000000000000036,1488545,2058434,1172292,886142,564048
2016-06-19,8.686,8.74,8.6,0.14000000000000057,0.040000000000000924,8.986,9.21,8.71,0.5,0.2400000000000002,8.491999999999999,8.67,8.42,0.25,-0.07000000000000028,8.712,9.19,8.44,0.75,-0.2599999999999998,1469205,2171373,1133005,1038368,815619
2016-06-26,8.336,8.62,7.94,0.6799999999999988,0.2599999999999998,8.602,9.13,8.18,0.9500000000000011,0.6500000000000004,8.118,8.59,7.7,0.8899999999999997,0.8899999999999997,8.428,9.13,7.78,1.3500000000000005,1.3500000000000005,1549794,2590743,1186933,1403810,-1374506
2016-07-03,8.8725,9.09,8.5,0.5899999999999999,0.11999999999999922,9.085,9.28,8.89,0.3899999999999988,0.27999999999999936,8.65,8.88,8.43,0.45000000000000107,0.41999999999999993,8.915,9.11,8.56,0.5499999999999989,0.5499999999999989,1198381,1381336,982052,399284,184879
