Date,ARCStock_Open_average,ARCStock_Open_max,ARCStock_Open_min,ARCStock_Open_volatility,ARCStock_Open_change,ARCStock_High_average,ARCStock_High_max,ARCStock_High_min,ARCStock_High_volatility,ARCStock_High_change,ARCStock_Low_average,ARCStock_Low_max,ARCStock_Low_min,ARCStock_Low_volatility,ARCStock_Low_change,ARCStock_Close_average,ARCStock_Close_max,ARCStock_Close_min,ARCStock_Close_volatility,ARCStock_Close_change,ARCStock_Volume_average,ARCStock_Volume_max,ARCStock_Volume_min,ARCStock_Volume_volatility,ARCStock_Volume_change
2016-01-03,4.118,4.39,3.86,0.5299999999999998,-0.3799999999999999,4.196,4.39,3.98,0.4099999999999997,-0.25,3.996,4.19,3.77,0.4200000000000004,-0.27000000000000046,4.056,4.25,3.91,0.33999999999999986,-0.29000000000000004,193531,264666,88915,175751,77587
2016-01-10,3.662,3.93,3.49,0.43999999999999995,-0.4200000000000004,3.7439999999999998,3.95,3.55,0.40000000000000036,-0.40000000000000036,3.456,3.64,3.34,0.30000000000000027,-0.30000000000000027,3.59,3.71,3.46,0.25,-0.20000000000000018,216977,316090,165540,150550,-146244
2016-01-17,3.4475,3.51,3.31,0.19999999999999973,0.009999999999999787,3.585,3.6,3.57,0.03000000000000025,0.020000000000000018,3.33,3.47,3.17,0.30000000000000027,0.15000000000000036,3.4699999999999998,3.53,3.4,0.1299999999999999,0.1299999999999999,149680,193664,90074,103590,-103590
2016-01-24,3.524,3.67,3.37,0.2999999999999998,0.13999999999999968,3.668,3.76,3.56,0.19999999999999973,0.19999999999999973,3.464,3.59,3.36,0.22999999999999998,0.22999999999999998,3.56,3.69,3.38,0.31000000000000005,0.31000000000000005,129131,226913,67545,159368,94868
2016-01-31,3.644,3.7,3.6,0.10000000000000009,-0.06999999999999984,3.74,3.86,3.67,0.18999999999999995,-0.029999999999999805,3.532,3.6,3.45,0.1499999999999999,-0.10999999999999988,3.622,3.73,3.46,0.27,-0.27,156007,221546,107450,114096,114096
2016-02-07,3.4899999999999998,3.57,3.41,0.1599999999999997,0.009999999999999787,3.584,3.72,3.5,0.2200000000000002,0.009999999999999787,3.41,3.54,3.33,0.20999999999999996,0.050000000000000266,3.504,3.65,3.38,0.27,0.040000000000000036,143660,189144,101987,87157,15446
2016-02-14,3.62,3.67,3.54,0.1299999999999999,0.1200000000000001,3.7075,3.76,3.63,0.1299999999999999,0.1299999999999999,3.57,3.6,3.5,0.10000000000000009,0.08999999999999986,3.665,3.71,3.63,0.08000000000000007,0.08000000000000007,119405,174672,88851,85821,22075
2016-02-21,3.606,3.8,3.43,0.36999999999999966,-0.36999999999999966,3.658,3.85,3.5,0.3500000000000001,-0.26000000000000023,3.496,3.74,3.29,0.4500000000000002,-0.3200000000000003,3.572,3.74,3.43,0.31000000000000005,-0.2400000000000002,145799,205180,81540,123640,-86705
2016-02-28,3.564,3.63,3.47,0.1599999999999997,0.1599999999999997,3.67,3.85,3.56,0.29000000000000004,0.29000000000000004,3.536,3.63,3.43,0.19999999999999973,0.19999999999999973,3.612,3.75,3.5,0.25,0.25,361654,655089,137429,517660,238323
2016-03-06,3.814,3.9,3.76,0.14000000000000012,0.1200000000000001,3.868,3.92,3.83,0.08999999999999986,0.020000000000000018,3.756,3.84,3.65,0.18999999999999995,0.09999999999999964,3.812,3.89,3.74,0.1499999999999999,0.11000000000000032,1195461,3503456,567254,2936202,-12068
2016-03-13,3.954,4.04,3.92,0.1200000000000001,0.10999999999999988,4.0280000000000005,4.11,3.98,0.13000000000000034,0.1200000000000001,3.91,3.99,3.86,0.13000000000000034,0.13000000000000034,3.972,4.03,3.92,0.11000000000000032,0.04999999999999982,460866,620036,360790,259246,-163428
2016-03-20,4.075,4.14,3.96,0.17999999999999972,0.1200000000000001,4.21,4.23,4.17,0.0600000000000005,0.0,4.0425,4.12,3.96,0.16000000000000014,0.05999999999999961,4.135,4.17,4.08,0.08999999999999986,0.0,322823,429137,213433,215704,-215704
2016-03-27,4.244,4.45,4.04,0.41000000000000014,0.21999999999999975,4.36,4.53,4.2,0.33000000000000007,0.21999999999999975,4.142,4.34,4.02,0.3200000000000003,0.1299999999999999,4.2540000000000004,4.5,4.07,0.4299999999999997,0.1200000000000001,416748,917270,217390,699880,-30066
2016-04-03,4.0120000000000005,4.25,3.85,0.3999999999999999,-0.33999999999999986,4.109999999999999,4.3,4.03,0.2699999999999996,-0.2400000000000002,3.88,4.05,3.76,0.29000000000000004,-0.1499999999999999,3.972,4.09,3.84,0.25,-0.10000000000000009,274334,494356,130724,363632,-185729
2016-04-10,4.032,4.18,3.86,0.31999999999999984,0.2200000000000002,4.15,4.23,4.03,0.20000000000000018,0.20000000000000018,3.964,4.12,3.79,0.33000000000000007,0.33000000000000007,4.08,4.21,3.81,0.3999999999999999,0.3999999999999999,171336,248196,82517,165679,-151516
2016-04-17,4.21,4.25,4.14,0.11000000000000032,0.040000000000000036,4.308,4.39,4.21,0.17999999999999972,0.17999999999999972,4.156,4.25,4.08,0.16999999999999993,0.16999999999999993,4.248,4.36,4.16,0.20000000000000018,0.20000000000000018,140032,211483,80098,131385,-18095
2016-04-24,4.276,4.35,4.21,0.13999999999999968,-0.09999999999999964,4.352,4.42,4.25,0.16999999999999993,-0.05999999999999961,4.184,4.25,4.08,0.16999999999999993,-0.07000000000000028,4.252,4.38,4.12,0.2599999999999998,-0.1299999999999999,138924,183339,109501,73838,-30705
2016-05-01,4.212000000000001,4.4,4.12,0.28000000000000025,-0.040000000000000036,4.2780000000000005,4.49,4.19,0.2999999999999998,-0.020000000000000462,4.054,4.12,3.96,0.16000000000000014,-0.020000000000000462,4.164,4.23,4.08,0.15000000000000036,-0.0600000000000005,249210,641760,118854,522906,17721
2016-05-08,4.118,4.26,4.04,0.21999999999999975,-0.09999999999999964,4.234,4.38,4.12,0.2599999999999998,-0.20000000000000018,4.012,4.07,3.88,0.1900000000000004,-0.1900000000000004,4.074,4.23,3.9,0.3300000000000005,-0.3300000000000005,158048,179024,135473,43551,43128
2016-05-15,3.836,3.9,3.78,0.1200000000000001,-0.1200000000000001,3.972,4.09,3.87,0.21999999999999975,0.0,3.8,3.9,3.74,0.1599999999999997,-0.1200000000000001,3.856,3.91,3.79,0.1200000000000001,-0.010000000000000231,217410,289263,151939,137324,37447
2016-05-22,4.04,4.23,3.88,0.35000000000000053,0.35000000000000053,4.1416,4.3,3.97,0.3299999999999996,0.3299999999999996,4.018,4.2,3.85,0.3500000000000001,0.3500000000000001,4.082,4.23,3.87,0.3600000000000003,0.3600000000000003,130165,167355,62262,105093,-78737
2016-05-29,4.245,4.32,4.18,0.14000000000000057,-0.10000000000000053,4.3275,4.38,4.24,0.13999999999999968,-0.10999999999999943,4.16,4.22,4.09,0.1299999999999999,-0.1299999999999999,4.245,4.36,4.15,0.20999999999999996,-0.009999999999999787,232083,364866,175311,189555,-177986
2016-06-05,4.136,4.26,4.02,0.2400000000000002,-0.2400000000000002,4.22,4.33,4.14,0.1900000000000004,-0.1900000000000004,4.026,4.09,3.99,0.09999999999999964,-0.009999999999999787,4.092,4.23,3.99,0.2400000000000002,-0.04999999999999982,181486,311911,125902,186009,-149367
2016-06-12,4.018,4.06,3.95,0.10999999999999943,0.10999999999999943,4.1129999999999995,4.2,4.055,0.14500000000000046,0.05999999999999961,3.978,4.02,3.93,0.08999999999999941,0.08999999999999941,4.038,4.08,3.99,0.08999999999999986,0.04999999999999982,164470,269858,102339,167519,95457
2016-06-19,4.01,4.16,3.83,0.33000000000000007,-0.33000000000000007,4.082,4.2,3.98,0.2200000000000002,-0.2200000000000002,3.8684000000000003,3.99,3.75,0.2400000000000002,-0.2030000000000003,3.984,4.14,3.82,0.31999999999999984,-0.1899999999999995,377073,1240731,124958,1115773,1035594
2016-06-26,3.9,3.97,3.81,0.16000000000000014,-0.07000000000000028,3.96,4.04,3.89,0.1499999999999999,-0.010000000000000231,3.812,3.87,3.75,0.1200000000000001,0.06000000000000005,3.876,3.97,3.79,0.18000000000000016,0.06999999999999984,167590,236125,66301,169824,-104365
2016-07-03,3.825,3.84,3.79,0.04999999999999982,0.0,3.905,3.94,3.84,0.10000000000000009,0.020000000000000018,3.765,3.81,3.75,0.06000000000000005,0.06000000000000005,3.8274999999999997,3.93,3.78,0.15000000000000036,0.15000000000000036,167091,348210,78432,269778,-216213
2016-07-10,4.106,4.17,3.99,0.17999999999999972,0.1299999999999999,4.172,4.25,4.05,0.20000000000000018,0.10000000000000053,4.042,4.08,3.98,0.10000000000000009,0.050000000000000266,4.1,4.15,4.05,0.10000000000000053,0.03000000000000025,96754,148906,69996,78910,-21676
2016-07-17,4.142,4.23,4.05,0.1800000000000006,0.16000000000000014,4.232,4.31,4.12,0.1899999999999995,0.1899999999999995,4.1118,4.23,4.01,0.22000000000000064,0.1900000000000004,4.17,4.24,4.04,0.20000000000000018,0.17999999999999972,98782,143760,48995,94765,-39464
2016-07-24,4.062,4.18,3.85,0.3299999999999996,-0.3299999999999996,4.104,4.23,3.96,0.27000000000000046,-0.27000000000000046,3.9739999999999998,4.14,3.8,0.33999999999999986,-0.33000000000000007,4.01,4.14,3.88,0.2599999999999998,-0.18999999999999995,83691,125808,48312,77496,51984
2016-07-31,3.666,3.94,3.4,0.54,-0.54,3.718,4.0,3.52,0.48,-0.4700000000000002,3.556,3.9,3.35,0.5499999999999998,-0.5,3.612,3.9,3.4,0.5,-0.46999999999999975,169588,327011,101854,225157,-4353
2016-08-07,3.3120000000000003,3.43,3.24,0.18999999999999995,-0.18999999999999995,3.3588,3.455,3.25,0.20500000000000007,-0.20500000000000007,3.238,3.3,3.11,0.18999999999999995,-0.18000000000000016,3.272,3.34,3.18,0.1599999999999997,-0.1599999999999997,135555,196336,73863,122473,-84714
2016-08-14,3.13,3.18,3.08,0.10000000000000009,-0.020000000000000018,3.195,3.29,3.11,0.18000000000000016,0.10999999999999988,3.089,3.13,3.06,0.06999999999999984,0.020000000000000018,3.12,3.16,3.06,0.10000000000000009,0.020000000000000018,135390,193353,95796,97557,39022
2016-08-21,3.208,3.29,3.14,0.1499999999999999,0.1299999999999999,3.308,3.44,3.2,0.23999999999999977,0.23999999999999977,3.188,3.29,3.08,0.20999999999999996,0.20999999999999996,3.2600000000000002,3.34,3.16,0.17999999999999972,0.17999999999999972,122411,180566,76692,103874,40708
2016-08-28,3.378,3.43,3.33,0.10000000000000009,0.08999999999999986,3.434,3.48,3.4,0.08000000000000007,0.08000000000000007,3.336,3.41,3.29,0.1200000000000001,0.10000000000000009,3.396,3.47,3.33,0.14000000000000012,0.14000000000000012,121179,150460,59774,90686,-40968
2016-09-04,3.5175,3.6,3.43,0.16999999999999993,-0.06999999999999984,3.5774999999999997,3.63,3.48,0.1499999999999999,-0.1299999999999999,3.4725,3.55,3.36,0.18999999999999995,-0.14000000000000012,3.51,3.59,3.38,0.20999999999999996,-0.20999999999999996,88439,99742,79737,20005,8687
2016-09-11,3.352,3.43,3.27,0.16000000000000014,0.050000000000000266,3.4146,3.47,3.36,0.11000000000000032,0.050000000000000266,3.303,3.38,3.255,0.125,0.06999999999999984,3.376,3.44,3.28,0.16000000000000014,0.029999999999999805,154037,369028,64413,304615,295304
2016-09-18,3.666,3.81,3.48,0.33000000000000007,0.31000000000000005,3.766,3.88,3.67,0.20999999999999996,0.020000000000000018,3.59,3.69,3.47,0.21999999999999975,0.19999999999999973,3.658,3.76,3.57,0.18999999999999995,0.1200000000000001,131560,311481,67929,243552,-243552
2016-09-25,3.698,3.72,3.66,0.06000000000000005,0.0,3.754,3.79,3.71,0.08000000000000007,0.05999999999999961,3.646,3.68,3.62,0.06000000000000005,-0.010000000000000231,3.718,3.76,3.67,0.08999999999999986,0.050000000000000266,83158,97721,53045,44676,41986
2016-10-02,3.676,3.75,3.62,0.1299999999999999,-0.1299999999999999,3.694,3.77,3.62,0.1499999999999999,-0.1499999999999999,3.592,3.66,3.44,0.2200000000000002,-0.2200000000000002,3.636,3.69,3.57,0.1200000000000001,-0.1200000000000001,58034,114694,33193,81501,-61144
2016-10-09,3.594,3.62,3.55,0.07000000000000028,-0.06000000000000005,3.634,3.69,3.57,0.1200000000000001,-0.1200000000000001,3.508,3.6,3.37,0.22999999999999998,-0.22999999999999998,3.57,3.65,3.43,0.21999999999999975,-0.21999999999999975,66895,81356,48127,33229,118
2016-10-16,3.5140000000000002,3.62,3.41,0.20999999999999996,0.06000000000000005,3.586,3.65,3.49,0.1599999999999997,0.07999999999999963,3.466,3.52,3.41,0.10999999999999988,0.06000000000000005,3.546,3.61,3.48,0.1299999999999999,0.06000000000000005,44388,57296,33331,23965,3998
2016-10-23,3.514,3.57,3.45,0.11999999999999966,-0.09999999999999964,3.56,3.62,3.48,0.14000000000000012,-0.14000000000000012,3.412,3.49,3.27,0.2200000000000002,-0.2200000000000002,3.474,3.56,3.32,0.2400000000000002,-0.2400000000000002,75016,117311,44186,73125,68255
2016-10-30,3.42,3.48,3.33,0.1499999999999999,0.14000000000000012,3.474,3.549,3.4,0.14900000000000002,0.10899999999999999,3.343,3.41,3.25,0.16000000000000014,0.08999999999999986,3.386,3.46,3.25,0.20999999999999996,-0.03000000000000025,74545,92440,55460,36980,9457
2016-11-06,3.692,3.89,3.51,0.38000000000000034,0.3500000000000001,3.936,4.43,3.51,0.9199999999999999,0.9199999999999999,3.6082,3.86,3.38,0.48,0.48,3.874,4.36,3.5,0.8600000000000003,0.8600000000000003,188465,298704,97943,200761,200761
2016-11-13,4.346,4.5,4.23,0.2699999999999996,-0.16999999999999993,4.4296,4.588,4.36,0.22799999999999976,-0.1479999999999997,4.232,4.25,4.2,0.04999999999999982,0.04999999999999982,4.33,4.43,4.28,0.14999999999999947,0.1200000000000001,110842,177100,54864,122236,-14
2016-11-20,4.5525,4.7,4.42,0.28000000000000025,0.28000000000000025,4.6675,4.82,4.5,0.3200000000000003,0.3200000000000003,4.5075,4.64,4.4,0.23999999999999932,0.23999999999999932,4.6525,4.79,4.47,0.3200000000000003,0.3200000000000003,60968,83306,39191,44115,-44115
2016-11-27,4.662,4.79,4.44,0.34999999999999964,-0.1900000000000004,4.754,4.81,4.66,0.14999999999999947,-0.11999999999999922,4.5440000000000005,4.68,4.44,0.23999999999999932,-0.15000000000000036,4.588,4.71,4.46,0.25,-0.11000000000000032,85848,105252,58367,46885,-43205
2016-12-04,4.772,4.86,4.55,0.3100000000000005,0.2999999999999998,4.866,4.95,4.78,0.16999999999999993,0.16999999999999993,4.688,4.77,4.53,0.23999999999999932,0.22999999999999954,4.824,4.95,4.75,0.20000000000000018,0.20000000000000018,100544,117140,76422,40718,-24086
2016-12-11,4.886,5.03,4.79,0.2400000000000002,-0.1299999999999999,4.998,5.04,4.96,0.08000000000000007,0.009999999999999787,4.794,4.86,4.72,0.14000000000000057,-0.08000000000000007,4.848,4.94,4.78,0.16000000000000014,-0.13000000000000078,207532,672303,67747,604556,585587
2016-12-18,4.936,5.03,4.86,0.16999999999999993,0.040000000000000036,5.004,5.1,4.95,0.14999999999999947,-0.03000000000000025,4.8232,4.95,4.76,0.1900000000000004,0.0,4.952,5.01,4.87,0.13999999999999968,-0.010000000000000675,82547,116681,52941,63740,-39748
2016-12-25,4.95,5.05,4.9,0.14999999999999947,-0.04999999999999982,5.0575,5.1,4.98,0.11999999999999922,0.0,4.8725000000000005,4.94,4.81,0.13000000000000078,-0.0600000000000005,4.99,5.08,4.92,0.16000000000000014,0.040000000000000036,74902,105353,52439,52914,-25634
2017-01-01,5.355,5.45,5.21,0.2400000000000002,0.1900000000000004,5.4625,5.55,5.39,0.16000000000000014,0.010000000000000675,5.1845,5.35,5.0,0.34999999999999964,0.040000000000000036,5.315,5.44,5.08,0.3600000000000003,-0.28000000000000025,138684,212780,73211,139569,-139569
2017-01-08,5.1739999999999995,5.35,5.02,0.33000000000000007,0.07000000000000028,5.242,5.38,5.14,0.2400000000000002,0.0600000000000005,5.02,5.13,4.9,0.22999999999999954,0.11000000000000032,5.15,5.28,5.03,0.25,0.13999999999999968,69236,84177,58306,25871,-25871
2017-01-15,5.0425,5.16,4.84,0.3200000000000003,-0.3200000000000003,5.1,5.22,5.01,0.20999999999999996,-0.20999999999999996,4.9025,5.0,4.83,0.16999999999999993,-0.10000000000000053,4.970000000000001,5.03,4.86,0.16999999999999993,0.009999999999999787,96408,144916,37203,107713,70615
2017-01-22,4.972,5.03,4.88,0.15000000000000036,-0.08999999999999986,5.027,5.065,4.96,0.10500000000000043,-0.04999999999999982,4.846,4.91,4.75,0.16000000000000014,-0.09999999999999964,4.918,4.99,4.81,0.1800000000000006,-0.14000000000000057,95217,143952,37131,106821,-26968
2017-01-29,4.712,4.75,4.63,0.1200000000000001,0.010000000000000675,4.7860000000000005,4.9,4.74,0.16000000000000014,0.009999999999999787,4.622,4.68,4.51,0.16999999999999993,0.09999999999999964,4.702,4.74,4.68,0.0600000000000005,0.0,64554,79219,51584,27635,-17722
2017-02-05,4.536,4.71,4.4,0.3099999999999996,-0.20000000000000018,4.634,4.75,4.5,0.25,0.0,4.436,4.57,4.35,0.22000000000000064,-0.1299999999999999,4.5120000000000005,4.71,4.36,0.34999999999999964,0.1200000000000001,82003,125315,48647,76668,22105
2017-02-12,4.732,4.75,4.71,0.040000000000000036,0.040000000000000036,4.79,4.82,4.75,0.07000000000000028,-0.05000000000000071,4.694,4.72,4.66,0.05999999999999961,-0.009999999999999787,4.74,4.75,4.73,0.019999999999999574,0.0,102889,124930,76953,47977,-9798
2017-02-19,4.5725,4.78,4.32,0.45999999999999996,-0.4299999999999997,4.61,4.83,4.37,0.45999999999999996,-0.3799999999999999,4.3975,4.62,4.27,0.35000000000000053,-0.35000000000000053,4.46,4.67,4.36,0.3099999999999996,-0.3099999999999996,102399,127964,76869,51095,-37319
2017-02-26,4.216,4.32,4.1,0.22000000000000064,0.0,4.312,4.45,4.18,0.27000000000000046,0.10000000000000053,4.118,4.25,4.0,0.25,-0.040000000000000036,4.226,4.4,4.02,0.3800000000000008,0.14000000000000057,114503,155908,89558,66350,15814
2017-03-05,4.25,4.41,4.05,0.3600000000000003,-0.2599999999999998,4.28,4.41,4.14,0.27000000000000046,-0.23000000000000043,4.138,4.28,4.01,0.27000000000000046,-0.23000000000000043,4.178,4.36,4.07,0.29000000000000004,-0.2600000000000007,66444,80559,57227,23332,-9209
