Date,SPDR MSCI World StrategicFactors_etf_Open_average,SPDR MSCI World StrategicFactors_etf_Open_max,SPDR MSCI World StrategicFactors_etf_Open_min,SPDR MSCI World StrategicFactors_etf_Open_volatility,SPDR MSCI World StrategicFactors_etf_Open_change,SPDR MSCI World StrategicFactors_etf_High_average,SPDR MSCI World StrategicFactors_etf_High_max,SPDR MSCI World StrategicFactors_etf_High_min,SPDR MSCI World StrategicFactors_etf_High_volatility,SPDR MSCI World StrategicFactors_etf_High_change,SPDR MSCI World StrategicFactors_etf_Low_average,SPDR MSCI World StrategicFactors_etf_Low_max,SPDR MSCI World StrategicFactors_etf_Low_min,SPDR MSCI World StrategicFactors_etf_Low_volatility,SPDR MSCI World StrategicFactors_etf_Low_change,SPDR MSCI World StrategicFactors_etf_Close_average,SPDR MSCI World StrategicFactors_etf_Close_max,SPDR MSCI World StrategicFactors_etf_Close_min,SPDR MSCI World StrategicFactors_etf_Close_volatility,SPDR MSCI World StrategicFactors_etf_Close_change
2016-03-13,60.4,60.4,60.4,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2016-03-20,60.29,60.29,60.29,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.29,60.29,60.29,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2016-03-27,61.71,61.71,61.71,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.71,61.71,61.71,0.0,0.0
2016-04-03,60.88,60.88,60.88,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2016-04-10,61.58,61.58,61.58,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.88,61.88,61.88,0.0,0.0
2016-04-17,63.04,63.04,63.04,0.0,0.0,63.04,63.04,63.04,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2016-04-24,62.46,62.46,62.46,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.24,62.24,62.24,0.0,0.0,62.24,62.24,62.24,0.0,0.0
2016-05-01,61.03,61.03,61.03,0.0,0.0,61.03,61.03,61.03,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2016-05-08,61.34,61.34,61.34,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2016-05-15,60.35,60.35,60.35,0.0,0.0,61.17,61.17,61.17,0.0,0.0,60.35,60.35,60.35,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2016-05-22,62.19,62.19,62.19,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.19,62.19,62.19,0.0,0.0
2016-05-29,62.09,62.09,62.09,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.09,62.09,62.09,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2016-06-05,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2016-06-12,62.2,62.2,62.2,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2016-06-19,60.61,60.61,60.61,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2016-06-26,61.89,61.89,61.89,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.74,61.74,61.74,0.0,0.0
2016-07-03,61.41,61.41,61.41,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2016-07-10,63.26,63.26,63.26,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.26,63.26,63.26,0.0,0.0
2016-07-17,63.19,63.19,63.19,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.19,63.19,63.19,0.0,0.0,63.27,63.27,63.27,0.0,0.0
2016-07-24,63.5,63.5,63.5,0.0,0.0,63.85,63.85,63.85,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.85,63.85,63.85,0.0,0.0
2016-07-31,64.34,64.34,64.34,0.0,0.0,64.34,64.34,64.34,0.0,0.0,64.34,64.34,64.34,0.0,0.0,64.34,64.34,64.34,0.0,0.0
2016-08-07,64.3,64.3,64.3,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.3,64.3,64.3,0.0,0.0
2016-08-14,64.05,64.05,64.05,0.0,0.0,64.11,64.11,64.11,0.0,0.0,64.01,64.01,64.01,0.0,0.0,64.01,64.01,64.01,0.0,0.0
2016-08-21,63.38,63.38,63.38,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.38,63.38,63.38,0.0,0.0
2016-08-28,64.16,64.16,64.16,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2016-09-04,63.65,63.65,63.65,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.65,63.65,63.65,0.0,0.0
2016-09-11,62.95,62.95,62.95,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.95,62.95,62.95,0.0,0.0
2016-09-18,62.74,62.74,62.74,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2016-09-25,61.91,61.91,61.91,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2016-10-02,61.66,61.66,61.66,0.0,0.0,62.03,62.03,62.03,0.0,0.0,61.66,61.66,61.66,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2016-10-09,62.0,62.0,62.0,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2016-10-16,62.1,62.1,62.1,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.61,61.61,61.61,0.0,0.0
2016-10-23,61.56,61.56,61.56,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2016-10-30,62.3,62.3,62.3,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2016-11-06,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2016-11-13,62.05,62.05,62.05,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.05,62.05,62.05,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2016-11-20,62.4,62.4,62.4,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2016-11-27,62.36,62.36,62.36,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.36,62.36,62.36,0.0,0.0
2016-12-04,63.73,63.73,63.73,0.0,0.0,63.95,63.95,63.95,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.89,63.89,63.89,0.0,0.0
2016-12-11,63.92,63.92,63.92,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2016-12-18,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.39,63.39,63.39,0.0,0.0,63.62,63.62,63.62,0.0,0.0
2016-12-25,63.37,63.37,63.37,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.37,63.37,63.37,0.0,0.0
2017-01-01,64.08,64.08,64.08,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2017-01-08,64.48,64.48,64.48,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.48,64.48,64.48,0.0,0.0
2017-01-15,64.31,64.31,64.31,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.2,64.2,64.2,0.0,0.0,64.29,64.29,64.29,0.0,0.0
2017-01-22,64.84,64.84,64.84,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2017-01-29,64.81,64.81,64.81,0.0,0.0,65.2,65.2,65.2,0.0,0.0,64.81,64.81,64.81,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2017-02-05,65.01,65.01,65.01,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2017-02-12,67.23,67.23,67.23,0.0,0.0,67.23,67.23,67.23,0.0,0.0,67.23,67.23,67.23,0.0,0.0,67.23,67.23,67.23,0.0,0.0
2017-02-19,67.17,67.17,67.17,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2017-02-26,67.6,67.6,67.6,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2017-03-05,67.6,67.6,67.6,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2017-03-12,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2017-03-19,67.09,67.09,67.09,0.0,0.0,67.09,67.09,67.09,0.0,0.0,67.09,67.09,67.09,0.0,0.0,67.09,67.09,67.09,0.0,0.0
2017-03-26,67.44,67.44,67.44,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2017-04-02,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2017-04-09,67.36,67.36,67.36,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.36,67.36,67.36,0.0,0.0
2017-04-16,67.6,67.6,67.6,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2017-04-23,68.51,68.51,68.51,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.51,68.51,68.51,0.0,0.0
2017-04-30,69.04,69.04,69.04,0.0,0.0,69.09,69.09,69.09,0.0,0.0,68.96,68.96,68.96,0.0,0.0,68.96,68.96,68.96,0.0,0.0
2017-05-07,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2017-05-14,68.46,68.46,68.46,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.43,68.43,68.43,0.0,0.0
2017-05-21,69.25,69.25,69.25,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.25,69.25,69.25,0.0,0.0
2017-05-28,70.77,70.77,70.77,0.0,0.0,70.77,70.77,70.77,0.0,0.0,70.67,70.67,70.67,0.0,0.0,70.67,70.67,70.67,0.0,0.0
2017-06-04,70.5,70.5,70.5,0.0,0.0,70.5,70.5,70.5,0.0,0.0,70.03,70.03,70.03,0.0,0.0,70.06,70.06,70.06,0.0,0.0
2017-06-11,69.62,69.62,69.62,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.62,69.62,69.62,0.0,0.0
2017-06-18,69.53,69.53,69.53,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.53,69.53,69.53,0.0,0.0
2017-06-25,69.29,69.29,69.29,0.0,0.0,69.29,69.29,69.29,0.0,0.0,69.29,69.29,69.29,0.0,0.0,69.29,69.29,69.29,0.0,0.0
2017-07-02,69.22,69.22,69.22,0.0,0.0,69.22,69.22,69.22,0.0,0.0,69.06,69.06,69.06,0.0,0.0,69.06,69.06,69.06,0.0,0.0
2017-07-09,69.65,69.65,69.65,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2017-07-16,69.4,69.4,69.4,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2017-07-23,70.4,70.4,70.4,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.4,70.4,70.4,0.0,0.0
2017-07-30,71.25,71.25,71.25,0.0,0.0,71.25,71.25,71.25,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.83,70.83,70.83,0.0,0.0
2017-08-06,69.89,69.89,69.89,0.0,0.0,69.89,69.89,69.89,0.0,0.0,69.89,69.89,69.89,0.0,0.0,69.89,69.89,69.89,0.0,0.0
2017-08-13,69.91,69.91,69.91,0.0,0.0,69.91,69.91,69.91,0.0,0.0,69.8,69.8,69.8,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2017-08-20,70.46,70.46,70.46,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.46,70.46,70.46,0.0,0.0
2017-08-27,71.34,71.34,71.34,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.34,71.34,71.34,0.0,0.0,71.34,71.34,71.34,0.0,0.0
2017-09-03,71.25,71.25,71.25,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2017-09-10,72.07,72.07,72.07,0.0,0.0,72.07,72.07,72.07,0.0,0.0,72.07,72.07,72.07,0.0,0.0,72.07,72.07,72.07,0.0,0.0
2017-09-17,71.91,71.91,71.91,0.0,0.0,71.91,71.91,71.91,0.0,0.0,71.91,71.91,71.91,0.0,0.0,71.91,71.91,71.91,0.0,0.0
2017-09-24,72.05,72.05,72.05,0.0,0.0,72.25,72.25,72.25,0.0,0.0,72.05,72.05,72.05,0.0,0.0,72.25,72.25,72.25,0.0,0.0
2017-10-01,72.92,72.92,72.92,0.0,0.0,72.92,72.92,72.92,0.0,0.0,72.92,72.92,72.92,0.0,0.0,72.92,72.92,72.92,0.0,0.0
2017-10-08,73.31,73.31,73.31,0.0,0.0,73.31,73.31,73.31,0.0,0.0,73.31,73.31,73.31,0.0,0.0,73.31,73.31,73.31,0.0,0.0
2017-10-15,73.63,73.63,73.63,0.0,0.0,73.69,73.69,73.69,0.0,0.0,73.63,73.63,73.63,0.0,0.0,73.67,73.67,73.67,0.0,0.0
2017-10-22,73.56,73.56,73.56,0.0,0.0,73.56,73.56,73.56,0.0,0.0,73.56,73.56,73.56,0.0,0.0,73.56,73.56,73.56,0.0,0.0
2017-10-29,74.1,74.1,74.1,0.0,0.0,74.1,74.1,74.1,0.0,0.0,74.09,74.09,74.09,0.0,0.0,74.09,74.09,74.09,0.0,0.0
2017-11-05,74.46,74.46,74.46,0.0,0.0,74.46,74.46,74.46,0.0,0.0,74.46,74.46,74.46,0.0,0.0,74.46,74.46,74.46,0.0,0.0
2017-11-12,74.08,74.08,74.08,0.0,0.0,74.12,74.12,74.12,0.0,0.0,74.08,74.08,74.08,0.0,0.0,74.12,74.12,74.12,0.0,0.0
2017-11-19,74.65,74.65,74.65,0.0,0.0,74.65,74.65,74.65,0.0,0.0,74.65,74.65,74.65,0.0,0.0,74.65,74.65,74.65,0.0,0.0
2017-11-26,75.48,75.48,75.48,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2017-12-03,74.89,74.89,74.89,0.0,0.0,74.89,74.89,74.89,0.0,0.0,74.89,74.89,74.89,0.0,0.0,74.89,74.89,74.89,0.0,0.0
2017-12-10,75.56,75.56,75.56,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2017-12-17,75.28,75.28,75.28,0.0,0.0,75.28,75.28,75.28,0.0,0.0,75.28,75.28,75.28,0.0,0.0,75.28,75.28,75.28,0.0,0.0
2017-12-24,75.43,75.43,75.43,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2017-12-31,76.73,76.73,76.73,0.0,0.0,76.86,76.86,76.86,0.0,0.0,76.73,76.73,76.73,0.0,0.0,76.75,76.75,76.75,0.0,0.0
