Date,NEOG_stock_Open_average,NEOG_stock_Open_max,NEOG_stock_Open_min,NEOG_stock_Open_volatility,NEOG_stock_Open_change,NEOG_stock_High_average,NEOG_stock_High_max,NEOG_stock_High_min,NEOG_stock_High_volatility,NEOG_stock_High_change,NEOG_stock_Low_average,NEOG_stock_Low_max,NEOG_stock_Low_min,NEOG_stock_Low_volatility,NEOG_stock_Low_change,NEOG_stock_Close_average,NEOG_stock_Close_max,NEOG_stock_Close_min,NEOG_stock_Close_volatility,NEOG_stock_Close_change,NEOG_stock_Volume_average,NEOG_stock_Volume_max,NEOG_stock_Volume_min,NEOG_stock_Volume_volatility,NEOG_stock_Volume_change
2016-01-03,41.218,41.72,40.88,0.8399999999999963,-0.5899999999999963,41.724,42.2,41.37,0.8300000000000054,-0.37000000000000455,40.502,40.98,39.82,1.1599999999999966,-0.759999999999998,41.058,41.92,39.91,2.010000000000005,-1.0700000000000003,287920,406128,191451,214677,-214677
2016-01-10,39.57,40.29,38.15,2.1400000000000006,-2.0900000000000034,40.275999999999996,40.73,40.01,0.7199999999999989,-0.15000000000000568,38.716,39.33,37.99,1.3399999999999963,-0.8399999999999963,39.444,40.17,38.96,1.2100000000000009,-0.2600000000000051,235153,308415,157397,151018,94894
2016-01-17,39.1425,39.89,38.19,1.7000000000000028,-0.6600000000000037,39.855000000000004,40.01,39.57,0.4399999999999977,0.060000000000002274,38.18,38.7,37.78,0.9200000000000017,0.730000000000004,38.942499999999995,39.1,38.54,0.5600000000000023,0.5399999999999991,257512,302711,218645,84066,-55243
2016-01-24,38.644,39.1,37.71,1.3900000000000006,-1.240000000000002,39.302,39.65,38.8,0.8500000000000014,-0.28000000000000114,37.816,38.36,37.25,1.1099999999999994,-0.7199999999999989,38.53,39.15,37.62,1.5300000000000011,0.5100000000000051,189067,285080,139427,145653,140205
2016-01-31,38.836,39.49,38.16,1.3300000000000054,-0.7100000000000009,39.666,40.22,38.7,1.519999999999996,-1.519999999999996,38.044,38.88,36.79,2.0900000000000034,-1.6099999999999994,38.576,39.73,37.0,2.729999999999997,-2.729999999999997,189837,233313,115056,118257,10937
2016-02-07,36.096000000000004,36.56,35.62,0.9400000000000048,-0.740000000000002,36.74,37.3,36.0,1.2999999999999972,-1.2999999999999972,35.696,36.13,35.17,0.9600000000000009,-0.7199999999999989,35.966,36.38,35.45,0.9299999999999997,-0.7800000000000011,264086,288123,228041,60082,3244
2016-02-14,36.33,36.88,35.6,1.2800000000000011,0.7299999999999969,37.23,37.55,36.52,1.029999999999994,1.029999999999994,35.5475,36.28,33.75,2.530000000000001,2.200000000000003,36.6525,37.15,36.19,0.9600000000000009,0.9600000000000009,254333,440455,149783,290672,-290672
2016-02-21,39.18333333333333,50.09,35.89,14.200000000000003,12.690000000000005,39.87833333333333,50.09,37.0,13.090000000000003,11.920000000000002,38.74666666666667,50.09,35.89,14.200000000000003,13.620000000000005,39.225,50.09,36.29,13.800000000000004,13.510000000000005,162367,263140,0,263140,-175900
2016-02-28,37.888,38.59,37.11,1.480000000000004,1.1100000000000065,38.49,39.77,37.48,2.2900000000000063,2.2900000000000063,37.354,38.41,36.52,1.8899999999999935,1.8899999999999935,38.302,39.55,36.94,2.6099999999999994,2.6099999999999994,226326,288492,167549,120943,-57605
2016-03-06,38.86,39.42,38.18,1.240000000000002,-0.730000000000004,39.306,39.7,38.83,0.8700000000000045,-0.23999999999999488,38.116,38.76,37.75,1.009999999999998,-0.5300000000000011,38.734,39.44,38.05,1.3900000000000006,-0.22999999999999687,183077,260023,126688,133335,-32143
