Date,Vanguard Global ex-US Real EstateEtf_Open_average,Vanguard Global ex-US Real EstateEtf_Open_max,Vanguard Global ex-US Real EstateEtf_Open_min,Vanguard Global ex-US Real EstateEtf_Open_volatility,Vanguard Global ex-US Real EstateEtf_Open_change,Vanguard Global ex-US Real EstateEtf_High_average,Vanguard Global ex-US Real EstateEtf_High_max,Vanguard Global ex-US Real EstateEtf_High_min,Vanguard Global ex-US Real EstateEtf_High_volatility,Vanguard Global ex-US Real EstateEtf_High_change,Vanguard Global ex-US Real EstateEtf_Low_average,Vanguard Global ex-US Real EstateEtf_Low_max,Vanguard Global ex-US Real EstateEtf_Low_min,Vanguard Global ex-US Real EstateEtf_Low_volatility,Vanguard Global ex-US Real EstateEtf_Low_change,Vanguard Global ex-US Real EstateEtf_Close_average,Vanguard Global ex-US Real EstateEtf_Close_max,Vanguard Global ex-US Real EstateEtf_Close_min,Vanguard Global ex-US Real EstateEtf_Close_volatility,Vanguard Global ex-US Real EstateEtf_Close_change
2016-01-03,49.01,49.01,49.01,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2016-01-10,46.93,46.93,46.93,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2016-01-17,46.59,46.59,46.59,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2016-01-24,47.97,47.97,47.97,0.0,0.0,48.66,48.66,48.66,0.0,0.0,47.84,47.84,47.84,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2016-01-31,48.61,48.61,48.61,0.0,0.0,48.62,48.62,48.62,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2016-02-07,46.71,46.71,46.71,0.0,0.0,47.21,47.21,47.21,0.0,0.0,46.6,46.6,46.6,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2016-02-14,48.77,48.77,48.77,0.0,0.0,49.2,49.2,49.2,0.0,0.0,48.73,48.73,48.73,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2016-02-21,49.82,49.82,49.82,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2016-02-28,51.13,51.13,51.13,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2016-03-06,51.87,51.87,51.87,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.85,51.85,51.85,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2016-03-13,53.39,53.39,53.39,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2016-03-20,52.22,52.22,52.22,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2016-03-27,52.68,52.68,52.68,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.52,52.52,52.52,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2016-04-03,53.75,53.75,53.75,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2016-04-10,54.43,54.43,54.43,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2016-04-17,54.77,54.77,54.77,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2016-04-24,54.78,54.78,54.78,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2016-05-01,53.68,53.68,53.68,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2016-05-08,53.37,53.37,53.37,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2016-05-15,53.1,53.1,53.1,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2016-05-22,53.81,53.81,53.81,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2016-05-29,54.2,54.2,54.2,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2016-06-05,54.56,54.56,54.56,0.0,0.0,54.67,54.67,54.67,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2016-06-12,52.78,52.78,52.78,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2016-06-19,51.86,51.86,51.86,0.0,0.0,52.71,52.71,52.71,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2016-06-26,54.2,54.2,54.2,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2016-07-03,53.65,53.65,53.65,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2016-07-10,54.91,54.91,54.91,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2016-07-17,55.46,55.46,55.46,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2016-07-24,56.15,56.15,56.15,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.24,56.24,56.24,0.0,0.0
2016-07-31,56.35,56.35,56.35,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2016-08-07,57.27,57.27,57.27,0.0,0.0,57.27,57.27,57.27,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2016-08-14,56.94,56.94,56.94,0.0,0.0,57.01,57.01,57.01,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2016-08-21,56.93,56.93,56.93,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2016-08-28,56.7,56.7,56.7,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.63,56.63,56.63,0.0,0.0
2016-09-04,56.65,56.65,56.65,0.0,0.0,56.75,56.75,56.75,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.9,55.9,55.9,0.0,0.0
2016-09-11,54.76,54.76,54.76,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2016-09-18,56.22,56.22,56.22,0.0,0.0,56.26,56.26,56.26,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2016-09-25,55.98,55.98,55.98,0.0,0.0,56.29,56.29,56.29,0.0,0.0,55.91,55.91,55.91,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2016-10-02,54.19,54.19,54.19,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2016-10-09,53.37,53.37,53.37,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2016-10-16,53.69,53.69,53.69,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2016-10-23,53.17,53.17,53.17,0.0,0.0,53.28,53.28,53.28,0.0,0.0,52.97,52.97,52.97,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2016-10-30,53.02,53.02,53.02,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2016-11-06,51.35,51.35,51.35,0.0,0.0,51.38,51.38,51.38,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2016-11-13,50.49,50.49,50.49,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2016-11-20,50.78,50.78,50.78,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2016-11-27,50.93,50.93,50.93,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2016-12-04,51.95,51.95,51.95,0.0,0.0,52.06,52.06,52.06,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2016-12-11,50.39,50.39,50.39,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2016-12-18,48.75,48.75,48.75,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2016-12-25,49.61,49.61,49.61,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2017-01-01,51.12,51.12,51.12,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2017-01-08,50.7,50.7,50.7,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2017-01-15,50.42,50.42,50.42,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2017-01-22,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2017-01-29,51.54,51.54,51.54,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2017-02-05,52.1,52.1,52.1,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2017-02-12,52.3,52.3,52.3,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2017-02-19,52.8,52.8,52.8,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2017-02-26,52.05,52.05,52.05,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2017-03-05,51.98,51.98,51.98,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2017-03-12,53.31,53.31,53.31,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2017-03-19,53.5,53.5,53.5,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2017-03-26,53.11,53.11,53.11,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2017-04-02,53.84,53.84,53.84,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.88,53.88,53.88,0.0,0.0
