Date,Direxion Daily Developed Markets Bull 3X_etf_Open_average,Direxion Daily Developed Markets Bull 3X_etf_Open_max,Direxion Daily Developed Markets Bull 3X_etf_Open_min,Direxion Daily Developed Markets Bull 3X_etf_Open_volatility,Direxion Daily Developed Markets Bull 3X_etf_Open_change,Direxion Daily Developed Markets Bull 3X_etf_High_average,Direxion Daily Developed Markets Bull 3X_etf_High_max,Direxion Daily Developed Markets Bull 3X_etf_High_min,Direxion Daily Developed Markets Bull 3X_etf_High_volatility,Direxion Daily Developed Markets Bull 3X_etf_High_change,Direxion Daily Developed Markets Bull 3X_etf_Low_average,Direxion Daily Developed Markets Bull 3X_etf_Low_max,Direxion Daily Developed Markets Bull 3X_etf_Low_min,Direxion Daily Developed Markets Bull 3X_etf_Low_volatility,Direxion Daily Developed Markets Bull 3X_etf_Low_change,Direxion Daily Developed Markets Bull 3X_etf_Close_average,Direxion Daily Developed Markets Bull 3X_etf_Close_max,Direxion Daily Developed Markets Bull 3X_etf_Close_min,Direxion Daily Developed Markets Bull 3X_etf_Close_volatility,Direxion Daily Developed Markets Bull 3X_etf_Close_change
2016-01-03,42.88,42.88,42.88,0.0,0.0,42.88,42.88,42.88,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2016-01-10,37.25,37.25,37.25,0.0,0.0,37.92,37.92,37.92,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2016-01-17,38.63,38.63,38.63,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.52,38.52,38.52,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2016-01-24,39.65,39.65,39.65,0.0,0.0,41.28,41.28,41.28,0.0,0.0,39.64,39.64,39.64,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2016-01-31,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2016-02-07,32.82,32.82,32.82,0.0,0.0,34.2,34.2,34.2,0.0,0.0,32.48,32.48,32.48,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2016-02-14,36.73,36.73,36.73,0.0,0.0,37.43,37.43,37.43,0.0,0.0,36.67,36.67,36.67,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2016-02-21,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2016-02-28,42.45,42.45,42.45,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2016-03-06,43.42,43.42,43.42,0.0,0.0,44.66,44.66,44.66,0.0,0.0,43.42,43.42,43.42,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2016-03-13,45.06,45.06,45.06,0.0,0.0,45.38,45.38,45.38,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2016-03-20,41.6,41.6,41.6,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.56,41.56,41.56,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2016-03-27,41.29,41.29,41.29,0.0,0.0,42.78,42.78,42.78,0.0,0.0,41.25,41.25,41.25,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2016-04-03,42.34,42.34,42.34,0.0,0.0,42.62,42.62,42.62,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2016-04-10,46.88,46.88,46.88,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2016-04-17,49.2,49.2,49.2,0.0,0.0,49.47,49.47,49.47,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2016-04-24,47.57,47.57,47.57,0.0,0.0,47.57,47.57,47.57,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2016-05-01,42.99,42.99,42.99,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2016-05-08,43.57,43.57,43.57,0.0,0.0,43.73,43.73,43.73,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2016-05-15,43.96,43.96,43.96,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2016-05-22,47.0,47.0,47.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2016-05-29,46.11,46.11,46.11,0.0,0.0,46.86,46.86,46.86,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2016-06-05,43.98,43.98,43.98,0.0,0.0,44.17,44.17,44.17,0.0,0.0,42.8,42.8,42.8,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2016-06-12,40.72,40.72,40.72,0.0,0.0,41.5,41.5,41.5,0.0,0.0,40.46,40.46,40.46,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2016-06-19,37.29,37.29,37.29,0.0,0.0,40.18,40.18,40.18,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2016-06-26,41.25,41.25,41.25,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2016-07-03,39.01,39.01,39.01,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2016-07-10,43.8,43.8,43.8,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2016-07-17,43.54,43.54,43.54,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2016-07-24,45.26,45.26,45.26,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2016-07-31,44.85,44.85,44.85,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2016-08-07,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2016-08-14,46.75,46.75,46.75,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2016-08-21,47.78,47.78,47.78,0.0,0.0,48.11,48.11,48.11,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2016-08-28,48.59,48.59,48.59,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2016-09-04,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2016-09-11,44.16,44.16,44.16,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.83,43.83,43.83,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2016-09-18,48.14,48.14,48.14,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2016-09-25,47.17,47.17,47.17,0.0,0.0,48.12,48.12,48.12,0.0,0.0,46.57,46.57,46.57,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2016-10-02,45.95,45.95,45.95,0.0,0.0,46.41,46.41,46.41,0.0,0.0,45.43,45.43,45.43,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2016-10-09,44.91,44.91,44.91,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2016-10-16,44.81,44.81,44.81,0.0,0.0,45.44,45.44,45.44,0.0,0.0,44.81,44.81,44.81,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2016-10-23,44.36,44.36,44.36,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2016-10-30,41.86,41.86,41.86,0.0,0.0,42.3,42.3,42.3,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2016-11-06,42.03,42.03,42.03,0.0,0.0,42.68,42.68,42.68,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.68,42.68,42.68,0.0,0.0
