Date,Vanguard ValueEtf_Open_average,Vanguard ValueEtf_Open_max,Vanguard ValueEtf_Open_min,Vanguard ValueEtf_Open_volatility,Vanguard ValueEtf_Open_change,Vanguard ValueEtf_High_average,Vanguard ValueEtf_High_max,Vanguard ValueEtf_High_min,Vanguard ValueEtf_High_volatility,Vanguard ValueEtf_High_change,Vanguard ValueEtf_Low_average,Vanguard ValueEtf_Low_max,Vanguard ValueEtf_Low_min,Vanguard ValueEtf_Low_volatility,Vanguard ValueEtf_Low_change,Vanguard ValueEtf_Close_average,Vanguard ValueEtf_Close_max,Vanguard ValueEtf_Close_min,Vanguard ValueEtf_Close_volatility,Vanguard ValueEtf_Close_change
2016-07-24,87.04,87.04,87.04,0.0,0.0,87.52,87.52,87.52,0.0,0.0,86.96,86.96,86.96,0.0,0.0,87.38,87.38,87.38,0.0,0.0
2016-07-31,87.34,87.34,87.34,0.0,0.0,87.81,87.81,87.81,0.0,0.0,87.34,87.34,87.34,0.0,0.0,87.81,87.81,87.81,0.0,0.0
2016-08-07,87.83,87.83,87.83,0.0,0.0,88.0,88.0,88.0,0.0,0.0,87.72,87.72,87.72,0.0,0.0,87.92,87.92,87.92,0.0,0.0
2016-08-14,88.06,88.06,88.06,0.0,0.0,88.15,88.15,88.15,0.0,0.0,87.72,87.72,87.72,0.0,0.0,88.08,88.08,88.08,0.0,0.0
2016-08-21,87.92,87.92,87.92,0.0,0.0,88.41,88.41,88.41,0.0,0.0,87.25,87.25,87.25,0.0,0.0,87.6,87.6,87.6,0.0,0.0
2016-08-28,88.19,88.19,88.19,0.0,0.0,88.45,88.45,88.45,0.0,0.0,88.02,88.02,88.02,0.0,0.0,88.33,88.33,88.33,0.0,0.0
2016-09-04,87.9,87.9,87.9,0.0,0.0,87.98,87.98,87.98,0.0,0.0,86.47,86.47,86.47,0.0,0.0,86.49,86.49,86.49,0.0,0.0
2016-09-11,85.85,85.85,85.85,0.0,0.0,85.85,85.85,85.85,0.0,0.0,85.42,85.42,85.42,0.0,0.0,85.71,85.71,85.71,0.0,0.0
2016-09-18,86.97,86.97,86.97,0.0,0.0,87.07,87.07,87.07,0.0,0.0,86.67,86.67,86.67,0.0,0.0,86.73,86.73,86.73,0.0,0.0
2016-09-25,86.68,86.68,86.68,0.0,0.0,87.31,87.31,87.31,0.0,0.0,86.59,86.59,86.59,0.0,0.0,87.0,87.0,87.0,0.0,0.0
2016-10-02,86.92,86.92,86.92,0.0,0.0,87.04,87.04,87.04,0.0,0.0,86.21,86.21,86.21,0.0,0.0,86.61,86.61,86.61,0.0,0.0
2016-10-09,86.22,86.22,86.22,0.0,0.0,86.48,86.48,86.48,0.0,0.0,85.81,85.81,85.81,0.0,0.0,85.81,85.81,85.81,0.0,0.0
2016-10-16,85.69,85.69,85.69,0.0,0.0,86.05,86.05,86.05,0.0,0.0,85.59,85.59,85.59,0.0,0.0,85.94,85.94,85.94,0.0,0.0
2016-10-23,86.19,86.19,86.19,0.0,0.0,86.53,86.53,86.53,0.0,0.0,85.61,85.61,85.61,0.0,0.0,85.97,85.97,85.97,0.0,0.0
2016-10-30,84.83,84.83,84.83,0.0,0.0,85.19,85.19,85.19,0.0,0.0,84.58,84.58,84.58,0.0,0.0,84.65,84.65,84.65,0.0,0.0
2016-11-06,88.93,88.93,88.93,0.0,0.0,89.09,89.09,89.09,0.0,0.0,88.45,88.45,88.45,0.0,0.0,88.99,88.99,88.99,0.0,0.0
2016-11-13,90.2,90.2,90.2,0.0,0.0,90.25,90.25,90.25,0.0,0.0,89.86,89.86,89.86,0.0,0.0,89.99,89.99,89.99,0.0,0.0
2016-11-20,91.16,91.16,91.16,0.0,0.0,91.41,91.41,91.41,0.0,0.0,91.06,91.06,91.06,0.0,0.0,91.41,91.41,91.41,0.0,0.0
2016-11-27,91.51,91.51,91.51,0.0,0.0,91.62,91.62,91.62,0.0,0.0,91.21,91.21,91.21,0.0,0.0,91.35,91.35,91.35,0.0,0.0
2016-12-04,93.69,93.69,93.69,0.0,0.0,94.22,94.22,94.22,0.0,0.0,93.62,93.62,93.62,0.0,0.0,94.19,94.19,94.19,0.0,0.0
2016-12-11,94.57,94.57,94.57,0.0,0.0,94.77,94.77,94.77,0.0,0.0,94.07,94.07,94.07,0.0,0.0,94.2,94.2,94.2,0.0,0.0
2016-12-18,93.79,93.79,93.79,0.0,0.0,93.89,93.89,93.89,0.0,0.0,93.7,93.7,93.7,0.0,0.0,93.89,93.89,93.89,0.0,0.0
2016-12-25,93.35,93.35,93.35,0.0,0.0,93.35,93.35,93.35,0.0,0.0,92.66,92.66,92.66,0.0,0.0,93.01,93.01,93.01,0.0,0.0
2017-01-01,93.8,93.8,93.8,0.0,0.0,94.14,94.14,94.14,0.0,0.0,93.51,93.51,93.51,0.0,0.0,93.88,93.88,93.88,0.0,0.0
2017-01-08,93.52,93.52,93.52,0.0,0.0,93.85,93.85,93.85,0.0,0.0,93.36,93.36,93.36,0.0,0.0,93.55,93.55,93.55,0.0,0.0
2017-01-15,93.1,93.1,93.1,0.0,0.0,93.48,93.48,93.48,0.0,0.0,92.98,92.98,92.98,0.0,0.0,93.24,93.24,93.24,0.0,0.0
2017-01-22,94.32,94.32,94.32,0.0,0.0,94.32,94.32,94.32,0.0,0.0,94.03,94.03,94.03,0.0,0.0,94.11,94.11,94.11,0.0,0.0
2017-01-29,93.82,93.82,93.82,0.0,0.0,94.15,94.15,94.15,0.0,0.0,93.55,93.55,93.55,0.0,0.0,94.08,94.08,94.08,0.0,0.0
2017-02-05,94.51,94.51,94.51,0.0,0.0,94.81,94.81,94.81,0.0,0.0,94.42,94.42,94.42,0.0,0.0,94.66,94.66,94.66,0.0,0.0
2017-02-12,95.81,95.81,95.81,0.0,0.0,96.19,96.19,96.19,0.0,0.0,95.66,95.66,95.66,0.0,0.0,96.18,96.18,96.18,0.0,0.0
2017-02-19,96.46,96.46,96.46,0.0,0.0,96.94,96.94,96.94,0.0,0.0,96.46,96.46,96.46,0.0,0.0,96.92,96.92,96.92,0.0,0.0
2017-02-26,97.52,97.52,97.52,0.0,0.0,97.66,97.66,97.66,0.0,0.0,97.35,97.35,97.35,0.0,0.0,97.55,97.55,97.55,0.0,0.0
2017-03-05,97.24,97.24,97.24,0.0,0.0,97.28,97.28,97.28,0.0,0.0,96.61,96.61,96.61,0.0,0.0,97.03,97.03,97.03,0.0,0.0
2017-03-12,97.4,97.4,97.4,0.0,0.0,97.4,97.4,97.4,0.0,0.0,97.01,97.01,97.01,0.0,0.0,97.01,97.01,97.01,0.0,0.0
2017-03-19,95.02,95.02,95.02,0.0,0.0,95.25,95.25,95.25,0.0,0.0,94.32,94.32,94.32,0.0,0.0,94.68,94.68,94.68,0.0,0.0
2017-03-26,95.58,95.58,95.58,0.0,0.0,95.71,95.71,95.71,0.0,0.0,95.35,95.35,95.35,0.0,0.0,95.37,95.37,95.37,0.0,0.0
2017-04-02,95.13,95.13,95.13,0.0,0.0,95.46,95.46,95.46,0.0,0.0,94.9,94.9,94.9,0.0,0.0,95.09,95.09,95.09,0.0,0.0
2017-04-09,94.49,94.49,94.49,0.0,0.0,94.77,94.77,94.77,0.0,0.0,93.9,93.9,93.9,0.0,0.0,93.91,93.91,93.91,0.0,0.0
2017-04-16,94.66,94.66,94.66,0.0,0.0,94.73,94.73,94.73,0.0,0.0,94.2,94.2,94.2,0.0,0.0,94.36,94.36,94.36,0.0,0.0
2017-04-23,95.8,95.8,95.8,0.0,0.0,95.82,95.82,95.82,0.0,0.0,95.28,95.28,95.28,0.0,0.0,95.34,95.34,95.34,0.0,0.0
2017-04-30,95.49,95.49,95.49,0.0,0.0,95.74,95.74,95.74,0.0,0.0,95.34,95.34,95.34,0.0,0.0,95.74,95.74,95.74,0.0,0.0
2017-05-07,95.12,95.12,95.12,0.0,0.0,95.12,95.12,95.12,0.0,0.0,94.83,94.83,94.83,0.0,0.0,94.97,94.97,94.97,0.0,0.0
2017-05-14,94.12,94.12,94.12,0.0,0.0,94.91,94.91,94.91,0.0,0.0,94.02,94.02,94.02,0.0,0.0,94.61,94.61,94.61,0.0,0.0
2017-05-21,95.63,95.63,95.63,0.0,0.0,95.78,95.78,95.78,0.0,0.0,95.54,95.54,95.54,0.0,0.0,95.71,95.71,95.71,0.0,0.0
2017-05-28,96.23,96.23,96.23,0.0,0.0,96.44,96.44,96.44,0.0,0.0,96.05,96.05,96.05,0.0,0.0,96.29,96.29,96.29,0.0,0.0
2017-06-04,96.49,96.49,96.49,0.0,0.0,97.11,97.11,97.11,0.0,0.0,96.43,96.43,96.43,0.0,0.0,97.08,97.08,97.08,0.0,0.0
2017-06-11,97.35,97.35,97.35,0.0,0.0,97.48,97.48,97.48,0.0,0.0,97.01,97.01,97.01,0.0,0.0,97.48,97.48,97.48,0.0,0.0
2017-06-18,96.46,96.46,96.46,0.0,0.0,96.58,96.58,96.58,0.0,0.0,96.21,96.21,96.21,0.0,0.0,96.36,96.36,96.36,0.0,0.0
2017-06-25,96.78,96.78,96.78,0.0,0.0,96.88,96.88,96.88,0.0,0.0,96.39,96.39,96.39,0.0,0.0,96.56,96.56,96.56,0.0,0.0
2017-07-02,96.52,96.52,96.52,0.0,0.0,96.8,96.8,96.8,0.0,0.0,96.32,96.32,96.32,0.0,0.0,96.74,96.74,96.74,0.0,0.0
2017-07-09,97.11,97.11,97.11,0.0,0.0,97.72,97.72,97.72,0.0,0.0,96.95,96.95,96.95,0.0,0.0,97.53,97.53,97.53,0.0,0.0
2017-07-16,97.59,97.59,97.59,0.0,0.0,97.81,97.81,97.81,0.0,0.0,97.37,97.37,97.37,0.0,0.0,97.69,97.69,97.69,0.0,0.0
2017-07-23,97.8,97.8,97.8,0.0,0.0,97.94,97.94,97.94,0.0,0.0,97.62,97.62,97.62,0.0,0.0,97.87,97.87,97.87,0.0,0.0
2017-07-30,98.5,98.5,98.5,0.0,0.0,98.61,98.61,98.61,0.0,0.0,98.41,98.41,98.41,0.0,0.0,98.48,98.48,98.48,0.0,0.0
2017-08-06,97.15,97.15,97.15,0.0,0.0,97.33,97.33,97.33,0.0,0.0,96.91,96.91,96.91,0.0,0.0,97.04,97.04,97.04,0.0,0.0
2017-08-13,96.24,96.24,96.24,0.0,0.0,96.86,96.86,96.86,0.0,0.0,96.11,96.11,96.11,0.0,0.0,96.28,96.28,96.28,0.0,0.0
2017-08-20,97.12,97.12,97.12,0.0,0.0,97.48,97.48,97.48,0.0,0.0,97.12,97.12,97.12,0.0,0.0,97.16,97.16,97.16,0.0,0.0
2017-08-27,97.76,97.76,97.76,0.0,0.0,98.07,98.07,98.07,0.0,0.0,97.67,97.67,97.67,0.0,0.0,97.88,97.88,97.88,0.0,0.0
2017-09-03,96.81,96.81,96.81,0.0,0.0,97.13,97.13,97.13,0.0,0.0,96.72,96.72,96.72,0.0,0.0,96.96,96.96,96.96,0.0,0.0
2017-09-10,98.88,98.88,98.88,0.0,0.0,99.17,99.17,99.17,0.0,0.0,98.76,98.76,98.76,0.0,0.0,99.14,99.14,99.14,0.0,0.0
2017-09-17,99.03,99.03,99.03,0.0,0.0,99.25,99.25,99.25,0.0,0.0,98.94,98.94,98.94,0.0,0.0,99.18,99.18,99.18,0.0,0.0
2017-09-24,99.57,99.57,99.57,0.0,0.0,99.85,99.85,99.85,0.0,0.0,99.46,99.46,99.46,0.0,0.0,99.82,99.82,99.82,0.0,0.0
2017-10-01,101.16,101.16,101.16,0.0,0.0,101.21,101.21,101.21,0.0,0.0,100.88,100.88,100.88,0.0,0.0,101.11,101.11,101.11,0.0,0.0
2017-10-08,101.0,101.0,101.0,0.0,0.0,101.17,101.17,101.17,0.0,0.0,100.82,100.82,100.82,0.0,0.0,100.95,100.95,100.95,0.0,0.0
2017-10-15,102.18,102.18,102.18,0.0,0.0,102.48,102.48,102.48,0.0,0.0,102.0,102.0,102.0,0.0,0.0,102.48,102.48,102.48,0.0,0.0
2017-10-22,102.23,102.23,102.23,0.0,0.0,102.48,102.48,102.48,0.0,0.0,102.02,102.02,102.02,0.0,0.0,102.33,102.33,102.33,0.0,0.0
2017-10-29,102.12,102.12,102.12,0.0,0.0,102.25,102.25,102.25,0.0,0.0,101.9,101.9,101.9,0.0,0.0,102.21,102.21,102.21,0.0,0.0
2017-11-05,101.55,101.55,101.55,0.0,0.0,101.62,101.62,101.62,0.0,0.0,101.34,101.34,101.34,0.0,0.0,101.56,101.56,101.56,0.0,0.0
2017-11-12,101.45,101.45,101.45,0.0,0.0,101.67,101.67,101.67,0.0,0.0,101.41,101.41,101.41,0.0,0.0,101.52,101.52,101.52,0.0,0.0
2017-11-19,102.3,102.3,102.3,0.0,0.0,102.34,102.34,102.34,0.0,0.0,102.11,102.11,102.11,0.0,0.0,102.13,102.13,102.13,0.0,0.0
2017-11-26,105.23,105.23,105.23,0.0,0.0,105.47,105.47,105.47,0.0,0.0,103.66,103.66,103.66,0.0,0.0,105.16,105.16,105.16,0.0,0.0
2017-12-03,105.4,105.4,105.4,0.0,0.0,105.75,105.75,105.75,0.0,0.0,105.22,105.22,105.22,0.0,0.0,105.73,105.73,105.73,0.0,0.0
2017-12-10,105.99,105.99,105.99,0.0,0.0,106.69,106.69,106.69,0.0,0.0,105.96,105.96,105.96,0.0,0.0,106.43,106.43,106.43,0.0,0.0
2017-12-17,106.62,106.62,106.62,0.0,0.0,106.62,106.62,106.62,0.0,0.0,106.16,106.16,106.16,0.0,0.0,106.44,106.44,106.44,0.0,0.0
2017-12-24,106.93,106.93,106.93,0.0,0.0,106.97,106.97,106.97,0.0,0.0,106.2,106.2,106.2,0.0,0.0,106.32,106.32,106.32,0.0,0.0
2017-12-31,108.04,108.04,108.04,0.0,0.0,108.27,108.27,108.27,0.0,0.0,107.7,107.7,107.7,0.0,0.0,108.21,108.21,108.21,0.0,0.0
