Date,iShares S&P 100Etf_Open_average,iShares S&P 100Etf_Open_max,iShares S&P 100Etf_Open_min,iShares S&P 100Etf_Open_volatility,iShares S&P 100Etf_Open_change,iShares S&P 100Etf_High_average,iShares S&P 100Etf_High_max,iShares S&P 100Etf_High_min,iShares S&P 100Etf_High_volatility,iShares S&P 100Etf_High_change,iShares S&P 100Etf_Low_average,iShares S&P 100Etf_Low_max,iShares S&P 100Etf_Low_min,iShares S&P 100Etf_Low_volatility,iShares S&P 100Etf_Low_change,iShares S&P 100Etf_Close_average,iShares S&P 100Etf_Close_max,iShares S&P 100Etf_Close_min,iShares S&P 100Etf_Close_volatility,iShares S&P 100Etf_Close_change
2016-01-03,87.26,87.26,87.26,0.0,0.0,87.4,87.4,87.4,0.0,0.0,85.51,85.51,85.51,0.0,0.0,85.64,85.64,85.64,0.0,0.0
2016-01-10,83.65,83.65,83.65,0.0,0.0,84.56,84.56,84.56,0.0,0.0,83.15,83.15,83.15,0.0,0.0,84.12,84.12,84.12,0.0,0.0
2016-01-17,85.09,85.09,85.09,0.0,0.0,85.39,85.39,85.39,0.0,0.0,84.54,84.54,84.54,0.0,0.0,85.28,85.28,85.28,0.0,0.0
2016-01-24,85.24,85.24,85.24,0.0,0.0,86.89,86.89,86.89,0.0,0.0,85.2,85.2,85.2,0.0,0.0,86.86,86.86,86.86,0.0,0.0
2016-01-31,85.46,85.46,85.46,0.0,0.0,85.56,85.56,85.56,0.0,0.0,83.81,83.81,83.81,0.0,0.0,84.15,84.15,84.15,0.0,0.0
2016-02-07,83.25,83.25,83.25,0.0,0.0,83.9,83.9,83.9,0.0,0.0,82.82,82.82,82.82,0.0,0.0,83.89,83.89,83.89,0.0,0.0
2016-02-14,85.65,85.65,85.65,0.0,0.0,86.17,86.17,86.17,0.0,0.0,85.47,85.47,85.47,0.0,0.0,86.06,86.06,86.06,0.0,0.0
2016-02-21,87.85,87.85,87.85,0.0,0.0,87.92,87.92,87.92,0.0,0.0,87.04,87.04,87.04,0.0,0.0,87.09,87.09,87.09,0.0,0.0
2016-02-28,89.11,89.11,89.11,0.0,0.0,89.66,89.66,89.66,0.0,0.0,88.7,88.7,88.7,0.0,0.0,89.26,89.26,89.26,0.0,0.0
2016-03-06,89.6,89.6,89.6,0.0,0.0,90.18,90.18,90.18,0.0,0.0,89.52,89.52,89.52,0.0,0.0,90.16,90.16,90.16,0.0,0.0
2016-03-13,91.36,91.36,91.36,0.0,0.0,91.48,91.48,91.48,0.0,0.0,91.04,91.04,91.04,0.0,0.0,91.28,91.28,91.28,0.0,0.0
2016-03-20,89.99,89.99,89.99,0.0,0.0,90.49,90.49,90.49,0.0,0.0,89.84,89.84,89.84,0.0,0.0,90.49,90.49,90.49,0.0,0.0
2016-03-27,90.81,90.81,90.81,0.0,0.0,92.12,92.12,92.12,0.0,0.0,90.75,90.75,90.75,0.0,0.0,92.06,92.06,92.06,0.0,0.0
2016-04-03,91.46,91.46,91.46,0.0,0.0,91.71,91.71,91.71,0.0,0.0,90.8,90.8,90.8,0.0,0.0,91.07,91.07,91.07,0.0,0.0
2016-04-10,92.77,92.77,92.77,0.0,0.0,92.8,92.8,92.8,0.0,0.0,92.4,92.4,92.4,0.0,0.0,92.56,92.56,92.56,0.0,0.0
2016-04-17,92.92,92.92,92.92,0.0,0.0,93.19,93.19,93.19,0.0,0.0,92.55,92.55,92.55,0.0,0.0,93.03,93.03,93.03,0.0,0.0
2016-04-24,92.01,92.01,92.01,0.0,0.0,92.08,92.08,92.08,0.0,0.0,91.19,91.19,91.19,0.0,0.0,91.72,91.72,91.72,0.0,0.0
2016-05-01,90.79,90.79,90.79,0.0,0.0,91.5,91.5,91.5,0.0,0.0,90.7,90.7,90.7,0.0,0.0,91.47,91.47,91.47,0.0,0.0
2016-05-08,91.72,91.72,91.72,0.0,0.0,92.07,92.07,92.07,0.0,0.0,91.0,91.0,91.0,0.0,0.0,91.13,91.13,91.13,0.0,0.0
2016-05-15,91.15,91.15,91.15,0.0,0.0,91.71,91.71,91.71,0.0,0.0,91.15,91.15,91.15,0.0,0.0,91.33,91.33,91.33,0.0,0.0
2016-05-22,93.1,93.1,93.1,0.0,0.0,93.39,93.39,93.39,0.0,0.0,93.1,93.1,93.1,0.0,0.0,93.36,93.36,93.36,0.0,0.0
2016-05-29,93.19,93.19,93.19,0.0,0.0,93.4,93.4,93.4,0.0,0.0,92.62,92.62,92.62,0.0,0.0,93.26,93.26,93.26,0.0,0.0
2016-06-05,93.19,93.19,93.19,0.0,0.0,93.48,93.48,93.48,0.0,0.0,92.9,92.9,92.9,0.0,0.0,93.22,93.22,93.22,0.0,0.0
