Date,PIMCO Broad US TIPS Exchange-Traded_etf_Open_average,PIMCO Broad US TIPS Exchange-Traded_etf_Open_max,PIMCO Broad US TIPS Exchange-Traded_etf_Open_min,PIMCO Broad US TIPS Exchange-Traded_etf_Open_volatility,PIMCO Broad US TIPS Exchange-Traded_etf_Open_change,PIMCO Broad US TIPS Exchange-Traded_etf_High_average,PIMCO Broad US TIPS Exchange-Traded_etf_High_max,PIMCO Broad US TIPS Exchange-Traded_etf_High_min,PIMCO Broad US TIPS Exchange-Traded_etf_High_volatility,PIMCO Broad US TIPS Exchange-Traded_etf_High_change,PIMCO Broad US TIPS Exchange-Traded_etf_Low_average,PIMCO Broad US TIPS Exchange-Traded_etf_Low_max,PIMCO Broad US TIPS Exchange-Traded_etf_Low_min,PIMCO Broad US TIPS Exchange-Traded_etf_Low_volatility,PIMCO Broad US TIPS Exchange-Traded_etf_Low_change,PIMCO Broad US TIPS Exchange-Traded_etf_Close_average,PIMCO Broad US TIPS Exchange-Traded_etf_Close_max,PIMCO Broad US TIPS Exchange-Traded_etf_Close_min,PIMCO Broad US TIPS Exchange-Traded_etf_Close_volatility,PIMCO Broad US TIPS Exchange-Traded_etf_Close_change
2016-03-13,57.51,57.51,57.51,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.43,57.43,57.43,0.0,0.0
2016-03-20,57.4,57.4,57.4,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2016-03-27,58.1,58.1,58.1,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.9,57.9,57.9,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2016-04-03,58.09,58.09,58.09,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2016-04-10,57.61,57.61,57.61,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2016-04-17,57.64,57.64,57.64,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2016-04-24,57.94,57.94,57.94,0.0,0.0,58.24,58.24,58.24,0.0,0.0,57.94,57.94,57.94,0.0,0.0,58.18,58.18,58.18,0.0,0.0
2016-05-01,58.09,58.09,58.09,0.0,0.0,58.14,58.14,58.14,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2016-05-08,58.19,58.19,58.19,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2016-05-15,57.69,57.69,57.69,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2016-05-22,57.86,57.86,57.86,0.0,0.0,57.91,57.91,57.91,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2016-05-29,58.27,58.27,58.27,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2016-06-05,58.58,58.58,58.58,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2016-06-12,58.47,58.47,58.47,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2016-06-19,58.99,58.99,58.99,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2016-06-26,59.47,59.47,59.47,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2016-07-03,59.67,59.67,59.67,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.89,59.89,59.89,0.0,0.0
2016-07-10,59.23,59.23,59.23,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2016-07-17,58.92,58.92,58.92,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2016-07-24,59.46,59.46,59.46,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2016-07-31,59.06,59.06,59.06,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2016-08-07,59.27,59.27,59.27,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.17,59.17,59.17,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2016-08-14,59.05,59.05,59.05,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.05,59.05,59.05,0.0,0.0
2016-08-21,59.28,59.28,59.28,0.0,0.0,59.46,59.46,59.46,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2016-08-28,58.86,58.86,58.86,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.84,58.84,58.84,0.0,0.0
2016-09-04,58.72,58.72,58.72,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2016-09-11,58.57,58.57,58.57,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2016-09-18,59.12,59.12,59.12,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2016-09-25,59.39,59.39,59.39,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.35,59.35,59.35,0.0,0.0
2016-10-02,58.92,58.92,58.92,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2016-10-09,58.87,58.87,58.87,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0
2016-10-16,59.16,59.16,59.16,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2016-10-23,58.77,58.77,58.77,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2016-10-30,58.87,58.87,58.87,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.96,58.96,58.96,0.0,0.0
2016-11-06,58.28,58.28,58.28,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2016-11-13,57.84,57.84,57.84,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2016-11-20,57.73,57.73,57.73,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2016-11-27,57.6,57.6,57.6,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.39,57.39,57.39,0.0,0.0
2016-12-04,57.53,57.53,57.53,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.29,57.29,57.29,0.0,0.0
2016-12-11,56.45,56.45,56.45,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2016-12-18,57.15,57.15,57.15,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2016-12-25,57.31,57.31,57.31,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2017-01-01,57.69,57.69,57.69,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2017-01-08,57.93,57.93,57.93,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2017-01-15,57.8,57.8,57.8,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2017-01-22,57.92,57.92,57.92,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.93,57.93,57.93,0.0,0.0
2017-01-29,57.97,57.97,57.97,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2017-02-05,58.01,58.01,58.01,0.0,0.0,58.11,58.11,58.11,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2017-02-12,57.99,57.99,57.99,0.0,0.0,58.02,58.02,58.02,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2017-02-19,58.31,58.31,58.31,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2017-02-26,57.64,57.64,57.64,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2017-03-05,57.34,57.34,57.34,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2017-03-12,57.68,57.68,57.68,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2017-03-19,57.94,57.94,57.94,0.0,0.0,58.25,58.25,58.25,0.0,0.0,57.94,57.94,57.94,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2017-03-26,58.07,58.07,58.07,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.07,58.07,58.07,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2017-04-02,58.28,58.28,58.28,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2017-04-09,58.48,58.48,58.48,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.53,58.53,58.53,0.0,0.0
2017-04-16,58.27,58.27,58.27,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2017-04-23,58.25,58.25,58.25,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.36,58.36,58.36,0.0,0.0
2017-04-30,60.49,60.49,60.49,0.0,0.0,60.49,60.49,60.49,0.0,0.0,55.96,55.96,55.96,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2017-05-07,57.66,57.66,57.66,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2017-05-14,58.08,58.08,58.08,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2017-05-21,57.99,57.99,57.99,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2017-05-28,58.28,58.28,58.28,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2017-06-04,58.1,58.1,58.1,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2017-06-11,57.77,57.77,57.77,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2017-06-18,58.05,58.05,58.05,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.06,58.06,58.06,0.0,0.0
2017-06-25,57.75,57.75,57.75,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2017-07-02,57.12,57.12,57.12,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.07,57.07,57.07,0.0,0.0,57.11,57.11,57.11,0.0,0.0
2017-07-09,57.41,57.41,57.41,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2017-07-16,57.72,57.72,57.72,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2017-07-23,57.75,57.75,57.75,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2017-07-30,57.65,57.65,57.65,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2017-08-06,58.1,58.1,58.1,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2017-08-13,58.01,58.01,58.01,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.91,57.91,57.91,0.0,0.0,57.95,57.95,57.95,0.0,0.0
2017-08-20,57.97,57.97,57.97,0.0,0.0,58.05,58.05,58.05,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2017-08-27,58.28,58.28,58.28,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2017-09-03,58.67,58.67,58.67,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.68,58.68,58.68,0.0,0.0
2017-09-10,58.37,58.37,58.37,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2017-09-17,58.07,58.07,58.07,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.07,58.07,58.07,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2017-09-24,57.93,57.93,57.93,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.89,57.89,57.89,0.0,0.0,57.89,57.89,57.89,0.0,0.0
2017-10-01,57.68,57.68,57.68,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2017-10-08,58.1,58.1,58.1,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2017-10-15,57.82,57.82,57.82,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2017-10-22,57.77,57.77,57.77,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2017-10-29,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.95,57.95,57.95,0.0,0.0
2017-11-05,58.23,58.23,58.23,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2017-11-12,58.14,58.14,58.14,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2017-11-19,58.21,58.21,58.21,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2017-11-26,57.66,57.66,57.66,0.0,0.0,58.09,58.09,58.09,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2017-12-03,57.97,57.97,57.97,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.89,57.89,57.89,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2017-12-10,58.0,58.0,58.0,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2017-12-17,57.79,57.79,57.79,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2017-12-24,58.11,58.11,58.11,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2017-12-31,58.18,58.18,58.18,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.17,58.17,58.17,0.0,0.0
