Date,First Trust Global Tactical Commodity StrategyEtf_Open_average,First Trust Global Tactical Commodity StrategyEtf_Open_max,First Trust Global Tactical Commodity StrategyEtf_Open_min,First Trust Global Tactical Commodity StrategyEtf_Open_volatility,First Trust Global Tactical Commodity StrategyEtf_Open_change,First Trust Global Tactical Commodity StrategyEtf_High_average,First Trust Global Tactical Commodity StrategyEtf_High_max,First Trust Global Tactical Commodity StrategyEtf_High_min,First Trust Global Tactical Commodity StrategyEtf_High_volatility,First Trust Global Tactical Commodity StrategyEtf_High_change,First Trust Global Tactical Commodity StrategyEtf_Low_average,First Trust Global Tactical Commodity StrategyEtf_Low_max,First Trust Global Tactical Commodity StrategyEtf_Low_min,First Trust Global Tactical Commodity StrategyEtf_Low_volatility,First Trust Global Tactical Commodity StrategyEtf_Low_change,First Trust Global Tactical Commodity StrategyEtf_Close_average,First Trust Global Tactical Commodity StrategyEtf_Close_max,First Trust Global Tactical Commodity StrategyEtf_Close_min,First Trust Global Tactical Commodity StrategyEtf_Close_volatility,First Trust Global Tactical Commodity StrategyEtf_Close_change
2016-01-03,19.95,19.95,19.95,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2016-01-10,19.38,19.38,19.38,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2016-01-17,19.61,19.61,19.61,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2016-01-24,19.66,19.66,19.66,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2016-01-31,19.6,19.6,19.6,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2016-02-07,19.45,19.45,19.45,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2016-02-14,19.53,19.53,19.53,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2016-02-21,19.68,19.68,19.68,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2016-02-28,20.04,20.04,20.04,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2016-03-06,20.62,20.62,20.62,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2016-03-13,20.76,20.76,20.76,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2016-03-20,20.22,20.22,20.22,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2016-03-27,19.97,19.97,19.97,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.9,19.9,19.9,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2016-04-03,19.62,19.62,19.62,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2016-04-10,20.26,20.26,20.26,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2016-04-17,20.95,20.95,20.95,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2016-04-24,21.28,21.28,21.28,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2016-05-01,20.86,20.86,20.86,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2016-05-08,21.06,21.06,21.06,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2016-05-15,21.04,21.04,21.04,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.93,20.93,20.93,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2016-05-22,21.03,21.03,21.03,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2016-05-29,21.36,21.36,21.36,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2016-06-05,21.75,21.75,21.75,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2016-06-12,21.51,21.51,21.51,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2016-06-19,21.18,21.18,21.18,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2016-06-26,21.7,21.7,21.7,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2016-07-03,21.24,21.24,21.24,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2016-07-10,21.65,21.65,21.65,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2016-07-17,21.0,21.0,21.0,0.0,0.0,21.09,21.09,21.09,0.0,0.0,20.91,20.91,20.91,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2016-07-24,20.78,20.78,20.78,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2016-07-31,21.1,21.1,21.1,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2016-08-07,21.12,21.12,21.12,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2016-08-14,21.37,21.37,21.37,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2016-08-21,21.09,21.09,21.09,0.0,0.0,21.29,21.29,21.29,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2016-08-28,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2016-09-04,20.86,20.86,20.86,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2016-09-11,20.36,20.36,20.36,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2016-09-18,20.95,20.95,20.95,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2016-09-25,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2016-10-02,20.5,20.5,20.5,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2016-10-09,20.42,20.42,20.42,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2016-10-16,20.33,20.33,20.33,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2016-10-23,20.63,20.63,20.63,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2016-10-30,20.29,20.29,20.29,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2016-11-06,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2016-11-13,20.06,20.06,20.06,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2016-11-20,20.62,20.62,20.62,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2016-11-27,20.47,20.47,20.47,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2016-12-04,20.51,20.51,20.51,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2016-12-11,20.37,20.37,20.37,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2016-12-18,20.13,20.13,20.13,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2016-12-25,20.49,20.49,20.49,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2017-01-01,20.39,20.39,20.39,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2017-01-08,20.87,20.87,20.87,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2017-01-15,20.85,20.85,20.85,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2017-01-22,20.69,20.69,20.69,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2017-01-29,20.71,20.71,20.71,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.75,20.75,20.75,0.0,0.0
