Date,ProShares Ultra S&P500Etf_Open_average,ProShares Ultra S&P500Etf_Open_max,ProShares Ultra S&P500Etf_Open_min,ProShares Ultra S&P500Etf_Open_volatility,ProShares Ultra S&P500Etf_Open_change,ProShares Ultra S&P500Etf_High_average,ProShares Ultra S&P500Etf_High_max,ProShares Ultra S&P500Etf_High_min,ProShares Ultra S&P500Etf_High_volatility,ProShares Ultra S&P500Etf_High_change,ProShares Ultra S&P500Etf_Low_average,ProShares Ultra S&P500Etf_Low_max,ProShares Ultra S&P500Etf_Low_min,ProShares Ultra S&P500Etf_Low_volatility,ProShares Ultra S&P500Etf_Low_change,ProShares Ultra S&P500Etf_Close_average,ProShares Ultra S&P500Etf_Close_max,ProShares Ultra S&P500Etf_Close_min,ProShares Ultra S&P500Etf_Close_volatility,ProShares Ultra S&P500Etf_Close_change
2016-01-03,57.74,57.74,57.74,0.0,0.0,58.0,58.0,58.0,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2016-01-10,52.6,52.6,52.6,0.0,0.0,53.81,53.81,53.81,0.0,0.0,51.94,51.94,51.94,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2016-01-17,54.34,54.34,54.34,0.0,0.0,54.88,54.88,54.88,0.0,0.0,53.82,53.82,53.82,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2016-01-24,54.4,54.4,54.4,0.0,0.0,56.55,56.55,56.55,0.0,0.0,54.35,54.35,54.35,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2016-01-31,54.93,54.93,54.93,0.0,0.0,54.93,54.93,54.93,0.0,0.0,52.73,52.73,52.73,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2016-02-07,51.4,51.4,51.4,0.0,0.0,52.37,52.37,52.37,0.0,0.0,50.89,50.89,50.89,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2016-02-14,54.86,54.86,54.86,0.0,0.0,55.47,55.47,55.47,0.0,0.0,54.48,54.48,54.48,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2016-02-21,58.01,58.01,58.01,0.0,0.0,58.05,58.05,58.05,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2016-02-28,60.0,60.0,60.0,0.0,0.0,60.79,60.79,60.79,0.0,0.0,59.43,59.43,59.43,0.0,0.0,60.19,60.19,60.19,0.0,0.0
2016-03-06,60.7,60.7,60.7,0.0,0.0,61.65,61.65,61.65,0.0,0.0,60.66,60.66,60.66,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2016-03-13,63.09,63.09,63.09,0.0,0.0,63.49,63.49,63.49,0.0,0.0,62.9,62.9,62.9,0.0,0.0,63.25,63.25,63.25,0.0,0.0
2016-03-20,61.61,61.61,61.61,0.0,0.0,62.34,62.34,62.34,0.0,0.0,61.47,61.47,61.47,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2016-03-27,63.05,63.05,63.05,0.0,0.0,64.76,64.76,64.76,0.0,0.0,62.82,62.82,62.82,0.0,0.0,64.64,64.64,64.64,0.0,0.0
2016-04-03,63.62,63.62,63.62,0.0,0.0,63.92,63.92,63.92,0.0,0.0,62.71,62.71,62.71,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2016-04-10,65.21,65.21,65.21,0.0,0.0,65.33,65.33,65.33,0.0,0.0,64.88,64.88,64.88,0.0,0.0,65.07,65.07,65.07,0.0,0.0
2016-04-17,65.59,65.59,65.59,0.0,0.0,66.03,66.03,66.03,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.87,65.87,65.87,0.0,0.0
2016-04-24,64.42,64.42,64.42,0.0,0.0,64.66,64.66,64.66,0.0,0.0,63.35,63.35,63.35,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2016-05-01,62.74,62.74,62.74,0.0,0.0,63.79,63.79,63.79,0.0,0.0,62.62,62.62,62.62,0.0,0.0,63.74,63.74,63.74,0.0,0.0
2016-05-08,64.0,64.0,64.0,0.0,0.0,64.42,64.42,64.42,0.0,0.0,62.89,62.89,62.89,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2016-05-15,63.2,63.2,63.2,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2016-05-22,66.04,66.04,66.04,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.01,66.01,66.01,0.0,0.0,66.43,66.43,66.43,0.0,0.0
2016-05-29,66.48,66.48,66.48,0.0,0.0,66.75,66.75,66.75,0.0,0.0,65.58,65.58,65.58,0.0,0.0,66.48,66.48,66.48,0.0,0.0
2016-06-05,66.6,66.6,66.6,0.0,0.0,66.83,66.83,66.83,0.0,0.0,65.92,65.92,65.92,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2016-06-12,65.18,65.18,65.18,0.0,0.0,65.19,65.19,65.19,0.0,0.0,64.28,64.28,64.28,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2016-06-19,62.72,62.72,62.72,0.0,0.0,64.86,64.86,64.86,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.56,62.56,62.56,0.0,0.0
2016-06-26,66.24,66.24,66.24,0.0,0.0,66.95,66.95,66.95,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2016-07-03,67.28,67.28,67.28,0.0,0.0,68.47,68.47,68.47,0.0,0.0,67.12,67.12,67.12,0.0,0.0,68.29,68.29,68.29,0.0,0.0
2016-07-10,70.96,70.96,70.96,0.0,0.0,70.97,70.97,70.97,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.36,70.36,70.36,0.0,0.0
2016-07-17,70.7,70.7,70.7,0.0,0.0,71.29,71.29,71.29,0.0,0.0,70.51,70.51,70.51,0.0,0.0,71.28,71.28,71.28,0.0,0.0
2016-07-24,70.73,70.73,70.73,0.0,0.0,71.42,71.42,71.42,0.0,0.0,70.52,70.52,70.52,0.0,0.0,71.16,71.16,71.16,0.0,0.0
2016-07-31,71.21,71.21,71.21,0.0,0.0,71.84,71.84,71.84,0.0,0.0,71.11,71.11,71.11,0.0,0.0,71.78,71.78,71.78,0.0,0.0
2016-08-07,71.85,71.85,71.85,0.0,0.0,72.15,72.15,72.15,0.0,0.0,71.68,71.68,71.68,0.0,0.0,71.98,71.98,71.98,0.0,0.0
2016-08-14,71.85,71.85,71.85,0.0,0.0,72.16,72.16,72.16,0.0,0.0,71.5,71.5,71.5,0.0,0.0,72.04,72.04,72.04,0.0,0.0
2016-08-21,71.59,71.59,71.59,0.0,0.0,72.37,72.37,72.37,0.0,0.0,70.5,70.5,70.5,0.0,0.0,71.17,71.17,71.17,0.0,0.0
2016-08-28,71.85,71.85,71.85,0.0,0.0,72.19,72.19,72.19,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.84,71.84,71.84,0.0,0.0
2016-09-04,70.94,70.94,70.94,0.0,0.0,70.94,70.94,70.94,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2016-09-11,69.19,69.19,69.19,0.0,0.0,69.38,69.38,69.38,0.0,0.0,68.65,68.65,68.65,0.0,0.0,69.17,69.17,69.17,0.0,0.0
2016-09-18,71.26,71.26,71.26,0.0,0.0,71.35,71.35,71.35,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.77,70.77,70.77,0.0,0.0
2016-09-25,70.49,70.49,70.49,0.0,0.0,71.47,71.47,71.47,0.0,0.0,70.35,70.35,70.35,0.0,0.0,70.97,70.97,70.97,0.0,0.0
2016-10-02,70.77,70.77,70.77,0.0,0.0,70.9,70.9,70.9,0.0,0.0,69.53,69.53,69.53,0.0,0.0,70.1,70.1,70.1,0.0,0.0
2016-10-09,69.48,69.48,69.48,0.0,0.0,69.83,69.83,69.83,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2016-10-16,68.69,68.69,68.69,0.0,0.0,69.4,69.4,69.4,0.0,0.0,68.55,68.55,68.55,0.0,0.0,69.3,69.3,69.3,0.0,0.0
2016-10-23,68.78,68.78,68.78,0.0,0.0,69.28,69.28,69.28,0.0,0.0,67.86,67.86,67.86,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2016-10-30,66.02,66.02,66.02,0.0,0.0,66.66,66.66,66.66,0.0,0.0,65.72,65.72,65.72,0.0,0.0,65.78,65.78,65.78,0.0,0.0
2016-11-06,70.58,70.58,70.58,0.0,0.0,70.98,70.98,70.98,0.0,0.0,70.09,70.09,70.09,0.0,0.0,70.8,70.8,70.8,0.0,0.0
2016-11-13,72.54,72.54,72.54,0.0,0.0,72.65,72.65,72.65,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.17,72.17,72.17,0.0,0.0
2016-11-20,73.87,73.87,73.87,0.0,0.0,74.14,74.14,74.14,0.0,0.0,73.79,73.79,73.79,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2016-11-27,72.86,72.86,72.86,0.0,0.0,73.24,73.24,73.24,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.87,72.87,72.87,0.0,0.0
2016-12-04,76.68,76.68,76.68,0.0,0.0,77.44,77.44,77.44,0.0,0.0,76.67,76.67,76.67,0.0,0.0,77.41,77.41,77.41,0.0,0.0
2016-12-11,77.98,77.98,77.98,0.0,0.0,78.02,78.02,78.02,0.0,0.0,77.06,77.06,77.06,0.0,0.0,77.34,77.34,77.34,0.0,0.0
2016-12-18,77.45,77.45,77.45,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.31,77.31,77.31,0.0,0.0,77.65,77.65,77.65,0.0,0.0
2016-12-25,76.96,76.96,76.96,0.0,0.0,76.99,76.99,76.99,0.0,0.0,75.58,75.58,75.58,0.0,0.0,76.14,76.14,76.14,0.0,0.0
2017-01-01,78.14,78.14,78.14,0.0,0.0,78.96,78.96,78.96,0.0,0.0,77.71,77.71,77.71,0.0,0.0,78.6,78.6,78.6,0.0,0.0
2017-01-08,78.24,78.24,78.24,0.0,0.0,78.7,78.7,78.7,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.47,78.47,78.47,0.0,0.0
2017-01-15,78.19,78.19,78.19,0.0,0.0,78.62,78.62,78.62,0.0,0.0,77.75,77.75,77.75,0.0,0.0,78.16,78.16,78.16,0.0,0.0
2017-01-22,80.04,80.04,80.04,0.0,0.0,80.16,80.16,80.16,0.0,0.0,79.58,79.58,79.58,0.0,0.0,79.78,79.78,79.78,0.0,0.0
2017-01-29,79.56,79.56,79.56,0.0,0.0,80.1,80.1,80.1,0.0,0.0,79.35,79.35,79.35,0.0,0.0,79.95,79.95,79.95,0.0,0.0
2017-02-05,81.11,81.11,81.11,0.0,0.0,81.62,81.62,81.62,0.0,0.0,81.02,81.02,81.02,0.0,0.0,81.39,81.39,81.39,0.0,0.0
2017-02-12,83.15,83.15,83.15,0.0,0.0,83.93,83.93,83.93,0.0,0.0,83.12,83.12,83.12,0.0,0.0,83.89,83.89,83.89,0.0,0.0
2017-02-19,84.16,84.16,84.16,0.0,0.0,85.13,85.13,85.13,0.0,0.0,84.15,84.15,84.15,0.0,0.0,85.09,85.09,85.09,0.0,0.0
2017-02-26,86.1,86.1,86.1,0.0,0.0,86.41,86.41,86.41,0.0,0.0,85.78,85.78,85.78,0.0,0.0,86.28,86.28,86.28,0.0,0.0
2017-03-05,85.91,85.91,85.91,0.0,0.0,85.95,85.95,85.95,0.0,0.0,84.92,84.92,84.92,0.0,0.0,85.65,85.65,85.65,0.0,0.0
2017-03-12,86.48,86.48,86.48,0.0,0.0,86.6,86.6,86.6,0.0,0.0,85.94,85.94,85.94,0.0,0.0,85.94,85.94,85.94,0.0,0.0
2017-03-19,83.93,83.93,83.93,0.0,0.0,84.36,84.36,84.36,0.0,0.0,82.89,82.89,82.89,0.0,0.0,83.54,83.54,83.54,0.0,0.0
2017-03-26,84.91,84.91,84.91,0.0,0.0,85.38,85.38,85.38,0.0,0.0,84.78,84.78,84.78,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2017-04-02,84.36,84.36,84.36,0.0,0.0,84.97,84.97,84.97,0.0,0.0,84.0,84.0,84.0,0.0,0.0,84.37,84.37,84.37,0.0,0.0
2017-04-09,83.25,83.25,83.25,0.0,0.0,83.86,83.86,83.86,0.0,0.0,82.48,82.48,82.48,0.0,0.0,82.51,82.51,82.51,0.0,0.0
2017-04-16,84.35,84.35,84.35,0.0,0.0,84.38,84.38,84.38,0.0,0.0,83.55,83.55,83.55,0.0,0.0,83.9,83.9,83.9,0.0,0.0
2017-04-23,86.95,86.95,86.95,0.0,0.0,86.98,86.98,86.98,0.0,0.0,86.24,86.24,86.24,0.0,0.0,86.41,86.41,86.41,0.0,0.0
2017-04-30,87.1,87.1,87.1,0.0,0.0,87.54,87.54,87.54,0.0,0.0,86.77,86.77,86.77,0.0,0.0,87.54,87.54,87.54,0.0,0.0
2017-05-07,87.02,87.02,87.02,0.0,0.0,87.11,87.11,87.11,0.0,0.0,86.72,86.72,86.72,0.0,0.0,87.0,87.0,87.0,0.0,0.0
2017-05-14,85.68,85.68,85.68,0.0,0.0,86.92,86.92,86.92,0.0,0.0,85.64,85.64,85.64,0.0,0.0,86.37,86.37,86.37,0.0,0.0
2017-05-21,88.71,88.71,88.71,0.0,0.0,88.95,88.95,88.95,0.0,0.0,88.63,88.63,88.63,0.0,0.0,88.82,88.82,88.82,0.0,0.0
2017-05-28,90.05,90.05,90.05,0.0,0.0,90.72,90.72,90.72,0.0,0.0,89.79,89.79,89.79,0.0,0.0,90.53,90.53,90.53,0.0,0.0
2017-06-04,90.5,90.5,90.5,0.0,0.0,91.17,91.17,91.17,0.0,0.0,88.91,88.91,88.91,0.0,0.0,90.0,90.0,90.0,0.0,0.0
2017-06-11,90.39,90.39,90.39,0.0,0.0,90.39,90.39,90.39,0.0,0.0,89.51,89.51,89.51,0.0,0.0,90.25,90.25,90.25,0.0,0.0
2017-06-18,90.37,90.37,90.37,0.0,0.0,90.78,90.78,90.78,0.0,0.0,90.02,90.02,90.02,0.0,0.0,90.52,90.52,90.52,0.0,0.0
2017-06-25,89.75,89.75,89.75,0.0,0.0,90.12,90.12,90.12,0.0,0.0,89.3,89.3,89.3,0.0,0.0,89.45,89.45,89.45,0.0,0.0
2017-07-02,88.94,88.94,88.94,0.0,0.0,89.75,89.75,89.75,0.0,0.0,88.83,88.83,88.83,0.0,0.0,89.63,89.63,89.63,0.0,0.0
2017-07-09,91.31,91.31,91.31,0.0,0.0,92.46,92.46,92.46,0.0,0.0,91.22,91.22,91.22,0.0,0.0,92.09,92.09,92.09,0.0,0.0
2017-07-16,92.77,92.77,92.77,0.0,0.0,93.13,93.13,93.13,0.0,0.0,92.59,92.59,92.59,0.0,0.0,93.12,93.12,93.12,0.0,0.0
2017-07-23,92.88,92.88,92.88,0.0,0.0,93.18,93.18,93.18,0.0,0.0,92.5,92.5,92.5,0.0,0.0,93.07,93.07,93.07,0.0,0.0
2017-07-30,93.51,93.51,93.51,0.0,0.0,93.7,93.7,93.7,0.0,0.0,93.1,93.1,93.1,0.0,0.0,93.42,93.42,93.42,0.0,0.0
2017-08-06,90.8,90.8,90.8,0.0,0.0,91.38,91.38,91.38,0.0,0.0,90.61,90.61,90.61,0.0,0.0,90.85,90.85,90.85,0.0,0.0
2017-08-13,89.9,89.9,89.9,0.0,0.0,90.81,90.81,90.81,0.0,0.0,89.38,89.38,89.38,0.0,0.0,89.76,89.76,89.76,0.0,0.0
2017-08-20,91.36,91.36,91.36,0.0,0.0,91.86,91.86,91.86,0.0,0.0,90.97,90.97,90.97,0.0,0.0,91.09,91.09,91.09,0.0,0.0
2017-08-27,93.57,93.57,93.57,0.0,0.0,93.87,93.87,93.87,0.0,0.0,93.38,93.38,93.38,0.0,0.0,93.56,93.56,93.56,0.0,0.0
2017-09-03,92.46,92.46,92.46,0.0,0.0,92.89,92.89,92.89,0.0,0.0,92.3,92.3,92.3,0.0,0.0,92.5,92.5,92.5,0.0,0.0
2017-09-10,94.98,94.98,94.98,0.0,0.0,95.42,95.42,95.42,0.0,0.0,94.88,94.88,94.88,0.0,0.0,95.41,95.41,95.41,0.0,0.0
2017-09-17,95.2,95.2,95.2,0.0,0.0,95.65,95.65,95.65,0.0,0.0,95.19,95.19,95.19,0.0,0.0,95.51,95.51,95.51,0.0,0.0
2017-09-24,96.04,96.04,96.04,0.0,0.0,96.8,96.8,96.8,0.0,0.0,95.9,95.9,95.9,0.0,0.0,96.74,96.74,96.74,0.0,0.0
2017-10-01,98.96,98.96,98.96,0.0,0.0,99.17,99.17,99.17,0.0,0.0,98.72,98.72,98.72,0.0,0.0,99.14,99.14,99.14,0.0,0.0
2017-10-08,99.69,99.69,99.69,0.0,0.0,99.79,99.79,99.79,0.0,0.0,99.39,99.39,99.39,0.0,0.0,99.52,99.52,99.52,0.0,0.0
2017-10-15,100.88,100.88,100.88,0.0,0.0,101.19,101.19,101.19,0.0,0.0,100.64,100.64,100.64,0.0,0.0,101.16,101.16,101.16,0.0,0.0
2017-10-22,100.62,100.62,100.62,0.0,0.0,101.71,101.71,101.71,0.0,0.0,100.38,100.38,100.38,0.0,0.0,101.54,101.54,101.54,0.0,0.0
2017-10-29,101.58,101.58,101.58,0.0,0.0,102.16,102.16,102.16,0.0,0.0,101.24,101.24,101.24,0.0,0.0,102.09,102.09,102.09,0.0,0.0
2017-11-05,101.5,101.5,101.5,0.0,0.0,101.86,101.86,101.86,0.0,0.0,101.21,101.21,101.21,0.0,0.0,101.79,101.79,101.79,0.0,0.0
2017-11-12,101.81,101.81,101.81,0.0,0.0,102.0,102.0,102.0,0.0,0.0,101.47,101.47,101.47,0.0,0.0,101.54,101.54,101.54,0.0,0.0
2017-11-19,103.4,103.4,103.4,0.0,0.0,103.55,103.55,103.55,0.0,0.0,103.29,103.29,103.29,0.0,0.0,103.46,103.46,103.46,0.0,0.0
2017-11-26,106.96,106.96,106.96,0.0,0.0,107.37,107.37,107.37,0.0,0.0,103.69,103.69,103.69,0.0,0.0,106.64,106.64,106.64,0.0,0.0
2017-12-03,107.07,107.07,107.07,0.0,0.0,107.48,107.48,107.48,0.0,0.0,106.84,106.84,106.84,0.0,0.0,107.44,107.44,107.44,0.0,0.0
2017-12-10,108.49,108.49,108.49,0.0,0.0,109.73,109.73,109.73,0.0,0.0,108.42,108.42,108.42,0.0,0.0,109.34,109.34,109.34,0.0,0.0
2017-12-17,110.13,110.13,110.13,0.0,0.0,110.16,110.16,110.16,0.0,0.0,109.58,109.58,109.58,0.0,0.0,110.07,110.07,110.07,0.0,0.0
2017-12-24,110.65,110.65,110.65,0.0,0.0,110.66,110.66,110.66,0.0,0.0,109.13,109.13,109.13,0.0,0.0,109.43,109.43,109.43,0.0,0.0
2017-12-31,113.96,113.96,113.96,0.0,0.0,114.8,114.8,114.8,0.0,0.0,113.47,113.47,113.47,0.0,0.0,114.66,114.66,114.66,0.0,0.0
