Date,LEAF_stock_Open_average,LEAF_stock_Open_max,LEAF_stock_Open_min,LEAF_stock_Open_volatility,LEAF_stock_Open_change,LEAF_stock_High_average,LEAF_stock_High_max,LEAF_stock_High_min,LEAF_stock_High_volatility,LEAF_stock_High_change,LEAF_stock_Low_average,LEAF_stock_Low_max,LEAF_stock_Low_min,LEAF_stock_Low_volatility,LEAF_stock_Low_change,LEAF_stock_Close_average,LEAF_stock_Close_max,LEAF_stock_Close_min,LEAF_stock_Close_volatility,LEAF_stock_Close_change,LEAF_stock_Volume_average,LEAF_stock_Volume_max,LEAF_stock_Volume_min,LEAF_stock_Volume_volatility,LEAF_stock_Volume_change
2016-01-03,5.196,5.36,5.02,0.34000000000000075,-0.2400000000000002,5.36,5.5,5.2,0.2999999999999998,-0.2999999999999998,5.098,5.2,4.95,0.25,-0.25,5.158,5.26,5.01,0.25,-0.25,30589,44680,23916,20764,14758
2016-01-10,5.054,5.2,4.9,0.2999999999999998,-0.10999999999999943,5.184,5.3,5.01,0.29000000000000004,-0.1900000000000004,4.976,5.02,4.9,0.11999999999999922,-0.05999999999999961,5.064,5.2,4.94,0.2599999999999998,-0.2599999999999998,40376,62655,29518,33137,-33137
2016-01-17,4.845,4.93,4.69,0.23999999999999932,-0.040000000000000036,5.0325,5.13,4.95,0.17999999999999972,0.17999999999999972,4.6675,4.89,4.44,0.4499999999999993,0.3899999999999997,4.8575,5.01,4.71,0.2999999999999998,0.2999999999999998,42981,54004,36308,17696,1350
2016-01-24,4.91,5.0,4.83,0.16999999999999993,0.0,5.072,5.22,4.87,0.34999999999999964,0.09999999999999964,4.824,5.0,4.66,0.33999999999999986,0.17999999999999972,4.906,5.04,4.77,0.27000000000000046,0.1900000000000004,27381,34932,22485,12447,4022
2016-01-31,4.752,4.97,4.51,0.45999999999999996,-0.41000000000000014,4.864,5.17,4.6,0.5700000000000003,-0.4399999999999995,4.628,4.86,4.45,0.41000000000000014,-0.3600000000000003,4.7059999999999995,5.02,4.56,0.45999999999999996,-0.4499999999999993,25639,38495,21585,16910,-994
2016-02-07,4.476,4.56,4.41,0.14999999999999947,-0.14999999999999947,4.664,4.77,4.51,0.2599999999999998,0.03999999999999915,4.456,4.5,4.41,0.08999999999999986,-0.08999999999999986,4.53,4.75,4.41,0.33999999999999986,0.23000000000000043,20161,29079,12372,16707,6194
2016-02-14,4.76,4.88,4.7,0.17999999999999972,-0.040000000000000036,4.8825,4.99,4.75,0.2400000000000002,0.13999999999999968,4.6375,4.7,4.57,0.1299999999999999,0.08000000000000007,4.7575,4.88,4.69,0.1899999999999995,0.02999999999999936,16980,21522,12230,9292,3200
2016-02-21,4.882,5.13,4.74,0.3899999999999997,0.3899999999999997,5.0520000000000005,5.32,4.94,0.3799999999999999,0.3799999999999999,4.834,5.05,4.67,0.3799999999999999,0.3099999999999996,5.012,5.31,4.89,0.41999999999999993,0.41999999999999993,33783,52490,6294,46196,46196
2016-02-28,5.51,5.88,5.29,0.5899999999999999,-0.15000000000000036,5.614,5.88,5.4,0.47999999999999954,-0.27999999999999936,5.258,5.46,4.91,0.5499999999999998,-0.1900000000000004,5.382,5.5,5.22,0.28000000000000025,-0.23000000000000043,37064,61296,26471,34825,84
2016-03-06,5.086,5.28,4.98,0.2999999999999998,0.27000000000000046,5.226,5.42,5.13,0.29000000000000004,0.20000000000000018,5.032,5.18,4.94,0.23999999999999932,0.16999999999999993,5.124,5.29,5.0,0.29000000000000004,0.21999999999999975,22375,32271,10789,21482,2417
2016-03-13,5.076,5.16,5.02,0.14000000000000057,-0.07000000000000028,5.156,5.3,5.07,0.22999999999999954,0.1200000000000001,5.016,5.05,4.99,0.05999999999999961,-0.019999999999999574,5.1,5.17,5.06,0.11000000000000032,0.05999999999999961,22084,36422,11419,25003,5639
2016-03-20,5.16,5.26,4.94,0.3199999999999994,-0.2599999999999998,5.2775,5.36,5.13,0.23000000000000043,-0.20000000000000018,5.075,5.2,4.94,0.2599999999999998,-0.14999999999999947,5.1675,5.26,5.07,0.1899999999999995,-0.17999999999999972,14260,15675,12589,3086,-3086
2016-03-27,5.0760000000000005,5.15,4.98,0.16999999999999993,-0.10000000000000053,5.218,5.34,5.12,0.21999999999999975,-0.05999999999999961,5.0280000000000005,5.09,4.95,0.13999999999999968,-0.040000000000000036,5.066,5.2,4.99,0.20999999999999996,-0.1299999999999999,42004,77823,14619,63204,-20257
2016-04-03,5.152,5.26,5.03,0.22999999999999954,0.13999999999999968,5.28,5.3,5.24,0.05999999999999961,0.05999999999999961,5.0920000000000005,5.15,4.99,0.16000000000000014,0.16000000000000014,5.136,5.15,5.12,0.03000000000000025,0.020000000000000462,56166,106654,26812,79842,-26774
2016-04-10,5.586,5.86,5.25,0.6100000000000003,0.6000000000000005,5.758,6.1,5.3,0.7999999999999998,0.7400000000000002,5.512,5.8,5.18,0.6200000000000001,0.6200000000000001,5.582,5.86,5.18,0.6800000000000006,0.6200000000000001,83515,235522,13083,222439,-1373
