Date,MTB_stock_Open_average,MTB_stock_Open_max,MTB_stock_Open_min,MTB_stock_Open_volatility,MTB_stock_Open_change,MTB_stock_High_average,MTB_stock_High_max,MTB_stock_High_min,MTB_stock_High_volatility,MTB_stock_High_change,MTB_stock_Low_average,MTB_stock_Low_max,MTB_stock_Low_min,MTB_stock_Low_volatility,MTB_stock_Low_change,MTB_stock_Close_average,MTB_stock_Close_max,MTB_stock_Close_min,MTB_stock_Close_volatility,MTB_stock_Close_change,MTB_stock_Volume_average,MTB_stock_Volume_max,MTB_stock_Volume_min,MTB_stock_Volume_volatility,MTB_stock_Volume_change
2016-01-03,116.196,119.24,113.54,5.699999999999989,-5.699999999999989,116.724,119.24,113.59,5.6499999999999915,-5.6499999999999915,114.09,117.08,109.96,7.1200000000000045,-6.27000000000001,114.8,118.13,110.17,7.959999999999994,-7.310000000000002,900297,1143611,650051,493560,-277960
2016-01-10,108.864,110.98,105.82,5.160000000000011,-4.27000000000001,109.404,111.26,105.88,5.38000000000001,-5.38000000000001,106.39399999999999,109.02,102.72,6.299999999999997,-5.599999999999994,107.60799999999999,110.49,104.49,6.0,-4.640000000000001,1406817,1711976,1148775,563201,451681
2016-01-17,104.5675,105.69,103.74,1.9500000000000028,-1.9500000000000028,106.145,108.23,104.95,3.280000000000001,-2.910000000000011,102.5875,104.42,101.83,2.5900000000000034,-2.230000000000004,104.475,106.35,102.24,4.109999999999999,-1.769999999999996,1797295,2039497,1675455,364042,77976
2016-01-24,105.742,109.04,102.26,6.780000000000001,4.8700000000000045,107.906,110.23,104.46,5.77000000000001,5.77000000000001,104.72800000000001,108.59,101.51,7.079999999999998,7.079999999999998,106.68,110.18,101.79,8.39,8.39,1972357,2693425,1607126,1086299,214363
2016-01-31,107.276,109.78,105.9,3.8799999999999955,-1.5799999999999983,108.474,110.17,106.26,3.9099999999999966,-0.35999999999999943,105.588,107.16,103.17,3.989999999999995,-0.20999999999999375,107.176,108.19,105.56,2.6299999999999955,-0.35999999999999943,1215730,1308972,1011514,297458,-48358
2016-02-07,104.66,108.22,102.42,5.799999999999997,-3.039999999999992,106.742,108.87,103.79,5.079999999999998,0.04999999999999716,103.4,105.38,100.08,5.299999999999997,-2.019999999999996,105.12,107.52,100.78,6.739999999999995,0.030000000000001137,1324427,1723962,1023914,700048,268501
2016-02-14,108.0725,109.86,105.73,4.1299999999999955,-1.9899999999999949,109.4225,111.09,107.36,3.730000000000004,-2.8900000000000006,106.05250000000001,107.86,104.84,3.019999999999996,-1.3900000000000006,107.655,108.88,106.16,2.719999999999999,-1.8299999999999983,1156903,1513167,714828,798339,-390222
2016-02-21,106.494,108.98,104.39,4.590000000000003,-2.9399999999999977,107.628,109.88,105.16,4.719999999999999,-2.2900000000000063,104.624,108.33,101.95,6.3799999999999955,-4.5,106.36,109.44,104.85,4.590000000000003,-3.1899999999999977,1117640,1962490,579372,1383118,744140
2016-02-28,106.794,110.26,103.38,6.88000000000001,3.9200000000000017,108.486,111.46,105.79,5.6699999999999875,5.11999999999999,105.35,108.66,102.53,6.1299999999999955,6.1299999999999955,107.342,110.23,102.55,7.680000000000007,7.680000000000007,1525775,2064657,973804,1090853,-593170
2016-03-06,108.906,109.26,108.54,0.7199999999999989,-0.35999999999999943,109.732,111.45,108.92,2.530000000000001,1.3700000000000045,107.488,108.63,106.05,2.5799999999999983,-0.44999999999998863,108.928,111.32,107.79,3.529999999999987,1.6099999999999994,1070912,1492303,699566,792737,792737
2016-03-13,110.866,111.62,110.28,1.3400000000000034,0.38000000000000966,112.152,113.39,111.39,2.0,1.1599999999999966,110.012,111.62,108.79,2.8299999999999983,1.2700000000000102,111.46,112.61,110.66,1.9500000000000028,1.0400000000000063,1092529,2461244,662644,1798600,1624791
2016-03-20,111.775,112.5,111.06,1.4399999999999977,-1.1200000000000045,112.6575,113.34,111.26,2.0799999999999983,-2.0799999999999983,110.995,111.7,109.75,1.9500000000000028,-1.9500000000000028,112.045,112.52,111.25,1.269999999999996,-1.269999999999996,540697,619752,439134,180618,180618
2016-03-27,111.25,111.72,110.53,1.1899999999999977,-0.6599999999999966,112.484,113.3,111.22,2.0799999999999983,0.09999999999999432,110.118,110.83,109.16,1.6700000000000017,-1.1200000000000045,111.574,112.42,111.0,1.4200000000000017,1.0900000000000034,699434,967317,480715,486602,486602
2016-04-03,110.3,112.15,108.85,3.3000000000000114,-3.3000000000000114,111.098,112.97,110.11,2.8599999999999994,-2.8499999999999943,109.162,111.59,107.01,4.579999999999998,-3.3400000000000034,109.94,112.18,107.81,4.3700000000000045,-3.3200000000000074,615830,775616,499157,276459,157771
