Date,Victory CEMP Developed Enhanced Volatility Weighte_etf_Open_average,Victory CEMP Developed Enhanced Volatility Weighte_etf_Open_max,Victory CEMP Developed Enhanced Volatility Weighte_etf_Open_min,Victory CEMP Developed Enhanced Volatility Weighte_etf_Open_volatility,Victory CEMP Developed Enhanced Volatility Weighte_etf_Open_change,Victory CEMP Developed Enhanced Volatility Weighte_etf_High_average,Victory CEMP Developed Enhanced Volatility Weighte_etf_High_max,Victory CEMP Developed Enhanced Volatility Weighte_etf_High_min,Victory CEMP Developed Enhanced Volatility Weighte_etf_High_volatility,Victory CEMP Developed Enhanced Volatility Weighte_etf_High_change,Victory CEMP Developed Enhanced Volatility Weighte_etf_Low_average,Victory CEMP Developed Enhanced Volatility Weighte_etf_Low_max,Victory CEMP Developed Enhanced Volatility Weighte_etf_Low_min,Victory CEMP Developed Enhanced Volatility Weighte_etf_Low_volatility,Victory CEMP Developed Enhanced Volatility Weighte_etf_Low_change,Victory CEMP Developed Enhanced Volatility Weighte_etf_Close_average,Victory CEMP Developed Enhanced Volatility Weighte_etf_Close_max,Victory CEMP Developed Enhanced Volatility Weighte_etf_Close_min,Victory CEMP Developed Enhanced Volatility Weighte_etf_Close_volatility,Victory CEMP Developed Enhanced Volatility Weighte_etf_Close_change
2016-01-03,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2016-01-10,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2016-01-17,28.91,28.91,28.91,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2016-01-24,29.52,29.52,29.52,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2016-01-31,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2016-02-07,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2016-02-14,29.5,29.5,29.5,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2016-02-21,29.44,29.44,29.44,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2016-02-28,29.84,29.84,29.84,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2016-03-06,29.81,29.81,29.81,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2016-03-13,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2016-03-20,29.87,29.87,29.87,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2016-03-27,30.06,30.06,30.06,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2016-04-03,29.85,29.85,29.85,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2016-04-10,30.71,30.71,30.71,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2016-04-17,30.96,30.96,30.96,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2016-04-24,30.6,30.6,30.6,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2016-05-01,30.03,30.03,30.03,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2016-05-08,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2016-05-15,29.91,29.91,29.91,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2016-05-22,30.63,30.63,30.63,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2016-05-29,30.43,30.43,30.43,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2016-06-05,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2016-06-12,29.15,29.15,29.15,0.0,0.0,29.27,29.27,29.27,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2016-06-19,28.48,28.48,28.48,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2016-06-26,29.21,29.21,29.21,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2016-07-03,29.12,29.12,29.12,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2016-07-10,29.36,29.36,29.36,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2016-07-17,29.53,29.53,29.53,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2016-07-24,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2016-07-31,29.3,29.3,29.3,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2016-08-07,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2016-08-14,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2016-08-21,29.93,29.93,29.93,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.51,29.51,29.51,0.0,0.0
