Date,PowerShares FTSE RAFI US 1500 Small MidEtf_Open_average,PowerShares FTSE RAFI US 1500 Small MidEtf_Open_max,PowerShares FTSE RAFI US 1500 Small MidEtf_Open_min,PowerShares FTSE RAFI US 1500 Small MidEtf_Open_volatility,PowerShares FTSE RAFI US 1500 Small MidEtf_Open_change,PowerShares FTSE RAFI US 1500 Small MidEtf_High_average,PowerShares FTSE RAFI US 1500 Small MidEtf_High_max,PowerShares FTSE RAFI US 1500 Small MidEtf_High_min,PowerShares FTSE RAFI US 1500 Small MidEtf_High_volatility,PowerShares FTSE RAFI US 1500 Small MidEtf_High_change,PowerShares FTSE RAFI US 1500 Small MidEtf_Low_average,PowerShares FTSE RAFI US 1500 Small MidEtf_Low_max,PowerShares FTSE RAFI US 1500 Small MidEtf_Low_min,PowerShares FTSE RAFI US 1500 Small MidEtf_Low_volatility,PowerShares FTSE RAFI US 1500 Small MidEtf_Low_change,PowerShares FTSE RAFI US 1500 Small MidEtf_Close_average,PowerShares FTSE RAFI US 1500 Small MidEtf_Close_max,PowerShares FTSE RAFI US 1500 Small MidEtf_Close_min,PowerShares FTSE RAFI US 1500 Small MidEtf_Close_volatility,PowerShares FTSE RAFI US 1500 Small MidEtf_Close_change
2017-01-01,117.14,117.14,117.14,0.0,0.0,117.14,117.14,117.14,0.0,0.0,116.16,116.16,116.16,0.0,0.0,116.22,116.22,116.22,0.0,0.0
2017-01-08,115.93,115.93,115.93,0.0,0.0,116.74,116.74,116.74,0.0,0.0,115.93,115.93,115.93,0.0,0.0,116.25,116.25,116.25,0.0,0.0
2017-01-15,115.04,115.04,115.04,0.0,0.0,115.51,115.51,115.51,0.0,0.0,114.84,114.84,114.84,0.0,0.0,115.25,115.25,115.25,0.0,0.0
2017-01-22,117.98,117.98,117.98,0.0,0.0,117.98,117.98,117.98,0.0,0.0,116.76,116.76,116.76,0.0,0.0,117.18,117.18,117.18,0.0,0.0
2017-01-29,116.52,116.52,116.52,0.0,0.0,117.24,117.24,117.24,0.0,0.0,116.23,116.23,116.23,0.0,0.0,117.14,117.14,117.14,0.0,0.0
2017-02-05,117.25,117.25,117.25,0.0,0.0,118.0,118.0,118.0,0.0,0.0,117.18,117.18,117.18,0.0,0.0,117.76,117.76,117.76,0.0,0.0
2017-02-12,118.32,118.32,118.32,0.0,0.0,118.47,118.47,118.47,0.0,0.0,117.92,117.92,117.92,0.0,0.0,118.47,118.47,118.47,0.0,0.0
2017-02-19,117.31,117.31,117.31,0.0,0.0,117.74,117.74,117.74,0.0,0.0,116.79,116.79,116.79,0.0,0.0,117.7,117.7,117.7,0.0,0.0
2017-02-26,117.69,117.69,117.69,0.0,0.0,117.96,117.96,117.96,0.0,0.0,116.94,116.94,116.94,0.0,0.0,117.4,117.4,117.4,0.0,0.0
2017-03-05,114.55,114.55,114.55,0.0,0.0,114.75,114.75,114.75,0.0,0.0,113.75,113.75,113.75,0.0,0.0,114.48,114.48,114.48,0.0,0.0
2017-03-12,116.81,116.81,116.81,0.0,0.0,116.92,116.92,116.92,0.0,0.0,115.99,115.99,115.99,0.0,0.0,116.74,116.74,116.74,0.0,0.0
2017-03-19,114.08,114.08,114.08,0.0,0.0,114.52,114.52,114.52,0.0,0.0,113.4,113.4,113.4,0.0,0.0,113.91,113.91,113.91,0.0,0.0
2017-03-26,116.17,116.17,116.17,0.0,0.0,116.92,116.92,116.92,0.0,0.0,115.98,115.98,115.98,0.0,0.0,116.42,116.42,116.42,0.0,0.0
2017-04-02,114.89,114.89,114.89,0.0,0.0,115.48,115.48,115.48,0.0,0.0,114.61,114.61,114.61,0.0,0.0,115.2,115.2,115.2,0.0,0.0
2017-04-09,114.98,114.98,114.98,0.0,0.0,115.05,115.05,115.05,0.0,0.0,113.72,113.72,113.72,0.0,0.0,113.72,113.72,113.72,0.0,0.0
2017-04-16,116.38,116.38,116.38,0.0,0.0,116.5,116.5,116.5,0.0,0.0,115.86,115.86,115.86,0.0,0.0,116.29,116.29,116.29,0.0,0.0
2017-04-23,119.45,119.45,119.45,0.0,0.0,119.45,119.45,119.45,0.0,0.0,117.8,117.8,117.8,0.0,0.0,117.8,117.8,117.8,0.0,0.0
2017-04-30,117.14,117.14,117.14,0.0,0.0,117.55,117.55,117.55,0.0,0.0,116.5,116.5,116.5,0.0,0.0,117.55,117.55,117.55,0.0,0.0
2017-05-07,116.82,116.82,116.82,0.0,0.0,116.82,116.82,116.82,0.0,0.0,116.16,116.16,116.16,0.0,0.0,116.33,116.33,116.33,0.0,0.0
2017-05-14,114.79,114.79,114.79,0.0,0.0,115.85,115.85,115.85,0.0,0.0,114.77,114.77,114.77,0.0,0.0,115.25,115.25,115.25,0.0,0.0
2017-05-21,116.03,116.03,116.03,0.0,0.0,116.26,116.26,116.26,0.0,0.0,115.67,115.67,115.67,0.0,0.0,116.13,116.13,116.13,0.0,0.0
2017-05-28,117.75,117.75,117.75,0.0,0.0,118.62,118.62,118.62,0.0,0.0,117.36,117.36,117.36,0.0,0.0,117.8,117.8,117.8,0.0,0.0
2017-06-04,118.45,118.45,118.45,0.0,0.0,119.78,119.78,119.78,0.0,0.0,118.44,118.44,118.44,0.0,0.0,118.85,118.85,118.85,0.0,0.0
2017-06-11,117.65,117.65,117.65,0.0,0.0,117.69,117.69,117.69,0.0,0.0,117.02,117.02,117.02,0.0,0.0,117.69,117.69,117.69,0.0,0.0
2017-06-18,117.43,117.43,117.43,0.0,0.0,117.99,117.99,117.99,0.0,0.0,116.73,116.73,116.73,0.0,0.0,117.98,117.98,117.98,0.0,0.0
2017-06-25,118.73,118.73,118.73,0.0,0.0,118.86,118.86,118.86,0.0,0.0,118.12,118.12,118.12,0.0,0.0,118.33,118.33,118.33,0.0,0.0
2017-07-02,117.21,117.21,117.21,0.0,0.0,118.24,118.24,118.24,0.0,0.0,117.14,117.14,117.14,0.0,0.0,118.2,118.2,118.2,0.0,0.0
2017-07-09,118.82,118.82,118.82,0.0,0.0,119.68,119.68,119.68,0.0,0.0,118.82,118.82,118.82,0.0,0.0,119.37,119.37,119.37,0.0,0.0
2017-07-16,120.21,120.21,120.21,0.0,0.0,120.6,120.6,120.6,0.0,0.0,119.88,119.88,119.88,0.0,0.0,120.11,120.11,120.11,0.0,0.0
2017-07-23,119.97,119.97,119.97,0.0,0.0,120.1,120.1,120.1,0.0,0.0,119.48,119.48,119.48,0.0,0.0,119.85,119.85,119.85,0.0,0.0
2017-07-30,118.32,118.32,118.32,0.0,0.0,118.85,118.85,118.85,0.0,0.0,118.21,118.21,118.21,0.0,0.0,118.81,118.81,118.81,0.0,0.0
2017-08-06,115.93,115.93,115.93,0.0,0.0,116.14,116.14,116.14,0.0,0.0,115.58,115.58,115.58,0.0,0.0,116.0,116.0,116.0,0.0,0.0
2017-08-13,114.49,114.49,114.49,0.0,0.0,114.99,114.99,114.99,0.0,0.0,114.04,114.04,114.04,0.0,0.0,114.57,114.57,114.57,0.0,0.0
2017-08-20,115.98,115.98,115.98,0.0,0.0,116.34,116.34,116.34,0.0,0.0,115.6,115.6,115.6,0.0,0.0,116.06,116.06,116.06,0.0,0.0
2017-08-27,118.28,118.28,118.28,0.0,0.0,118.89,118.89,118.89,0.0,0.0,118.07,118.07,118.07,0.0,0.0,118.81,118.81,118.81,0.0,0.0
2017-09-03,117.46,117.46,117.46,0.0,0.0,118.04,118.04,118.04,0.0,0.0,117.34,117.34,117.34,0.0,0.0,117.6,117.6,117.6,0.0,0.0
2017-09-10,119.87,119.87,119.87,0.0,0.0,120.52,120.52,120.52,0.0,0.0,119.82,119.82,119.82,0.0,0.0,120.51,120.51,120.51,0.0,0.0
2017-09-17,121.24,121.24,121.24,0.0,0.0,122.16,122.16,122.16,0.0,0.0,121.24,121.24,121.24,0.0,0.0,122.05,122.05,122.05,0.0,0.0
2017-09-24,125.06,125.06,125.06,0.0,0.0,125.54,125.54,125.54,0.0,0.0,125.06,125.06,125.06,0.0,0.0,125.35,125.35,125.35,0.0,0.0
2017-10-01,126.84,126.84,126.84,0.0,0.0,127.28,127.28,127.28,0.0,0.0,126.71,126.71,126.71,0.0,0.0,127.08,127.08,127.08,0.0,0.0
2017-10-08,127.15,127.15,127.15,0.0,0.0,127.17,127.17,127.17,0.0,0.0,126.61,126.61,126.61,0.0,0.0,126.61,126.61,126.61,0.0,0.0
2017-10-15,127.28,127.28,127.28,0.0,0.0,127.6,127.6,127.6,0.0,0.0,127.28,127.28,127.28,0.0,0.0,127.4,127.4,127.4,0.0,0.0
2017-10-22,126.57,126.57,126.57,0.0,0.0,127.26,127.26,127.26,0.0,0.0,126.15,126.15,126.15,0.0,0.0,127.2,127.2,127.2,0.0,0.0
2017-10-29,126.37,126.37,126.37,0.0,0.0,126.74,126.74,126.74,0.0,0.0,126.19,126.19,126.19,0.0,0.0,126.32,126.32,126.32,0.0,0.0
2017-11-05,125.18,125.18,125.18,0.0,0.0,125.72,125.72,125.72,0.0,0.0,125.18,125.18,125.18,0.0,0.0,125.35,125.35,125.35,0.0,0.0
2017-11-12,126.23,126.23,126.23,0.0,0.0,127.23,127.23,127.23,0.0,0.0,126.23,126.23,126.23,0.0,0.0,126.99,126.99,126.99,0.0,0.0
2017-11-19,129.42,129.42,129.42,0.0,0.0,129.42,129.42,129.42,0.0,0.0,128.92,128.92,128.92,0.0,0.0,129.12,129.12,129.12,0.0,0.0
2017-11-26,130.96,130.96,130.96,0.0,0.0,130.96,130.96,130.96,0.0,0.0,127.11,127.11,127.11,0.0,0.0,130.23,130.23,130.23,0.0,0.0
2017-12-03,129.62,129.62,129.62,0.0,0.0,129.62,129.62,129.62,0.0,0.0,128.69,128.69,128.69,0.0,0.0,128.76,128.76,128.76,0.0,0.0
2017-12-10,128.52,128.52,128.52,0.0,0.0,130.27,130.27,130.27,0.0,0.0,128.44,128.44,128.44,0.0,0.0,129.51,129.51,129.51,0.0,0.0
2017-12-17,130.61,130.61,130.61,0.0,0.0,130.61,130.61,130.61,0.0,0.0,130.1,130.1,130.1,0.0,0.0,130.36,130.36,130.36,0.0,0.0
2017-12-24,131.31,131.31,131.31,0.0,0.0,131.31,131.31,131.31,0.0,0.0,129.86,129.86,129.86,0.0,0.0,129.89,129.89,129.89,0.0,0.0
2017-12-31,131.67,131.67,131.67,0.0,0.0,132.01,132.01,132.01,0.0,0.0,131.28,131.28,131.28,0.0,0.0,132.01,132.01,132.01,0.0,0.0
