Date,WisdomTree Managed Futures StrategyEtf_Open_average,WisdomTree Managed Futures StrategyEtf_Open_max,WisdomTree Managed Futures StrategyEtf_Open_min,WisdomTree Managed Futures StrategyEtf_Open_volatility,WisdomTree Managed Futures StrategyEtf_Open_change,WisdomTree Managed Futures StrategyEtf_High_average,WisdomTree Managed Futures StrategyEtf_High_max,WisdomTree Managed Futures StrategyEtf_High_min,WisdomTree Managed Futures StrategyEtf_High_volatility,WisdomTree Managed Futures StrategyEtf_High_change,WisdomTree Managed Futures StrategyEtf_Low_average,WisdomTree Managed Futures StrategyEtf_Low_max,WisdomTree Managed Futures StrategyEtf_Low_min,WisdomTree Managed Futures StrategyEtf_Low_volatility,WisdomTree Managed Futures StrategyEtf_Low_change,WisdomTree Managed Futures StrategyEtf_Close_average,WisdomTree Managed Futures StrategyEtf_Close_max,WisdomTree Managed Futures StrategyEtf_Close_min,WisdomTree Managed Futures StrategyEtf_Close_volatility,WisdomTree Managed Futures StrategyEtf_Close_change
2016-06-05,42.99,42.99,42.99,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2016-06-12,42.79,42.79,42.79,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2016-06-19,42.52,42.52,42.52,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2016-06-26,42.46,42.46,42.46,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2016-07-03,42.66,42.66,42.66,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2016-07-10,42.06,42.06,42.06,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2016-07-17,41.9,41.9,41.9,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2016-07-24,41.7,41.7,41.7,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2016-07-31,41.86,41.86,41.86,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2016-08-07,41.7,41.7,41.7,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2016-08-14,41.26,41.26,41.26,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2016-08-21,41.41,41.41,41.41,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2016-08-28,41.3,41.3,41.3,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2016-09-04,41.61,41.61,41.61,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2016-09-11,41.36,41.36,41.36,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2016-09-18,42.0,42.0,42.0,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2016-09-25,41.94,41.94,41.94,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2016-10-02,41.87,41.87,41.87,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2016-10-09,42.18,42.18,42.18,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2016-10-16,42.31,42.31,42.31,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2016-10-23,41.86,41.86,41.86,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2016-10-30,41.49,41.49,41.49,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2016-11-06,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2016-11-13,40.96,40.96,40.96,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2016-11-20,40.96,40.96,40.96,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2016-11-27,41.16,41.16,41.16,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2016-12-04,41.54,41.54,41.54,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2016-12-11,41.61,41.61,41.61,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2016-12-18,41.32,41.32,41.32,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2016-12-25,41.5,41.5,41.5,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2017-01-01,40.76,40.76,40.76,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2017-01-08,41.06,41.06,41.06,0.0,0.0,41.08,41.08,41.08,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2017-01-15,40.54,40.54,40.54,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2017-01-22,40.75,40.75,40.75,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2017-01-29,40.56,40.56,40.56,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2017-02-05,40.79,40.79,40.79,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2017-02-12,40.31,40.31,40.31,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2017-02-19,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2017-02-26,40.28,40.28,40.28,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2017-03-05,40.11,40.11,40.11,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2017-03-12,39.53,39.53,39.53,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2017-03-19,39.37,39.37,39.37,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2017-03-26,39.85,39.85,39.85,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2017-04-02,39.83,39.83,39.83,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2017-04-09,39.98,39.98,39.98,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2017-04-16,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2017-04-23,39.72,39.72,39.72,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2017-04-30,39.94,39.94,39.94,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2017-05-07,39.96,39.96,39.96,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.96,39.96,39.96,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2017-05-14,39.57,39.57,39.57,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2017-05-21,39.55,39.55,39.55,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2017-05-28,39.63,39.63,39.63,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2017-06-04,39.41,39.41,39.41,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2017-06-11,39.07,39.07,39.07,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2017-06-18,39.4,39.4,39.4,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2017-06-25,39.18,39.18,39.18,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2017-07-02,38.93,38.93,38.93,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.91,38.91,38.91,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2017-07-09,39.02,39.02,39.02,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2017-07-16,38.93,38.93,38.93,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2017-07-23,38.74,38.74,38.74,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2017-07-30,38.56,38.56,38.56,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2017-08-06,38.58,38.58,38.58,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.5,38.5,38.5,0.0,0.0
2017-08-13,38.62,38.62,38.62,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2017-08-20,38.91,38.91,38.91,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2017-08-27,38.77,38.77,38.77,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2017-09-03,38.96,38.96,38.96,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2017-09-10,38.71,38.71,38.71,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2017-09-17,38.82,38.82,38.82,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2017-09-24,38.89,38.89,38.89,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2017-10-01,38.71,38.71,38.71,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2017-10-08,38.96,38.96,38.96,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2017-10-15,38.96,38.96,38.96,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2017-10-22,39.11,39.11,39.11,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2017-10-29,39.34,39.34,39.34,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2017-11-05,39.5,39.5,39.5,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2017-11-12,39.29,39.29,39.29,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2017-11-19,39.6,39.6,39.6,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2017-11-26,39.59,39.59,39.59,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2017-12-03,39.4,39.4,39.4,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2017-12-10,39.62,39.62,39.62,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2017-12-17,39.7,39.7,39.7,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2017-12-24,39.97,39.97,39.97,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2017-12-31,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.14,40.14,40.14,0.0,0.0
