Date,ProShares UltraShort MSCI Brazil Capped_etf_Open_average,ProShares UltraShort MSCI Brazil Capped_etf_Open_max,ProShares UltraShort MSCI Brazil Capped_etf_Open_min,ProShares UltraShort MSCI Brazil Capped_etf_Open_volatility,ProShares UltraShort MSCI Brazil Capped_etf_Open_change,ProShares UltraShort MSCI Brazil Capped_etf_High_average,ProShares UltraShort MSCI Brazil Capped_etf_High_max,ProShares UltraShort MSCI Brazil Capped_etf_High_min,ProShares UltraShort MSCI Brazil Capped_etf_High_volatility,ProShares UltraShort MSCI Brazil Capped_etf_High_change,ProShares UltraShort MSCI Brazil Capped_etf_Low_average,ProShares UltraShort MSCI Brazil Capped_etf_Low_max,ProShares UltraShort MSCI Brazil Capped_etf_Low_min,ProShares UltraShort MSCI Brazil Capped_etf_Low_volatility,ProShares UltraShort MSCI Brazil Capped_etf_Low_change,ProShares UltraShort MSCI Brazil Capped_etf_Close_average,ProShares UltraShort MSCI Brazil Capped_etf_Close_max,ProShares UltraShort MSCI Brazil Capped_etf_Close_min,ProShares UltraShort MSCI Brazil Capped_etf_Close_volatility,ProShares UltraShort MSCI Brazil Capped_etf_Close_change
2016-01-03,453.0,453.0,453.0,0.0,0.0,473.5,473.5,473.5,0.0,0.0,447.5,447.5,447.5,0.0,0.0,472.65,472.65,472.65,0.0,0.0
2016-01-10,515.15,515.15,515.15,0.0,0.0,522.75,522.75,522.75,0.0,0.0,505.2,505.2,505.2,0.0,0.0,508.35,508.35,508.35,0.0,0.0
2016-01-17,549.4,549.4,549.4,0.0,0.0,549.4,549.4,549.4,0.0,0.0,517.85,517.85,517.85,0.0,0.0,518.05,518.05,518.05,0.0,0.0
2016-01-24,464.35,464.35,464.35,0.0,0.0,478.3,478.3,478.3,0.0,0.0,420.2,420.2,420.2,0.0,0.0,424.05,424.05,424.05,0.0,0.0
2016-01-31,388.3,388.3,388.3,0.0,0.0,403.0,403.0,403.0,0.0,0.0,385.95,385.95,385.95,0.0,0.0,399.5,399.5,399.5,0.0,0.0
2016-02-07,429.25,429.25,429.25,0.0,0.0,433.5,433.5,433.5,0.0,0.0,423.35,423.35,423.35,0.0,0.0,424.35,424.35,424.35,0.0,0.0
2016-02-14,412.95,412.95,412.95,0.0,0.0,416.4,416.4,416.4,0.0,0.0,395.0,395.0,395.0,0.0,0.0,402.4,402.4,402.4,0.0,0.0
2016-02-21,366.2,366.2,366.2,0.0,0.0,390.5,390.5,390.5,0.0,0.0,365.4,365.4,365.4,0.0,0.0,387.0,387.0,387.0,0.0,0.0
2016-02-28,237.25,237.25,237.25,0.0,0.0,247.0,247.0,247.0,0.0,0.0,232.8,232.8,232.8,0.0,0.0,238.95,238.95,238.95,0.0,0.0
2016-03-06,221.0,221.0,221.0,0.0,0.0,221.24,221.24,221.24,0.0,0.0,214.75,214.75,214.75,0.0,0.0,217.0,217.0,217.0,0.0,0.0
2016-03-13,201.55,201.55,201.55,0.0,0.0,206.75,206.75,206.75,0.0,0.0,197.74,197.74,197.74,0.0,0.0,198.2,198.2,198.2,0.0,0.0
2016-03-20,220.75,220.75,220.75,0.0,0.0,223.85,223.85,223.85,0.0,0.0,214.1,214.1,214.1,0.0,0.0,214.5,214.5,214.5,0.0,0.0
2016-03-27,208.0,208.0,208.0,0.0,0.0,210.2,210.2,210.2,0.0,0.0,192.7,192.7,192.7,0.0,0.0,194.0,194.0,194.0,0.0,0.0
2016-04-03,204.85,204.85,204.85,0.0,0.0,204.9,204.9,204.9,0.0,0.0,194.55,194.55,194.55,0.0,0.0,194.75,194.75,194.75,0.0,0.0
2016-04-10,168.55,168.55,168.55,0.0,0.0,170.0,170.0,170.0,0.0,0.0,166.05,166.05,166.05,0.0,0.0,166.35,166.35,166.35,0.0,0.0
2016-04-17,174.9,174.9,174.9,0.0,0.0,174.9,174.9,174.9,0.0,0.0,169.0,169.0,169.0,0.0,0.0,171.65,171.65,171.65,0.0,0.0
2016-04-24,152.75,152.75,152.75,0.0,0.0,156.8,156.8,156.8,0.0,0.0,149.1,149.1,149.1,0.0,0.0,154.05,154.05,154.05,0.0,0.0
2016-05-01,177.05,177.05,177.05,0.0,0.0,177.42,177.42,177.42,0.0,0.0,169.31,169.31,169.31,0.0,0.0,170.4,170.4,170.4,0.0,0.0
2016-05-08,159.85,159.85,159.85,0.0,0.0,170.9,170.9,170.9,0.0,0.0,159.0,159.0,159.0,0.0,0.0,168.9,168.9,168.9,0.0,0.0
2016-05-15,180.65,180.65,180.65,0.0,0.0,182.87,182.87,182.87,0.0,0.0,176.2,176.2,176.2,0.0,0.0,180.05,180.05,180.05,0.0,0.0
2016-05-22,190.85,190.85,190.85,0.0,0.0,195.31,195.31,195.31,0.0,0.0,190.25,190.25,190.25,0.0,0.0,194.7,194.7,194.7,0.0,0.0
2016-05-29,177.65,177.65,177.65,0.0,0.0,180.45,180.45,180.45,0.0,0.0,173.05,173.05,173.05,0.0,0.0,173.1,173.1,173.1,0.0,0.0
2016-06-05,164.5,164.5,164.5,0.0,0.0,171.2,171.2,171.2,0.0,0.0,164.11,164.11,164.11,0.0,0.0,170.8,170.8,170.8,0.0,0.0
2016-06-12,168.55,168.55,168.55,0.0,0.0,169.6,169.6,169.6,0.0,0.0,165.5,165.5,165.5,0.0,0.0,167.8,167.8,167.8,0.0,0.0
2016-06-19,161.0,161.0,161.0,0.0,0.0,161.65,161.65,161.65,0.0,0.0,154.5,154.5,154.5,0.0,0.0,158.75,158.75,158.75,0.0,0.0
2016-06-26,133.35,133.35,133.35,0.0,0.0,133.95,133.95,133.95,0.0,0.0,130.15,130.15,130.15,0.0,0.0,130.15,130.15,130.15,0.0,0.0
2016-07-03,132.35,132.35,132.35,0.0,0.0,134.0,134.0,134.0,0.0,0.0,129.05,129.05,129.05,0.0,0.0,130.3,130.3,130.3,0.0,0.0
2016-07-10,117.8,117.8,117.8,0.0,0.0,119.15,119.15,119.15,0.0,0.0,116.0,116.0,116.0,0.0,0.0,116.7,116.7,116.7,0.0,0.0
2016-07-17,113.5,113.5,113.5,0.0,0.0,114.75,114.75,114.75,0.0,0.0,109.8,109.8,109.8,0.0,0.0,110.5,110.5,110.5,0.0,0.0
2016-07-24,111.85,111.85,111.85,0.0,0.0,112.5,112.5,112.5,0.0,0.0,107.25,107.25,107.25,0.0,0.0,107.6,107.6,107.6,0.0,0.0
2016-07-31,101.8,101.8,101.8,0.0,0.0,104.95,104.95,104.95,0.0,0.0,100.9,100.9,100.9,0.0,0.0,101.6,101.6,101.6,0.0,0.0
2016-08-07,98.75,98.75,98.75,0.0,0.0,100.35,100.35,100.35,0.0,0.0,96.05,96.05,96.05,0.0,0.0,99.4,99.4,99.4,0.0,0.0
2016-08-14,101.35,101.35,101.35,0.0,0.0,102.9,102.9,102.9,0.0,0.0,98.85,98.85,98.85,0.0,0.0,99.2,99.2,99.2,0.0,0.0
2016-08-21,103.85,103.85,103.85,0.0,0.0,110.19,110.19,110.19,0.0,0.0,99.48,99.48,99.48,0.0,0.0,108.15,108.15,108.15,0.0,0.0
