Date,ProShares UltraShort MSCI Brazil Capped_etf_Open_average,ProShares UltraShort MSCI Brazil Capped_etf_Open_max,ProShares UltraShort MSCI Brazil Capped_etf_Open_min,ProShares UltraShort MSCI Brazil Capped_etf_Open_volatility,ProShares UltraShort MSCI Brazil Capped_etf_Open_change,ProShares UltraShort MSCI Brazil Capped_etf_High_average,ProShares UltraShort MSCI Brazil Capped_etf_High_max,ProShares UltraShort MSCI Brazil Capped_etf_High_min,ProShares UltraShort MSCI Brazil Capped_etf_High_volatility,ProShares UltraShort MSCI Brazil Capped_etf_High_change,ProShares UltraShort MSCI Brazil Capped_etf_Low_average,ProShares UltraShort MSCI Brazil Capped_etf_Low_max,ProShares UltraShort MSCI Brazil Capped_etf_Low_min,ProShares UltraShort MSCI Brazil Capped_etf_Low_volatility,ProShares UltraShort MSCI Brazil Capped_etf_Low_change,ProShares UltraShort MSCI Brazil Capped_etf_Close_average,ProShares UltraShort MSCI Brazil Capped_etf_Close_max,ProShares UltraShort MSCI Brazil Capped_etf_Close_min,ProShares UltraShort MSCI Brazil Capped_etf_Close_volatility,ProShares UltraShort MSCI Brazil Capped_etf_Close_change
2016-08-28,101.1,101.1,101.1,0.0,0.0,102.16,102.16,102.16,0.0,0.0,98.7,98.7,98.7,0.0,0.0,98.85,98.85,98.85,0.0,0.0
2016-09-04,100.0,100.0,100.0,0.0,0.0,105.9,105.9,105.9,0.0,0.0,99.95,99.95,99.95,0.0,0.0,105.75,105.75,105.75,0.0,0.0
2016-09-11,108.55,108.55,108.55,0.0,0.0,110.45,110.45,110.45,0.0,0.0,106.3,106.3,106.3,0.0,0.0,107.4,107.4,107.4,0.0,0.0
2016-09-18,97.55,97.55,97.55,0.0,0.0,100.1,100.1,100.1,0.0,0.0,96.7,96.7,96.7,0.0,0.0,99.5,99.5,99.5,0.0,0.0
2016-09-25,98.85,98.85,98.85,0.0,0.0,100.85,100.85,100.85,0.0,0.0,98.0,98.0,98.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0
2016-10-02,89.1,89.1,89.1,0.0,0.0,92.8,92.8,92.8,0.0,0.0,88.8,88.8,88.8,0.0,0.0,89.75,89.75,89.75,0.0,0.0
2016-10-09,85.9,85.9,85.9,0.0,0.0,87.11,87.11,87.11,0.0,0.0,84.5,84.5,84.5,0.0,0.0,86.8,86.8,86.8,0.0,0.0
2016-10-16,80.15,80.15,80.15,0.0,0.0,80.45,80.45,80.45,0.0,0.0,78.25,78.25,78.25,0.0,0.0,78.7,78.7,78.7,0.0,0.0
2016-10-23,79.35,79.35,79.35,0.0,0.0,81.7,81.7,81.7,0.0,0.0,78.25,78.25,78.25,0.0,0.0,80.35,80.35,80.35,0.0,0.0
2016-10-30,88.5,88.5,88.5,0.0,0.0,90.0,90.0,90.0,0.0,0.0,85.6,85.6,85.6,0.0,0.0,89.2,89.2,89.2,0.0,0.0
2016-11-06,102.25,102.25,102.25,0.0,0.0,109.8,109.8,109.8,0.0,0.0,100.15,100.15,100.15,0.0,0.0,102.4,102.4,102.4,0.0,0.0
2016-11-13,99.55,99.55,99.55,0.0,0.0,102.3,102.3,102.3,0.0,0.0,98.65,98.65,98.65,0.0,0.0,101.1,101.1,101.1,0.0,0.0
2016-11-20,97.65,97.65,97.65,0.0,0.0,98.5,98.5,98.5,0.0,0.0,96.45,96.45,96.45,0.0,0.0,97.85,97.85,97.85,0.0,0.0
2016-11-27,105.8,105.8,105.8,0.0,0.0,106.5,106.5,106.5,0.0,0.0,102.3,102.3,102.3,0.0,0.0,104.9,104.9,104.9,0.0,0.0
2016-12-04,97.1,97.1,97.1,0.0,0.0,97.65,97.65,97.65,0.0,0.0,94.6,94.6,94.6,0.0,0.0,97.4,97.4,97.4,0.0,0.0
2016-12-11,102.85,102.85,102.85,0.0,0.0,105.7,105.7,105.7,0.0,0.0,101.24,101.24,101.24,0.0,0.0,104.45,104.45,104.45,0.0,0.0
2016-12-18,98.55,98.55,98.55,0.0,0.0,98.8,98.8,98.8,0.0,0.0,96.7,96.7,96.7,0.0,0.0,97.35,97.35,97.35,0.0,0.0
2016-12-25,89.55,89.55,89.55,0.0,0.0,92.3,92.3,92.3,0.0,0.0,89.0,89.0,89.0,0.0,0.0,91.1,91.1,91.1,0.0,0.0
2017-01-01,82.05,82.05,82.05,0.0,0.0,83.89,83.89,83.89,0.0,0.0,81.89,81.89,81.89,0.0,0.0,82.9,82.9,82.9,0.0,0.0
2017-01-08,77.8,77.8,77.8,0.0,0.0,79.15,79.15,79.15,0.0,0.0,77.25,77.25,77.25,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2017-01-15,75.9,75.9,75.9,0.0,0.0,76.9,76.9,76.9,0.0,0.0,74.35,74.35,74.35,0.0,0.0,74.55,74.55,74.55,0.0,0.0
2017-01-22,70.55,70.55,70.55,0.0,0.0,70.85,70.85,70.85,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.95,69.95,69.95,0.0,0.0
2017-01-29,70.85,70.85,70.85,0.0,0.0,71.15,71.15,71.15,0.0,0.0,69.3,69.3,69.3,0.0,0.0,70.6,70.6,70.6,0.0,0.0
2017-02-05,69.6,69.6,69.6,0.0,0.0,69.65,69.65,69.65,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2017-02-12,64.85,64.85,64.85,0.0,0.0,65.4,65.4,65.4,0.0,0.0,63.85,63.85,63.85,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2017-02-19,65.75,65.75,65.75,0.0,0.0,66.98,66.98,66.98,0.0,0.0,65.2,65.2,65.2,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2017-02-26,67.8,67.8,67.8,0.0,0.0,68.75,68.75,68.75,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.45,65.45,65.45,0.0,0.0
2017-03-05,69.75,69.75,69.75,0.0,0.0,71.55,71.55,71.55,0.0,0.0,69.1,69.1,69.1,0.0,0.0,70.4,70.4,70.4,0.0,0.0
2017-03-12,66.25,66.25,66.25,0.0,0.0,69.9,69.9,69.9,0.0,0.0,66.0,66.0,66.0,0.0,0.0,69.35,69.35,69.35,0.0,0.0
2017-03-19,70.5,70.5,70.5,0.0,0.0,71.3,71.3,71.3,0.0,0.0,69.1,69.1,69.1,0.0,0.0,69.35,69.35,69.35,0.0,0.0
2017-03-26,69.0,69.0,69.0,0.0,0.0,69.7,69.7,69.7,0.0,0.0,66.75,66.75,66.75,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2017-04-02,69.05,69.05,69.05,0.0,0.0,70.2,70.2,70.2,0.0,0.0,66.85,66.85,66.85,0.0,0.0,69.55,69.55,69.55,0.0,0.0
2017-04-09,69.65,69.65,69.65,0.0,0.0,72.95,72.95,72.95,0.0,0.0,69.35,69.35,69.35,0.0,0.0,72.8,72.8,72.8,0.0,0.0
2017-04-16,71.4,71.4,71.4,0.0,0.0,72.4,72.4,72.4,0.0,0.0,70.5,70.5,70.5,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2017-04-23,70.75,70.75,70.75,0.0,0.0,70.75,70.75,70.75,0.0,0.0,67.9,67.9,67.9,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2017-04-30,68.0,68.0,68.0,0.0,0.0,68.3,68.3,68.3,0.0,0.0,66.05,66.05,66.05,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2017-05-07,60.1,60.1,60.1,0.0,0.0,60.1,60.1,60.1,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2017-05-14,71.1,71.1,71.1,0.0,0.0,72.5,72.5,72.5,0.0,0.0,68.45,68.45,68.45,0.0,0.0,69.35,69.35,69.35,0.0,0.0
2017-05-21,67.9,67.9,67.9,0.0,0.0,67.95,67.95,67.95,0.0,0.0,65.9,65.9,65.9,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2017-05-28,68.15,68.15,68.15,0.0,0.0,70.05,70.05,70.05,0.0,0.0,67.5,67.5,67.5,0.0,0.0,69.15,69.15,69.15,0.0,0.0
2017-06-04,69.3,69.3,69.3,0.0,0.0,71.95,71.95,71.95,0.0,0.0,69.05,69.05,69.05,0.0,0.0,71.95,71.95,71.95,0.0,0.0
2017-06-11,72.5,72.5,72.5,0.0,0.0,73.15,73.15,73.15,0.0,0.0,71.95,71.95,71.95,0.0,0.0,72.2,72.2,72.2,0.0,0.0
2017-06-18,75.0,75.0,75.0,0.0,0.0,76.12,76.12,76.12,0.0,0.0,74.6,74.6,74.6,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2017-06-25,71.45,71.45,71.45,0.0,0.0,71.45,71.45,71.45,0.0,0.0,69.95,69.95,69.95,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2017-07-02,69.75,69.75,69.75,0.0,0.0,71.9,71.9,71.9,0.0,0.0,69.45,69.45,69.45,0.0,0.0,70.7,70.7,70.7,0.0,0.0
2017-07-09,60.25,60.25,60.25,0.0,0.0,60.42,60.42,60.42,0.0,0.0,59.6,59.6,59.6,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2017-07-16,58.35,58.35,58.35,0.0,0.0,59.55,59.55,59.55,0.0,0.0,58.1,58.1,58.1,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2017-07-23,59.1,59.1,59.1,0.0,0.0,59.45,59.45,59.45,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2017-07-30,55.3,55.3,55.3,0.0,0.0,56.29,56.29,56.29,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2017-08-06,57.3,57.3,57.3,0.0,0.0,57.9,57.9,57.9,0.0,0.0,55.4,55.4,55.4,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2017-08-13,54.65,54.65,54.65,0.0,0.0,55.35,55.35,55.35,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2017-08-20,49.65,49.65,49.65,0.0,0.0,50.5,50.5,50.5,0.0,0.0,49.25,49.25,49.25,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2017-08-27,49.0,49.0,49.0,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.15,48.15,48.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2017-09-03,45.4,45.4,45.4,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2017-09-10,44.4,44.4,44.4,0.0,0.0,44.7,44.7,44.7,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2017-09-17,44.35,44.35,44.35,0.0,0.0,44.55,44.55,44.55,0.0,0.0,43.6,43.6,43.6,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2017-09-24,46.5,46.5,46.5,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2017-10-01,44.25,44.25,44.25,0.0,0.0,44.78,44.78,44.78,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2017-10-08,42.6,42.6,42.6,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2017-10-15,43.65,43.65,43.65,0.0,0.0,44.65,44.65,44.65,0.0,0.0,43.3,43.3,43.3,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2017-10-22,47.1,47.1,47.1,0.0,0.0,47.6,47.6,47.6,0.0,0.0,45.9,45.9,45.9,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2017-10-29,49.15,49.15,49.15,0.0,0.0,52.5,52.5,52.5,0.0,0.0,49.07,49.07,49.07,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2017-11-05,51.23,51.23,51.23,0.0,0.0,52.2,52.2,52.2,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2017-11-12,50.45,50.45,50.45,0.0,0.0,50.45,50.45,50.45,0.0,0.0,48.75,48.75,48.75,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2017-11-19,47.1,47.1,47.1,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2017-11-26,50.89,50.89,50.89,0.0,0.0,51.35,51.35,51.35,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2017-12-03,49.8,49.8,49.8,0.0,0.0,50.8,50.8,50.8,0.0,0.0,49.2,49.2,49.2,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2017-12-10,51.15,51.15,51.15,0.0,0.0,51.35,51.35,51.35,0.0,0.0,50.49,50.49,50.49,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2017-12-17,48.2,48.2,48.2,0.0,0.0,48.62,48.62,48.62,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2017-12-24,45.6,45.6,45.6,0.0,0.0,46.0,46.0,46.0,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2017-12-31,41.7,41.7,41.7,0.0,0.0,42.02,42.02,42.02,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.75,40.75,40.75,0.0,0.0
