Date,OGEN_stock_Open_average,OGEN_stock_Open_max,OGEN_stock_Open_min,OGEN_stock_Open_volatility,OGEN_stock_Open_change,OGEN_stock_High_average,OGEN_stock_High_max,OGEN_stock_High_min,OGEN_stock_High_volatility,OGEN_stock_High_change,OGEN_stock_Low_average,OGEN_stock_Low_max,OGEN_stock_Low_min,OGEN_stock_Low_volatility,OGEN_stock_Low_change,OGEN_stock_Close_average,OGEN_stock_Close_max,OGEN_stock_Close_min,OGEN_stock_Close_volatility,OGEN_stock_Close_change,OGEN_stock_Volume_average,OGEN_stock_Volume_max,OGEN_stock_Volume_min,OGEN_stock_Volume_volatility,OGEN_stock_Volume_change
2016-03-13,9.8,10.3,9.4,0.9000000000000004,0.9000000000000004,10.18,10.6,9.9,0.6999999999999993,0.6999999999999993,9.52,9.9,9.3,0.5999999999999996,0.1999999999999993,10.06,10.5,9.5,1.0,0.6999999999999993,625,2289,70,2219,2219
2016-03-20,10.472,11.1,9.588,1.5120000000000005,-0.8120000000000012,10.55,11.1,9.8,1.299999999999999,-0.6999999999999993,10.222,10.8,9.088,1.7120000000000015,-1.2120000000000015,10.375,10.8,9.5,1.3000000000000007,-1.0,208,360,138,222,7
2016-03-27,9.502,10.3,8.71,1.5899999999999999,-0.1999999999999993,10.020000000000001,10.4,9.3,1.0999999999999996,-0.5,9.120000000000001,9.9,8.3,1.5999999999999996,-0.5999999999999996,9.64,10.3,9.0,1.3000000000000007,-0.5,445,1118,172,946,122
2016-04-03,9.22,9.5,9.0,0.5,0.3000000000000007,9.41,9.55,9.1,0.45000000000000107,0.3000000000000007,8.9,9.2,8.6,0.5999999999999996,0.09999999999999964,9.16,9.5,9.0,0.5,-0.09999999999999964,634,1321,291,1030,-539
2016-04-10,9.55,9.85,9.2,0.6500000000000004,0.6000000000000014,9.798,10.2,9.3,0.8999999999999986,0.8999999999999986,9.22,9.5,8.8,0.6999999999999993,0.1999999999999993,9.38,9.9,9.0,0.9000000000000004,0.0,308,493,150,343,235
2016-04-17,9.84,10.0,9.3,0.6999999999999993,0.0,10.02,10.4,9.7,0.7000000000000011,0.0,9.27,9.6,8.6,1.0,0.049999999999998934,9.530000000000001,9.8,9.3,0.5,0.25,334,854,58,796,212
2016-04-24,9.18,9.8,8.7,1.1000000000000014,-1.1000000000000014,9.28,9.8,8.7,1.1000000000000014,-1.1000000000000014,8.661,9.0,8.005,0.9949999999999992,-0.4949999999999992,9.16,9.7,8.6,1.0999999999999996,-1.0999999999999996,525,1288,40,1248,240
2016-05-01,8.475,8.9,8.2,0.7000000000000011,-0.10000000000000142,8.95625,9.3,8.525,0.7750000000000004,-0.47499999999999964,8.10125,8.3,8.0,0.3000000000000007,-0.3000000000000007,8.35,8.5,8.2,0.3000000000000007,0.1999999999999993,493,754,80,674,-351
2016-05-08,8.2464,8.45,8.0,0.4499999999999993,-0.4499999999999993,8.3064,8.45,8.24,0.20999999999999908,-0.14999999999999858,8.09,8.3,7.9,0.40000000000000036,-0.3000000000000007,8.15,8.3,7.9,0.40000000000000036,0.0,113,310,30,280,280
2016-05-15,6.72,7.0,6.1,0.9000000000000004,0.9000000000000004,7.02,7.3,6.8,0.5,-0.2999999999999998,6.6,7.0,6.0,1.0,1.0,6.88,7.1,6.7,0.39999999999999947,0.09999999999999964,504,1714,27,1687,-1687
2016-05-22,6.36,6.9,5.9,1.0,-0.9000000000000004,6.522,7.2,6.1,1.1000000000000005,-1.1000000000000005,5.8152,6.9,5.05,1.8500000000000005,-1.8500000000000005,6.14,7.0,5.7,1.2999999999999998,-1.2999999999999998,732,1546,217,1329,91
2016-05-29,5.578,5.8,5.312,0.48799999999999955,-0.48799999999999955,5.728,6.0,5.312,0.6879999999999997,-0.5880000000000001,5.3055,5.5,5.1,0.40000000000000036,-0.18799999999999972,5.4805,5.7,5.3,0.40000000000000036,-0.3879999999999999,358,813,30,783,-783
2016-06-05,6.234,6.8,5.67,1.13,0.4299999999999997,6.62,7.4,6.0,1.4000000000000004,0.5,6.06,6.4,5.6,0.8000000000000007,0.40000000000000036,6.38,6.8,5.9,0.8999999999999995,0.5999999999999996,247,846,50,796,-104
2016-06-12,5.8844,6.2,5.4,0.7999999999999998,-0.7999999999999998,6.0644,6.5,5.6,0.9000000000000004,-0.9000000000000004,5.404599999999999,6.1,5.01,1.0899999999999999,-1.0899999999999999,5.6819999999999995,6.3,5.01,1.29,-1.29,465,980,70,910,531
2016-06-19,5.787,7.6,5.235,2.3649999999999993,-0.0649999999999995,6.1748,7.682,5.5,2.1820000000000004,0.9920000000000009,5.2,5.4,5.0,0.40000000000000036,-0.2999999999999998,5.46,5.8,5.1,0.7000000000000002,0.2999999999999998,1049,2565,30,2535,2535
2016-06-26,5.684,6.0,5.25,0.75,-0.7199999999999998,5.734,6.0,5.4,0.5999999999999996,-0.46999999999999975,5.3172,5.7,5.018,0.6820000000000004,-0.34999999999999964,5.4876,5.92,5.018,0.9020000000000001,-0.40000000000000036,300,476,88,388,-173
2016-07-03,6.4,7.0,6.0,1.0,1.0,6.775,7.4,6.0,1.4000000000000004,1.4000000000000004,6.175,7.0,5.2,1.7999999999999998,1.7999999999999998,6.675,7.2,5.9,1.2999999999999998,1.1999999999999993,592,1707,80,1627,-302
2016-07-10,7.14,7.6,6.5,1.0999999999999996,-1.0999999999999996,7.16,7.6,6.5,1.0999999999999996,-1.0999999999999996,6.86,7.4,6.5,0.9000000000000004,-0.7000000000000002,6.93,7.5,6.5,1.0,-0.7000000000000002,193,295,120,175,-44
2016-07-17,6.67,6.9,6.45,0.4500000000000002,0.20000000000000018,6.7626,6.9,6.6129999999999995,0.2870000000000008,0.10000000000000053,6.53,6.8,6.4,0.39999999999999947,0.2999999999999998,6.6226,6.8,6.5,0.2999999999999998,0.2999999999999998,159,438,25,413,-413
2016-07-24,7.2196,7.4,7.0,0.40000000000000036,0.20000000000000018,7.8100000000000005,9.9,7.15,2.75,-2.5,7.0396,7.2,6.9,0.2999999999999998,0.2999999999999998,7.15,7.2,7.0,0.20000000000000018,0.0,1244,5544,54,5490,-5255
2016-07-31,8.152,10.0,7.0,3.0,0.8099999999999996,9.1,10.4,8.1,2.3000000000000007,-2.3000000000000007,7.0062,7.8,6.327999999999999,1.4720000000000004,0.4029999999999996,8.394,10.2,7.77,2.4299999999999997,-2.4299999999999997,2334,5618,190,5428,-3623
2016-08-07,7.68,7.875,7.47,0.40500000000000025,0.2549999999999999,7.8709999999999996,8.1,7.725,0.375,-0.14500000000000046,7.2732,7.5,7.1,0.40000000000000036,-0.16600000000000037,7.4194,7.697,7.1,0.5970000000000004,-0.3000000000000007,443,880,82,798,-344
2016-08-14,7.0756,7.42,6.7989999999999995,0.6210000000000004,0.5199999999999996,7.4399999999999995,8.7,6.7989999999999995,1.9009999999999998,1.3999999999999995,6.5652,7.0,6.2,0.7999999999999998,0.37399999999999967,7.1472,8.236,6.5,1.7360000000000007,1.4360000000000008,1002,2785,228,2557,2519
2016-08-21,8.198,9.0,7.4,1.5999999999999996,-0.5999999999999996,8.3952,9.0,7.4,1.5999999999999996,-1.5860000000000003,7.4,8.0,6.5,1.5,-0.9000000000000004,7.9698,8.7,7.2,1.4999999999999991,-1.4999999999999991,813,1282,347,935,359
2016-08-28,7.14,7.876,6.624,1.2520000000000007,-0.2760000000000007,7.4998,8.5,6.899,1.601,-0.20099999999999962,6.732,7.136,6.3,0.8360000000000003,-0.07600000000000051,6.91,7.4,6.35,1.0500000000000007,-0.2999999999999998,853,2676,133,2543,-55
2016-09-04,6.16925,6.502000000000001,5.901,0.6010000000000009,-0.5280000000000005,6.325,6.7,6.0,0.7000000000000002,-0.6000000000000005,5.811249999999999,6.212999999999999,5.532,0.6809999999999992,-0.6129999999999995,5.88125,6.3,5.625,0.6749999999999998,-0.6749999999999998,1849,2679,824,1855,439
2016-09-11,5.275,5.906000000000001,4.8,1.1060000000000008,-1.1060000000000008,5.5172,5.98,5.301,0.6790000000000003,-0.6000000000000005,4.9202,5.3,4.4,0.8999999999999995,-0.5,5.015,5.3,4.7,0.5999999999999996,-0.3259999999999996,4931,19711,707,19004,18679
2016-09-18,5.5558,6.1,5.2,0.8999999999999995,0.39999999999999947,5.835999999999999,6.1,5.38,0.7199999999999998,0.21999999999999975,5.3549999999999995,5.7,5.1,0.6000000000000005,0.20000000000000018,5.4998000000000005,5.899,5.2,0.6989999999999998,0.09999999999999964,1146,3704,161,3543,-3543
2016-09-25,5.2402,5.6,4.8,0.7999999999999998,-0.49899999999999967,5.4422,5.61,5.05,0.5600000000000005,-0.5499999999999998,4.96,5.4,4.6,0.8000000000000007,-0.8000000000000007,5.12,5.5,4.6,0.9000000000000004,-0.8000000000000007,962,2558,133,2425,1171
2016-10-02,4.5600000000000005,4.7,4.4,0.2999999999999998,-0.2999999999999998,4.8222000000000005,4.98,4.656000000000001,0.32399999999999984,-0.11899999999999977,4.4002,4.65,4.101,0.5490000000000004,-0.3000000000000007,4.5214,4.775,4.2,0.5750000000000002,-0.125,1574,3667,161,3506,414
2016-10-09,4.425,4.6,4.2,0.39999999999999947,-0.2999999999999998,4.5138,4.669,4.3,0.3689999999999998,-0.2999999999999998,4.3004,4.402,4.1,0.3020000000000005,-0.3000000000000007,4.4582,4.6,4.3,0.2999999999999998,-0.2999999999999998,268,870,60,810,810
2016-10-16,4.233333333333333,4.4,4.1,0.3000000000000007,0.20000000000000018,4.3,4.4,4.2,0.20000000000000018,0.20000000000000018,4.2,4.4,4.1,0.3000000000000007,0.3000000000000007,4.266666666666667,4.4,4.1,0.3000000000000007,0.3000000000000007,554,1449,65,1384,1299
2016-10-23,4.516,5.0,4.2,0.7999999999999998,0.1899999999999995,4.518,5.0,4.2,0.7999999999999998,0.20000000000000018,4.212,4.4,4.1,0.3000000000000007,-0.04999999999999982,4.3302,4.5,4.1,0.40000000000000036,0.19899999999999984,331,770,15,755,237
2016-10-30,4.04775,4.38,3.4,0.98,-0.956,4.19775,4.58,3.8,0.7800000000000002,-0.556,3.80125,4.205,3.4,0.8050000000000002,-0.8000000000000003,3.93,4.205,3.61,0.5950000000000002,-0.4950000000000001,365,641,77,564,237
2016-11-06,4.1944,4.83,3.705,1.125,0.94,4.3742,4.836,3.905,0.9310000000000005,0.7300000000000004,4.0234,4.433,3.705,0.7279999999999998,0.593,4.194599999999999,4.6,3.84,0.7599999999999998,0.6680000000000001,311,847,74,773,-67
2016-11-13,4.5,4.6,4.1,0.5,-0.5,4.64,5.0,4.4,0.5999999999999996,-0.1999999999999993,4.42,4.6,4.1,0.5,-0.5,4.56,4.7,4.4,0.2999999999999998,-0.1999999999999993,653,1030,304,726,46
2016-11-20,7.1225,9.2,4.5,4.699999999999999,2.3,8.747250000000001,11.0,7.5,3.5,-0.9990000000000006,6.3877500000000005,7.5,4.5,3.0,2.2249999999999996,7.6,8.0,7.1,0.9000000000000004,-0.2999999999999998,13653,36406,803,35603,-12567
2016-11-27,6.64,7.5,5.3,2.2,-2.2,7.0174,7.6,6.206,1.3939999999999992,-1.2939999999999996,6.0440000000000005,6.9,5.11,1.79,-1.6000000000000005,6.267,7.2,5.11,2.09,-1.2750000000000004,1069,2087,233,1854,-986
2016-12-04,5.9578,6.189,5.8,0.38900000000000023,0.18900000000000006,6.23,6.5,6.0,0.5,0.20000000000000018,5.6788,5.8,5.2,0.5999999999999996,0.5999999999999996,6.0594,6.2,5.7,0.5,0.5,440,862,92,770,-440
2016-12-11,6.3469999999999995,6.6,6.03,0.5699999999999994,-0.3700000000000001,6.833,8.74,6.03,2.71,-0.3700000000000001,5.851999999999999,6.01,5.8,0.20999999999999996,0.04999999999999982,6.0684,6.38,5.8,0.5800000000000001,-0.391,1960,6825,553,6272,214
2016-12-18,5.9562,6.001,5.83,0.17100000000000026,0.17100000000000026,6.1884,6.25,6.1,0.15000000000000036,-0.10000000000000053,5.956,6.0,5.83,0.16999999999999993,0.16999999999999993,6.0832,6.247999999999999,6.0,0.24799999999999933,-0.02799999999999958,1239,2597,174,2423,-446
2016-12-25,5.425,6.0,5.0,1.0,-1.0,5.6875,6.05,5.4,0.6499999999999995,-0.6499999999999995,5.1755,5.702000000000001,5.0,0.7020000000000008,-0.7020000000000008,5.331,5.702000000000001,5.0,0.7020000000000008,-0.3020000000000005,1294,2441,293,2148,-1798
2017-01-01,5.52425,5.897,5.2,0.6970000000000001,0.39700000000000024,5.95,6.0,5.8,0.20000000000000018,0.20000000000000018,5.32475,5.499,5.2,0.2989999999999995,0.20000000000000018,5.6105,6.0,5.275,0.7249999999999996,0.3249999999999993,360,834,147,687,-614
2017-01-08,6.4264,7.2,5.6979999999999995,1.5020000000000007,0.7360000000000007,6.8896,7.5,6.414,1.0860000000000003,0.3200000000000003,6.2116,6.434,5.6979999999999995,0.7360000000000007,0.7360000000000007,6.535,6.9,6.2,0.7000000000000002,0.39999999999999947,803,1234,53,1181,-1047
2017-01-15,6.548,6.9,6.348,0.5520000000000005,-0.5520000000000005,6.8575,6.99,6.67,0.3200000000000003,0.08999999999999986,6.398,6.5,6.3,0.20000000000000018,0.04800000000000004,6.65625,6.925,6.5,0.4249999999999998,0.3250000000000002,184,270,107,163,-64
2017-01-22,6.8112,6.999,6.55,0.44899999999999984,-0.4300000000000006,6.9098,7.0,6.77,0.23000000000000043,-0.1800000000000006,6.5114,6.55,6.457000000000001,0.09299999999999908,0.04999999999999982,6.7202,7.0,6.551,0.44899999999999984,0.14999999999999947,320,644,50,594,299
2017-01-29,6.84,7.0,6.7,0.2999999999999998,-0.20000000000000018,6.974,7.2,6.8,0.40000000000000036,-0.33000000000000007,6.6792,6.796,6.6,0.19600000000000062,0.19600000000000062,6.825,7.0,6.725,0.27500000000000036,0.07500000000000018,841,1828,88,1740,627
2017-02-05,7.596,8.3,6.6,1.700000000000001,1.5999999999999996,7.954,8.5,6.99,1.5099999999999998,1.209999999999999,7.197,7.905,6.6,1.3050000000000006,0.40000000000000036,7.6012,8.0,6.99,1.0099999999999998,0.42600000000000016,1854,5110,75,5035,779
2017-02-12,6.7374,6.88,6.6,0.28000000000000025,-0.010000000000000675,6.8954,7.2,6.6,0.6000000000000005,-0.6000000000000005,6.442,6.7,6.2,0.5,-0.3100000000000005,6.578,6.8,6.3,0.5,-0.5,1043,2423,187,2236,-2139
2017-02-19,6.4,6.6,6.3,0.2999999999999998,0.0,6.47375,6.6,6.3,0.2999999999999998,-0.09499999999999975,6.28775,6.35,6.2010000000000005,0.14899999999999913,0.0,6.374,6.6,6.2010000000000005,0.39899999999999913,-0.09499999999999975,209,576,67,509,-24
2017-02-26,6.24,6.3,6.2,0.09999999999999964,-0.09999999999999964,6.2734000000000005,6.466,6.2,0.266,-0.266,6.1,6.3,5.6,0.7000000000000002,-0.7000000000000002,6.2534,6.466,6.2,0.266,-0.266,259,1043,22,1021,900
2017-03-05,5.593,6.2,5.2,1.0,-0.7999999999999998,5.6828,6.2,5.4,0.7999999999999998,-0.601,5.2772,5.57,5.101,0.4690000000000003,0.2450000000000001,5.3242,5.6,5.101,0.49899999999999967,0.35000000000000053,270,551,123,428,-380
2017-03-12,4.9,5.1,4.4,0.6999999999999993,-0.1999999999999993,4.97,5.1,4.7,0.39999999999999947,-0.1999999999999993,4.57,4.9,4.4,0.5,0.2999999999999998,4.715,4.9,4.45,0.4500000000000002,0.27500000000000036,248,501,93,408,-79
2017-03-19,4.654,5.0,4.34,0.6600000000000001,-0.5,4.72,5.0,4.34,0.6600000000000001,-0.16999999999999993,4.4468,4.6,4.3,0.2999999999999998,-0.17600000000000016,4.566,4.83,4.3,0.5300000000000002,0.23000000000000043,309,525,57,468,-225
2017-03-26,4.5218,4.8,4.4,0.39999999999999947,-0.29100000000000037,4.5618,4.8,4.4,0.39999999999999947,-0.29100000000000037,4.3848,4.4,4.333,0.06700000000000017,-0.009000000000000341,4.4548,4.6,4.333,0.26699999999999946,-0.1589999999999998,172,461,26,435,-151
2017-04-02,4.252,4.5,4.0,0.5,-0.40000000000000036,4.3022,4.5,4.011,0.4889999999999999,-0.38900000000000023,4.178,4.43,3.8,0.6299999999999999,-0.5,4.2682,4.43,4.011,0.4189999999999996,-0.2889999999999997,444,950,59,891,147
2017-04-09,3.8777500000000003,4.4110000000000005,3.5,0.9110000000000005,0.4110000000000005,4.215,4.6,3.8489999999999998,0.7509999999999999,0.4110000000000005,3.606,3.8,3.5,0.2999999999999998,0.27600000000000025,3.931,4.4,3.6,0.8000000000000003,0.27600000000000025,794,1544,206,1338,-1338
2017-04-16,3.7600000000000002,4.2,3.5,0.7000000000000002,-0.6000000000000001,3.997,4.41,3.6,0.81,-0.8000000000000003,3.5804,4.001,3.2,0.8010000000000002,-0.8010000000000002,3.6882,4.001,3.39,0.6110000000000002,-0.6110000000000002,1861,4180,312,3868,3618
2017-04-23,3.6999999999999997,4.3,3.3,1.0,0.7000000000000002,3.8852,4.3,3.45,0.8499999999999996,0.8499999999999996,3.4314,4.0,3.1,0.8999999999999999,0.7000000000000002,3.73,4.3,3.1,1.1999999999999997,0.8499999999999996,1586,2752,202,2550,-396
2017-04-30,4.2378,4.4,4.0,0.40000000000000036,-0.09999999999999964,4.34,4.4,4.3,0.10000000000000053,0.10000000000000053,4.075,4.2,4.0,0.20000000000000018,0.0,4.19,4.4,4.0,0.40000000000000036,0.0,304,675,138,537,484
2017-05-07,3.8716,4.2,3.5580000000000003,0.6419999999999999,-0.10000000000000009,3.9764,4.2,3.78,0.4200000000000004,-0.001000000000000334,3.7696,4.0,3.5580000000000003,0.4419999999999997,-0.29000000000000004,3.9124,4.0,3.78,0.2200000000000002,-0.001000000000000334,203,395,18,377,125
2017-05-14,4.4934,5.0,3.71,1.29,1.0569999999999995,5.0118,5.7,4.3,1.4000000000000004,0.9000000000000004,4.2522,4.7669999999999995,3.7089999999999996,1.0579999999999998,1.0579999999999998,4.7798,5.2,4.3,0.9000000000000004,0.9000000000000004,2309,5172,495,4677,-2632
2017-05-21,4.9346,5.3,4.8,0.5,-0.5,5.1152,5.3,5.0,0.2999999999999998,-0.2999999999999998,4.7462,4.821000000000001,4.5,0.3210000000000006,0.2999999999999998,4.96,5.2,4.8,0.40000000000000036,0.09999999999999964,369,771,74,697,-367
2017-05-28,4.7775,5.0,4.5,0.5,-0.5,4.78125,5.0,4.5,0.5,-0.5,4.63725,4.899,4.5,0.399,-0.399,4.67225,4.899,4.5,0.399,-0.399,146,338,45,293,-53
2017-06-04,4.3978,4.499,4.29,0.20899999999999963,0.0,4.418,4.6,4.29,0.3099999999999996,0.0,4.289000000000001,4.4,4.155,0.2450000000000001,0.20000000000000018,4.289000000000001,4.4,4.155,0.2450000000000001,0.20000000000000018,121,293,20,273,-153
2017-06-11,3.9,4.2,3.7,0.5,-0.5,3.9,4.2,3.7,0.5,-0.5,3.79,4.04,3.51,0.5300000000000002,-0.5300000000000002,3.79,4.04,3.51,0.5300000000000002,-0.5300000000000002,4210,13134,106,13028,-13028
2017-06-18,3.61,3.78,3.52,0.2599999999999998,0.19999999999999973,3.84875,4.399,3.6,0.7989999999999999,0.6989999999999998,3.61,3.78,3.52,0.2599999999999998,0.19999999999999973,3.7880000000000003,4.156000000000001,3.6,0.5560000000000005,0.4560000000000004,128,273,72,201,191
2017-06-25,3.886,4.47,3.6,0.8699999999999997,-0.8499999999999996,3.902,4.47,3.6,0.8699999999999997,-0.7699999999999996,3.742,4.1,3.6,0.49999999999999956,-0.47999999999999954,3.76,4.1,3.6,0.49999999999999956,-0.39999999999999947,439,1216,56,1160,-425
2017-07-02,3.6366666666666667,3.8,3.51,0.29000000000000004,-0.29000000000000004,3.958666666666667,4.0760000000000005,3.9,0.1760000000000006,0.1760000000000006,3.6366666666666667,3.8,3.51,0.29000000000000004,-0.29000000000000004,3.853333333333333,3.9,3.783,0.11699999999999999,-0.02300000000000013,464,931,207,724,724
2017-07-09,4.12,4.5,3.9,0.6000000000000001,0.19999999999999973,4.26,4.5,3.9,0.6000000000000001,-0.10000000000000053,3.881,3.9,3.805,0.09499999999999975,-0.09499999999999975,4.0088,4.209,3.9,0.3089999999999997,-0.14900000000000002,451,1165,59,1106,409
2017-07-16,3.9022,4.0,3.8,0.20000000000000018,0.01399999999999979,3.9342,4.0,3.885,0.11500000000000021,0.01399999999999979,3.865,4.0,3.7,0.2999999999999998,0.10000000000000009,3.88,4.0,3.7,0.2999999999999998,0.10000000000000009,175,341,25,316,-3
2017-07-23,4.086,4.3,3.92,0.3799999999999999,0.20000000000000018,4.1777999999999995,4.3,4.045,0.2549999999999999,0.07500000000000018,3.993,4.1,3.92,0.17999999999999972,0.17999999999999972,4.0392,4.1,3.9939999999999998,0.10599999999999987,0.09899999999999931,165,596,31,565,-30
2017-07-30,3.8844,4.12,3.702,0.41800000000000015,-0.3400000000000003,3.904,4.12,3.78,0.3400000000000003,-0.3400000000000003,3.765,3.9010000000000002,3.7,0.20100000000000007,-0.20100000000000007,3.7846,3.9010000000000002,3.7,0.20100000000000007,-0.20100000000000007,97,212,21,191,18
2017-08-06,3.556,3.7,3.48,0.2200000000000002,-0.20000000000000018,3.556,3.7,3.48,0.2200000000000002,-0.20000000000000018,3.3352,3.675,3.1,0.5749999999999997,-0.37399999999999967,3.4112,3.675,3.3,0.375,-0.37399999999999967,474,802,148,654,75
2017-08-13,3.4052,3.48,3.301,0.17899999999999983,0.10000000000000009,3.4722,3.5989999999999998,3.38,0.21899999999999986,-0.10399999999999965,3.368,3.48,3.3,0.18000000000000016,0.10000000000000009,3.4178,3.5989999999999998,3.3,0.29899999999999993,-0.10899999999999954,162,285,53,232,-33
2017-08-20,3.2022,3.3,3.1,0.19999999999999973,-0.1939999999999995,3.3044,3.5989999999999998,3.1,0.49899999999999967,-0.49299999999999944,3.0462000000000002,3.25,2.801,0.44899999999999984,-0.41999999999999993,3.1656,3.5980000000000003,2.83,0.7680000000000002,-0.7680000000000002,443,771,166,605,221
2017-08-27,3.1242,3.5,2.9,0.6000000000000001,0.5289999999999999,3.2548,3.682,2.992,0.69,0.69,3.036,3.2,2.83,0.3700000000000001,0.3700000000000001,3.1068,3.3,2.83,0.46999999999999975,0.37399999999999967,441,970,93,877,417
2017-09-03,3.3770000000000002,3.5,3.2,0.2999999999999998,0.028000000000000025,3.53025,3.675,3.418,0.2569999999999997,-0.2569999999999997,3.2140000000000004,3.2560000000000002,3.2,0.05600000000000005,0.0,3.2142500000000003,3.2560000000000002,3.2,0.05600000000000005,0.0,370,764,75,689,232
2017-09-10,3.778,3.85,3.65,0.20000000000000018,-0.14000000000000012,3.7826,3.85,3.65,0.20000000000000018,-0.16300000000000026,3.3298,3.6,3.12,0.48,-0.1599999999999997,3.598,3.8,3.2,0.5999999999999996,-0.5899999999999999,523,804,309,495,-279
2017-09-17,3.4636,3.735,3.2230000000000003,0.5119999999999996,0.43500000000000005,4.1822,6.5,3.4810000000000003,3.0189999999999997,2.85,3.2228,3.594,2.925,0.669,-0.14500000000000002,3.5221999999999998,4.223,3.07,1.153,1.153,1489,6025,11,6014,5555
2017-09-24,4.6902,5.5,4.223,1.2770000000000001,0.3810000000000002,5.0005999999999995,5.675,4.524,1.1509999999999998,-0.9959999999999996,4.3666,4.7,4.2,0.5,-0.022999999999999687,4.6338,5.4,4.2,1.2000000000000002,-1.2000000000000002,1432,5373,30,5343,-5190
2017-10-01,4.239,4.6,3.745,0.8549999999999995,-0.009999999999999787,4.402,4.62,4.14,0.4800000000000004,-0.4299999999999997,3.8426,4.253,3.2,1.053,-0.38500000000000023,4.171,4.62,3.815,0.8050000000000002,-0.8050000000000002,881,2646,235,2411,-467
2017-10-08,3.8148,4.005,3.65,0.355,-0.355,3.8198,4.03,3.65,0.38000000000000034,-0.38000000000000034,3.5702000000000003,3.7,3.4,0.30000000000000027,0.25,3.7081999999999997,3.8,3.5,0.2999999999999998,-0.14900000000000002,1113,2861,26,2835,-2835
2017-10-15,3.8418,4.269,3.6,0.669,-0.04999999999999982,4.1368,4.5,3.95,0.5499999999999998,-0.26400000000000023,3.6856,3.75,3.6,0.1499999999999999,0.0,3.8778,4.066,3.6,0.46599999999999975,-0.46599999999999975,1158,2288,223,2065,-1783
2017-10-22,3.75,3.87,3.6,0.27,0.0,3.8472,3.9,3.786,0.11399999999999988,-0.11399999999999988,3.6566,3.78,3.5,0.2799999999999998,-0.056999999999999496,3.7112,3.9,3.5,0.3999999999999999,-0.1769999999999996,488,1215,119,1096,280
