Date,UHSStock_Open_average,UHSStock_Open_max,UHSStock_Open_min,UHSStock_Open_volatility,UHSStock_Open_change,UHSStock_High_average,UHSStock_High_max,UHSStock_High_min,UHSStock_High_volatility,UHSStock_High_change,UHSStock_Low_average,UHSStock_Low_max,UHSStock_Low_min,UHSStock_Low_volatility,UHSStock_Low_change,UHSStock_Close_average,UHSStock_Close_max,UHSStock_Close_min,UHSStock_Close_volatility,UHSStock_Close_change,UHSStock_Volume_average,UHSStock_Volume_max,UHSStock_Volume_min,UHSStock_Volume_volatility,UHSStock_Volume_change
2016-01-03,115.884,118.56,113.27,5.290000000000006,-4.189999999999998,117.598,120.25,115.16,5.090000000000003,-3.3700000000000045,114.63,118.18,112.05,6.13000000000001,-4.450000000000003,115.46600000000001,118.43,112.38,6.050000000000011,-5.540000000000006,794527,1077533,682560,394973,68186
2016-01-10,112.026,115.41,108.83,6.579999999999998,-5.3500000000000085,114.316,117.83,110.8,7.030000000000001,-7.030000000000001,109.412,112.92,107.12,5.799999999999997,-5.799999999999997,111.242,114.46,109.1,5.359999999999999,-5.289999999999992,1009542,1275751,750179,525572,17779
2016-01-17,107.88499999999999,110.41,105.76,4.6499999999999915,-2.8100000000000023,109.4425,110.59,108.49,2.1000000000000085,-2.0600000000000023,105.295,106.05,103.57,2.480000000000004,0.19999999999998863,107.3075,107.52,106.95,0.5699999999999932,0.14999999999999147,925777,1110815,754951,355864,-289502
2016-01-24,109.772,112.79,107.25,5.540000000000006,1.0300000000000011,112.486,113.87,109.41,4.460000000000008,3.4399999999999977,108.344,110.4,107.25,3.1500000000000057,0.7800000000000011,110.42,112.64,108.02,4.6200000000000045,4.180000000000007,684625,741565,616328,125237,77260
2016-01-31,112.224,113.5,111.21,2.2900000000000063,-1.0600000000000023,113.53,115.8,111.99,3.8100000000000023,-3.8100000000000023,110.084,111.98,108.26,3.719999999999999,-3.719999999999999,111.928,115.07,109.04,6.029999999999987,-6.029999999999987,610655,730199,534002,196197,-88909
2016-02-07,105.298,107.29,102.43,4.859999999999999,-4.609999999999999,107.428,110.68,104.5,6.180000000000007,-3.0600000000000023,103.02,106.23,100.82,5.410000000000011,-2.680000000000007,104.978,108.99,101.65,7.339999999999989,-0.20999999999999375,798770,1178096,660458,517638,87735
2016-02-14,105.93,108.13,101.0,7.1299999999999955,6.420000000000002,107.9125,109.18,106.25,2.930000000000007,1.1700000000000017,104.9275,107.1,100.99,6.109999999999999,4.040000000000006,107.0375,107.74,106.1,1.6400000000000006,0.8900000000000006,1238291,1622051,760848,861203,215838
2016-02-21,109.116,111.27,107.9,3.3699999999999903,-0.1599999999999966,112.508,117.5,110.44,7.060000000000002,7.060000000000002,107.768,108.82,106.69,2.1299999999999955,-1.3700000000000045,111.008,113.34,109.73,3.6099999999999994,3.3100000000000023,834502,1425867,535397,890470,680516
2016-02-28,114.17399999999999,117.71,110.83,6.8799999999999955,4.829999999999998,115.948,119.2,113.08,6.1200000000000045,4.790000000000006,112.68,115.43,109.28,6.150000000000006,5.060000000000002,114.504,117.5,110.37,7.1299999999999955,5.170000000000002,941084,1135819,803097,332722,-187311
2016-03-06,113.666,114.58,112.66,1.9200000000000017,-0.4399999999999977,114.728,115.95,113.1,2.8500000000000085,0.7800000000000011,112.214,113.62,110.73,2.8900000000000006,-0.28000000000000114,113.572,115.69,111.82,3.8700000000000045,1.2999999999999972,749870,921676,540354,381322,-65462
