Date,IDXX_stock_Open_average,IDXX_stock_Open_max,IDXX_stock_Open_min,IDXX_stock_Open_volatility,IDXX_stock_Open_change,IDXX_stock_High_average,IDXX_stock_High_max,IDXX_stock_High_min,IDXX_stock_High_volatility,IDXX_stock_High_change,IDXX_stock_Low_average,IDXX_stock_Low_max,IDXX_stock_Low_min,IDXX_stock_Low_volatility,IDXX_stock_Low_change,IDXX_stock_Close_average,IDXX_stock_Close_max,IDXX_stock_Close_min,IDXX_stock_Close_volatility,IDXX_stock_Close_change,IDXX_stock_Volume_average,IDXX_stock_Volume_max,IDXX_stock_Volume_min,IDXX_stock_Volume_volatility,IDXX_stock_Volume_change
2016-01-03,71.184,72.35,70.35,2.0,-2.0,71.982,72.82,70.74,2.0799999999999983,-1.7099999999999937,70.15599999999999,70.95,69.05,1.9000000000000057,-1.5499999999999972,70.636,71.83,69.1,2.730000000000004,-2.0200000000000102,853487,1646055,548861,1097194,-126469
2016-01-10,68.42,69.5,66.87,2.6299999999999955,-2.4299999999999926,69.128,69.78,68.0,1.7800000000000011,-1.7800000000000011,67.358,68.65,66.18,2.469999999999999,-1.75,68.07000000000001,69.26,67.12,2.1400000000000006,-1.3499999999999943,705865,914887,454388,460499,272997
2016-01-17,66.64750000000001,67.67,66.01,1.6599999999999966,-1.6599999999999966,67.2725,68.38,66.47,1.9099999999999966,-1.9099999999999966,64.8275,66.42,63.66,2.760000000000005,-2.760000000000005,66.33,66.95,65.58,1.3700000000000045,-0.5900000000000034,1158872,1600615,885979,714636,714636
2016-01-24,66.23,67.7,65.61,2.0900000000000034,1.519999999999996,67.176,70.44,65.68,4.759999999999991,3.7099999999999937,65.33,67.5,63.48,4.020000000000003,1.9300000000000068,66.33200000000001,70.14,64.67,5.469999999999999,4.269999999999996,1032583,1915802,755497,1160305,1154568
2016-01-31,70.834,71.68,69.85,1.8300000000000125,0.9100000000000108,72.01,72.37,71.83,0.5400000000000063,-0.060000000000002274,69.938,70.72,68.56,2.1599999999999966,1.1400000000000006,71.252,71.46,70.92,0.539999999999992,-0.35999999999999943,1159608,1405092,722524,682568,31977
2016-02-07,68.762,70.27,67.74,2.530000000000001,-2.1799999999999926,69.99799999999999,71.05,68.86,2.1899999999999977,-1.5999999999999943,67.688,68.96,66.82,2.1400000000000006,-1.6200000000000045,68.57,69.66,67.27,2.3900000000000006,-1.730000000000004,1091905,2259950,541623,1718327,-1220103
2016-02-14,69.93,71.52,68.39,3.1299999999999955,1.7199999999999989,71.16499999999999,71.61,69.93,1.6799999999999926,1.6799999999999926,69.45,70.08,68.16,1.9200000000000017,1.9200000000000017,70.725,71.52,69.41,2.1099999999999994,1.9300000000000068,464613,531632,400549,131083,-89611
2016-02-21,72.135,73.51,71.09,2.4200000000000017,1.6299999999999955,72.92,74.12,71.97,2.1500000000000057,0.980000000000004,71.63833333333334,73.47,70.26,3.2099999999999937,2.4200000000000017,72.54833333333333,73.48,71.42,2.0600000000000023,2.049999999999997,394698,470840,301503,169337,87652
2016-02-28,74.574,75.7,73.31,2.3900000000000006,2.3900000000000006,75.716,76.6,74.4,2.1999999999999886,2.1999999999999886,73.948,75.23,72.6,2.6300000000000097,2.410000000000011,75.232,76.43,73.16,3.2700000000000102,3.2700000000000102,619023,769833,477711,292122,292122
2016-03-06,77.516,78.38,76.22,2.1599999999999966,1.7800000000000011,78.134,78.49,77.82,0.6700000000000017,0.5499999999999972,76.352,77.61,75.08,2.530000000000001,1.3900000000000006,77.684,78.15,77.18,0.9699999999999989,0.38000000000000966,531796,617798,353177,264621,-264621
