Date,NGS_stock_Open_average,NGS_stock_Open_max,NGS_stock_Open_min,NGS_stock_Open_volatility,NGS_stock_Open_change,NGS_stock_High_average,NGS_stock_High_max,NGS_stock_High_min,NGS_stock_High_volatility,NGS_stock_High_change,NGS_stock_Low_average,NGS_stock_Low_max,NGS_stock_Low_min,NGS_stock_Low_volatility,NGS_stock_Low_change,NGS_stock_Close_average,NGS_stock_Close_max,NGS_stock_Close_min,NGS_stock_Close_volatility,NGS_stock_Close_change,NGS_stock_Volume_average,NGS_stock_Volume_max,NGS_stock_Volume_min,NGS_stock_Volume_volatility,NGS_stock_Volume_change
2016-01-03,21.716,22.09,20.81,1.2800000000000011,-1.2800000000000011,22.046,22.81,20.81,2.0,-1.4600000000000009,20.924,21.91,19.87,2.039999999999999,-1.509999999999998,21.456,22.41,20.05,2.3599999999999994,-1.9100000000000001,89787,150576,48080,102496,14334
2016-01-10,19.266000000000002,20.55,18.15,2.400000000000002,-2.400000000000002,19.578,20.74,18.72,2.0199999999999996,-2.0199999999999996,18.344,19.42,17.52,1.9000000000000021,-1.9000000000000021,18.908,19.89,18.13,1.7600000000000016,-1.4299999999999997,71432,119078,38648,80430,-80430
2016-01-17,18.1725,18.67,17.61,1.0600000000000023,-0.3500000000000014,18.425,18.67,18.2,0.4700000000000024,-0.25,17.595,18.19,17.08,1.110000000000003,-0.6900000000000013,17.96,18.33,17.75,0.5799999999999983,-0.36999999999999744,67162,88806,52688,36118,12380
2016-01-24,17.948,18.24,17.62,0.6199999999999974,0.5100000000000016,18.464,18.95,18.16,0.7899999999999991,0.7199999999999989,17.64,18.19,17.23,0.9600000000000009,0.9600000000000009,17.986,18.92,17.29,1.6300000000000026,1.6300000000000026,45567,66422,33970,32452,24394
2016-01-31,18.116,18.58,18.0,0.5799999999999983,-0.5799999999999983,18.512,19.08,18.11,0.9699999999999989,-0.9699999999999989,17.688,18.12,17.13,0.990000000000002,-0.6400000000000006,17.942,18.29,17.49,0.8000000000000007,-0.8000000000000007,43681,63873,23482,40391,-29966
2016-02-07,16.716,17.47,16.0,1.4699999999999989,-0.879999999999999,17.146,17.81,16.5,1.3099999999999987,-1.25,16.380000000000003,17.03,15.97,1.0600000000000005,-0.8399999999999999,16.612,17.74,16.16,1.5799999999999983,-1.4899999999999984,28370,42439,22325,20114,26
2016-02-14,16.8175,17.04,16.53,0.509999999999998,0.509999999999998,17.380000000000003,17.62,16.98,0.6400000000000006,0.6400000000000006,16.552500000000002,16.91,15.96,0.9499999999999993,0.9499999999999993,16.9525,17.29,16.42,0.8699999999999974,0.8699999999999974,26461,30449,19434,11015,3329
2016-02-21,17.47,17.73,17.14,0.5899999999999999,0.15000000000000213,17.878,18.15,17.54,0.6099999999999994,0.16000000000000014,17.172,17.35,16.98,0.370000000000001,0.13000000000000256,17.483999999999998,17.72,17.27,0.4499999999999993,0.4499999999999993,25572,38814,14468,24346,-3778
2016-02-28,18.518,19.35,17.82,1.5300000000000011,1.5300000000000011,18.884,19.66,18.15,1.5100000000000016,1.3900000000000006,18.233999999999998,18.97,17.74,1.2300000000000004,0.9300000000000033,18.637999999999998,19.18,18.06,1.120000000000001,0.9200000000000017,38126,75256,25785,49471,-44114
2016-03-06,19.5,20.29,18.91,1.379999999999999,1.379999999999999,20.242,21.7,19.5,2.1999999999999993,1.5799999999999983,19.148,20.02,18.76,1.259999999999998,1.1099999999999994,19.663999999999998,20.29,19.07,1.2199999999999989,0.7899999999999991,119338,221058,64028,157030,35608
2016-03-13,20.802,21.64,20.15,1.490000000000002,1.490000000000002,21.324,22.0,20.7,1.3000000000000007,1.0,20.332,20.71,20.0,0.7100000000000009,0.629999999999999,21.136,21.68,20.49,1.1900000000000013,1.110000000000003,64127,136550,34768,101782,93775
2016-03-20,21.310000000000002,21.57,21.1,0.46999999999999886,-0.36999999999999744,21.5625,21.7,21.42,0.2799999999999976,-0.129999999999999,20.8525,21.16,20.47,0.6900000000000013,-0.39000000000000057,21.322499999999998,21.42,21.2,0.22000000000000242,-0.0400000000000027,70159,123856,44876,78980,-2887
2016-03-27,21.414,21.81,20.87,0.9399999999999977,0.09999999999999787,21.806,22.44,21.4,1.0400000000000027,0.0,20.958,21.63,20.55,1.0799999999999983,-0.00999999999999801,21.45,21.76,21.02,0.740000000000002,-0.14000000000000057,54606,71702,42730,28972,8220
2016-04-03,20.906,21.34,20.43,0.9100000000000001,0.14999999999999858,21.24,21.4,21.12,0.2799999999999976,0.14999999999999858,20.512,21.02,19.82,1.1999999999999993,0.370000000000001,20.84,21.21,20.39,0.8200000000000003,0.4200000000000017,45712,62322,36271,26051,-11478
2016-04-10,21.592,22.07,20.95,1.120000000000001,0.6999999999999993,21.976,22.33,21.45,0.879999999999999,0.5500000000000007,21.376,21.73,20.89,0.8399999999999999,0.7800000000000011,21.778,22.03,21.04,0.990000000000002,0.8300000000000018,48872,67937,35996,31941,-31941
2016-04-17,22.318,22.82,21.55,1.2699999999999996,0.8099999999999987,22.8,23.12,22.24,0.8800000000000026,0.6900000000000013,22.16,22.51,21.51,1.0,0.8499999999999979,22.512,22.75,22.17,0.5799999999999983,0.5599999999999987,27993,42450,18335,24115,-22918
2016-04-24,22.696,22.98,22.29,0.6900000000000013,0.23999999999999844,23.166,23.43,22.65,0.7800000000000011,0.7800000000000011,22.288,22.61,21.95,0.6600000000000001,0.5599999999999987,22.779999999999998,22.99,22.27,0.7199999999999989,0.7199999999999989,24867,40086,15949,24137,9964
2016-05-01,23.514,24.58,22.65,1.9299999999999997,1.4199999999999982,24.254,25.54,23.11,2.4299999999999997,1.8200000000000003,22.92,24.36,22.34,2.0199999999999996,0.16999999999999815,23.534,24.61,22.62,1.9899999999999984,0.0,68296,140697,21445,119252,31976
2016-05-08,22.342000000000002,23.1,21.96,1.1400000000000006,-0.8399999999999999,22.598,23.1,22.27,0.8300000000000018,-0.41000000000000014,21.826,21.96,21.77,0.19000000000000128,0.0,22.11,22.42,21.92,0.5,-0.05999999999999872,36206,76471,19336,57135,-57135
2016-05-15,22.16,22.88,21.81,1.0700000000000003,-0.3000000000000007,22.538,23.11,21.95,1.1600000000000001,-1.1600000000000001,21.708,22.11,21.33,0.7800000000000011,-0.629999999999999,22.094,22.82,21.66,1.1600000000000001,-0.9400000000000013,28352,39124,15187,23937,-16699
2016-05-22,21.676000000000002,22.25,20.55,1.6999999999999993,-1.1799999999999997,21.9,22.6,20.58,2.020000000000003,-1.5100000000000016,21.152,22.01,19.85,2.16,-1.879999999999999,21.344,22.15,20.36,1.7899999999999991,-1.4600000000000009,36394,66660,12300,54360,54360
2016-05-29,20.7725,21.32,20.27,1.0500000000000007,0.8800000000000026,21.4,21.69,20.89,0.8000000000000007,0.8000000000000007,20.4075,20.87,20.13,0.740000000000002,0.33999999999999986,20.8875,21.46,20.27,1.1900000000000013,0.4200000000000017,78275,170374,28573,141801,-104351
