Date,WCG_stock_Open_average,WCG_stock_Open_max,WCG_stock_Open_min,WCG_stock_Open_volatility,WCG_stock_Open_change,WCG_stock_High_average,WCG_stock_High_max,WCG_stock_High_min,WCG_stock_High_volatility,WCG_stock_High_change,WCG_stock_Low_average,WCG_stock_Low_max,WCG_stock_Low_min,WCG_stock_Low_volatility,WCG_stock_Low_change,WCG_stock_Close_average,WCG_stock_Close_max,WCG_stock_Close_min,WCG_stock_Close_volatility,WCG_stock_Close_change,WCG_stock_Volume_average,WCG_stock_Volume_max,WCG_stock_Volume_min,WCG_stock_Volume_volatility,WCG_stock_Volume_change
2016-01-03,75.956,77.15,73.76,3.3900000000000006,-3.309999999999988,77.252,79.44,74.39,5.049999999999997,-3.5900000000000034,74.774,76.41,72.35,4.060000000000002,-3.430000000000007,75.53,78.12,72.6,5.52000000000001,-3.8500000000000085,506627,676536,350717,325819,199988
2016-01-10,73.148,75.25,71.73,3.519999999999996,-1.1499999999999915,74.86999999999999,76.63,72.94,3.6899999999999977,-1.769999999999996,71.89399999999999,73.49,70.33,3.1599999999999966,-1.8400000000000034,73.186,75.2,72.12,3.0799999999999983,-0.8100000000000023,527527,646682,373527,273155,10950
2016-01-17,73.11500000000001,74.16,72.26,1.8999999999999915,0.5799999999999983,74.965,75.68,74.41,1.2700000000000102,0.27000000000001023,71.69,72.7,69.95,2.75,0.6899999999999977,73.4375,74.32,72.36,1.9599999999999937,1.3599999999999994,385458,433675,328673,105002,-105002
2016-01-24,74.228,75.28,72.6,2.680000000000007,-0.2599999999999909,75.592,76.15,74.65,1.5,1.4899999999999949,73.002,74.0,71.71,2.2900000000000063,1.2800000000000011,74.432,75.98,72.76,3.219999999999999,3.219999999999999,389820,518421,300360,218061,154365
2016-01-31,73.998,75.67,72.41,3.260000000000005,-3.260000000000005,74.728,76.64,72.55,4.090000000000003,-4.090000000000003,72.166,75.09,69.77,5.320000000000007,-5.320000000000007,73.07000000000001,75.56,70.06,5.5,-5.5,530184,805739,412407,393332,336004
2016-02-07,75.564,82.0,69.16,12.840000000000003,12.840000000000003,79.776,83.11,72.37,10.739999999999995,9.929999999999993,75.278,80.58,69.16,11.420000000000002,11.420000000000002,78.608,82.04,71.51,10.530000000000001,10.530000000000001,878182,1213647,634338,579309,-192004
2016-02-14,83.2425,84.65,82.18,2.469999999999999,1.279999999999987,84.37,85.91,82.71,3.200000000000003,1.0600000000000023,82.175,83.09,81.14,1.9500000000000028,0.6899999999999977,83.1925,84.71,82.3,2.4099999999999966,0.01999999999999602,701301,823039,553941,269098,-225135
2016-02-21,89.886,91.36,88.23,3.1299999999999955,3.1299999999999955,91.356,92.24,89.97,2.269999999999996,-0.0799999999999983,88.838,90.91,87.15,3.759999999999991,3.759999999999991,90.682,91.78,89.84,1.9399999999999977,1.6899999999999977,856760,1971418,374755,1596663,-1191215
2016-02-28,92.15,93.57,90.83,2.739999999999995,1.789999999999992,93.258,94.1,92.35,1.75,1.6300000000000097,90.944,91.88,89.74,2.1400000000000006,2.1400000000000006,92.342,93.6,89.87,3.7299999999999898,3.3699999999999903,549282,720788,364779,356009,-258007
2016-03-06,90.068,93.08,86.59,6.489999999999995,-3.8799999999999955,91.434,94.21,88.54,5.6699999999999875,-2.9099999999999966,88.374,92.19,84.01,8.179999999999993,-4.049999999999997,89.97,93.5,85.81,7.689999999999998,-2.519999999999996,739608,1707274,284815,1422459,239323
2016-03-13,90.14,90.75,89.32,1.4300000000000068,-0.7800000000000011,91.454,93.46,90.32,3.1400000000000006,1.9699999999999989,89.0,89.82,87.49,2.3299999999999983,0.20999999999999375,90.398,92.23,89.32,2.910000000000011,2.0700000000000074,396308,566814,303761,263053,171978
2016-03-20,91.725,92.74,91.08,1.6599999999999966,-0.6799999999999926,93.0475,94.0,92.44,1.5600000000000023,-0.07000000000000739,90.675,91.56,89.89,1.6700000000000017,-0.4399999999999977,92.285,93.13,91.66,1.4699999999999989,0.6200000000000045,424744,612281,310714,301567,-10272
2016-03-27,92.878,94.28,91.94,2.3400000000000034,0.14000000000000057,94.002,95.01,92.33,2.680000000000007,2.1200000000000045,91.934,93.04,90.97,2.0700000000000074,0.8900000000000006,93.312,94.47,91.87,2.5999999999999943,2.25,403561,530605,289248,241357,47592
2016-04-03,91.206,93.96,89.54,4.4199999999999875,-4.4199999999999875,91.99,94.26,90.27,3.990000000000009,-3.990000000000009,89.634,91.58,88.11,3.469999999999999,-3.469999999999999,90.464,92.23,89.16,3.0700000000000074,-3.0700000000000074,406898,475218,324470,150748,43448
2016-04-10,90.102,91.72,88.22,3.5,2.3700000000000045,91.18,92.45,89.83,2.6200000000000045,2.25,89.244,90.4,87.38,3.0200000000000102,3.010000000000005,90.224,91.63,88.0,3.6299999999999955,2.9200000000000017,365081,442039,290561,151478,125934
2016-04-17,92.71,94.61,90.66,3.950000000000003,2.549999999999997,94.164,95.61,92.52,3.0900000000000034,3.0900000000000034,91.832,92.8,89.92,2.8799999999999955,2.8799999999999955,93.316,95.18,91.62,3.5600000000000023,3.5600000000000023,293465,354351,244914,109437,84091
2016-04-24,93.916,97.22,89.14,8.079999999999998,-5.599999999999994,95.27,97.71,90.89,6.819999999999993,-4.510000000000005,91.942,94.67,86.75,7.920000000000002,-7.5,93.604,97.18,89.99,7.190000000000012,-4.820000000000007,572529,916043,247440,668603,668603
2016-05-01,93.584,95.06,90.79,4.269999999999996,3.8299999999999983,94.922,96.0,91.81,4.189999999999998,3.5799999999999983,92.352,94.56,88.56,6.0,4.390000000000001,93.58,95.32,89.86,5.459999999999994,4.079999999999998,636957,801687,446428,355259,-263683
2016-05-08,93.662,94.71,92.65,2.059999999999988,-1.0,94.6,95.47,93.54,1.9299999999999926,-1.6200000000000045,92.548,93.65,91.61,2.0400000000000063,-1.6000000000000085,93.446,94.51,92.4,2.1099999999999994,-1.3700000000000045,414396,462682,348865,113817,-84562
