Date,iShares US Consumer GoodsEtf_Open_average,iShares US Consumer GoodsEtf_Open_max,iShares US Consumer GoodsEtf_Open_min,iShares US Consumer GoodsEtf_Open_volatility,iShares US Consumer GoodsEtf_Open_change,iShares US Consumer GoodsEtf_High_average,iShares US Consumer GoodsEtf_High_max,iShares US Consumer GoodsEtf_High_min,iShares US Consumer GoodsEtf_High_volatility,iShares US Consumer GoodsEtf_High_change,iShares US Consumer GoodsEtf_Low_average,iShares US Consumer GoodsEtf_Low_max,iShares US Consumer GoodsEtf_Low_min,iShares US Consumer GoodsEtf_Low_volatility,iShares US Consumer GoodsEtf_Low_change,iShares US Consumer GoodsEtf_Close_average,iShares US Consumer GoodsEtf_Close_max,iShares US Consumer GoodsEtf_Close_min,iShares US Consumer GoodsEtf_Close_volatility,iShares US Consumer GoodsEtf_Close_change
2016-03-13,112.91,112.91,112.91,0.0,0.0,112.91,112.91,112.91,0.0,0.0,112.41,112.41,112.41,0.0,0.0,112.54,112.54,112.54,0.0,0.0
2016-03-20,110.37,110.37,110.37,0.0,0.0,110.69,110.69,110.69,0.0,0.0,109.73,109.73,109.73,0.0,0.0,110.68,110.68,110.68,0.0,0.0
2016-03-27,111.99,111.99,111.99,0.0,0.0,113.52,113.52,113.52,0.0,0.0,111.96,111.96,111.96,0.0,0.0,113.52,113.52,113.52,0.0,0.0
2016-04-03,112.44,112.44,112.44,0.0,0.0,112.79,112.79,112.79,0.0,0.0,112.26,112.26,112.26,0.0,0.0,112.5,112.5,112.5,0.0,0.0
2016-04-10,112.26,112.26,112.26,0.0,0.0,112.64,112.64,112.64,0.0,0.0,112.15,112.15,112.15,0.0,0.0,112.63,112.63,112.63,0.0,0.0
2016-04-17,110.86,110.86,110.86,0.0,0.0,111.49,111.49,111.49,0.0,0.0,110.55,110.55,110.55,0.0,0.0,111.49,111.49,111.49,0.0,0.0
2016-04-24,111.93,111.93,111.93,0.0,0.0,112.17,112.17,112.17,0.0,0.0,111.22,111.22,111.22,0.0,0.0,111.97,111.97,111.97,0.0,0.0
2016-05-01,111.71,111.71,111.71,0.0,0.0,112.82,112.82,112.82,0.0,0.0,111.71,111.71,111.71,0.0,0.0,112.76,112.76,112.76,0.0,0.0
2016-05-08,113.74,113.74,113.74,0.0,0.0,113.94,113.94,113.94,0.0,0.0,112.51,112.51,112.51,0.0,0.0,112.71,112.71,112.71,0.0,0.0
2016-05-15,111.15,111.15,111.15,0.0,0.0,111.3,111.3,111.3,0.0,0.0,110.64,110.64,110.64,0.0,0.0,110.76,110.76,110.76,0.0,0.0
2016-05-22,112.67,112.67,112.67,0.0,0.0,113.08,113.08,113.08,0.0,0.0,112.62,112.62,112.62,0.0,0.0,112.89,112.89,112.89,0.0,0.0
2016-05-29,113.22,113.22,113.22,0.0,0.0,113.56,113.56,113.56,0.0,0.0,113.09,113.09,113.09,0.0,0.0,113.48,113.48,113.48,0.0,0.0
2016-06-05,114.19,114.19,114.19,0.0,0.0,114.54,114.54,114.54,0.0,0.0,113.9,113.9,113.9,0.0,0.0,114.29,114.29,114.29,0.0,0.0
2016-06-12,113.81,113.81,113.81,0.0,0.0,113.84,113.84,113.84,0.0,0.0,113.13,113.13,113.13,0.0,0.0,113.66,113.66,113.66,0.0,0.0
2016-06-19,111.92,111.92,111.92,0.0,0.0,112.88,112.88,112.88,0.0,0.0,110.76,110.76,110.76,0.0,0.0,110.89,110.89,110.89,0.0,0.0
2016-06-26,115.4,115.4,115.4,0.0,0.0,115.82,115.82,115.82,0.0,0.0,115.33,115.33,115.33,0.0,0.0,115.44,115.44,115.44,0.0,0.0
2016-07-03,116.09,116.09,116.09,0.0,0.0,117.3,117.3,117.3,0.0,0.0,115.77,115.77,115.77,0.0,0.0,117.28,117.28,117.28,0.0,0.0
2016-07-10,118.01,118.01,118.01,0.0,0.0,118.25,118.25,118.25,0.0,0.0,117.7,117.7,117.7,0.0,0.0,117.92,117.92,117.92,0.0,0.0
2016-07-17,117.33,117.33,117.33,0.0,0.0,117.88,117.88,117.88,0.0,0.0,117.33,117.33,117.33,0.0,0.0,117.81,117.81,117.81,0.0,0.0
2016-07-24,116.13,116.13,116.13,0.0,0.0,116.97,116.97,116.97,0.0,0.0,116.13,116.13,116.13,0.0,0.0,116.93,116.93,116.93,0.0,0.0
2016-07-31,116.33,116.33,116.33,0.0,0.0,117.06,117.06,117.06,0.0,0.0,116.17,116.17,116.17,0.0,0.0,116.37,116.37,116.37,0.0,0.0
2016-08-07,116.96,116.96,116.96,0.0,0.0,117.23,117.23,117.23,0.0,0.0,116.78,116.78,116.78,0.0,0.0,117.01,117.01,117.01,0.0,0.0
2016-08-14,116.79,116.79,116.79,0.0,0.0,117.22,117.22,117.22,0.0,0.0,116.77,116.77,116.77,0.0,0.0,117.14,117.14,117.14,0.0,0.0
2016-08-21,117.01,117.01,117.01,0.0,0.0,117.69,117.69,117.69,0.0,0.0,116.19,116.19,116.19,0.0,0.0,116.51,116.51,116.51,0.0,0.0
2016-08-28,116.75,116.75,116.75,0.0,0.0,117.46,117.46,117.46,0.0,0.0,116.75,116.75,116.75,0.0,0.0,117.16,117.16,117.16,0.0,0.0
2016-09-04,115.31,115.31,115.31,0.0,0.0,115.31,115.31,115.31,0.0,0.0,112.57,112.57,112.57,0.0,0.0,112.57,112.57,112.57,0.0,0.0
2016-09-11,113.58,113.58,113.58,0.0,0.0,113.58,113.58,113.58,0.0,0.0,112.94,112.94,112.94,0.0,0.0,113.36,113.36,113.36,0.0,0.0
2016-09-18,115.18,115.18,115.18,0.0,0.0,115.3,115.3,115.3,0.0,0.0,114.76,114.76,114.76,0.0,0.0,114.76,114.76,114.76,0.0,0.0
2016-09-25,113.3,113.3,113.3,0.0,0.0,114.26,114.26,114.26,0.0,0.0,113.3,113.3,113.3,0.0,0.0,113.9,113.9,113.9,0.0,0.0
2016-10-02,112.92,112.92,112.92,0.0,0.0,113.12,113.12,113.12,0.0,0.0,111.84,111.84,111.84,0.0,0.0,112.44,112.44,112.44,0.0,0.0
2016-10-09,112.06,112.06,112.06,0.0,0.0,112.39,112.39,112.39,0.0,0.0,111.76,111.76,111.76,0.0,0.0,111.77,111.77,111.77,0.0,0.0
2016-10-16,111.36,111.36,111.36,0.0,0.0,111.73,111.73,111.73,0.0,0.0,111.1,111.1,111.1,0.0,0.0,111.66,111.66,111.66,0.0,0.0
2016-10-23,111.26,111.26,111.26,0.0,0.0,112.34,112.34,112.34,0.0,0.0,111.26,111.26,111.26,0.0,0.0,111.93,111.93,111.93,0.0,0.0
2016-10-30,110.47,110.47,110.47,0.0,0.0,110.47,110.47,110.47,0.0,0.0,109.63,109.63,109.63,0.0,0.0,109.72,109.72,109.72,0.0,0.0
2016-11-06,108.3,108.3,108.3,0.0,0.0,108.97,108.97,108.97,0.0,0.0,107.85,107.85,107.85,0.0,0.0,108.58,108.58,108.58,0.0,0.0
2016-11-13,109.45,109.45,109.45,0.0,0.0,109.45,109.45,109.45,0.0,0.0,108.72,108.72,108.72,0.0,0.0,108.78,108.78,108.78,0.0,0.0
2016-11-20,109.92,109.92,109.92,0.0,0.0,110.54,110.54,110.54,0.0,0.0,109.92,109.92,109.92,0.0,0.0,110.44,110.44,110.44,0.0,0.0
2016-11-27,108.33,108.33,108.33,0.0,0.0,108.77,108.77,108.77,0.0,0.0,108.08,108.08,108.08,0.0,0.0,108.41,108.41,108.41,0.0,0.0
2016-12-04,111.59,111.59,111.59,0.0,0.0,112.57,112.57,112.57,0.0,0.0,111.54,111.54,111.54,0.0,0.0,112.47,112.47,112.47,0.0,0.0
2016-12-11,112.29,112.29,112.29,0.0,0.0,112.32,112.32,112.32,0.0,0.0,111.95,111.95,111.95,0.0,0.0,112.16,112.16,112.16,0.0,0.0
2016-12-18,111.22,111.22,111.22,0.0,0.0,111.42,111.42,111.42,0.0,0.0,111.19,111.19,111.19,0.0,0.0,111.41,111.41,111.41,0.0,0.0
2016-12-25,111.33,111.33,111.33,0.0,0.0,111.34,111.34,111.34,0.0,0.0,110.42,110.42,110.42,0.0,0.0,110.72,110.72,110.72,0.0,0.0
2017-01-01,112.15,112.15,112.15,0.0,0.0,112.48,112.48,112.48,0.0,0.0,111.81,111.81,111.81,0.0,0.0,112.21,112.21,112.21,0.0,0.0
2017-01-08,111.21,111.21,111.21,0.0,0.0,111.34,111.34,111.34,0.0,0.0,111.09,111.09,111.09,0.0,0.0,111.34,111.34,111.34,0.0,0.0
2017-01-15,112.9,112.9,112.9,0.0,0.0,113.37,113.37,113.37,0.0,0.0,112.76,112.76,112.76,0.0,0.0,113.32,113.32,113.32,0.0,0.0
2017-01-22,114.21,114.21,114.21,0.0,0.0,114.21,114.21,114.21,0.0,0.0,113.58,113.58,113.58,0.0,0.0,113.77,113.77,113.77,0.0,0.0
2017-01-29,114.0,114.0,114.0,0.0,0.0,114.6,114.6,114.6,0.0,0.0,114.0,114.0,114.0,0.0,0.0,114.23,114.23,114.23,0.0,0.0
2017-02-05,115.75,115.75,115.75,0.0,0.0,116.15,116.15,116.15,0.0,0.0,115.75,115.75,115.75,0.0,0.0,116.04,116.04,116.04,0.0,0.0
2017-02-12,116.49,116.49,116.49,0.0,0.0,117.65,117.65,117.65,0.0,0.0,116.49,116.49,116.49,0.0,0.0,117.65,117.65,117.65,0.0,0.0
2017-02-19,118.12,118.12,118.12,0.0,0.0,118.67,118.67,118.67,0.0,0.0,118.12,118.12,118.12,0.0,0.0,118.67,118.67,118.67,0.0,0.0
2017-02-26,119.51,119.51,119.51,0.0,0.0,119.51,119.51,119.51,0.0,0.0,119.07,119.07,119.07,0.0,0.0,119.45,119.45,119.45,0.0,0.0
2017-03-05,119.27,119.27,119.27,0.0,0.0,119.61,119.61,119.61,0.0,0.0,119.18,119.18,119.18,0.0,0.0,119.52,119.52,119.52,0.0,0.0
2017-03-12,121.05,121.05,121.05,0.0,0.0,121.06,121.06,121.06,0.0,0.0,120.51,120.51,120.51,0.0,0.0,120.51,120.51,120.51,0.0,0.0
2017-03-19,118.78,118.78,118.78,0.0,0.0,119.0,119.0,119.0,0.0,0.0,118.37,118.37,118.37,0.0,0.0,118.73,118.73,118.73,0.0,0.0
2017-03-26,118.96,118.96,118.96,0.0,0.0,119.07,119.07,119.07,0.0,0.0,118.75,118.75,118.75,0.0,0.0,118.75,118.75,118.75,0.0,0.0
2017-04-02,118.24,118.24,118.24,0.0,0.0,118.41,118.41,118.41,0.0,0.0,118.05,118.05,118.05,0.0,0.0,118.08,118.08,118.08,0.0,0.0
2017-04-09,118.59,118.59,118.59,0.0,0.0,118.62,118.62,118.62,0.0,0.0,118.09,118.09,118.09,0.0,0.0,118.09,118.09,118.09,0.0,0.0
2017-04-16,119.0,119.0,119.0,0.0,0.0,119.0,119.0,119.0,0.0,0.0,118.53,118.53,118.53,0.0,0.0,118.64,118.64,118.64,0.0,0.0
2017-04-23,119.11,119.11,119.11,0.0,0.0,119.11,119.11,119.11,0.0,0.0,118.64,118.64,118.64,0.0,0.0,119.02,119.02,119.02,0.0,0.0
2017-04-30,118.35,118.35,118.35,0.0,0.0,118.75,118.75,118.75,0.0,0.0,118.28,118.28,118.28,0.0,0.0,118.75,118.75,118.75,0.0,0.0
2017-05-07,119.08,119.08,119.08,0.0,0.0,119.08,119.08,119.08,0.0,0.0,118.83,118.83,118.83,0.0,0.0,118.83,118.83,118.83,0.0,0.0
2017-05-14,118.31,118.31,118.31,0.0,0.0,119.3,119.3,119.3,0.0,0.0,118.3,118.3,118.3,0.0,0.0,119.07,119.07,119.07,0.0,0.0
2017-05-21,121.46,121.46,121.46,0.0,0.0,121.93,121.93,121.93,0.0,0.0,121.46,121.46,121.46,0.0,0.0,121.9,121.9,121.9,0.0,0.0
2017-05-28,123.49,123.49,123.49,0.0,0.0,123.85,123.85,123.85,0.0,0.0,123.06,123.06,123.06,0.0,0.0,123.68,123.68,123.68,0.0,0.0
2017-06-04,122.96,122.96,122.96,0.0,0.0,123.12,123.12,123.12,0.0,0.0,122.33,122.33,122.33,0.0,0.0,122.65,122.65,122.65,0.0,0.0
2017-06-11,123.82,123.82,123.82,0.0,0.0,123.82,123.82,123.82,0.0,0.0,122.8,122.8,122.8,0.0,0.0,123.4,123.4,123.4,0.0,0.0
2017-06-18,122.88,122.88,122.88,0.0,0.0,123.42,123.42,123.42,0.0,0.0,122.86,122.86,122.86,0.0,0.0,123.2,123.2,123.2,0.0,0.0
2017-06-25,121.34,121.34,121.34,0.0,0.0,122.09,122.09,122.09,0.0,0.0,121.34,121.34,121.34,0.0,0.0,121.73,121.73,121.73,0.0,0.0
2017-07-02,120.57,120.57,120.57,0.0,0.0,121.12,121.12,121.12,0.0,0.0,120.53,120.53,120.53,0.0,0.0,120.93,120.93,120.93,0.0,0.0
2017-07-09,121.29,121.29,121.29,0.0,0.0,121.94,121.94,121.94,0.0,0.0,121.29,121.29,121.29,0.0,0.0,121.77,121.77,121.77,0.0,0.0
2017-07-16,122.16,122.16,122.16,0.0,0.0,122.82,122.82,122.82,0.0,0.0,122.06,122.06,122.06,0.0,0.0,122.81,122.81,122.81,0.0,0.0
2017-07-23,123.02,123.02,123.02,0.0,0.0,123.19,123.19,123.19,0.0,0.0,120.87,120.87,120.87,0.0,0.0,122.2,122.2,122.2,0.0,0.0
2017-07-30,121.75,121.75,121.75,0.0,0.0,121.75,121.75,121.75,0.0,0.0,121.4,121.4,121.4,0.0,0.0,121.58,121.58,121.58,0.0,0.0
2017-08-06,121.06,121.06,121.06,0.0,0.0,121.66,121.66,121.66,0.0,0.0,121.05,121.05,121.05,0.0,0.0,121.21,121.21,121.21,0.0,0.0
2017-08-13,120.99,120.99,120.99,0.0,0.0,121.14,121.14,121.14,0.0,0.0,120.62,120.62,120.62,0.0,0.0,120.72,120.72,120.72,0.0,0.0
2017-08-20,120.67,120.67,120.67,0.0,0.0,120.87,120.87,120.87,0.0,0.0,120.39,120.39,120.39,0.0,0.0,120.4,120.4,120.4,0.0,0.0
2017-08-27,121.12,121.12,121.12,0.0,0.0,121.59,121.59,121.59,0.0,0.0,121.12,121.12,121.12,0.0,0.0,121.59,121.59,121.59,0.0,0.0
2017-09-03,121.35,121.35,121.35,0.0,0.0,121.48,121.48,121.48,0.0,0.0,121.06,121.06,121.06,0.0,0.0,121.36,121.36,121.36,0.0,0.0
2017-09-10,122.37,122.37,122.37,0.0,0.0,122.72,122.72,122.72,0.0,0.0,122.37,122.37,122.37,0.0,0.0,122.72,122.72,122.72,0.0,0.0
2017-09-17,120.83,120.83,120.83,0.0,0.0,121.13,121.13,121.13,0.0,0.0,120.69,120.69,120.69,0.0,0.0,120.74,120.74,120.74,0.0,0.0
2017-09-24,120.13,120.13,120.13,0.0,0.0,120.98,120.98,120.98,0.0,0.0,120.13,120.13,120.13,0.0,0.0,120.67,120.67,120.67,0.0,0.0
2017-10-01,121.71,121.71,121.71,0.0,0.0,121.82,121.82,121.82,0.0,0.0,121.62,121.62,121.62,0.0,0.0,121.78,121.78,121.78,0.0,0.0
2017-10-08,122.78,122.78,122.78,0.0,0.0,123.0,123.0,123.0,0.0,0.0,122.78,122.78,122.78,0.0,0.0,122.82,122.82,122.82,0.0,0.0
2017-10-15,122.05,122.05,122.05,0.0,0.0,122.05,122.05,122.05,0.0,0.0,121.6,121.6,121.6,0.0,0.0,121.77,121.77,121.77,0.0,0.0
2017-10-22,121.11,121.11,121.11,0.0,0.0,121.11,121.11,121.11,0.0,0.0,120.47,120.47,120.47,0.0,0.0,120.86,120.86,120.86,0.0,0.0
2017-10-29,119.59,119.59,119.59,0.0,0.0,119.68,119.68,119.68,0.0,0.0,119.22,119.22,119.22,0.0,0.0,119.26,119.26,119.26,0.0,0.0
2017-11-05,119.82,119.82,119.82,0.0,0.0,120.95,120.95,120.95,0.0,0.0,119.82,119.82,119.82,0.0,0.0,120.83,120.83,120.83,0.0,0.0
2017-11-12,122.02,122.02,122.02,0.0,0.0,122.27,122.27,122.27,0.0,0.0,122.02,122.02,122.02,0.0,0.0,122.19,122.19,122.19,0.0,0.0
2017-11-19,122.9,122.9,122.9,0.0,0.0,122.94,122.94,122.94,0.0,0.0,122.78,122.78,122.78,0.0,0.0,122.9,122.9,122.9,0.0,0.0
2017-11-26,124.65,124.65,124.65,0.0,0.0,125.01,125.01,125.01,0.0,0.0,123.43,123.43,123.43,0.0,0.0,125.0,125.0,125.0,0.0,0.0
2017-12-03,125.74,125.74,125.74,0.0,0.0,125.74,125.74,125.74,0.0,0.0,125.27,125.27,125.27,0.0,0.0,125.73,125.73,125.73,0.0,0.0
2017-12-10,126.74,126.74,126.74,0.0,0.0,127.48,127.48,127.48,0.0,0.0,126.74,126.74,126.74,0.0,0.0,127.41,127.41,127.41,0.0,0.0
2017-12-17,126.81,126.81,126.81,0.0,0.0,127.05,127.05,127.05,0.0,0.0,126.81,126.81,126.81,0.0,0.0,126.89,126.89,126.89,0.0,0.0
2017-12-24,126.96,126.96,126.96,0.0,0.0,127.29,127.29,127.29,0.0,0.0,126.73,126.73,126.73,0.0,0.0,126.73,126.73,126.73,0.0,0.0
2017-12-31,127.42,127.42,127.42,0.0,0.0,127.75,127.75,127.75,0.0,0.0,127.29,127.29,127.29,0.0,0.0,127.71,127.71,127.71,0.0,0.0
