Date,First Trust Capital StrengthEtf_Open_average,First Trust Capital StrengthEtf_Open_max,First Trust Capital StrengthEtf_Open_min,First Trust Capital StrengthEtf_Open_volatility,First Trust Capital StrengthEtf_Open_change,First Trust Capital StrengthEtf_High_average,First Trust Capital StrengthEtf_High_max,First Trust Capital StrengthEtf_High_min,First Trust Capital StrengthEtf_High_volatility,First Trust Capital StrengthEtf_High_change,First Trust Capital StrengthEtf_Low_average,First Trust Capital StrengthEtf_Low_max,First Trust Capital StrengthEtf_Low_min,First Trust Capital StrengthEtf_Low_volatility,First Trust Capital StrengthEtf_Low_change,First Trust Capital StrengthEtf_Close_average,First Trust Capital StrengthEtf_Close_max,First Trust Capital StrengthEtf_Close_min,First Trust Capital StrengthEtf_Close_volatility,First Trust Capital StrengthEtf_Close_change
2016-03-13,39.07,39.07,39.07,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2016-03-20,38.77,38.77,38.77,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2016-03-27,39.23,39.23,39.23,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2016-04-03,39.48,39.48,39.48,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2016-04-10,39.77,39.77,39.77,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2016-04-17,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2016-04-24,39.51,39.51,39.51,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2016-05-01,39.07,39.07,39.07,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2016-05-08,39.56,39.56,39.56,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2016-05-15,39.06,39.06,39.06,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2016-05-22,39.74,39.74,39.74,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2016-05-29,39.84,39.84,39.84,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2016-06-05,40.11,40.11,40.11,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2016-06-12,39.56,39.56,39.56,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2016-06-19,38.79,38.79,38.79,0.0,0.0,39.35,39.35,39.35,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2016-06-26,39.81,39.81,39.81,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2016-07-03,40.24,40.24,40.24,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2016-07-10,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2016-07-17,40.8,40.8,40.8,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2016-07-24,40.59,40.59,40.59,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2016-07-31,40.68,40.68,40.68,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2016-08-07,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2016-08-14,40.8,40.8,40.8,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2016-08-21,40.75,40.75,40.75,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2016-08-28,40.82,40.82,40.82,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2016-09-04,40.09,40.09,40.09,0.0,0.0,40.09,40.09,40.09,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2016-09-11,39.9,39.9,39.9,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2016-09-18,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2016-09-25,40.08,40.08,40.08,0.0,0.0,40.28,40.28,40.28,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2016-10-02,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2016-10-09,39.5,39.5,39.5,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2016-10-16,39.27,39.27,39.27,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2016-10-23,39.26,39.26,39.26,0.0,0.0,39.35,39.35,39.35,0.0,0.0,38.88,38.88,38.88,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2016-10-30,38.89,38.89,38.89,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2016-11-06,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2016-11-13,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2016-11-20,40.69,40.69,40.69,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2016-11-27,40.45,40.45,40.45,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2016-12-04,41.1,41.1,41.1,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2016-12-11,41.33,41.33,41.33,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2016-12-18,41.2,41.2,41.2,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2016-12-25,41.17,41.17,41.17,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2017-01-01,41.43,41.43,41.43,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2017-01-08,41.52,41.52,41.52,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2017-01-15,41.44,41.44,41.44,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2017-01-22,42.01,42.01,42.01,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2017-01-29,41.86,41.86,41.86,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2017-02-05,42.4,42.4,42.4,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2017-02-12,43.04,43.04,43.04,0.0,0.0,43.23,43.23,43.23,0.0,0.0,42.9,42.9,42.9,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2017-02-19,43.37,43.37,43.37,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2017-02-26,43.83,43.83,43.83,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2017-03-05,43.7,43.7,43.7,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2017-03-12,44.14,44.14,44.14,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2017-03-19,43.67,43.67,43.67,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2017-03-26,43.77,43.77,43.77,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2017-04-02,43.54,43.54,43.54,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2017-04-09,43.38,43.38,43.38,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2017-04-16,43.99,43.99,43.99,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2017-04-23,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2017-04-30,45.13,45.13,45.13,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2017-05-07,45.06,45.06,45.06,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2017-05-14,44.75,44.75,44.75,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.99,44.99,44.99,0.0,0.0
2017-05-21,45.88,45.88,45.88,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2017-05-28,46.48,46.48,46.48,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2017-06-04,46.32,46.32,46.32,0.0,0.0,46.32,46.32,46.32,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2017-06-11,46.2,46.2,46.2,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2017-06-18,46.05,46.05,46.05,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.85,45.85,45.85,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2017-06-25,45.62,45.62,45.62,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2017-07-02,45.6,45.6,45.6,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2017-07-09,46.0,46.0,46.0,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2017-07-16,46.58,46.58,46.58,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2017-07-23,46.32,46.32,46.32,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2017-07-30,46.62,46.62,46.62,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2017-08-06,45.78,45.78,45.78,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2017-08-13,45.84,45.84,45.84,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2017-08-20,46.13,46.13,46.13,0.0,0.0,46.23,46.23,46.23,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2017-08-27,46.78,46.78,46.78,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2017-09-03,46.7,46.7,46.7,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2017-09-10,47.24,47.24,47.24,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2017-09-17,47.19,47.19,47.19,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2017-09-24,47.15,47.15,47.15,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2017-10-01,48.0,48.0,48.0,0.0,0.0,48.12,48.12,48.12,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2017-10-08,48.36,48.36,48.36,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2017-10-15,48.74,48.74,48.74,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2017-10-22,48.95,48.95,48.95,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2017-10-29,49.2,49.2,49.2,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2017-11-05,49.13,49.13,49.13,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2017-11-12,49.39,49.39,49.39,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2017-11-19,49.69,49.69,49.69,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2017-11-26,50.9,50.9,50.9,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2017-12-03,50.75,50.75,50.75,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2017-12-10,50.79,50.79,50.79,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.79,50.79,50.79,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-12-17,51.08,51.08,51.08,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2017-12-24,51.32,51.32,51.32,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2017-12-31,52.0,52.0,52.0,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.26,52.26,52.26,0.0,0.0
