Date,ASGLY_stock_Open_average,ASGLY_stock_Open_max,ASGLY_stock_Open_min,ASGLY_stock_Open_volatility,ASGLY_stock_Open_change,ASGLY_stock_High_average,ASGLY_stock_High_max,ASGLY_stock_High_min,ASGLY_stock_High_volatility,ASGLY_stock_High_change,ASGLY_stock_Low_average,ASGLY_stock_Low_max,ASGLY_stock_Low_min,ASGLY_stock_Low_volatility,ASGLY_stock_Low_change,ASGLY_stock_Close_average,ASGLY_stock_Close_max,ASGLY_stock_Close_min,ASGLY_stock_Close_volatility,ASGLY_stock_Close_change,ASGLY_stock_Volume_average,ASGLY_stock_Volume_max,ASGLY_stock_Volume_min,ASGLY_stock_Volume_volatility,ASGLY_stock_Volume_change
2016-01-03,5.598,5.69,5.51,0.1800000000000006,-0.040000000000000036,5.626,5.73,5.53,0.20000000000000018,-0.02999999999999936,5.57,5.68,5.49,0.1899999999999995,-0.04999999999999982,5.586,5.7,5.49,0.20999999999999996,-0.05999999999999961,54791,195052,6912,188140,-182054
2016-01-10,5.464,5.53,5.41,0.1200000000000001,-0.11000000000000032,5.502,5.54,5.44,0.09999999999999964,-0.08999999999999986,5.416,5.45,5.4,0.04999999999999982,-0.04999999999999982,5.454,5.52,5.41,0.10999999999999943,-0.09999999999999964,28082,63844,12727,51117,15728
2016-01-17,5.6075,5.85,5.39,0.45999999999999996,0.33000000000000007,5.715,5.99,5.49,0.5,0.4400000000000004,5.59,5.85,5.34,0.5099999999999998,0.34999999999999964,5.705,5.99,5.49,0.5,0.4400000000000004,51032,120758,21814,98944,-3313
2016-01-24,5.954,6.02,5.89,0.1299999999999999,0.1299999999999999,5.998,6.07,5.91,0.16000000000000014,0.16000000000000014,5.912,5.95,5.85,0.10000000000000053,0.08000000000000007,5.98,6.07,5.88,0.1900000000000004,0.1900000000000004,21702,50016,7007,43009,-19699
2016-01-31,5.926,6.02,5.81,0.20999999999999996,-0.14999999999999947,5.97,6.02,5.9,0.11999999999999922,-0.04999999999999982,5.854,5.96,5.68,0.28000000000000025,-0.1299999999999999,5.95,6.02,5.9,0.11999999999999922,-0.04999999999999982,21122,40121,6109,34012,-7561
2016-02-07,4.886,5.24,4.65,0.5899999999999999,-0.5899999999999999,4.922,5.24,4.77,0.47000000000000064,-0.47000000000000064,4.81,5.1,4.65,0.4499999999999993,-0.4499999999999993,4.872,5.17,4.72,0.4500000000000002,-0.40000000000000036,18933,33417,9547,23870,-12945
2016-02-14,4.7524999999999995,4.81,4.72,0.08999999999999986,-0.010000000000000675,4.8375,4.91,4.78,0.1299999999999999,0.0,4.7524999999999995,4.81,4.72,0.08999999999999986,-0.010000000000000675,4.805,4.86,4.74,0.1200000000000001,-0.019999999999999574,32815,83522,12498,71024,-784
2016-02-21,4.846,4.96,4.76,0.20000000000000018,0.16000000000000014,4.912,4.98,4.82,0.16000000000000014,0.1299999999999999,4.81,4.92,4.74,0.17999999999999972,0.0699999999999994,4.872,4.98,4.74,0.2400000000000002,0.040000000000000036,51450,119150,6562,112588,64795
2016-02-28,4.968,5.28,4.79,0.4900000000000002,0.47000000000000064,4.998,5.28,4.82,0.45999999999999996,0.4300000000000006,4.932,5.2,4.75,0.4500000000000002,0.41999999999999993,4.962,5.21,4.78,0.4299999999999997,0.4299999999999997,32655,89639,5353,84286,-43027
2016-03-06,5.154,5.23,5.1,0.13000000000000078,0.040000000000000036,5.198,5.29,5.14,0.15000000000000036,0.04999999999999982,5.128,5.23,5.02,0.21000000000000085,0.040000000000000036,5.154,5.29,5.03,0.2599999999999998,0.05999999999999961,19204,52608,6137,46471,5025
2016-03-13,5.304,5.34,5.26,0.08000000000000007,0.040000000000000036,5.35,5.37,5.31,0.0600000000000005,-0.03000000000000025,5.282,5.31,5.26,0.04999999999999982,0.0,5.338,5.37,5.27,0.10000000000000053,-0.009999999999999787,13935,33035,3696,29339,7591
2016-03-20,5.355,5.46,5.28,0.17999999999999972,0.019999999999999574,5.4275,5.5,5.37,0.1299999999999999,0.1299999999999999,5.345,5.42,5.28,0.13999999999999968,0.019999999999999574,5.3825,5.45,5.33,0.1200000000000001,0.1200000000000001,8255,14008,3631,10377,3084
2016-03-27,5.316,5.42,5.15,0.2699999999999996,-0.1899999999999995,5.36,5.46,5.19,0.2699999999999996,-0.15999999999999925,5.266,5.4,5.1,0.3000000000000007,-0.1200000000000001,5.34,5.4,5.19,0.20999999999999996,-0.15999999999999925,25753,47586,10752,36834,-21261
2016-04-03,5.086,5.36,4.9,0.45999999999999996,0.23000000000000043,5.102,5.38,4.95,0.4299999999999997,0.25,5.0440000000000005,5.33,4.88,0.4500000000000002,0.2599999999999998,5.088,5.35,4.94,0.40999999999999925,0.23999999999999932,13783,29710,4866,24844,6274
2016-04-10,5.65,5.78,5.44,0.33999999999999986,0.3299999999999992,5.664,5.8,5.44,0.35999999999999943,0.35999999999999943,5.596,5.77,5.24,0.5299999999999994,0.5299999999999994,5.618,5.8,5.24,0.5599999999999996,0.5599999999999996,13796,38119,4764,33355,-33355
2016-04-17,5.9799999999999995,6.02,5.92,0.09999999999999964,0.09999999999999964,6.028,6.1,5.93,0.16999999999999993,0.08999999999999986,5.95,6.0,5.89,0.11000000000000032,0.09000000000000075,5.984,6.06,5.92,0.13999999999999968,0.08999999999999986,9553,17201,1836,15365,-15365
2016-04-24,5.944,6.06,5.88,0.17999999999999972,-0.03000000000000025,5.96,6.11,5.89,0.22000000000000064,-0.04999999999999982,5.868,6.06,5.73,0.3299999999999992,-0.13999999999999968,5.886,6.08,5.77,0.3100000000000005,-0.13000000000000078,9999,33083,1294,31789,30587
2016-05-01,5.624,5.69,5.59,0.10000000000000053,-0.09000000000000075,5.636,5.69,5.59,0.10000000000000053,-0.03000000000000025,5.584,5.66,5.51,0.15000000000000036,-0.08000000000000007,5.62,5.67,5.55,0.1200000000000001,-0.009999999999999787,8794,16470,2950,13520,2535
2016-05-08,6.052,6.18,5.84,0.33999999999999986,0.1299999999999999,6.116,6.25,6.01,0.2400000000000002,-0.020000000000000462,6.014,6.16,5.84,0.3200000000000003,0.08999999999999986,6.093999999999999,6.22,6.01,0.20999999999999996,-0.009999999999999787,19544,31774,3739,28035,-13362
2016-05-15,6.042,6.1,5.96,0.13999999999999968,-0.08999999999999986,6.048,6.11,5.96,0.15000000000000036,-0.07000000000000028,6.0,6.07,5.92,0.15000000000000036,-0.10000000000000053,6.016,6.07,5.96,0.11000000000000032,-0.07000000000000028,13279,30595,3015,27580,7034
2016-05-22,6.11,6.16,6.06,0.10000000000000053,0.0699999999999994,6.12,6.16,6.07,0.08999999999999986,0.08999999999999986,6.076,6.16,5.99,0.16999999999999993,0.13999999999999968,6.096,6.16,5.99,0.16999999999999993,0.16000000000000014,7219,12365,2437,9928,3615
2016-05-29,5.875,6.03,5.7,0.33000000000000007,-0.20999999999999996,5.8875,6.03,5.74,0.29000000000000004,-0.20999999999999996,5.8375,5.98,5.69,0.29000000000000004,-0.2400000000000002,5.8725000000000005,6.0,5.71,0.29000000000000004,-0.17999999999999972,9157,12964,5977,6987,6460
2016-06-05,5.756,5.85,5.61,0.23999999999999932,-0.20999999999999996,5.768,5.89,5.61,0.27999999999999936,-0.22999999999999954,5.716,5.85,5.52,0.33000000000000007,-0.28000000000000025,5.748,5.89,5.56,0.33000000000000007,-0.27000000000000046,10397,16185,7267,8918,-6171
2016-06-12,5.472,5.53,5.41,0.1200000000000001,0.0699999999999994,5.498,5.55,5.42,0.1299999999999999,0.08000000000000007,5.4399999999999995,5.51,5.38,0.1299999999999999,0.05999999999999961,5.476,5.52,5.41,0.10999999999999943,0.08999999999999986,14632,17247,11527,5720,-1525
2016-06-19,5.67,5.78,5.49,0.29000000000000004,-0.2400000000000002,5.706,5.8,5.57,0.22999999999999954,-0.17999999999999972,5.63,5.77,5.43,0.33999999999999986,-0.22000000000000064,5.656,5.77,5.52,0.25,-0.13000000000000078,9205,12942,7343,5599,-794
2016-06-26,5.34,5.39,5.3,0.08999999999999986,0.07000000000000028,5.376,5.43,5.32,0.10999999999999943,0.009999999999999787,5.308,5.34,5.26,0.08000000000000007,0.03000000000000025,5.344,5.37,5.32,0.04999999999999982,0.040000000000000036,10047,14781,7432,7349,-6813
2016-07-03,5.16,5.31,4.87,0.4399999999999995,-0.4399999999999995,5.185,5.31,4.91,0.39999999999999947,-0.39999999999999947,5.13,5.25,4.87,0.3799999999999999,-0.3799999999999999,5.17,5.29,4.9,0.3899999999999997,-0.3899999999999997,8495,10731,3672,7059,-6372
2016-07-10,5.236,5.43,5.09,0.33999999999999986,0.33999999999999986,5.32,5.55,5.12,0.4299999999999997,0.41999999999999993,5.2299999999999995,5.43,5.08,0.34999999999999964,0.34999999999999964,5.3,5.54,5.1,0.4400000000000004,0.4400000000000004,16140,26079,2132,23947,-8252
2016-07-17,5.57,5.66,5.49,0.16999999999999993,0.10999999999999943,5.6,5.66,5.54,0.1200000000000001,0.08000000000000007,5.542,5.58,5.49,0.08999999999999986,0.08999999999999986,5.578,5.63,5.5,0.1299999999999999,0.1200000000000001,7688,27969,1341,26628,-3063
2016-07-24,5.61,5.67,5.5,0.16999999999999993,0.16999999999999993,5.614,5.68,5.51,0.16999999999999993,0.16999999999999993,5.56,5.67,5.45,0.21999999999999975,0.16999999999999993,5.586,5.67,5.46,0.20999999999999996,0.16000000000000014,16784,47910,2083,45827,-1578
2016-07-31,5.822,5.98,5.71,0.27000000000000046,0.27000000000000046,5.846,5.98,5.73,0.25,0.25,5.786,5.95,5.59,0.3600000000000003,0.3600000000000003,5.842,5.97,5.73,0.23999999999999932,0.23999999999999932,6644,10682,2194,8488,-3875
2016-08-07,6.106,6.15,6.06,0.09000000000000075,0.03000000000000025,6.116,6.17,6.08,0.08999999999999986,0.009999999999999787,6.076,6.13,6.03,0.09999999999999964,-0.02999999999999936,6.1,6.17,6.04,0.1299999999999999,-0.019999999999999574,5544,12596,910,11686,2954
2016-08-14,6.086,6.11,6.0,0.11000000000000032,0.0,6.12,6.16,6.01,0.15000000000000036,0.03000000000000025,6.07,6.11,5.95,0.16000000000000014,0.020000000000000462,6.118,6.16,6.01,0.15000000000000036,0.040000000000000036,9213,26135,2063,24072,-5276
2016-08-21,6.134,6.23,6.02,0.21000000000000085,0.11000000000000032,6.16,6.23,6.11,0.1200000000000001,0.09000000000000075,6.101999999999999,6.16,6.02,0.14000000000000057,0.03000000000000025,6.134,6.19,6.07,0.1200000000000001,0.040000000000000036,5337,8993,1048,7945,276
