Date,LAZ_stock_Open_average,LAZ_stock_Open_max,LAZ_stock_Open_min,LAZ_stock_Open_volatility,LAZ_stock_Open_change,LAZ_stock_High_average,LAZ_stock_High_max,LAZ_stock_High_min,LAZ_stock_High_volatility,LAZ_stock_High_change,LAZ_stock_Low_average,LAZ_stock_Low_max,LAZ_stock_Low_min,LAZ_stock_Low_volatility,LAZ_stock_Low_change,LAZ_stock_Close_average,LAZ_stock_Close_max,LAZ_stock_Close_min,LAZ_stock_Close_volatility,LAZ_stock_Close_change,LAZ_stock_Volume_average,LAZ_stock_Volume_max,LAZ_stock_Volume_min,LAZ_stock_Volume_volatility,LAZ_stock_Volume_change
2017-04-30,43.34,44.0,43.05,0.9500000000000028,0.12000000000000455,43.796,44.3,43.34,0.9599999999999937,-0.36999999999999744,42.858,43.11,42.43,0.6799999999999997,-0.18999999999999773,43.338,44.17,42.86,1.3100000000000023,-0.25,1840964,3092433,1111806,1980627,1737040
2017-05-07,43.744,44.51,42.73,1.7800000000000011,1.7800000000000011,44.278,44.85,43.3,1.5500000000000043,1.470000000000006,43.642,44.36,42.64,1.7199999999999989,1.7199999999999989,44.13,44.65,43.12,1.5300000000000011,1.5100000000000051,841341,1193700,597754,595946,-595197
2017-05-14,44.312000000000005,45.59,43.34,2.25,-0.7899999999999991,44.872,45.74,43.7,2.039999999999999,-1.1200000000000045,43.902,44.91,42.86,2.049999999999997,-0.990000000000002,44.43,45.55,43.53,2.019999999999996,-1.3499999999999943,726255,1077103,450455,626648,-116986
2017-05-21,44.186,44.48,43.99,0.4899999999999949,-0.269999999999996,44.536,45.04,44.15,0.8900000000000006,0.3299999999999983,43.852,44.13,43.48,0.6500000000000057,0.0800000000000054,44.269999999999996,44.96,43.91,1.0500000000000043,0.8000000000000043,525255,634438,404353,230085,180831
2017-05-28,44.832499999999996,45.0,44.65,0.3500000000000014,0.0,45.12,45.33,44.8,0.5300000000000011,0.21000000000000085,44.4625,44.65,44.04,0.6099999999999994,0.04999999999999716,44.7875,45.19,44.5,0.6899999999999977,0.22000000000000597,621062,668940,538048,130892,-112701
2017-06-04,44.856,45.0,44.65,0.3500000000000014,0.12000000000000455,45.274,45.48,45.0,0.4799999999999969,-0.03999999999999915,44.556,44.75,44.38,0.36999999999999744,-0.25,44.93,45.03,44.86,0.1700000000000017,-0.1700000000000017,660240,997650,398149,599501,-323673
2017-06-11,44.774,45.35,44.23,1.1200000000000045,-0.19999999999999574,45.134,45.35,44.82,0.5300000000000011,0.19000000000000483,44.24,44.52,43.95,0.5700000000000003,0.5700000000000003,45.058,45.35,44.81,0.5399999999999991,0.21000000000000085,663617,751370,557960,193410,-37270
2017-06-18,45.674,45.95,45.43,0.5200000000000031,-0.0899999999999963,46.114000000000004,46.38,45.85,0.5300000000000011,-0.5300000000000011,45.386,45.54,45.09,0.44999999999999574,-0.30999999999999517,45.746,46.01,45.47,0.5399999999999991,-0.25,887734,2272496,303056,1969440,1571366
2017-06-25,46.552,47.47,45.8,1.6700000000000017,0.9100000000000037,47.018,47.62,46.2,1.4199999999999946,0.7099999999999937,46.052,46.69,45.56,1.1299999999999955,0.5399999999999991,46.378,46.81,45.85,0.9600000000000009,0.4799999999999969,681192,874604,493896,380708,-49242
2017-07-02,46.8,47.29,46.59,0.6999999999999957,0.13999999999999346,47.167500000000004,47.34,46.9,0.44000000000000483,-0.21000000000000085,46.4375,46.65,46.23,0.4200000000000017,-0.030000000000001137,46.8175,47.32,46.55,0.7700000000000031,-0.7299999999999969,539734,934515,273356,661159,69981
2017-07-09,46.348,47.11,45.74,1.3699999999999974,-0.5900000000000034,46.73,47.22,46.17,1.0499999999999972,-0.490000000000002,45.866,46.33,45.49,0.8399999999999963,-0.6099999999999994,46.252,47.1,45.74,1.3599999999999994,-0.8500000000000014,582566,647450,461532,185918,-185918
2017-07-16,46.824,47.04,46.25,0.7899999999999991,0.7700000000000031,47.25,47.5,47.02,0.4799999999999969,0.37999999999999545,46.562,46.89,45.94,0.9500000000000028,0.9500000000000028,47.106,47.4,46.82,0.5799999999999983,0.3399999999999963,536647,688439,380643,307796,-189906
2017-07-23,47.716,48.74,46.21,2.530000000000001,-1.0700000000000003,48.034,48.86,46.53,2.3299999999999983,-1.5399999999999991,46.798,47.78,45.62,2.1600000000000037,-1.6400000000000006,47.188,48.01,46.02,1.9899999999999949,-1.9899999999999949,1156832,2065162,617258,1447904,-962823
2017-07-30,46.284,46.97,45.65,1.3200000000000003,-0.5799999999999983,46.464,46.97,45.95,1.019999999999996,-0.6899999999999977,45.8,46.23,45.48,0.75,-0.5800000000000054,46.092,46.71,45.48,1.230000000000004,-1.230000000000004,580050,863567,360969,502598,-486873
2017-08-06,44.705999999999996,45.73,42.76,2.969999999999999,-2.740000000000002,44.952000000000005,45.78,43.35,2.4299999999999997,-2.4299999999999997,44.138,45.37,42.72,2.6499999999999986,-2.3900000000000006,44.416,45.75,42.96,2.789999999999999,-2.6099999999999994,785268,1123737,620235,503502,187266
2017-08-13,43.512,44.53,42.29,2.240000000000002,-1.3100000000000023,43.902,44.53,42.79,1.740000000000002,-1.6300000000000026,43.012,43.7,42.2,1.5,-1.2999999999999972,43.286,44.32,42.42,1.8999999999999986,-1.8999999999999986,602523,860576,349987,510589,-126982
2017-08-20,42.632,42.96,42.32,0.6400000000000006,-0.03999999999999915,43.048,43.38,42.5,0.8800000000000026,-0.5300000000000011,42.403999999999996,42.77,42.11,0.6600000000000037,-0.18999999999999773,42.57,43.08,42.15,0.9299999999999997,-0.480000000000004,623458,644149,596937,47212,-3773
2017-08-27,42.438,42.81,42.09,0.7199999999999989,0.46999999999999886,42.872,43.49,42.31,1.1799999999999997,0.5700000000000003,42.274,42.75,41.87,0.8800000000000026,0.45000000000000284,42.654,43.06,42.2,0.8599999999999994,0.5300000000000011,726370,908149,492115,416034,-270374
2017-09-03,41.865,42.95,40.9,2.0500000000000043,-2.0500000000000043,41.9825,42.95,41.2,1.75,-1.75,40.9725,41.39,40.5,0.8900000000000006,-0.7700000000000031,41.2225,41.87,40.66,1.2100000000000009,-1.2100000000000009,928454,1389042,555115,833927,185853
2017-09-10,41.498,41.87,41.05,0.8200000000000003,0.39000000000000057,41.97,42.23,41.73,0.5,0.5,41.384,41.56,40.99,0.5700000000000003,0.44999999999999574,41.594,41.7,41.49,0.21000000000000085,0.21000000000000085,629044,1279692,278434,1001258,-613453
2017-09-17,42.698,43.24,41.78,1.4600000000000009,1.1700000000000017,43.37,43.76,42.55,1.2100000000000009,1.1000000000000014,42.592,42.96,41.78,1.1799999999999997,1.0899999999999963,43.008,43.28,42.45,0.8299999999999983,0.75,591953,757660,367144,390516,-180650
2017-09-24,43.858,44.95,43.07,1.8800000000000026,1.8800000000000026,44.502,45.83,43.56,2.269999999999996,2.269999999999996,43.638,44.7,43.05,1.6500000000000057,1.6500000000000057,44.092,45.22,43.1,2.1199999999999974,1.9200000000000017,682417,995161,284814,710347,422890
2017-10-01,45.564,46.01,45.06,0.9499999999999957,0.7800000000000011,45.878,46.22,45.29,0.9299999999999997,0.7100000000000009,45.076,45.6,44.48,1.1200000000000045,0.7100000000000009,45.588,45.96,45.02,0.9399999999999977,0.4099999999999966,539041,718622,297794,420828,-343095
