Date,LAZ_stock_Open_average,LAZ_stock_Open_max,LAZ_stock_Open_min,LAZ_stock_Open_volatility,LAZ_stock_Open_change,LAZ_stock_High_average,LAZ_stock_High_max,LAZ_stock_High_min,LAZ_stock_High_volatility,LAZ_stock_High_change,LAZ_stock_Low_average,LAZ_stock_Low_max,LAZ_stock_Low_min,LAZ_stock_Low_volatility,LAZ_stock_Low_change,LAZ_stock_Close_average,LAZ_stock_Close_max,LAZ_stock_Close_min,LAZ_stock_Close_volatility,LAZ_stock_Close_change,LAZ_stock_Volume_average,LAZ_stock_Volume_max,LAZ_stock_Volume_min,LAZ_stock_Volume_volatility,LAZ_stock_Volume_change
2016-01-03,40.556,42.89,37.74,5.149999999999999,-4.409999999999997,40.958,43.28,38.34,4.939999999999998,-4.669999999999995,39.406,41.76,36.08,5.68,-5.68,39.764,42.9,36.13,6.769999999999996,-6.769999999999996,1083472,1663753,668614,995139,925728
2016-01-10,33.746,36.74,31.13,5.610000000000003,-5.610000000000003,35.122,37.41,33.33,4.079999999999998,-4.079999999999998,32.408,34.57,30.86,3.710000000000001,-3.4400000000000013,33.684,35.15,32.04,3.1099999999999994,-1.9099999999999966,2432651,2991622,2009700,981922,-7530
2016-01-17,33.519999999999996,33.98,32.68,1.2999999999999972,-0.05999999999999517,34.275,34.81,33.68,1.1300000000000026,0.4200000000000017,32.87,33.73,32.3,1.4299999999999997,0.7199999999999989,33.715,34.79,32.97,1.8200000000000003,1.3200000000000003,1096364,1538503,715513,822990,-610616
2016-01-24,34.022,34.31,33.46,0.8500000000000014,-0.8500000000000014,34.614,34.78,34.37,0.4100000000000037,-0.09000000000000341,33.402,33.73,33.03,0.6999999999999957,-0.2700000000000031,33.916,34.69,33.22,1.4699999999999989,0.8299999999999983,724808,945157,550258,394899,156370
2016-01-31,33.244,35.91,30.84,5.069999999999997,-1.8200000000000003,34.138,35.91,32.93,2.979999999999997,-1.509999999999998,31.408,33.63,29.47,4.160000000000004,-2.2500000000000036,32.385999999999996,34.76,30.83,3.9299999999999997,-3.039999999999999,1856919,3165241,579572,2585669,718826
2016-02-07,30.724,31.3,29.27,2.030000000000001,-0.5399999999999991,31.622,32.27,30.54,1.730000000000004,-0.5300000000000047,30.222,30.61,29.26,1.3499999999999979,0.07000000000000028,30.898,32.04,30.08,1.9600000000000009,-0.5700000000000003,1416641,1796993,1008411,788582,-625661
2016-02-14,31.9575,32.5,31.07,1.4299999999999997,-0.9299999999999997,32.5,33.37,31.64,1.7299999999999969,-0.75,31.4675,32.26,30.77,1.4899999999999984,-0.6400000000000006,31.8325,32.5,31.43,1.0700000000000003,-0.4800000000000004,1286748,1567981,750851,817130,-644102
2016-02-21,32.434,33.04,31.9,1.1400000000000006,0.9600000000000009,33.138,34.46,32.6,1.8599999999999994,1.6199999999999974,31.964,32.78,31.04,1.740000000000002,0.8399999999999999,32.872,34.3,32.34,1.9599999999999937,1.4799999999999969,774647,948604,515054,433550,344288
2016-02-28,36.234,37.37,34.43,2.9399999999999977,2.9399999999999977,37.162,38.4,35.25,3.1499999999999986,3.1499999999999986,35.566,36.57,33.8,2.770000000000003,2.770000000000003,36.81,37.34,35.18,2.1600000000000037,2.1199999999999974,1240830,1406807,1002278,404529,-33133
2016-03-06,37.42,38.12,36.75,1.3699999999999974,1.3699999999999974,37.954,39.31,37.18,2.1300000000000026,1.9500000000000028,37.114,38.06,36.48,1.5800000000000054,1.480000000000004,37.806,39.22,37.05,2.1700000000000017,1.9499999999999957,971814,1127363,765699,361664,-88978
2016-03-13,38.01,39.87,36.55,3.3200000000000003,1.0399999999999991,39.026,40.7,37.63,3.0700000000000003,1.4500000000000028,37.554,39.76,36.43,3.3299999999999983,2.0700000000000003,38.368,40.15,36.74,3.4099999999999966,2.1599999999999966,1124813,1662560,727422,935138,469531
2016-03-20,39.2425,40.03,37.93,2.1000000000000014,-2.1000000000000014,39.8375,40.58,38.27,2.309999999999995,-2.309999999999995,38.4775,39.29,37.33,1.9600000000000009,-1.9600000000000009,39.1025,39.89,38.18,1.7100000000000009,-1.6099999999999994,726499,955661,479040,476621,234792
2016-03-27,38.692,39.76,37.97,1.7899999999999991,0.0799999999999983,39.577999999999996,40.53,38.66,1.8700000000000045,1.0,38.246,39.1,37.51,1.5900000000000034,0.2700000000000031,39.1,39.9,38.22,1.6799999999999997,1.4299999999999997,689054,937446,515937,421509,221745
2016-04-03,37.478,39.47,35.87,3.6000000000000014,-3.6000000000000014,37.738,39.63,35.96,3.6700000000000017,-3.6700000000000017,36.182,38.37,34.31,4.059999999999995,-4.059999999999995,36.61,38.46,34.71,3.75,-3.75,903249,1299786,634968,664818,434072
2016-04-10,36.254,37.8,34.86,2.9399999999999977,2.8999999999999986,37.168,38.67,35.26,3.4100000000000037,2.8599999999999994,36.072,37.59,34.49,3.1000000000000014,3.1000000000000014,36.746,37.93,34.67,3.259999999999998,3.229999999999997,867037,1077508,687242,390266,-140550
2016-04-17,38.402,38.82,37.46,1.3599999999999994,1.269999999999996,39.174,39.77,38.64,1.1300000000000026,0.45000000000000284,37.838,38.45,37.04,1.4100000000000037,-0.4200000000000017,38.56,39.56,37.31,2.25,-0.8999999999999986,1082795,1872623,547607,1325016,648230
2016-04-24,36.891999999999996,37.3,36.47,0.8299999999999983,-0.5600000000000023,37.232,37.8,36.54,1.259999999999998,-0.490000000000002,36.19,36.66,35.65,1.009999999999998,0.10000000000000142,36.76,37.43,36.05,1.3800000000000026,-0.4100000000000037,942540,1250164,768999,481165,-329161
2016-05-01,34.73,36.26,33.68,2.5799999999999983,-2.5799999999999983,35.088,36.61,34.07,2.539999999999999,-2.539999999999999,34.196,35.44,33.59,1.8499999999999943,-1.8499999999999943,34.424,35.57,33.78,1.7899999999999991,-1.7899999999999991,940604,1314099,745312,568787,-450128
2016-05-08,33.922000000000004,34.45,33.37,1.0800000000000054,-0.3400000000000034,34.48,35.03,33.93,1.1000000000000014,0.22999999999999687,33.452,34.01,32.77,1.2399999999999949,-0.5599999999999952,33.736,34.68,32.84,1.8399999999999963,-0.6599999999999966,675190,784422,551868,232554,175209
2016-05-15,33.458,33.8,32.94,0.8599999999999994,0.8500000000000014,34.032,34.44,33.61,0.8299999999999983,0.509999999999998,33.188,33.55,32.84,0.7099999999999937,0.7099999999999937,33.71,34.17,33.28,0.8900000000000006,0.7299999999999969,740597,1095956,476199,619757,348293
2016-05-22,34.494,35.09,33.78,1.3100000000000023,0.5799999999999983,34.86,35.19,34.07,1.1199999999999974,1.1199999999999974,34.06,34.63,33.16,1.470000000000006,1.3100000000000023,34.582,35.14,33.45,1.6899999999999977,1.6899999999999977,633954,832215,409510,422705,-288007
2016-05-29,34.6325,35.2,33.96,1.240000000000002,-1.240000000000002,34.9325,35.51,34.44,1.0700000000000003,-1.0700000000000003,34.19,34.96,33.4,1.5600000000000023,-1.5600000000000023,34.7375,35.18,34.36,0.8200000000000003,-0.8200000000000003,804625,1436508,333681,1102827,-570983
2016-06-05,34.048,34.65,33.16,1.490000000000002,-1.3200000000000003,34.496,35.0,33.45,1.5499999999999972,-1.5499999999999972,33.708,34.11,32.81,1.2999999999999972,-1.2999999999999972,33.898,34.61,33.03,1.5799999999999983,-1.5799999999999983,547422,679770,451347,228423,58803
2016-06-12,32.518,32.82,31.93,0.8900000000000006,0.0799999999999983,33.316,33.65,32.96,0.6899999999999977,0.14999999999999858,32.134,32.82,31.36,1.4600000000000009,0.240000000000002,32.688,33.2,31.65,1.5500000000000043,0.44000000000000483,811581,1124938,534719,590219,345676
2016-06-19,33.552,34.09,32.5,1.5900000000000034,-1.5900000000000034,34.098,34.98,32.67,2.309999999999995,-2.309999999999995,33.006,34.09,30.67,3.4200000000000017,-3.1700000000000017,33.34,34.94,31.21,3.729999999999997,-2.6300000000000026,1656353,4982419,607145,4375274,4049851
2016-06-26,29.214,30.41,27.93,2.4800000000000004,-0.8000000000000007,29.856,30.6,28.91,1.6900000000000013,-0.5100000000000016,28.004,29.5,26.21,3.289999999999999,3.289999999999999,28.868000000000002,29.92,27.0,2.9200000000000017,2.9200000000000017,2595553,4548663,910669,3637994,-3637994
2016-07-03,29.62,30.71,29.12,1.5899999999999999,1.4600000000000009,30.27,30.89,29.65,1.240000000000002,1.2199999999999989,29.3625,30.32,28.85,1.4699999999999989,1.4400000000000013,29.9275,30.54,29.39,1.1499999999999986,1.0,1297861,1866205,679662,1186543,-826056
2016-07-10,31.926,32.58,30.74,1.8399999999999999,1.8399999999999999,32.496,32.88,31.67,1.2100000000000009,1.2100000000000009,31.526,32.25,30.65,1.6000000000000014,1.6000000000000014,32.03,32.77,31.05,1.7200000000000024,1.7200000000000024,1010857,1410165,661099,749066,-387893
2016-07-17,33.24,33.55,32.83,0.7199999999999989,0.2600000000000051,33.769999999999996,34.11,33.55,0.5600000000000023,-0.35999999999999943,32.81,33.01,32.46,0.5499999999999972,0.17999999999999972,33.28,33.88,32.87,1.0100000000000051,-0.3100000000000023,843820,1473923,497000,976923,-236115
2016-07-24,33.64,34.39,32.93,1.4600000000000009,0.509999999999998,34.496,35.83,33.7,2.1299999999999955,1.6400000000000006,33.336,34.12,32.53,1.5899999999999963,0.8499999999999943,34.164,35.74,33.41,2.3300000000000054,2.240000000000002,1122318,1740169,651080,1089089,450754
2016-07-31,34.546,35.5,33.57,1.9299999999999997,-0.9500000000000028,34.966,35.7,34.22,1.480000000000004,-0.7600000000000051,33.96,34.64,33.42,1.2199999999999989,-0.3299999999999983,34.316,35.16,33.75,1.4099999999999966,-0.8099999999999952,830971,1322012,463317,858695,-858695
2016-08-07,34.912,35.32,34.54,0.7800000000000011,0.5500000000000043,35.321999999999996,35.75,34.75,1.0,1.0,34.726,35.1,34.31,0.7899999999999991,0.7299999999999969,35.106,35.45,34.74,0.7100000000000009,0.7100000000000009,748305,958230,497265,460965,-460965
2016-08-14,35.902,36.48,35.54,0.9399999999999977,0.9399999999999977,36.63,37.32,36.13,1.1899999999999977,1.1899999999999977,35.822,36.45,35.46,0.990000000000002,0.990000000000002,36.324,37.0,35.86,1.1400000000000006,1.1400000000000006,655502,792854,450639,342215,-75583
2016-08-21,37.122,37.45,36.85,0.6000000000000014,0.11999999999999744,37.556,37.98,37.13,0.8499999999999943,-0.1699999999999946,36.76,37.25,36.43,0.8200000000000003,-0.2700000000000031,36.988,37.61,36.6,1.009999999999998,-0.3299999999999983,735628,1329158,345495,983663,-54537
2016-08-28,36.974,37.22,36.57,0.6499999999999986,0.5399999999999991,37.428000000000004,37.6,37.34,0.259999999999998,-0.01999999999999602,36.544000000000004,36.64,36.39,0.25,0.04999999999999716,37.01,37.33,36.7,0.6299999999999955,0.6299999999999955,703371,961395,523793,437602,-437602
2016-09-04,37.295,37.65,36.71,0.9399999999999977,0.1700000000000017,37.73,38.19,37.43,0.759999999999998,0.29999999999999716,36.75,37.27,36.49,0.7800000000000011,-0.10000000000000142,37.205,37.91,36.73,1.1799999999999997,0.07000000000000028,619614,726125,483183,242942,71861
2016-09-11,36.11,36.37,35.86,0.509999999999998,-0.14000000000000057,36.658,37.1,36.27,0.8299999999999983,-0.7000000000000028,35.764,35.93,35.57,0.35999999999999943,0.13000000000000256,36.296,36.94,35.86,1.0799999999999983,-0.8900000000000006,527402,863312,305437,557875,-138589
2016-09-18,36.426,36.77,36.19,0.5800000000000054,-0.21000000000000085,36.796,36.94,36.59,0.3499999999999943,0.0,36.065999999999995,36.19,35.91,0.28000000000000114,0.05999999999999517,36.418,36.64,35.94,0.7000000000000028,0.14000000000000057,529894,699785,373840,325945,241857
2016-09-25,35.98,36.26,35.66,0.6000000000000014,-0.46000000000000085,36.362,36.62,36.19,0.4299999999999997,0.1699999999999946,35.474,35.69,34.9,0.7899999999999991,-0.1599999999999966,35.92,36.36,35.21,1.1499999999999986,0.38000000000000256,943601,1945627,498228,1447399,1257575
2016-10-02,35.954,36.09,35.71,0.38000000000000256,-0.060000000000002274,36.274,36.54,35.98,0.5600000000000023,-0.5400000000000063,35.506,35.93,35.38,0.5499999999999972,0.01999999999999602,35.8,35.98,35.51,0.46999999999999886,0.1600000000000037,723555,1168042,270555,897487,-897487
2016-10-09,34.932,35.7,34.05,1.6500000000000057,-0.9600000000000009,35.272,36.12,34.5,1.6199999999999974,-1.1699999999999946,34.46,35.44,33.48,1.9600000000000009,-1.0899999999999963,34.706,35.45,34.34,1.1099999999999994,-1.0800000000000054,670570,1065633,287715,777918,-401625
2016-10-16,35.014,35.44,34.44,1.0,0.9200000000000017,35.422000000000004,36.07,34.56,1.509999999999998,1.509999999999998,34.77,35.35,34.14,1.2100000000000009,1.0399999999999991,35.202,36.03,34.18,1.8500000000000014,1.8500000000000014,432236,526246,292832,233414,179500
2016-10-23,36.698,37.64,35.81,1.8299999999999983,1.2000000000000028,37.182,38.21,36.12,2.0900000000000034,1.1499999999999986,36.162,36.96,35.51,1.4500000000000028,0.8700000000000045,36.589999999999996,37.21,35.87,1.3400000000000034,1.1700000000000017,1023454,1964631,607451,1357180,174731
2016-10-30,37.26,37.91,36.8,1.1099999999999994,0.4299999999999997,37.778,38.17,37.48,0.6900000000000048,0.6900000000000048,36.866,37.4,36.4,1.0,1.0,37.333999999999996,38.03,36.46,1.5700000000000003,1.519999999999996,1156685,1446471,881934,564537,-121026
2016-11-06,38.589999999999996,39.39,38.19,1.2000000000000028,-0.7000000000000028,39.153999999999996,40.39,38.39,2.0,-0.769999999999996,37.916,38.28,37.37,0.9100000000000037,-0.9100000000000037,38.432,38.76,38.24,0.519999999999996,-0.23999999999999488,1513989,2757791,652150,2105641,953873
2016-11-13,39.396,39.98,38.46,1.519999999999996,1.519999999999996,40.05,40.39,39.61,0.7800000000000011,0.7800000000000011,39.142,39.86,38.46,1.3999999999999986,1.3999999999999986,39.836,40.06,39.54,0.5200000000000031,0.3400000000000034,837959,1220822,446830,773992,-402601
2016-11-20,40.2525,40.49,40.14,0.3500000000000014,-0.07000000000000028,40.4175,40.62,40.19,0.4299999999999997,-0.1600000000000037,39.865,40.04,39.56,0.4799999999999969,0.3499999999999943,40.16,40.49,40.04,0.45000000000000284,0.020000000000003126,1031881,2321898,180842,2141056,-2141056
2016-11-27,39.64,40.8,38.86,1.9399999999999977,1.0799999999999983,40.228,41.6,39.04,2.5600000000000023,1.6499999999999986,39.078,40.63,38.46,2.1700000000000017,2.1300000000000026,39.788000000000004,41.47,38.74,2.729999999999997,2.6099999999999994,1653285,3262746,809625,2453121,1023444
2016-12-04,43.1,43.78,41.59,2.1899999999999977,2.1899999999999977,43.678,44.07,42.73,1.3400000000000034,1.1600000000000037,42.572,43.13,41.36,1.7700000000000031,1.6199999999999974,43.38,43.92,42.64,1.2800000000000011,0.36999999999999744,1157945,1653574,687439,966135,-907767
2016-12-11,41.82,43.01,41.17,1.8399999999999963,-1.7299999999999969,42.336,43.1,41.42,1.6799999999999997,-1.3100000000000023,41.142,42.2,40.78,1.4200000000000017,-1.3400000000000034,41.67,42.4,41.04,1.3599999999999994,-1.1499999999999986,1114667,1492897,685024,807873,135427
2016-12-18,41.57,42.09,41.14,0.9500000000000028,0.259999999999998,41.972,42.31,41.53,0.7800000000000011,0.18999999999999773,41.288,41.83,40.89,0.9399999999999977,0.35999999999999943,41.742,42.18,41.33,0.8500000000000014,0.3400000000000034,636136,809160,533883,275277,-51413
2016-12-25,41.225,41.66,40.71,0.9499999999999957,-0.519999999999996,41.3725,41.89,41.05,0.8400000000000034,-0.730000000000004,40.8425,41.34,40.53,0.8100000000000023,-0.5900000000000034,41.0675,41.38,40.81,0.5700000000000003,-0.28999999999999915,634797,1070376,366793,703583,158372
2017-01-01,41.745000000000005,42.13,41.45,0.6799999999999997,0.1599999999999966,42.1875,42.68,41.73,0.9500000000000028,0.010000000000005116,41.1725,41.54,40.72,0.8200000000000003,-0.20000000000000284,41.715,42.63,41.0,1.6300000000000026,-0.6400000000000006,897997,1221447,505555,715892,715892
2017-01-08,40.788,41.23,40.48,0.75,0.5100000000000051,41.166,41.48,40.83,0.6499999999999986,0.20999999999999375,40.526,41.0,40.22,0.7800000000000011,0.4399999999999977,40.839999999999996,41.09,40.65,0.44000000000000483,0.0800000000000054,809228,1197243,343615,853628,-286842
2017-01-15,40.9975,41.4,40.78,0.6199999999999974,0.0799999999999983,41.2675,41.43,41.02,0.4099999999999966,-0.19999999999999574,40.5525,40.7,40.37,0.3300000000000054,-0.12000000000000455,40.905,41.39,40.61,0.7800000000000011,-0.09000000000000341,688597,889039,514400,374639,140482
2017-01-22,41.242,41.88,40.65,1.230000000000004,1.230000000000004,41.756,42.13,41.18,0.9500000000000028,0.9500000000000028,41.02,41.56,40.63,0.9299999999999997,0.9299999999999997,41.368,42.01,40.74,1.269999999999996,1.019999999999996,729444,779230,692840,86390,-86390
2017-01-29,41.52,42.7,40.31,2.3900000000000006,1.9199999999999946,41.9,42.79,40.58,2.210000000000001,2.1300000000000026,40.82,41.99,40.05,1.9400000000000048,1.9400000000000048,41.544000000000004,42.27,40.33,1.9400000000000048,1.9400000000000048,1139718,1533758,861285,672473,-479506
2017-02-05,42.5,42.9,42.07,0.8299999999999983,0.8299999999999983,43.054,43.45,42.63,0.8200000000000003,0.3200000000000003,42.272,42.85,41.93,0.9200000000000017,0.7800000000000011,42.78,43.21,42.44,0.7700000000000031,0.5,693508,931151,446828,484323,-345718
2017-02-12,43.538000000000004,43.75,43.3,0.45000000000000284,0.25,43.882,44.31,43.59,0.7199999999999989,-0.00999999999999801,43.304,43.57,43.14,0.4299999999999997,0.10000000000000142,43.608,43.93,43.4,0.5300000000000011,0.00999999999999801,627055,840169,384073,456096,456096
2017-02-19,43.085,43.71,42.29,1.4200000000000017,-1.4200000000000017,43.1575,43.8,42.43,1.3699999999999974,-1.3699999999999974,42.525,43.2,42.03,1.1700000000000017,-1.1700000000000017,42.849999999999994,43.37,42.41,0.9600000000000009,-0.9600000000000009,968448,1858923,504342,1354581,370215
2017-02-26,42.998,43.63,42.44,1.1900000000000048,0.13000000000000256,43.542,44.2,43.2,1.0,-0.00999999999999801,42.738,43.35,42.41,0.9400000000000048,0.1600000000000037,43.254,44.09,43.01,1.0800000000000054,-0.030000000000001137,717602,930904,433875,497029,-390159
2017-03-05,43.026,43.72,42.55,1.1700000000000017,0.9799999999999969,43.48,43.8,42.93,0.8699999999999974,0.8699999999999974,42.786,43.16,42.44,0.7199999999999989,0.6099999999999994,43.098,43.59,42.58,1.0100000000000051,1.0100000000000051,504656,656252,250582,405670,405670
2017-03-12,45.486,46.32,44.02,2.299999999999997,1.9199999999999946,46.174,47.09,45.74,1.3500000000000014,0.21000000000000085,44.96,45.79,43.86,1.9299999999999997,0.6600000000000037,45.67,45.96,45.25,0.7100000000000009,-0.46000000000000085,2961002,7981547,1089993,6891554,5014783
2017-03-19,44.828,45.4,43.84,1.5599999999999952,-0.030000000000001137,45.466,45.91,44.81,1.0999999999999943,0.23999999999999488,44.308,44.83,43.51,1.3200000000000003,0.10999999999999943,44.754,45.12,43.99,1.1299999999999955,-0.030000000000001137,952204,1438894,701492,737402,-24493
2017-03-26,45.036,45.7,44.21,1.490000000000002,1.490000000000002,45.646,46.12,44.99,1.1299999999999955,1.1299999999999955,44.818,45.32,44.11,1.2100000000000009,1.1300000000000026,45.494,45.99,44.78,1.2100000000000009,1.2100000000000009,734400,976805,393941,582864,-74494
2017-04-02,45.292,45.99,44.58,1.4100000000000037,-0.8599999999999994,45.762,45.99,45.67,0.3200000000000003,-0.3100000000000023,44.852,45.15,44.45,0.6999999999999957,-0.07000000000000028,45.258,45.59,44.53,1.0600000000000023,-0.19000000000000483,773766,903192,634903,268289,-76941
2017-04-09,45.39,45.95,44.75,1.2000000000000028,-0.5700000000000003,45.760000000000005,46.02,45.14,0.8800000000000026,-0.7899999999999991,44.8625,45.32,44.36,0.9600000000000009,-0.9600000000000009,45.307500000000005,45.95,44.61,1.3400000000000034,-1.1600000000000037,807682,907290,712592,194698,-85377
2017-04-16,45.416,46.0,44.89,1.1099999999999994,1.1099999999999994,45.93,46.7,45.23,1.470000000000006,0.7899999999999991,44.902,45.78,44.43,1.3500000000000014,-0.21000000000000085,45.4,46.03,44.76,1.2700000000000031,-0.5100000000000051,1029867,2113305,627597,1485708,1395078
2017-04-23,44.816,45.61,43.27,2.3399999999999963,-2.3399999999999963,45.176,46.09,43.46,2.6300000000000026,-2.6300000000000026,43.87,45.13,42.68,2.450000000000003,-2.450000000000003,44.022,45.16,42.94,2.219999999999999,-2.219999999999999,2176104,4884325,1122577,3761748,521589
