Date,Direxion Daily S&P 500 Bear 3X Shares_etf_Open_average,Direxion Daily S&P 500 Bear 3X Shares_etf_Open_max,Direxion Daily S&P 500 Bear 3X Shares_etf_Open_min,Direxion Daily S&P 500 Bear 3X Shares_etf_Open_volatility,Direxion Daily S&P 500 Bear 3X Shares_etf_Open_change,Direxion Daily S&P 500 Bear 3X Shares_etf_High_average,Direxion Daily S&P 500 Bear 3X Shares_etf_High_max,Direxion Daily S&P 500 Bear 3X Shares_etf_High_min,Direxion Daily S&P 500 Bear 3X Shares_etf_High_volatility,Direxion Daily S&P 500 Bear 3X Shares_etf_High_change,Direxion Daily S&P 500 Bear 3X Shares_etf_Low_average,Direxion Daily S&P 500 Bear 3X Shares_etf_Low_max,Direxion Daily S&P 500 Bear 3X Shares_etf_Low_min,Direxion Daily S&P 500 Bear 3X Shares_etf_Low_volatility,Direxion Daily S&P 500 Bear 3X Shares_etf_Low_change,Direxion Daily S&P 500 Bear 3X Shares_etf_Close_average,Direxion Daily S&P 500 Bear 3X Shares_etf_Close_max,Direxion Daily S&P 500 Bear 3X Shares_etf_Close_min,Direxion Daily S&P 500 Bear 3X Shares_etf_Close_volatility,Direxion Daily S&P 500 Bear 3X Shares_etf_Close_change
2016-01-03,95.95,95.95,95.95,0.0,0.0,101.4,101.4,101.4,0.0,0.0,95.0,95.0,95.0,0.0,0.0,100.85,100.85,100.85,0.0,0.0
2016-01-10,108.45,108.45,108.45,0.0,0.0,110.3,110.3,110.3,0.0,0.0,105.25,105.25,105.25,0.0,0.0,106.6,106.6,106.6,0.0,0.0
2016-01-17,103.2,103.2,103.2,0.0,0.0,104.75,104.75,104.75,0.0,0.0,101.5,101.5,101.5,0.0,0.0,101.9,101.9,101.9,0.0,0.0
2016-01-24,102.2,102.2,102.2,0.0,0.0,102.5,102.5,102.5,0.0,0.0,96.05,96.05,96.05,0.0,0.0,96.05,96.05,96.05,0.0,0.0
2016-01-31,100.2,100.2,100.2,0.0,0.0,105.97,105.97,105.97,0.0,0.0,100.0,100.0,100.0,0.0,0.0,104.7,104.7,104.7,0.0,0.0
2016-02-07,109.75,109.75,109.75,0.0,0.0,111.55,111.55,111.55,0.0,0.0,106.5,106.5,106.5,0.0,0.0,106.5,106.5,106.5,0.0,0.0
2016-02-14,99.0,99.0,99.0,0.0,0.0,99.88,99.88,99.88,0.0,0.0,97.25,97.25,97.25,0.0,0.0,97.45,97.45,97.45,0.0,0.0
2016-02-21,90.4,90.4,90.4,0.0,0.0,92.9,92.9,92.9,0.0,0.0,90.4,90.4,90.4,0.0,0.0,92.6,92.6,92.6,0.0,0.0
2016-02-28,85.5,85.5,85.5,0.0,0.0,86.8,86.8,86.8,0.0,0.0,83.85,83.85,83.85,0.0,0.0,85.15,85.15,85.15,0.0,0.0
2016-03-06,83.8,83.8,83.8,0.0,0.0,84.0,84.0,84.0,0.0,0.0,81.8,81.8,81.8,0.0,0.0,81.9,81.9,81.9,0.0,0.0
2016-03-13,78.9,78.9,78.9,0.0,0.0,79.32,79.32,79.32,0.0,0.0,78.15,78.15,78.15,0.0,0.0,78.55,78.55,78.55,0.0,0.0
2016-03-20,81.5,81.5,81.5,0.0,0.0,81.7,81.7,81.7,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,0.0,0.0
2016-03-27,78.55,78.55,78.55,0.0,0.0,78.95,78.95,78.95,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.65,75.65,75.65,0.0,0.0
2016-04-03,77.25,77.25,77.25,0.0,0.0,78.9,78.9,78.9,0.0,0.0,76.65,76.65,76.65,0.0,0.0,78.15,78.15,78.15,0.0,0.0
2016-04-10,74.25,74.25,74.25,0.0,0.0,74.85,74.85,74.85,0.0,0.0,74.1,74.1,74.1,0.0,0.0,74.45,74.45,74.45,0.0,0.0
2016-04-17,73.6,73.6,73.6,0.0,0.0,74.25,74.25,74.25,0.0,0.0,72.8,72.8,72.8,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2016-04-24,75.5,75.5,75.5,0.0,0.0,77.25,77.25,77.25,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.8,75.8,75.8,0.0,0.0
2016-05-01,78.35,78.35,78.35,0.0,0.0,78.55,78.55,78.55,0.0,0.0,76.44,76.44,76.44,0.0,0.0,76.45,76.45,76.45,0.0,0.0
2016-05-08,75.85,75.85,75.85,0.0,0.0,77.83,77.83,77.83,0.0,0.0,75.15,75.15,75.15,0.0,0.0,77.5,77.5,77.5,0.0,0.0
2016-05-15,77.1,77.1,77.1,0.0,0.0,77.2,77.2,77.2,0.0,0.0,75.75,75.75,75.75,0.0,0.0,76.55,76.55,76.55,0.0,0.0
2016-05-22,72.0,72.0,72.0,0.0,0.0,72.05,72.05,72.05,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2016-05-29,71.25,71.25,71.25,0.0,0.0,72.6,72.6,72.6,0.0,0.0,70.75,70.75,70.75,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2016-06-05,71.0,71.0,71.0,0.0,0.0,72.0,72.0,72.0,0.0,0.0,70.55,70.55,70.55,0.0,0.0,71.3,71.3,71.3,0.0,0.0
2016-06-12,73.1,73.1,73.1,0.0,0.0,74.65,74.65,74.65,0.0,0.0,73.1,73.1,73.1,0.0,0.0,73.75,73.75,73.75,0.0,0.0
2016-06-19,76.3,76.3,76.3,0.0,0.0,77.3,77.3,77.3,0.0,0.0,73.17,73.17,73.17,0.0,0.0,76.7,76.7,76.7,0.0,0.0
2016-06-26,69.8,69.8,69.8,0.0,0.0,69.95,69.95,69.95,0.0,0.0,68.65,68.65,68.65,0.0,0.0,69.3,69.3,69.3,0.0,0.0
2016-07-03,68.05,68.05,68.05,0.0,0.0,68.33,68.33,68.33,0.0,0.0,66.2,66.2,66.2,0.0,0.0,66.5,66.5,66.5,0.0,0.0
2016-07-10,62.7,62.7,62.7,0.0,0.0,63.97,63.97,63.97,0.0,0.0,62.65,62.65,62.65,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2016-07-17,63.05,63.05,63.05,0.0,0.0,63.25,63.25,63.25,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2016-07-24,62.95,62.95,62.95,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2016-07-31,62.25,62.25,62.25,0.0,0.0,62.38,62.38,62.38,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2016-08-07,61.25,61.25,61.25,0.0,0.0,61.55,61.55,61.55,0.0,0.0,60.95,60.95,60.95,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2016-08-14,61.25,61.25,61.25,0.0,0.0,61.7,61.7,61.7,0.0,0.0,60.85,60.85,60.85,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2016-08-21,61.6,61.6,61.6,0.0,0.0,63.0,63.0,63.0,0.0,0.0,60.55,60.55,60.55,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2016-08-28,61.15,61.15,61.15,0.0,0.0,61.75,61.75,61.75,0.0,0.0,60.71,60.71,60.71,0.0,0.0,61.1,61.1,61.1,0.0,0.0
2016-09-04,62.3,62.3,62.3,0.0,0.0,65.4,65.4,65.4,0.0,0.0,62.25,62.25,62.25,0.0,0.0,65.35,65.35,65.35,0.0,0.0
2016-09-11,64.1,64.1,64.1,0.0,0.0,64.85,64.85,64.85,0.0,0.0,63.85,63.85,63.85,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2016-09-18,61.1,61.1,61.1,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.75,61.75,61.75,0.0,0.0
2016-09-25,62.0,62.0,62.0,0.0,0.0,62.18,62.18,62.18,0.0,0.0,60.66,60.66,60.66,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2016-10-02,61.55,61.55,61.55,0.0,0.0,63.13,63.13,63.13,0.0,0.0,61.35,61.35,61.35,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2016-10-09,63.05,63.05,63.05,0.0,0.0,64.15,64.15,64.15,0.0,0.0,62.63,62.63,62.63,0.0,0.0,64.05,64.05,64.05,0.0,0.0
2016-10-16,64.15,64.15,64.15,0.0,0.0,64.3,64.3,64.3,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.25,63.25,63.25,0.0,0.0
2016-10-23,64.0,64.0,64.0,0.0,0.0,65.25,65.25,65.25,0.0,0.0,63.25,63.25,63.25,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2016-10-30,67.95,67.95,67.95,0.0,0.0,68.43,68.43,68.43,0.0,0.0,66.95,66.95,66.95,0.0,0.0,68.35,68.35,68.35,0.0,0.0
2016-11-06,61.15,61.15,61.15,0.0,0.0,61.8,61.8,61.8,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.85,60.85,60.85,0.0,0.0
2016-11-13,58.65,58.65,58.65,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.5,58.5,58.5,0.0,0.0,59.05,59.05,59.05,0.0,0.0
2016-11-20,57.0,57.0,57.0,0.0,0.0,57.1,57.1,57.1,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2016-11-27,58.15,58.15,58.15,0.0,0.0,58.45,58.45,58.45,0.0,0.0,57.65,57.65,57.65,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2016-12-04,53.75,53.75,53.75,0.0,0.0,53.75,53.75,53.75,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2016-12-11,52.25,52.25,52.25,0.0,0.0,53.2,53.2,53.2,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2016-12-18,52.7,52.7,52.7,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2016-12-25,53.15,53.15,53.15,0.0,0.0,54.58,54.58,54.58,0.0,0.0,53.06,53.06,53.06,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2017-01-01,51.85,51.85,51.85,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2017-01-08,51.75,51.75,51.75,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2017-01-15,51.9,51.9,51.9,0.0,0.0,52.23,52.23,52.23,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2017-01-22,49.95,49.95,49.95,0.0,0.0,50.35,50.35,50.35,0.0,0.0,49.81,49.81,49.81,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2017-01-29,50.3,50.3,50.3,0.0,0.0,50.55,50.55,50.55,0.0,0.0,49.85,49.85,49.85,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2017-02-05,48.9,48.9,48.9,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2017-02-12,47.05,47.05,47.05,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2017-02-19,46.2,46.2,46.2,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2017-02-26,44.55,44.55,44.55,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2017-03-05,44.6,44.6,44.6,0.0,0.0,45.4,45.4,45.4,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2017-03-12,44.2,44.2,44.2,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2017-03-19,46.1,46.1,46.1,0.0,0.0,46.9,46.9,46.9,0.0,0.0,45.7,45.7,45.7,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2017-03-26,45.2,45.2,45.2,0.0,0.0,45.3,45.3,45.3,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2017-04-02,45.6,45.6,45.6,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2017-04-09,46.5,46.5,46.5,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.05,46.05,46.05,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2017-04-16,45.55,45.55,45.55,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.5,45.5,45.5,0.0,0.0,46.0,46.0,46.0,0.0,0.0
