Date,PowerShares DB GoldEtf_Open_average,PowerShares DB GoldEtf_Open_max,PowerShares DB GoldEtf_Open_min,PowerShares DB GoldEtf_Open_volatility,PowerShares DB GoldEtf_Open_change,PowerShares DB GoldEtf_High_average,PowerShares DB GoldEtf_High_max,PowerShares DB GoldEtf_High_min,PowerShares DB GoldEtf_High_volatility,PowerShares DB GoldEtf_High_change,PowerShares DB GoldEtf_Low_average,PowerShares DB GoldEtf_Low_max,PowerShares DB GoldEtf_Low_min,PowerShares DB GoldEtf_Low_volatility,PowerShares DB GoldEtf_Low_change,PowerShares DB GoldEtf_Close_average,PowerShares DB GoldEtf_Close_max,PowerShares DB GoldEtf_Close_min,PowerShares DB GoldEtf_Close_volatility,PowerShares DB GoldEtf_Close_change
2016-01-03,36.04,36.04,36.04,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.89,35.89,35.89,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2016-01-10,35.83,35.83,35.83,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2016-01-17,35.8,35.8,35.8,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2016-01-24,36.41,36.41,36.41,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2016-01-31,37.54,37.54,37.54,0.0,0.0,38.38,38.38,38.38,0.0,0.0,37.47,37.47,37.47,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2016-02-07,40.36,40.36,40.36,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2016-02-14,40.06,40.06,40.06,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2016-02-21,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2016-02-28,41.42,41.42,41.42,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2016-03-06,41.46,41.46,41.46,0.0,0.0,41.52,41.52,41.52,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2016-03-13,40.86,40.86,40.86,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2016-03-20,39.92,39.92,39.92,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2016-03-27,39.75,39.75,39.75,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2016-04-03,40.27,40.27,40.27,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2016-04-10,40.1,40.1,40.1,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2016-04-17,40.56,40.56,40.56,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2016-04-24,41.95,41.95,41.95,0.0,0.0,42.37,42.37,42.37,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2016-05-01,42.04,42.04,42.04,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2016-05-08,41.39,41.39,41.39,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2016-05-15,41.12,41.12,41.12,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2016-05-22,39.7,39.7,39.7,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2016-05-29,40.47,40.47,40.47,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2016-06-05,41.68,41.68,41.68,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2016-06-12,42.24,42.24,42.24,0.0,0.0,42.45,42.45,42.45,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2016-06-19,43.25,43.25,43.25,0.0,0.0,43.32,43.32,43.32,0.0,0.0,42.68,42.68,42.68,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2016-06-26,43.67,43.67,43.67,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2016-07-03,44.37,44.37,44.37,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2016-07-10,43.05,43.05,43.05,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2016-07-17,43.14,43.14,43.14,0.0,0.0,43.71,43.71,43.71,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2016-07-24,43.74,43.74,43.74,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.69,43.69,43.69,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2016-07-31,43.78,43.78,43.78,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0
