Date,iShares MSCI Global Metals & Mining ProducersEtf_Open_average,iShares MSCI Global Metals & Mining ProducersEtf_Open_max,iShares MSCI Global Metals & Mining ProducersEtf_Open_min,iShares MSCI Global Metals & Mining ProducersEtf_Open_volatility,iShares MSCI Global Metals & Mining ProducersEtf_Open_change,iShares MSCI Global Metals & Mining ProducersEtf_High_average,iShares MSCI Global Metals & Mining ProducersEtf_High_max,iShares MSCI Global Metals & Mining ProducersEtf_High_min,iShares MSCI Global Metals & Mining ProducersEtf_High_volatility,iShares MSCI Global Metals & Mining ProducersEtf_High_change,iShares MSCI Global Metals & Mining ProducersEtf_Low_average,iShares MSCI Global Metals & Mining ProducersEtf_Low_max,iShares MSCI Global Metals & Mining ProducersEtf_Low_min,iShares MSCI Global Metals & Mining ProducersEtf_Low_volatility,iShares MSCI Global Metals & Mining ProducersEtf_Low_change,iShares MSCI Global Metals & Mining ProducersEtf_Close_average,iShares MSCI Global Metals & Mining ProducersEtf_Close_max,iShares MSCI Global Metals & Mining ProducersEtf_Close_min,iShares MSCI Global Metals & Mining ProducersEtf_Close_volatility,iShares MSCI Global Metals & Mining ProducersEtf_Close_change
2017-03-05,27.47,27.47,27.47,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2017-03-12,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2017-03-19,28.26,28.26,28.26,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2017-03-26,28.04,28.04,28.04,0.0,0.0,28.2,28.2,28.2,0.0,0.0,27.92,27.92,27.92,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2017-04-02,27.83,27.83,27.83,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2017-04-09,27.17,27.17,27.17,0.0,0.0,27.28,27.28,27.28,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2017-04-16,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.91,26.91,26.91,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2017-04-23,27.17,27.17,27.17,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2017-04-30,25.96,25.96,25.96,0.0,0.0,26.41,26.41,26.41,0.0,0.0,25.92,25.92,25.92,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2017-05-07,26.23,26.23,26.23,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2017-05-14,26.56,26.56,26.56,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.56,26.56,26.56,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2017-05-21,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2017-05-28,26.5,26.5,26.5,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2017-06-04,26.86,26.86,26.86,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.84,26.84,26.84,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2017-06-11,25.77,25.77,25.77,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2017-06-18,25.61,25.61,25.61,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2017-06-25,27.01,27.01,27.01,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2017-07-02,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2017-07-09,28.93,28.93,28.93,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2017-07-16,29.04,29.04,29.04,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2017-07-23,29.96,29.96,29.96,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2017-07-30,30.23,30.23,30.23,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2017-08-06,29.84,29.84,29.84,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2017-08-13,30.1,30.1,30.1,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2017-08-20,31.52,31.52,31.52,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2017-08-27,32.4,32.4,32.4,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2017-09-03,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2017-09-10,31.38,31.38,31.38,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2017-09-17,31.0,31.0,31.0,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.74,30.74,30.74,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2017-09-24,30.73,30.73,30.73,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2017-10-01,31.72,31.72,31.72,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2017-10-08,32.26,32.26,32.26,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2017-10-15,32.19,32.19,32.19,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2017-10-22,31.49,31.49,31.49,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2017-10-29,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2017-11-05,32.28,32.28,32.28,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2017-11-12,31.0,31.0,31.0,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2017-11-19,32.15,32.15,32.15,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2017-11-26,31.45,31.45,31.45,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2017-12-03,31.51,31.51,31.51,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2017-12-10,32.52,32.52,32.52,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2017-12-17,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2017-12-24,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2017-12-31,36.19,36.19,36.19,0.0,0.0,36.3,36.3,36.3,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0
