Date,PYX_stock_Open_average,PYX_stock_Open_max,PYX_stock_Open_min,PYX_stock_Open_volatility,PYX_stock_Open_change,PYX_stock_High_average,PYX_stock_High_max,PYX_stock_High_min,PYX_stock_High_volatility,PYX_stock_High_change,PYX_stock_Low_average,PYX_stock_Low_max,PYX_stock_Low_min,PYX_stock_Low_volatility,PYX_stock_Low_change,PYX_stock_Close_average,PYX_stock_Close_max,PYX_stock_Close_min,PYX_stock_Close_volatility,PYX_stock_Close_change,PYX_stock_Volume_average,PYX_stock_Volume_max,PYX_stock_Volume_min,PYX_stock_Volume_volatility,PYX_stock_Volume_change
2016-01-03,12.128,12.68,11.27,1.4100000000000001,0.7400000000000002,12.639999999999999,13.27,12.29,0.9800000000000004,-0.129999999999999,11.69,12.46,11.27,1.1900000000000013,0.0,12.168,12.87,11.46,1.4099999999999984,-1.0799999999999983,55497,86236,40479,45757,43653
2016-01-10,11.078,11.44,10.86,0.5800000000000001,-0.4499999999999993,11.538,12.12,11.06,1.0599999999999987,0.07000000000000028,10.656,10.86,10.49,0.3699999999999992,-0.009999999999999787,11.058,11.49,10.79,0.7000000000000011,0.7000000000000011,56331,65916,39624,26292,-7882
2016-01-17,11.2675,11.57,10.96,0.6099999999999994,-0.28000000000000114,11.7325,12.18,11.47,0.7099999999999991,0.5199999999999996,10.945,11.29,10.67,0.6199999999999992,0.6199999999999992,11.4575,12.18,11.03,1.1500000000000004,1.1500000000000004,35774,43762,23293,20469,-20189
2016-01-24,11.128,11.96,10.64,1.3200000000000003,-1.3200000000000003,11.418,12.53,10.74,1.7899999999999991,-1.7899999999999991,10.352,10.84,9.5,1.3399999999999999,-1.3100000000000005,10.482,11.03,9.74,1.2899999999999991,-1.2899999999999991,43350,55008,28089,26919,19656
2016-01-31,9.492,10.05,8.8,1.25,0.2900000000000009,10.338,12.44,9.24,3.1999999999999993,2.6799999999999997,9.048,10.05,8.33,1.7200000000000006,1.3600000000000012,9.854,11.54,8.65,2.889999999999999,2.299999999999999,56950,112052,19793,92259,-17433
2016-02-07,10.4,11.52,9.75,1.7699999999999996,-1.299999999999999,10.616,11.52,10.12,1.4000000000000004,-1.1500000000000004,9.694,10.18,9.24,0.9399999999999995,-0.21999999999999886,10.14,10.37,10.03,0.33999999999999986,-0.33999999999999986,44833,111027,10507,100520,-7522
2016-02-14,10.4575,10.89,10.04,0.8500000000000014,0.7200000000000006,10.8075,11.1,10.1,1.0,0.9000000000000004,10.355,10.81,9.97,0.8399999999999999,0.6499999999999986,10.665000000000001,10.96,10.06,0.9000000000000004,0.6899999999999995,16232,32556,6156,26400,24013
2016-02-21,10.206,10.55,9.97,0.5800000000000001,-0.5399999999999991,10.422,10.93,10.17,0.7599999999999998,-0.7599999999999998,10.042,10.49,9.81,0.6799999999999997,-0.5600000000000005,10.193999999999999,10.5,10.02,0.4800000000000004,-0.4800000000000004,21903,33850,6367,27483,-4998
2016-02-28,11.108,13.08,10.02,3.0600000000000005,3.0600000000000005,12.076,14.25,10.56,3.6899999999999995,3.6899999999999995,11.088000000000001,13.02,9.98,3.039999999999999,3.039999999999999,11.922,14.05,10.43,3.620000000000001,3.620000000000001,37041,69244,20227,49017,-43911
2016-03-06,14.162,14.28,13.97,0.3099999999999987,0.1399999999999988,14.712,15.47,14.16,1.3100000000000005,-0.20000000000000107,13.76,14.27,13.0,1.2699999999999996,0.27999999999999936,14.296,15.22,13.94,1.2800000000000011,1.120000000000001,60163,185168,10477,174691,-64047
