Date,RDYStock_Open_average,RDYStock_Open_max,RDYStock_Open_min,RDYStock_Open_volatility,RDYStock_Open_change,RDYStock_High_average,RDYStock_High_max,RDYStock_High_min,RDYStock_High_volatility,RDYStock_High_change,RDYStock_Low_average,RDYStock_Low_max,RDYStock_Low_min,RDYStock_Low_volatility,RDYStock_Low_change,RDYStock_Close_average,RDYStock_Close_max,RDYStock_Close_min,RDYStock_Close_volatility,RDYStock_Close_change,RDYStock_Volume_average,RDYStock_Volume_max,RDYStock_Volume_min,RDYStock_Volume_volatility,RDYStock_Volume_change
2016-01-03,45.104,45.82,44.21,1.6099999999999994,-1.3200000000000003,45.414,46.28,44.6,1.6799999999999997,-0.8700000000000045,44.686,45.79,43.8,1.990000000000002,-0.7299999999999969,45.06,46.12,44.17,1.9499999999999957,-1.259999999999998,357758,450033,292385,157648,-89779
2016-01-10,43.32,43.9,43.03,0.8699999999999974,-0.8699999999999974,43.884,44.33,43.14,1.1899999999999977,-0.759999999999998,42.802,43.11,42.34,0.769999999999996,-0.13999999999999346,43.238,43.82,42.78,1.0399999999999991,0.0799999999999983,392217,492187,236319,255868,-255868
2016-01-17,42.015,42.96,40.77,2.1899999999999977,-0.6600000000000037,42.449999999999996,43.44,41.41,2.030000000000001,-0.6499999999999986,41.525,42.36,40.67,1.6899999999999977,-0.10999999999999943,42.07,42.64,41.22,1.4200000000000017,-0.10999999999999943,476495,644116,331613,312503,-57263
2016-01-24,43.38,45.11,42.18,2.9299999999999997,2.6199999999999974,43.844,45.24,43.03,2.210000000000001,1.9299999999999997,42.972,44.53,42.0,2.530000000000001,2.509999999999998,43.352000000000004,44.93,42.04,2.8900000000000006,2.8900000000000006,471449,584818,313381,271437,164775
2016-01-31,44.712,45.43,44.27,1.1599999999999966,0.6899999999999977,45.044,45.6,44.66,0.9400000000000048,0.14999999999999858,44.232,44.68,43.62,1.0600000000000023,0.020000000000003126,44.73,45.28,44.36,0.9200000000000017,-0.4299999999999997,468795,634431,325123,309308,-130609
2016-02-07,42.699999999999996,44.69,41.55,3.1400000000000006,-3.1400000000000006,43.07,44.8,41.99,2.809999999999995,-2.809999999999995,41.910000000000004,43.77,41.34,2.4299999999999997,-2.3800000000000026,42.454,44.58,41.71,2.8699999999999974,-2.759999999999998,394055,496241,306651,189590,-100272
2016-02-14,43.7,45.37,41.76,3.6099999999999994,2.490000000000002,44.695,45.86,43.06,2.799999999999997,1.8900000000000006,43.4775,44.49,41.76,2.730000000000004,2.490000000000002,44.16,44.68,42.79,1.8900000000000006,1.7899999999999991,409087,641500,158444,483056,-355220
2016-02-21,44.318,45.39,43.76,1.6300000000000026,-1.6300000000000026,44.472,45.4,43.84,1.5599999999999952,-1.5599999999999952,43.756,44.8,43.05,1.75,-1.5700000000000003,44.094,45.33,43.25,2.0799999999999983,-2.0799999999999983,258443,424688,130445,294243,-215496
2016-02-28,45.524,47.82,44.05,3.770000000000003,3.770000000000003,46.318,49.4,44.51,4.890000000000001,4.890000000000001,45.3,47.76,43.62,4.140000000000001,4.140000000000001,46.032,48.86,43.98,4.880000000000003,4.880000000000003,452617,787362,177759,609603,45279
2016-03-06,47.994,48.54,47.61,0.9299999999999997,-0.5499999999999972,48.298,48.82,48.03,0.7899999999999991,-0.759999999999998,47.448,48.19,47.06,1.1299999999999955,-0.8200000000000003,47.716,48.33,47.36,0.9699999999999989,-0.7100000000000009,291377,370977,220672,150305,23749
