Date,DSX_stock_Open_average,DSX_stock_Open_max,DSX_stock_Open_min,DSX_stock_Open_volatility,DSX_stock_Open_change,DSX_stock_High_average,DSX_stock_High_max,DSX_stock_High_min,DSX_stock_High_volatility,DSX_stock_High_change,DSX_stock_Low_average,DSX_stock_Low_max,DSX_stock_Low_min,DSX_stock_Low_volatility,DSX_stock_Low_change,DSX_stock_Close_average,DSX_stock_Close_max,DSX_stock_Close_min,DSX_stock_Close_volatility,DSX_stock_Close_change,DSX_stock_Volume_average,DSX_stock_Volume_max,DSX_stock_Volume_min,DSX_stock_Volume_volatility,DSX_stock_Volume_change
2016-01-03,4.24,4.45,3.82,0.6300000000000003,-0.48,4.28,4.5,3.86,0.6400000000000001,-0.5100000000000002,3.968,4.23,3.42,0.8100000000000005,-0.7599999999999998,4.072,4.47,3.46,1.0099999999999998,-0.8899999999999997,446903,662824,250411,412413,345317
2016-01-10,2.56,3.35,2.12,1.23,-1.1,2.748,3.41,2.5,0.9100000000000001,-0.9100000000000001,2.25,2.45,2.05,0.40000000000000036,-0.1599999999999997,2.44,2.59,2.15,0.43999999999999995,-0.010000000000000231,1378284,2417385,870391,1546994,-1546994
2016-01-17,2.5625,2.67,2.5,0.16999999999999993,0.16999999999999993,2.735,2.86,2.54,0.31999999999999984,0.08999999999999986,2.4775,2.64,2.3,0.3400000000000003,0.14000000000000012,2.5975,2.72,2.49,0.22999999999999998,0.15000000000000036,918587,1801181,471391,1329790,1057264
2016-01-24,2.594,2.72,2.46,0.26000000000000023,-0.17000000000000037,2.686,2.74,2.64,0.10000000000000009,-0.0900000000000003,2.462,2.52,2.44,0.08000000000000007,0.010000000000000231,2.524,2.62,2.45,0.16999999999999993,0.04999999999999982,530114,733424,321405,412019,-412019
2016-01-31,2.51,2.61,2.41,0.19999999999999973,0.10000000000000009,2.624,2.93,2.48,0.4500000000000002,0.20000000000000018,2.382,2.55,2.22,0.3299999999999996,0.16999999999999993,2.494,2.66,2.35,0.31000000000000005,0.2400000000000002,661157,1549709,350586,1199123,-53150
2016-02-07,2.28,2.68,2.0,0.6800000000000002,-0.6800000000000002,2.35,2.7,2.12,0.5800000000000001,-0.4200000000000004,2.086,2.39,1.95,0.44000000000000017,-0.44000000000000017,2.216,2.5,2.02,0.48,-0.25,758744,1279227,449083,830144,-177270
2016-02-14,2.37,2.46,2.25,0.20999999999999996,-0.08000000000000007,2.46,2.55,2.37,0.17999999999999972,-0.08000000000000007,2.2225,2.3,2.12,0.17999999999999972,-0.1599999999999997,2.3449999999999998,2.44,2.25,0.18999999999999995,-0.1200000000000001,402801,614313,238795,375518,-209340
2016-02-21,2.382,2.6,2.27,0.33000000000000007,-0.040000000000000036,2.468,2.62,2.31,0.31000000000000005,-0.14000000000000012,2.2479999999999998,2.36,2.11,0.25,-0.040000000000000036,2.344,2.53,2.21,0.31999999999999984,-0.07999999999999963,279670,480874,167498,313376,-275732
2016-02-28,2.51,2.7,2.38,0.3200000000000003,0.31000000000000005,2.786,3.18,2.54,0.6400000000000001,0.6400000000000001,2.456,2.66,2.35,0.31000000000000005,0.27,2.604,2.84,2.41,0.4299999999999997,0.31000000000000005,929200,2281858,156387,2125471,2125471
2016-03-06,2.97,3.52,2.6,0.9199999999999999,-0.3500000000000001,3.174,3.7,2.75,0.9500000000000002,-0.9500000000000002,2.718,3.02,2.45,0.5699999999999998,-0.41999999999999993,2.936,3.49,2.57,0.9200000000000004,-0.8400000000000003,1008404,2012373,409350,1603023,-1603023
2016-03-13,2.652,2.69,2.6,0.08999999999999986,0.08999999999999986,2.732,2.78,2.67,0.10999999999999988,0.03999999999999959,2.526,2.56,2.44,0.1200000000000001,0.010000000000000231,2.674,2.78,2.63,0.1499999999999999,0.1299999999999999,478490,679682,372839,306843,287030
2016-03-20,2.5225,2.76,2.26,0.5,-0.5,2.575,2.79,2.34,0.4500000000000002,-0.4500000000000002,2.37,2.57,2.15,0.41999999999999993,-0.41999999999999993,2.41,2.58,2.25,0.33000000000000007,-0.33000000000000007,371355,489946,267243,222703,118480
2016-03-27,2.424,2.66,2.3,0.3600000000000003,0.33000000000000007,2.558,2.83,2.34,0.4900000000000002,0.25,2.3160000000000003,2.52,2.16,0.3599999999999999,0.31999999999999984,2.452,2.67,2.26,0.41000000000000014,0.28000000000000025,481522,869919,237870,632049,203580
2016-04-03,2.436,2.58,2.26,0.3200000000000003,-0.010000000000000231,2.628,3.1,2.38,0.7200000000000002,0.5,2.328,2.52,2.17,0.3500000000000001,0.20999999999999996,2.504,3.0,2.25,0.75,0.6600000000000001,1422173,2485796,756539,1729257,345312
2016-04-10,3.004,3.07,2.88,0.18999999999999995,0.0,3.13,3.21,3.07,0.14000000000000012,-0.06000000000000005,2.914,3.0,2.78,0.2200000000000002,0.020000000000000018,3.002,3.07,2.86,0.20999999999999996,0.04999999999999982,583455,928349,402478,525871,-426413
