Date,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Open_average,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Open_max,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Open_min,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Open_volatility,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Open_change,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_High_average,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_High_max,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_High_min,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_High_volatility,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_High_change,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Low_average,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Low_max,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Low_min,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Low_volatility,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Low_change,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Close_average,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Close_max,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Close_min,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Close_volatility,UBS E-TRACS Monthly Pay 2xLeveraged Mortgage REITEtf_Close_change
2016-01-03,13.51,13.51,13.51,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.02,13.02,13.02,0.0,0.0,13.02,13.02,13.02,0.0,0.0
2016-01-10,10.78,10.78,10.78,0.0,0.0,10.78,10.78,10.78,0.0,0.0,9.9,9.9,9.9,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2016-01-17,9.52,9.52,9.52,0.0,0.0,10.19,10.19,10.19,0.0,0.0,9.46,9.46,9.46,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2016-01-24,10.61,10.61,10.61,0.0,0.0,11.15,11.15,11.15,0.0,0.0,10.47,10.47,10.47,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2016-01-31,11.03,11.03,11.03,0.0,0.0,11.14,11.14,11.14,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.92,10.92,10.92,0.0,0.0
2016-02-07,9.75,9.75,9.75,0.0,0.0,10.19,10.19,10.19,0.0,0.0,9.73,9.73,9.73,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2016-02-14,10.98,10.98,10.98,0.0,0.0,11.08,11.08,11.08,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.93,10.93,10.93,0.0,0.0
2016-02-21,11.7,11.7,11.7,0.0,0.0,12.04,12.04,12.04,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.67,11.67,11.67,0.0,0.0
2016-02-28,12.24,12.24,12.24,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.3,12.3,12.3,0.0,0.0
2016-03-06,11.99,11.99,11.99,0.0,0.0,12.48,12.48,12.48,0.0,0.0,11.97,11.97,11.97,0.0,0.0,12.47,12.47,12.47,0.0,0.0
