Date,CHNR_stock_Open_average,CHNR_stock_Open_max,CHNR_stock_Open_min,CHNR_stock_Open_volatility,CHNR_stock_Open_change,CHNR_stock_High_average,CHNR_stock_High_max,CHNR_stock_High_min,CHNR_stock_High_volatility,CHNR_stock_High_change,CHNR_stock_Low_average,CHNR_stock_Low_max,CHNR_stock_Low_min,CHNR_stock_Low_volatility,CHNR_stock_Low_change,CHNR_stock_Close_average,CHNR_stock_Close_max,CHNR_stock_Close_min,CHNR_stock_Close_volatility,CHNR_stock_Close_change,CHNR_stock_Volume_average,CHNR_stock_Volume_max,CHNR_stock_Volume_min,CHNR_stock_Volume_volatility,CHNR_stock_Volume_change
2016-01-03,1.338,1.43,1.28,0.1499999999999999,-0.1499999999999999,1.3796,1.43,1.33,0.09999999999999987,-0.021999999999999797,1.294,1.37,1.23,0.14000000000000012,-0.14000000000000012,1.3238,1.409,1.24,0.16900000000000004,-0.16900000000000004,4908,8895,1103,7792,3042
2016-01-10,1.162,1.19,1.15,0.040000000000000036,0.009000000000000119,1.2,1.34,1.15,0.19000000000000017,0.009000000000000119,1.1518,1.159,1.15,0.009000000000000119,0.009000000000000119,1.1698,1.24,1.15,0.09000000000000008,0.009000000000000119,2093,3560,261,3299,-953
2016-01-17,1.1280000000000001,1.18,1.08,0.09999999999999987,0.06999999999999984,1.1280000000000001,1.18,1.08,0.09999999999999987,0.06999999999999984,1.0825,1.11,1.06,0.050000000000000044,-0.050000000000000044,1.0915,1.11,1.08,0.030000000000000027,-0.014000000000000234,2122,4500,0,4500,2888
2016-01-24,0.9216,1.06,0.601,0.4590000000000001,-0.4590000000000001,1.0082,1.095,0.9079999999999999,0.18700000000000006,-0.16700000000000004,0.8361999999999999,1.0,0.601,0.399,-0.369,0.9596,1.095,0.88,0.21499999999999997,-0.21499999999999997,7596,13955,1300,12655,12650
2016-01-31,0.8294,1.0,0.622,0.378,0.28300000000000003,0.953,1.2,0.81,0.3899999999999999,-0.29499999999999993,0.735,0.905,0.6,0.30500000000000005,0.30500000000000005,0.8402000000000001,0.905,0.79,0.11499999999999999,0.039000000000000035,6922,12324,355,11969,-9855
2016-02-07,0.826,0.97,0.75,0.21999999999999997,-0.010000000000000009,0.8814,1.02,0.757,0.263,0.26,0.7994,0.898,0.75,0.14800000000000002,-0.0009999999999998899,0.8232,0.91,0.7509999999999999,0.15900000000000014,0.049000000000000155,2715,9850,101,9749,8850
2016-02-14,0.765,0.8,0.75,0.050000000000000044,0.050000000000000044,0.875,1.19,0.75,0.43999999999999995,-0.3899999999999999,0.765,0.8,0.75,0.050000000000000044,0.050000000000000044,0.79,0.85,0.75,0.09999999999999998,-0.04999999999999993,453,1704,0,1704,-1694
2016-02-21,0.908,0.9740000000000001,0.8,0.17400000000000004,0.17400000000000004,0.964,0.99,0.9279999999999999,0.062000000000000055,0.04600000000000015,0.908,0.9740000000000001,0.8,0.17400000000000004,0.17400000000000004,0.9083333333333333,0.9740000000000001,0.8009999999999999,0.17300000000000015,0.17300000000000015,2601,6778,236,6542,-554
2016-02-28,1.0534000000000001,1.08,0.976,0.10400000000000009,0.10400000000000009,1.066,1.1,0.9990000000000001,0.10099999999999998,0.08099999999999996,1.0412000000000001,1.08,0.976,0.10400000000000009,0.10400000000000009,1.052,1.1,0.99,0.1100000000000001,0.09000000000000008,3005,5985,0,5985,-3615
2016-03-06,1.1622,1.25,0.9009999999999999,0.3490000000000001,-0.31900000000000006,1.2478,1.369,1.18,0.18900000000000006,-0.18900000000000006,1.0998,1.24,0.9009999999999999,0.3390000000000001,-0.2660000000000001,1.1906,1.34,1.05,0.29000000000000004,-0.16000000000000014,2513,8084,182,7902,-7902
2016-03-13,1.566,1.9,1.18,0.72,0.5700000000000001,1.9646,2.693,1.2,1.493,0.73,1.4378,1.7,1.0,0.7,0.7,1.6298,1.78,1.199,0.581,0.5109999999999999,149742,480314,13370,466944,-39712
2016-03-20,2.125,2.58,1.72,0.8600000000000001,0.8600000000000001,2.4299999999999997,2.86,1.98,0.8799999999999999,0.6000000000000001,1.9665,2.101,1.72,0.381,0.3699999999999999,2.175,2.58,1.96,0.6200000000000001,0.16000000000000014,153756,387806,64637,323169,6768
2016-03-27,1.7046000000000001,2.12,1.37,0.75,-0.75,1.8184,2.12,1.44,0.6800000000000002,-0.4800000000000002,1.494,1.8,1.29,0.51,-0.45999999999999996,1.57,1.8,1.38,0.42000000000000015,-0.3600000000000001,59826,179231,18815,160416,3067
2016-04-03,1.57,1.74,1.37,0.3699999999999999,-0.3699999999999999,1.68,1.75,1.59,0.15999999999999992,-0.1499999999999999,1.398,1.51,1.3,0.20999999999999996,-0.05999999999999983,1.5010000000000001,1.6230000000000002,1.36,0.2630000000000001,-0.06800000000000006,40915,59040,21316,37724,2599
2016-04-10,1.7042,1.88,1.43,0.44999999999999996,0.44999999999999996,1.768,1.88,1.59,0.2899999999999998,0.2899999999999998,1.557,1.614,1.43,0.18400000000000016,0.18400000000000016,1.6492,1.706,1.51,0.19599999999999995,0.17999999999999994,16693,24349,6092,18257,-15973
2016-04-17,1.5598,1.68,1.439,0.24099999999999988,-0.050000000000000044,1.6904,1.732,1.63,0.10200000000000009,-0.10200000000000009,1.4858,1.57,1.4,0.17000000000000015,-0.07000000000000006,1.534,1.6,1.48,0.1200000000000001,-0.10000000000000009,34755,68087,6011,62076,4437
2016-04-24,1.508,1.57,1.46,0.1100000000000001,-0.030000000000000027,1.58,1.68,1.54,0.1399999999999999,0.1399999999999999,1.4664,1.5019999999999998,1.45,0.051999999999999824,0.051999999999999824,1.5204,1.6,1.46,0.14000000000000012,0.10000000000000009,16786,63481,102,63379,57821
2016-05-01,1.61,1.83,1.46,0.3700000000000001,0.27,1.78,2.0,1.61,0.3899999999999999,0.14000000000000012,1.49,1.58,1.41,0.17000000000000015,0.13000000000000012,1.67,1.86,1.43,0.43000000000000016,0.1299999999999999,50826,101303,2711,98592,-52339
2016-05-08,1.62,1.68,1.57,0.10999999999999988,0.020000000000000018,1.744,1.84,1.6,0.24,0.050000000000000044,1.5562,1.6,1.52,0.08000000000000007,-0.050999999999999934,1.648,1.74,1.58,0.15999999999999992,-0.010000000000000009,13571,23645,5413,18232,14435
2016-05-15,1.618,1.66,1.6,0.05999999999999983,0.029999999999999805,1.71,1.82,1.66,0.16000000000000014,-0.15000000000000013,1.594,1.63,1.56,0.06999999999999984,0.05999999999999983,1.6322,1.66,1.6,0.05999999999999983,-0.018999999999999906,9954,16892,4657,12235,-12235
2016-05-22,1.6034,1.65,1.547,0.10299999999999998,-0.10299999999999998,1.6184,1.66,1.5719999999999998,0.08800000000000008,-0.08800000000000008,1.584,1.61,1.5,0.1100000000000001,-0.1100000000000001,1.5932,1.646,1.51,0.1359999999999999,-0.10000000000000009,2640,7900,482,7418,5276
2016-05-29,1.5025,1.51,1.48,0.030000000000000027,-0.030000000000000027,1.5622500000000001,1.59,1.5390000000000001,0.050999999999999934,-0.020999999999999908,1.4675,1.51,1.4,0.1100000000000001,-0.06000000000000005,1.5335,1.57,1.46,0.1100000000000001,-0.10000000000000009,5908,11359,1910,9449,1436
2016-06-05,1.52,1.55,1.48,0.07000000000000006,0.06000000000000005,1.5406,1.57,1.48,0.09000000000000008,0.09000000000000008,1.47,1.51,1.4,0.1100000000000001,-0.08000000000000007,1.5086,1.5430000000000001,1.48,0.06300000000000017,0.010000000000000009,19536,46509,301,46208,41836
2016-06-12,1.3664,1.45,1.33,0.11999999999999988,-0.07999999999999985,1.414,1.53,1.33,0.19999999999999996,-0.1200000000000001,1.3466,1.443,1.3,0.14300000000000002,-0.123,1.3586,1.443,1.3,0.14300000000000002,-0.08299999999999996,2890,4624,1374,3250,1489
2016-06-19,1.3546,1.4,1.31,0.08999999999999986,0.0030000000000001137,1.3666,1.4,1.31,0.08999999999999986,-0.05699999999999972,1.3266,1.3430000000000002,1.3,0.04300000000000015,0.0030000000000001137,1.3386,1.4,1.3,0.09999999999999987,-0.05699999999999972,1595,3709,70,3639,-2794
2016-06-26,1.3246,1.34,1.3030000000000002,0.03699999999999992,-0.006999999999999895,1.33,1.34,1.31,0.030000000000000027,0.020000000000000018,1.284,1.34,1.205,0.135,-0.08000000000000007,1.319,1.34,1.28,0.06000000000000005,0.020000000000000018,3389,7470,700,6770,5176
2016-07-03,1.2925,1.32,1.23,0.09000000000000008,-0.010000000000000009,1.31725,1.33,1.31,0.020000000000000018,-0.01100000000000012,1.2725,1.31,1.23,0.08000000000000007,0.07000000000000006,1.31475,1.32,1.31,0.010000000000000009,-0.001000000000000112,5329,17627,790,16837,-16477
2016-07-10,1.2756,1.36,1.21,0.15000000000000013,0.1200000000000001,1.399,1.61,1.25,0.3600000000000001,0.24,1.266,1.35,1.21,0.14000000000000012,0.1100000000000001,1.3182,1.4180000000000001,1.21,0.20800000000000018,0.16800000000000015,20172,84515,665,83850,8605
2016-07-17,1.4344,1.53,1.35,0.17999999999999994,0.016999999999999904,1.6292,1.986,1.53,0.45599999999999996,0.43599999999999994,1.3054,1.3969999999999998,1.2,0.19699999999999984,0.19699999999999984,1.524,1.69,1.4,0.29000000000000004,0.18999999999999995,31594,94474,7372,87102,59932
2016-07-24,1.6828,1.85,1.479,0.371,-0.07000000000000006,1.717,1.85,1.546,0.30400000000000005,-0.040000000000000036,1.5724,1.6,1.479,0.121,-0.013000000000000123,1.6454,1.75,1.546,0.20399999999999996,0.139,16133,52470,1071,51399,-48722
2016-07-31,1.9496,2.34,1.663,0.6769999999999998,0.3400000000000001,2.2826,3.17,1.663,1.507,0.5199999999999998,1.8306,2.14,1.663,0.4770000000000001,0.09000000000000008,2.0566,2.54,1.663,0.877,0.4700000000000002,449876,2020583,668,2019915,83770
