Date,CLF_stock_Open_average,CLF_stock_Open_max,CLF_stock_Open_min,CLF_stock_Open_volatility,CLF_stock_Open_change,CLF_stock_High_average,CLF_stock_High_max,CLF_stock_High_min,CLF_stock_High_volatility,CLF_stock_High_change,CLF_stock_Low_average,CLF_stock_Low_max,CLF_stock_Low_min,CLF_stock_Low_volatility,CLF_stock_Low_change,CLF_stock_Close_average,CLF_stock_Close_max,CLF_stock_Close_min,CLF_stock_Close_volatility,CLF_stock_Close_change,CLF_stock_Volume_average,CLF_stock_Volume_max,CLF_stock_Volume_min,CLF_stock_Volume_volatility,CLF_stock_Volume_change
2016-01-03,1.688,1.78,1.57,0.20999999999999996,0.1299999999999999,1.758,1.83,1.67,0.16000000000000014,0.07000000000000006,1.564,1.62,1.46,0.16000000000000014,0.13000000000000012,1.72,1.83,1.61,0.21999999999999997,-0.05999999999999983,3874678,4497749,3374125,1123624,-203508
2016-01-10,1.3860000000000001,1.62,1.26,0.3600000000000001,-0.3500000000000001,1.448,1.64,1.35,0.2899999999999998,-0.22999999999999998,1.272,1.41,1.2,0.20999999999999996,-0.18999999999999995,1.35,1.41,1.26,0.1499999999999999,-0.010000000000000009,3327719,4072317,2883197,1189120,268852
2016-01-17,1.455,1.66,1.27,0.3899999999999999,0.25,1.6125,1.7,1.46,0.24,0.24,1.3399999999999999,1.45,1.23,0.21999999999999997,0.19999999999999996,1.545,1.64,1.38,0.26,0.20000000000000018,4320710,4972609,3597094,1375515,-1375515
2016-01-24,1.528,1.56,1.45,0.1100000000000001,0.0,1.646,1.7,1.59,0.10999999999999988,-0.040000000000000036,1.466,1.54,1.42,0.1200000000000001,0.040000000000000036,1.552,1.61,1.5,0.1100000000000001,0.07000000000000006,3782985,6499728,2493967,4005761,-151438
2016-01-31,1.712,1.9,1.56,0.33999999999999986,0.25,1.8539999999999999,2.07,1.62,0.44999999999999973,0.32000000000000006,1.6320000000000001,1.8,1.48,0.32000000000000006,0.22999999999999998,1.768,1.93,1.56,0.3699999999999999,0.22999999999999998,3266672,5116951,1645021,3471930,1243068
2016-02-07,1.798,1.85,1.7,0.15000000000000013,0.040000000000000036,1.8940000000000001,1.98,1.86,0.11999999999999988,0.08000000000000007,1.72,1.76,1.66,0.10000000000000009,-0.010000000000000009,1.844,1.95,1.78,0.16999999999999993,0.09999999999999987,2400436,3798127,1514929,2283198,1363925
2016-02-14,2.01,2.1,1.95,0.15000000000000013,-0.020000000000000018,2.0825,2.16,1.95,0.2100000000000002,-0.17999999999999994,1.8699999999999999,1.92,1.76,0.15999999999999992,-0.1299999999999999,1.98,2.09,1.81,0.2799999999999998,-0.2799999999999998,3880513,5363588,2980121,2383467,884262
2016-02-21,1.894,2.0,1.8,0.19999999999999996,-0.07000000000000006,1.958,2.05,1.88,0.16999999999999993,-0.09999999999999987,1.788,1.9,1.72,0.17999999999999994,-0.1299999999999999,1.862,1.98,1.81,0.16999999999999993,-0.15999999999999992,3195289,5965209,1558062,4407147,-3375448
2016-02-28,2.39,2.81,1.89,0.9200000000000002,0.9200000000000002,2.692,3.24,2.17,1.0700000000000003,1.0700000000000003,2.292,2.74,1.84,0.9000000000000001,0.9000000000000001,2.572,2.89,2.16,0.73,0.73,7970330,12782053,4776244,8005809,6856110
2016-03-06,2.988,3.51,2.58,0.9299999999999997,-0.9299999999999997,3.07,3.75,2.61,1.1400000000000001,-1.1400000000000001,2.598,3.15,2.31,0.8399999999999999,-0.8399999999999999,2.712,3.43,2.35,1.08,-1.08,12080314,25032776,7398713,17634063,-16084050
2016-03-13,2.574,2.97,2.31,0.6600000000000001,0.6300000000000003,2.852,3.34,2.55,0.79,0.6099999999999999,2.436,2.91,2.13,0.7800000000000002,0.5700000000000003,2.706,3.07,2.38,0.69,0.3599999999999999,11260289,19322136,7139619,12182517,10236920
2016-03-20,2.855,3.01,2.51,0.5,-0.41000000000000014,3.0275,3.15,2.84,0.31000000000000005,-0.2200000000000002,2.6799999999999997,2.91,2.42,0.4900000000000002,-0.3999999999999999,2.885,3.06,2.6,0.45999999999999996,-0.2400000000000002,6772849,9138405,4990863,4147542,-1518759
2016-03-27,2.866,3.1,2.73,0.3700000000000001,0.009999999999999787,3.03,3.13,2.88,0.25,0.18999999999999995,2.742,2.87,2.62,0.25,0.1499999999999999,2.942,3.01,2.79,0.21999999999999975,0.20000000000000018,5948477,7307191,3992856,3314335,-1607103
2016-04-03,2.912,2.96,2.83,0.1299999999999999,-0.04999999999999982,3.048,3.16,2.97,0.18999999999999995,-0.10000000000000009,2.834,2.86,2.8,0.06000000000000005,0.009999999999999787,2.9179999999999997,3.05,2.84,0.20999999999999996,0.18999999999999995,4161034,5404738,2768650,2636088,474050
2016-04-10,3.734,4.16,3.07,1.0900000000000003,0.8600000000000003,4.078,4.45,3.55,0.9000000000000004,0.6900000000000004,3.586,3.82,3.02,0.7999999999999998,0.79,3.9139999999999997,4.1,3.53,0.5699999999999998,0.5699999999999998,11329389,17079176,5994915,11084261,-5465631
2016-04-17,4.412,4.79,3.98,0.81,0.25000000000000044,4.684,4.94,4.48,0.45999999999999996,0.019999999999999574,4.242,4.51,3.9,0.6099999999999999,0.3300000000000005,4.43,4.71,4.3,0.41000000000000014,-0.08000000000000007,9837601,12798111,6825195,5972916,1032188
2016-04-24,4.482,5.45,3.85,1.6,1.17,4.858,5.83,4.02,1.8100000000000005,1.4000000000000004,4.198,5.03,3.7,1.33,1.2100000000000004,4.55,5.39,3.88,1.5099999999999998,1.3899999999999997,18860311,47444500,7164484,40280016,12954783
2016-05-01,4.58,5.29,3.63,1.6600000000000001,-1.6600000000000001,4.696,5.43,3.87,1.5599999999999996,-1.5599999999999996,4.21,5.01,3.5,1.5099999999999998,-1.5099999999999998,4.276,5.28,3.51,1.7700000000000005,-1.7700000000000005,13910109,17118760,11120718,5998042,3744139
2016-05-08,3.202,3.34,3.01,0.33000000000000007,-0.33000000000000007,3.288,3.4,3.1,0.2999999999999998,-0.25,2.9659999999999997,3.15,2.81,0.33999999999999986,-0.06999999999999984,3.08,3.24,2.91,0.33000000000000007,-0.10999999999999988,13931519,24268416,10675656,13592760,-13592760
2016-05-15,2.984,3.11,2.85,0.2599999999999998,0.010000000000000231,3.116,3.26,3.0,0.2599999999999998,-0.1299999999999999,2.868,2.95,2.77,0.18000000000000016,-0.06000000000000005,2.978,3.17,2.89,0.2799999999999998,-0.07000000000000028,8603193,12011457,6572262,5439195,-2160066
2016-05-22,3.176,3.42,2.87,0.5499999999999998,0.48,3.296,3.49,3.13,0.3600000000000003,0.25,3.028,3.21,2.85,0.3599999999999999,0.20999999999999996,3.1479999999999997,3.32,3.02,0.2999999999999998,0.040000000000000036,9543566,12506710,7867775,4638935,1864154
2016-05-29,4.1850000000000005,4.36,3.96,0.40000000000000036,0.40000000000000036,4.4625,4.69,4.33,0.3600000000000003,0.3600000000000003,4.08,4.32,3.9,0.4200000000000004,0.4200000000000004,4.42,4.65,4.28,0.3700000000000001,0.3700000000000001,23729680,46018112,12678051,33340061,-32321475
2016-06-05,5.026,5.27,4.7,0.5699999999999994,0.4299999999999997,5.258,5.44,5.05,0.39000000000000057,0.33000000000000007,4.872,5.04,4.67,0.3700000000000001,0.16999999999999993,5.12,5.41,4.91,0.5,0.14000000000000057,16868118,19277684,13719862,5557822,2595262
2016-06-12,4.966,5.17,4.68,0.4900000000000002,-0.21999999999999975,5.136,5.35,4.91,0.4399999999999995,-0.21999999999999975,4.83,5.07,4.6,0.47000000000000064,-0.22000000000000064,4.916,5.12,4.8,0.3200000000000003,-0.20999999999999996,13930172,17123524,11009198,6114326,6114326
2016-06-19,5.046,5.14,4.83,0.3099999999999996,-0.29000000000000004,5.18,5.36,5.07,0.29000000000000004,-0.0699999999999994,4.92,5.05,4.8,0.25,-0.15000000000000036,5.084,5.25,4.97,0.28000000000000025,-0.07000000000000028,10939473,17611732,7140874,10470858,8877827
2016-06-26,5.162,5.59,4.85,0.7400000000000002,0.54,5.416,5.98,5.02,0.9600000000000009,0.9200000000000008,5.02,5.57,4.55,1.0200000000000005,1.0200000000000005,5.23,5.74,4.65,1.0899999999999999,1.0899999999999999,11914085,15594448,7481329,8113119,3509802
2016-07-03,5.8100000000000005,6.17,5.46,0.71,0.5199999999999996,6.0525,6.26,5.84,0.41999999999999993,0.41999999999999993,5.6575,5.96,5.41,0.5499999999999998,0.4900000000000002,5.859999999999999,6.1,5.59,0.5099999999999998,0.5099999999999998,10228423,13441751,7026898,6414853,2544534
2016-07-10,7.116,7.43,6.27,1.1600000000000001,0.9500000000000002,7.358,7.58,6.89,0.6900000000000004,0.4800000000000004,6.894,7.14,6.25,0.8899999999999997,0.8899999999999997,7.178,7.33,6.72,0.6100000000000003,0.5800000000000001,14791968,23918834,6710146,17208688,-10526658
2016-07-17,7.13,7.32,6.85,0.47000000000000064,-0.29000000000000004,7.306,7.46,7.17,0.29000000000000004,-0.29000000000000004,6.918,7.14,6.61,0.5299999999999994,-0.1899999999999995,7.144,7.45,7.01,0.4400000000000004,-0.2999999999999998,8132990,10489328,6070923,4418405,-1273846
2016-07-24,7.768,8.36,7.09,1.2699999999999996,0.8799999999999999,8.038,8.45,7.19,1.259999999999999,0.9400000000000004,7.388,7.77,7.01,0.7599999999999998,0.7599999999999998,7.796,8.09,7.11,0.9799999999999995,0.7999999999999998,15271319,19555576,5194309,14361267,8812999
2016-07-31,8.028,8.13,7.94,0.1900000000000004,0.14999999999999947,8.232,8.32,8.19,0.13000000000000078,0.13000000000000078,7.832,8.04,7.7,0.33999999999999897,0.33999999999999897,8.056,8.11,7.96,0.14999999999999947,0.08000000000000007,10080626,14031379,7562284,6469095,-5483126
2016-08-07,7.46,8.17,6.67,1.5,-1.5,7.576,8.42,6.77,1.6500000000000004,-1.6500000000000004,7.114,8.03,6.35,1.6799999999999997,-1.6799999999999997,7.162,8.07,6.35,1.7200000000000006,-1.7200000000000006,21098681,47084464,9718347,37366117,9267881
2016-08-14,6.456,6.77,6.24,0.5299999999999994,-0.21999999999999975,6.544,6.79,6.31,0.4800000000000004,-0.4800000000000004,6.228,6.43,6.03,0.39999999999999947,-0.39999999999999947,6.35,6.7,6.09,0.6100000000000003,-0.6100000000000003,13163278,15550968,9972280,5578688,-2415055
2016-08-21,6.026,6.3,5.7,0.5999999999999996,-0.08999999999999986,6.212,6.47,5.99,0.47999999999999954,-0.16000000000000014,5.848,6.17,5.67,0.5,-0.22999999999999954,5.9799999999999995,6.27,5.71,0.5599999999999996,-0.4800000000000004,11803051,15801507,9515399,6286108,895856
2016-08-28,5.81,5.96,5.7,0.2599999999999998,0.11000000000000032,5.932,6.14,5.73,0.40999999999999925,-0.1899999999999995,5.62,5.71,5.53,0.17999999999999972,-0.09999999999999964,5.798,6.03,5.7,0.33000000000000007,-0.2999999999999998,9748210,15578913,7960385,7618528,454392
2016-09-04,5.93,6.22,5.79,0.4299999999999997,0.11000000000000032,6.0025,6.24,5.9,0.33999999999999986,0.0,5.6475,5.77,5.46,0.3099999999999996,-0.16999999999999993,5.835,6.0,5.61,0.3899999999999997,-0.21999999999999975,13114990,19476204,8290306,11185898,9436660
2016-09-11,5.434,5.53,5.35,0.1800000000000006,-0.07000000000000028,5.588,5.73,5.49,0.2400000000000002,-0.1200000000000001,5.282,5.35,5.18,0.16999999999999993,0.02999999999999936,5.482,5.67,5.34,0.33000000000000007,-0.15000000000000036,8860094,12517368,7249095,5268273,-2513351
