Date,LKCO_stock_Open_average,LKCO_stock_Open_max,LKCO_stock_Open_min,LKCO_stock_Open_volatility,LKCO_stock_Open_change,LKCO_stock_High_average,LKCO_stock_High_max,LKCO_stock_High_min,LKCO_stock_High_volatility,LKCO_stock_High_change,LKCO_stock_Low_average,LKCO_stock_Low_max,LKCO_stock_Low_min,LKCO_stock_Low_volatility,LKCO_stock_Low_change,LKCO_stock_Close_average,LKCO_stock_Close_max,LKCO_stock_Close_min,LKCO_stock_Close_volatility,LKCO_stock_Close_change,LKCO_stock_Volume_average,LKCO_stock_Volume_max,LKCO_stock_Volume_min,LKCO_stock_Volume_volatility,LKCO_stock_Volume_change
2016-01-03,3.3438,3.48,3.1,0.3799999999999999,-0.24899999999999967,3.4058,3.5,3.34,0.16000000000000014,0.04100000000000037,3.2428,3.34,3.1,0.23999999999999977,-0.1599999999999997,3.2788,3.37,3.21,0.16000000000000014,-0.04999999999999982,3817,5874,342,5532,3775
2016-01-10,3.262,3.39,3.2,0.18999999999999995,-0.18999999999999995,3.342,3.39,3.2,0.18999999999999995,-0.18999999999999995,3.1732,3.2060000000000004,3.06,0.14600000000000035,-0.14000000000000012,3.2052,3.2880000000000003,3.07,0.21800000000000042,-0.13000000000000034,8871,12842,3956,8886,5867
2016-01-17,3.52,4.36,3.17,1.1900000000000004,-0.08000000000000007,3.9895,5.7,3.31,2.39,-0.040000000000000036,3.14,3.5,2.94,0.56,0.1200000000000001,3.245,3.6,3.0,0.6000000000000001,0.18999999999999995,422641,1505390,15737,1489653,-5825
2016-01-24,2.83,3.12,2.6,0.52,-0.52,2.9592,3.18,2.73,0.4500000000000002,-0.4460000000000002,2.6854,2.9,2.5869999999999997,0.31300000000000017,-0.31300000000000017,2.75,2.9,2.62,0.2799999999999998,-0.20999999999999996,16224,22137,10576,11561,60
2016-01-31,2.55,2.84,2.26,0.5800000000000001,-0.3500000000000001,2.64,2.96,2.26,0.7000000000000002,-0.7000000000000002,2.328,2.61,2.05,0.56,-0.48999999999999977,2.396,2.76,2.12,0.6399999999999997,-0.6399999999999997,27932,77322,5552,71770,-17813
2016-02-07,2.2382,2.32,2.131,0.18900000000000006,0.020000000000000018,2.324,2.41,2.26,0.15000000000000036,0.03000000000000025,2.116,2.15,2.09,0.06000000000000005,-0.040000000000000036,2.192,2.25,2.13,0.1200000000000001,0.06000000000000005,9837,17870,3984,13886,8278
2016-02-14,2.27,2.31,2.2,0.10999999999999988,0.10999999999999988,2.3674999999999997,2.57,2.28,0.29000000000000004,0.2599999999999998,2.2325,2.26,2.2,0.05999999999999961,0.05999999999999961,2.33,2.42,2.28,0.14000000000000012,0.10999999999999988,7745,27118,1208,25910,25746
2016-02-21,2.384,2.6,2.25,0.3500000000000001,-0.26000000000000023,2.4716,2.71,2.31,0.3999999999999999,-0.22999999999999998,2.268,2.38,2.12,0.2599999999999998,0.08999999999999986,2.362,2.46,2.28,0.18000000000000016,-0.10999999999999988,5031,16058,26,16032,-16032
2016-02-28,2.3166,2.4,2.22,0.17999999999999972,-0.1339999999999999,2.3888,2.45,2.32,0.13000000000000034,-0.10400000000000009,2.2323999999999997,2.351,2.17,0.18100000000000005,-0.18000000000000016,2.352,2.45,2.23,0.2200000000000002,-0.06000000000000005,4853,7689,1979,5710,1539
2016-03-06,2.292,2.36,2.26,0.10000000000000009,0.020000000000000018,2.402,2.45,2.37,0.08000000000000007,-0.020000000000000018,2.278,2.33,2.22,0.10999999999999988,0.05999999999999961,2.372,2.45,2.32,0.13000000000000034,0.07000000000000028,3252,9627,1070,8557,-7749
