Date,IDSA_stock_Open_average,IDSA_stock_Open_max,IDSA_stock_Open_min,IDSA_stock_Open_volatility,IDSA_stock_Open_change,IDSA_stock_High_average,IDSA_stock_High_max,IDSA_stock_High_min,IDSA_stock_High_volatility,IDSA_stock_High_change,IDSA_stock_Low_average,IDSA_stock_Low_max,IDSA_stock_Low_min,IDSA_stock_Low_volatility,IDSA_stock_Low_change,IDSA_stock_Close_average,IDSA_stock_Close_max,IDSA_stock_Close_min,IDSA_stock_Close_volatility,IDSA_stock_Close_change,IDSA_stock_Volume_average,IDSA_stock_Volume_max,IDSA_stock_Volume_min,IDSA_stock_Volume_volatility,IDSA_stock_Volume_change
2016-01-03,1.346,1.41,1.3,0.10999999999999988,0.010000000000000009,1.406,1.48,1.35,0.1299999999999999,0.039999999999999813,1.324,1.4,1.3,0.09999999999999987,0.010000000000000009,1.362,1.4,1.32,0.07999999999999985,0.05999999999999983,9001,22844,2300,20544,-657
2016-01-10,1.368,1.5,1.3,0.19999999999999996,-0.07000000000000006,1.38,1.5,1.31,0.18999999999999995,-0.07999999999999985,1.288,1.33,1.2,0.13000000000000012,-0.10000000000000009,1.304,1.34,1.24,0.10000000000000009,-0.07000000000000006,5310,8795,824,7971,-295
2016-01-17,1.2775,1.31,1.2,0.1100000000000001,0.0,1.3050000000000002,1.32,1.29,0.030000000000000027,0.020000000000000018,1.23,1.3,1.16,0.14000000000000012,-0.10000000000000009,1.25,1.3,1.19,0.1100000000000001,-0.07000000000000006,10183,36878,320,36558,36558
2016-01-24,1.208,1.25,1.15,0.10000000000000009,-0.10000000000000009,1.216,1.25,1.19,0.06000000000000005,-0.06000000000000005,1.178,1.2,1.15,0.050000000000000044,-0.050000000000000044,1.178,1.2,1.15,0.050000000000000044,-0.050000000000000044,3030,6338,417,5921,5626
2016-01-31,1.164,1.23,1.11,0.11999999999999988,-0.06000000000000005,1.178,1.23,1.14,0.09000000000000008,-0.06000000000000005,1.136,1.19,1.1,0.08999999999999986,-0.050000000000000044,1.144,1.2,1.1,0.09999999999999987,-0.06000000000000005,2276,4542,863,3679,-341
2016-02-07,1.038,1.1,0.98,0.1200000000000001,-0.1200000000000001,1.046,1.1,0.98,0.1200000000000001,-0.1200000000000001,0.968,1.1,0.87,0.2300000000000001,-0.20000000000000007,0.984,1.1,0.9,0.20000000000000007,-0.19000000000000006,7871,12052,2415,9637,-4588
2016-02-14,1.1475,1.36,0.99,0.3700000000000001,0.3700000000000001,1.2525,1.39,1.0,0.3899999999999999,0.3899999999999999,1.0525,1.25,0.92,0.32999999999999996,0.32999999999999996,1.16,1.3,0.99,0.31000000000000005,0.31000000000000005,16921,39157,2698,36459,9089
2016-02-21,1.718,1.98,1.55,0.42999999999999994,-0.2100000000000002,1.8499999999999999,2.0,1.63,0.3700000000000001,0.0,1.554,1.64,1.42,0.21999999999999997,0.21999999999999997,1.668,1.76,1.58,0.17999999999999994,0.08000000000000007,28001,95382,2833,92549,-86443
2016-02-28,1.78,1.87,1.7,0.17000000000000015,-0.010000000000000009,1.8780000000000001,1.94,1.8,0.1399999999999999,-0.030000000000000027,1.698,1.73,1.68,0.050000000000000044,0.050000000000000044,1.752,1.78,1.7,0.08000000000000007,0.020000000000000018,15690,27989,8169,19820,11810
2016-03-06,1.982,2.05,1.85,0.19999999999999973,0.1299999999999999,2.05,2.09,2.0,0.08999999999999986,-0.029999999999999805,1.912,1.96,1.8,0.15999999999999992,0.1499999999999999,2.002,2.05,1.97,0.07999999999999985,-0.009999999999999787,24031,55307,2702,52605,-40435
