Date,BMY_stock_Open_average,BMY_stock_Open_max,BMY_stock_Open_min,BMY_stock_Open_volatility,BMY_stock_Open_change,BMY_stock_High_average,BMY_stock_High_max,BMY_stock_High_min,BMY_stock_High_volatility,BMY_stock_High_change,BMY_stock_Low_average,BMY_stock_Low_max,BMY_stock_Low_min,BMY_stock_Low_volatility,BMY_stock_Low_change,BMY_stock_Close_average,BMY_stock_Close_max,BMY_stock_Close_min,BMY_stock_Close_volatility,BMY_stock_Close_change,BMY_stock_Volume_average,BMY_stock_Volume_max,BMY_stock_Volume_min,BMY_stock_Volume_volatility,BMY_stock_Volume_change
2016-01-03,66.774,67.5,65.6,1.9000000000000057,-1.8500000000000085,67.512,68.9,65.79,3.1099999999999994,-2.1199999999999903,65.82,67.42,63.5,3.9200000000000017,-2.8799999999999955,66.29,68.35,63.63,4.719999999999992,-3.3999999999999986,7830954,9076390,6691449,2384941,1962725
2016-01-10,62.714,63.71,61.32,2.3900000000000006,-2.020000000000003,63.818,64.48,62.92,1.5600000000000023,-1.0700000000000003,61.449999999999996,62.12,60.89,1.2299999999999969,-0.9099999999999966,62.798,63.51,61.28,2.229999999999997,-0.19999999999999574,9682912,11230577,7796178,3434399,892751
2016-01-17,63.5625,64.46,62.24,2.2199999999999918,0.8499999999999943,64.445,64.8,63.97,0.8299999999999983,0.36999999999999034,62.6275,63.65,61.8,1.8500000000000014,1.0899999999999963,63.572500000000005,64.4,63.13,1.2700000000000031,1.1900000000000048,7368879,8702941,5665356,3037585,-1819200
2016-01-24,63.204,64.23,61.65,2.5800000000000054,-2.5800000000000054,63.462,64.42,62.64,1.7800000000000011,-1.7800000000000011,61.376,62.64,60.0,2.6400000000000006,-1.480000000000004,62.128,62.92,61.16,1.7600000000000051,-0.7600000000000051,9633326,17001388,5531497,11469891,2182189
2016-01-31,60.094,61.87,59.2,2.6699999999999946,-2.1199999999999974,60.73,62.36,60.06,2.299999999999997,-2.299999999999997,58.926,60.05,57.94,2.1099999999999994,-1.0599999999999952,59.828,60.82,58.87,1.9500000000000028,-1.1899999999999977,9276366,11153896,7129501,4024395,-3066291
2016-02-07,60.128,61.25,59.04,2.210000000000001,1.1600000000000037,61.246,62.42,60.25,2.1700000000000017,-0.7600000000000051,59.564,60.92,58.77,2.1499999999999986,0.38999999999999346,60.508,61.08,59.52,1.5599999999999952,-0.519999999999996,7118690,10656014,5933605,4722409,-4676412
2016-02-14,63.120000000000005,63.95,62.72,1.230000000000004,0.20000000000000284,63.825,64.54,62.72,1.8200000000000074,1.8200000000000074,62.2825,62.91,61.35,1.5599999999999952,1.5599999999999952,63.305,63.92,62.18,1.740000000000002,1.6199999999999974,6747819,7807975,5873207,1934768,-1934768
2016-02-21,63.0,63.9,61.84,2.059999999999995,-0.5499999999999972,63.354,64.42,62.36,2.0600000000000023,-0.8400000000000034,62.144,63.33,60.83,2.5,-1.0899999999999963,62.656,63.7,62.07,1.6300000000000026,-1.4500000000000028,5357407,6293877,4500491,1793386,-476617
2016-02-28,63.648,65.0,62.26,2.740000000000002,2.740000000000002,64.518,65.29,62.73,2.5600000000000094,2.5600000000000094,63.072,64.17,61.92,2.25,2.25,64.152,65.0,61.93,3.0700000000000003,2.779999999999994,6816159,8198215,5203804,2994411,-304359
2016-03-06,65.724,66.66,64.5,2.1599999999999966,0.6800000000000068,66.304,66.68,65.59,1.0900000000000034,-1.039999999999992,64.83,65.73,64.45,1.2800000000000011,0.09000000000000341,65.638,66.49,64.94,1.5499999999999972,-1.5300000000000011,6401107,7107621,5431428,1676193,127851
