Date,EBR_stock_Open_average,EBR_stock_Open_max,EBR_stock_Open_min,EBR_stock_Open_volatility,EBR_stock_Open_change,EBR_stock_High_average,EBR_stock_High_max,EBR_stock_High_min,EBR_stock_High_volatility,EBR_stock_High_change,EBR_stock_Low_average,EBR_stock_Low_max,EBR_stock_Low_min,EBR_stock_Low_volatility,EBR_stock_Low_change,EBR_stock_Close_average,EBR_stock_Close_max,EBR_stock_Close_min,EBR_stock_Close_volatility,EBR_stock_Close_change,EBR_stock_Volume_average,EBR_stock_Volume_max,EBR_stock_Volume_min,EBR_stock_Volume_volatility,EBR_stock_Volume_change
2016-01-03,1.296,1.34,1.23,0.1100000000000001,-0.08000000000000007,1.304,1.34,1.24,0.10000000000000009,-0.09000000000000008,1.258,1.3,1.16,0.14000000000000012,-0.14000000000000012,1.27,1.32,1.2,0.1200000000000001,-0.10000000000000009,366531,861004,127899,733105,631379
2016-01-10,1.206,1.26,1.15,0.1100000000000001,-0.1100000000000001,1.236,1.26,1.21,0.050000000000000044,-0.050000000000000044,1.172,1.19,1.15,0.040000000000000036,-0.010000000000000009,1.194,1.22,1.17,0.050000000000000044,0.010000000000000009,309711,577386,153276,424110,-323161
2016-01-17,1.1624999999999999,1.19,1.14,0.050000000000000044,0.020000000000000018,1.19,1.23,1.16,0.07000000000000006,0.050000000000000044,1.15,1.19,1.12,0.06999999999999984,0.040000000000000036,1.1775,1.22,1.16,0.06000000000000005,0.050000000000000044,292202,427137,198595,228542,-228542
2016-01-24,1.236,1.34,1.14,0.20000000000000018,0.1200000000000001,1.286,1.47,1.16,0.31000000000000005,0.22999999999999998,1.224,1.33,1.13,0.20000000000000018,0.1200000000000001,1.256,1.42,1.14,0.28,0.20999999999999996,340207,842668,45886,796782,796782
2016-01-31,1.444,1.51,1.38,0.13000000000000012,0.07000000000000006,1.484,1.56,1.43,0.13000000000000012,0.06000000000000005,1.416,1.48,1.36,0.11999999999999988,0.06000000000000005,1.448,1.5,1.38,0.1200000000000001,0.050000000000000044,414874,712428,234106,478322,-478322
2016-02-07,1.438,1.45,1.42,0.030000000000000027,-0.030000000000000027,1.464,1.49,1.44,0.050000000000000044,-0.050000000000000044,1.41,1.43,1.39,0.040000000000000036,-0.030000000000000027,1.418,1.44,1.39,0.050000000000000044,-0.040000000000000036,227640,269654,189291,80363,-74122
2016-02-14,1.44,1.47,1.4,0.07000000000000006,0.050000000000000044,1.4825,1.53,1.41,0.1200000000000001,0.1200000000000001,1.42,1.45,1.37,0.07999999999999985,0.05999999999999983,1.46,1.52,1.39,0.13000000000000012,0.13000000000000012,591738,1542288,145779,1396509,1223410
2016-02-21,1.492,1.58,1.43,0.15000000000000013,-0.15000000000000013,1.506,1.6,1.44,0.16000000000000014,-0.16000000000000014,1.45,1.57,1.36,0.20999999999999996,-0.20999999999999996,1.462,1.6,1.37,0.22999999999999998,-0.22999999999999998,276300,446562,146584,299978,-75098
2016-02-28,1.538,1.83,1.4,0.43000000000000016,0.43000000000000016,1.6,1.84,1.43,0.41000000000000014,0.41000000000000014,1.518,1.76,1.39,0.3700000000000001,0.3700000000000001,1.576,1.79,1.42,0.3700000000000001,0.3700000000000001,653551,1519862,202685,1317177,1239765
2016-03-06,1.804,1.94,1.72,0.21999999999999997,0.21999999999999997,1.8780000000000001,2.0,1.78,0.21999999999999997,0.19999999999999996,1.774,1.91,1.67,0.24,0.24,1.848,1.99,1.69,0.30000000000000004,0.30000000000000004,584224,1167245,322280,844965,-793226
2016-03-13,1.836,1.97,1.66,0.31000000000000005,-0.050000000000000044,1.88,2.0,1.71,0.29000000000000004,-0.06000000000000005,1.77,1.92,1.61,0.30999999999999983,-0.04999999999999982,1.8379999999999999,1.93,1.7,0.22999999999999998,0.0,436570,908387,228298,680089,176579
2016-03-20,1.8775,1.94,1.77,0.16999999999999993,-0.1499999999999999,1.9024999999999999,1.97,1.81,0.15999999999999992,-0.1399999999999999,1.8375,1.91,1.75,0.15999999999999992,-0.1399999999999999,1.855,1.93,1.77,0.15999999999999992,-0.1299999999999999,338186,577861,140901,436960,91440
