Date,First Trust ISE ChindiaEtf_Open_average,First Trust ISE ChindiaEtf_Open_max,First Trust ISE ChindiaEtf_Open_min,First Trust ISE ChindiaEtf_Open_volatility,First Trust ISE ChindiaEtf_Open_change,First Trust ISE ChindiaEtf_High_average,First Trust ISE ChindiaEtf_High_max,First Trust ISE ChindiaEtf_High_min,First Trust ISE ChindiaEtf_High_volatility,First Trust ISE ChindiaEtf_High_change,First Trust ISE ChindiaEtf_Low_average,First Trust ISE ChindiaEtf_Low_max,First Trust ISE ChindiaEtf_Low_min,First Trust ISE ChindiaEtf_Low_volatility,First Trust ISE ChindiaEtf_Low_change,First Trust ISE ChindiaEtf_Close_average,First Trust ISE ChindiaEtf_Close_max,First Trust ISE ChindiaEtf_Close_min,First Trust ISE ChindiaEtf_Close_volatility,First Trust ISE ChindiaEtf_Close_change
2016-01-03,26.12,26.12,26.12,0.0,0.0,26.25,26.25,26.25,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2016-01-10,24.87,24.87,24.87,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2016-01-17,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2016-01-24,25.27,25.27,25.27,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2016-01-31,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2016-02-07,23.0,23.0,23.0,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2016-02-14,24.6,24.6,24.6,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2016-02-21,24.6,24.6,24.6,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2016-02-28,26.1,26.1,26.1,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2016-03-06,26.14,26.14,26.14,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2016-03-13,27.06,27.06,27.06,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2016-03-20,26.65,26.65,26.65,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2016-03-27,26.71,26.71,26.71,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.71,26.71,26.71,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2016-04-03,27.06,27.06,27.06,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2016-04-10,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2016-04-17,28.2,28.2,28.2,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2016-04-24,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2016-05-01,26.7,26.7,26.7,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2016-05-08,26.33,26.33,26.33,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2016-05-15,26.26,26.26,26.26,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2016-05-22,27.02,27.02,27.02,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2016-05-29,27.31,27.31,27.31,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2016-06-05,27.01,27.01,27.01,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2016-06-12,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2016-06-19,26.21,26.21,26.21,0.0,0.0,26.67,26.67,26.67,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2016-06-26,27.08,27.08,27.08,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2016-07-03,27.1,27.1,27.1,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2016-07-10,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2016-07-17,28.25,28.25,28.25,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2016-07-24,27.98,27.98,27.98,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2016-07-31,28.39,28.39,28.39,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2016-08-07,29.14,29.14,29.14,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2016-08-14,29.86,29.86,29.86,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2016-08-21,29.2,29.2,29.2,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2016-08-28,30.04,30.04,30.04,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2016-09-04,30.25,30.25,30.25,0.0,0.0,30.41,30.41,30.41,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2016-09-11,30.16,30.16,30.16,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2016-09-18,30.83,30.83,30.83,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2016-09-25,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2016-10-02,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2016-10-09,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2016-10-16,30.86,30.86,30.86,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.86,30.86,30.86,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2016-10-23,30.6,30.6,30.6,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2016-10-30,29.13,29.13,29.13,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2016-11-06,28.77,28.77,28.77,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2016-11-13,28.7,28.7,28.7,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2016-11-20,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2016-11-27,28.36,28.36,28.36,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2016-12-04,28.9,28.9,28.9,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2016-12-11,28.0,28.0,28.0,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2016-12-18,27.32,27.32,27.32,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2016-12-25,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2017-01-01,28.51,28.51,28.51,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2017-01-08,28.99,28.99,28.99,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2017-01-15,29.08,29.08,29.08,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2017-01-22,29.9,29.9,29.9,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2017-01-29,30.01,30.01,30.01,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2017-02-05,30.61,30.61,30.61,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2017-02-12,30.71,30.71,30.71,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2017-02-19,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2017-02-26,30.96,30.96,30.96,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2017-03-05,30.79,30.79,30.79,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2017-03-12,31.85,31.85,31.85,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2017-03-19,31.53,31.53,31.53,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2017-03-26,31.53,31.53,31.53,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2017-04-02,31.56,31.56,31.56,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2017-04-09,31.71,31.71,31.71,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2017-04-16,31.79,31.79,31.79,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2017-04-23,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2017-04-30,32.89,32.89,32.89,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.77,32.77,32.77,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2017-05-07,34.22,34.22,34.22,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-05-14,34.92,34.92,34.92,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2017-05-21,35.36,35.36,35.36,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2017-05-28,35.29,35.29,35.29,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2017-06-04,36.13,36.13,36.13,0.0,0.0,36.13,36.13,36.13,0.0,0.0,34.81,34.81,34.81,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2017-06-11,34.54,34.54,34.54,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2017-06-18,35.25,35.25,35.25,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2017-06-25,35.06,35.06,35.06,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2017-07-02,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.15,35.15,35.15,0.0,0.0
