Date,ALB_stock_Open_average,ALB_stock_Open_max,ALB_stock_Open_min,ALB_stock_Open_volatility,ALB_stock_Open_change,ALB_stock_High_average,ALB_stock_High_max,ALB_stock_High_min,ALB_stock_High_volatility,ALB_stock_High_change,ALB_stock_Low_average,ALB_stock_Low_max,ALB_stock_Low_min,ALB_stock_Low_volatility,ALB_stock_Low_change,ALB_stock_Close_average,ALB_stock_Close_max,ALB_stock_Close_min,ALB_stock_Close_volatility,ALB_stock_Close_change,ALB_stock_Volume_average,ALB_stock_Volume_max,ALB_stock_Volume_min,ALB_stock_Volume_volatility,ALB_stock_Volume_change
2016-01-03,53.202,55.86,50.45,5.409999999999997,-4.519999999999996,53.764,56.1,51.08,5.020000000000003,-4.609999999999999,51.688,54.27,48.97,5.300000000000004,-5.300000000000004,52.304,55.55,49.01,6.539999999999999,-6.539999999999999,1281026,1520951,1127383,393568,-157283
2016-01-10,48.664,49.62,47.64,1.9799999999999969,-1.6000000000000014,49.53,51.27,48.02,3.25,-1.509999999999998,47.07,48.05,45.78,2.269999999999996,-1.6000000000000014,48.302,48.95,47.71,1.240000000000002,-0.13000000000000256,1365120,1463343,1299073,164270,133668
2016-01-17,48.6725,50.66,47.56,3.0999999999999943,2.1799999999999997,50.325,52.27,48.79,3.480000000000004,2.770000000000003,47.95,50.65,46.16,4.490000000000002,3.0799999999999983,49.2875,51.29,48.01,3.280000000000001,2.8699999999999974,1608475,1844342,1356484,487858,-166560
2016-01-24,51.29,51.79,50.37,1.4200000000000017,0.6999999999999957,52.232,52.66,51.25,1.4099999999999966,1.4099999999999966,50.53,51.28,49.7,1.5799999999999983,1.4499999999999957,51.438,52.64,49.98,2.6600000000000037,2.6600000000000037,1730588,2887743,1176720,1711023,1253622
2016-01-31,52.344,53.64,51.38,2.259999999999998,-0.4899999999999949,53.31,54.26,52.7,1.5599999999999952,-0.25,51.086,51.35,50.72,0.6300000000000026,-0.25,52.338,53.52,51.54,1.980000000000004,-1.2800000000000011,1557007,2213785,1279462,934323,-83486
2016-02-07,49.838,50.91,48.22,2.6899999999999977,-0.22999999999999687,50.966,52.02,50.02,2.0,1.1100000000000065,48.688,50.04,47.49,2.549999999999997,2.549999999999997,50.048,51.38,48.79,2.5900000000000034,2.5900000000000034,1424292,1940734,1101431,839303,-756781
2016-02-14,52.7225,54.42,51.34,3.0799999999999983,2.230000000000004,54.25,55.59,52.62,2.970000000000006,1.9200000000000017,51.945,53.27,50.95,2.3200000000000003,2.220000000000006,53.525,54.53,52.32,2.210000000000001,2.1599999999999966,1879071,3044545,1036930,2007615,-615074
2016-02-21,54.164,55.94,51.97,3.969999999999999,1.0999999999999943,55.352000000000004,56.86,53.36,3.5,1.3699999999999974,53.4,55.55,51.03,4.519999999999996,0.8999999999999986,54.56,56.56,52.66,3.9000000000000057,1.730000000000004,1059092,1382581,832996,549585,-497582
2016-02-28,57.396,58.26,56.6,1.6599999999999966,0.9200000000000017,58.800000000000004,59.88,57.89,1.990000000000002,1.9299999999999997,56.772,57.37,56.03,1.3399999999999963,1.240000000000002,57.796,59.17,56.22,2.950000000000003,2.950000000000003,1345708,1483948,1144861,339087,-53476
2016-03-06,59.166,59.89,58.33,1.5600000000000023,0.769999999999996,60.376,61.9,59.13,2.769999999999996,1.9299999999999997,58.59,59.45,57.92,1.5300000000000011,1.5300000000000011,59.628,61.24,58.48,2.760000000000005,2.440000000000005,1440660,1807980,1109494,698486,-698486
2016-03-13,60.53,62.36,59.1,3.259999999999998,1.9799999999999969,61.662,62.87,60.04,2.8299999999999983,1.7899999999999991,59.826,60.76,58.84,1.9199999999999946,0.970000000000006,60.928,62.43,59.19,3.240000000000002,1.3599999999999994,1474666,1907553,1318408,589145,556860
2016-03-20,61.34,61.95,60.67,1.2800000000000011,-0.7100000000000009,62.1925,62.56,61.93,0.6300000000000026,0.1600000000000037,60.935,61.26,60.34,0.9199999999999946,-0.6099999999999994,61.7775,62.16,61.39,0.769999999999996,0.28000000000000114,1036804,1225732,711052,514680,-444194
2016-03-27,62.938,63.88,61.99,1.8900000000000006,1.4499999999999957,63.868,65.5,62.26,3.240000000000002,3.240000000000002,62.598,63.65,61.51,2.1400000000000006,1.8799999999999955,63.64,65.2,62.12,3.0800000000000054,3.0800000000000054,1272944,2455911,797954,1657957,1644120
2016-04-03,65.194,65.9,64.43,1.4699999999999989,0.2600000000000051,66.022,66.93,65.48,1.4500000000000028,-0.18000000000000682,64.29599999999999,64.99,63.73,1.259999999999998,-0.5300000000000011,65.08,66.03,64.5,1.5300000000000011,-0.480000000000004,1283564,1559643,822602,737041,89512
2016-04-10,65.49799999999999,65.8,65.13,0.6700000000000017,0.6099999999999994,65.97,66.32,65.85,0.46999999999999886,-0.09000000000000341,64.932,65.26,64.43,0.8299999999999983,0.0,65.274,65.45,65.0,0.45000000000000284,0.12000000000000455,1572546,2325275,1070043,1255232,380680
2016-04-17,65.456,65.85,64.89,0.9599999999999937,0.769999999999996,65.972,66.71,65.55,1.1599999999999966,1.1599999999999966,65.008,65.66,64.5,1.1599999999999966,0.9099999999999966,65.672,66.24,65.34,0.8999999999999915,0.75,1394974,1958164,939645,1018519,329972
2016-04-24,66.986,67.67,66.37,1.2999999999999972,0.0799999999999983,67.534,68.75,66.45,2.299999999999997,-0.4200000000000017,66.386,67.28,65.57,1.710000000000008,-0.5800000000000125,66.958,67.86,66.16,1.7000000000000028,-0.4300000000000068,954632,1231918,649532,582386,64467
2016-05-01,66.944,67.56,66.42,1.1400000000000006,0.5499999999999972,68.244,69.07,67.57,1.5,0.7099999999999937,66.56400000000001,66.83,66.18,0.6499999999999915,0.4899999999999949,67.51,68.63,66.59,2.039999999999992,0.7299999999999898,1062878,1424514,788408,636106,247303
2016-05-08,71.542,75.61,67.38,8.230000000000004,7.219999999999999,73.428,76.43,68.41,8.02000000000001,6.109999999999999,70.782,74.76,67.06,7.700000000000003,7.280000000000001,72.364,76.16,67.28,8.879999999999995,8.879999999999995,2694024,5794550,1516058,4278492,409889
2016-05-15,76.51599999999999,77.82,75.69,2.1299999999999955,-0.3999999999999915,77.592,78.4,76.67,1.730000000000004,-1.0200000000000102,75.918,76.75,75.0,1.75,-0.6299999999999955,76.456,77.81,75.77,2.0400000000000063,-1.4500000000000028,1627640,1842477,1246737,595740,-595740
2016-05-22,77.584,79.27,75.86,3.4099999999999966,3.1400000000000006,78.642,80.21,76.75,3.4599999999999937,3.4599999999999937,77.104,78.81,75.86,2.950000000000003,2.950000000000003,78.14200000000001,80.09,76.34,3.75,3.719999999999999,1302783,1827404,1091658,735746,-86290
2016-05-29,79.4075,80.0,78.5,1.5,0.0,80.0925,80.35,79.95,0.3999999999999915,0.28000000000000114,78.4525,79.15,77.53,1.6200000000000045,1.1400000000000006,79.505,80.0,78.5,1.5,1.5,1066207,1486695,629910,856785,-631641
2016-06-05,80.824,81.61,80.0,1.6099999999999994,-0.480000000000004,81.55799999999999,82.37,80.42,1.9500000000000028,-1.7399999999999949,80.16,80.82,79.25,1.5699999999999932,-0.8499999999999943,80.71,81.29,79.83,1.460000000000008,-1.1299999999999955,1115088,1524294,853767,670527,-23297
2016-06-12,79.688,83.19,78.0,5.189999999999998,3.8299999999999983,80.66799999999999,84.99,78.48,6.509999999999991,5.219999999999999,78.934,82.21,77.02,5.189999999999998,4.099999999999994,79.81,82.8,78.15,4.6499999999999915,4.6499999999999915,1630875,3531123,909058,2622065,2414005
2016-06-19,83.06,83.95,81.27,2.680000000000007,-2.240000000000009,83.772,84.71,82.46,2.25,-1.5200000000000102,81.972,83.79,78.6,5.190000000000012,-4.060000000000002,82.666,84.4,78.98,5.420000000000002,-4.030000000000001,1443881,2465365,798969,1666396,728492
2016-06-26,78.458,79.46,76.81,2.6499999999999915,2.010000000000005,79.842,82.28,78.09,4.189999999999998,4.189999999999998,77.392,79.45,74.86,4.590000000000003,4.590000000000003,78.676,81.32,75.34,5.97999999999999,5.97999999999999,6766209,24895474,1588409,23307065,-1122592
2016-07-03,80.7125,82.2,79.39,2.8100000000000023,2.1200000000000045,81.84,83.99,80.21,3.780000000000001,3.780000000000001,80.2775,81.99,78.81,3.1799999999999926,2.559999999999988,81.41499999999999,83.58,79.9,3.6799999999999926,3.6799999999999926,1210318,1366398,865299,501099,-97941
