Date,SPDR MFS Systematic Core Equity_etf_Open_average,SPDR MFS Systematic Core Equity_etf_Open_max,SPDR MFS Systematic Core Equity_etf_Open_min,SPDR MFS Systematic Core Equity_etf_Open_volatility,SPDR MFS Systematic Core Equity_etf_Open_change,SPDR MFS Systematic Core Equity_etf_High_average,SPDR MFS Systematic Core Equity_etf_High_max,SPDR MFS Systematic Core Equity_etf_High_min,SPDR MFS Systematic Core Equity_etf_High_volatility,SPDR MFS Systematic Core Equity_etf_High_change,SPDR MFS Systematic Core Equity_etf_Low_average,SPDR MFS Systematic Core Equity_etf_Low_max,SPDR MFS Systematic Core Equity_etf_Low_min,SPDR MFS Systematic Core Equity_etf_Low_volatility,SPDR MFS Systematic Core Equity_etf_Low_change,SPDR MFS Systematic Core Equity_etf_Close_average,SPDR MFS Systematic Core Equity_etf_Close_max,SPDR MFS Systematic Core Equity_etf_Close_min,SPDR MFS Systematic Core Equity_etf_Close_volatility,SPDR MFS Systematic Core Equity_etf_Close_change
2016-04-03,57.47,57.47,57.47,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2016-04-10,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2016-04-17,58.46,58.46,58.46,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2016-04-24,57.36,57.36,57.36,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.36,57.36,57.36,0.0,0.0
2016-05-01,56.99,56.99,56.99,0.0,0.0,57.08,57.08,57.08,0.0,0.0,56.81,56.81,56.81,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2016-05-08,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2016-05-15,56.82,56.82,56.82,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2016-05-22,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2016-05-29,58.28,58.28,58.28,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.53,58.53,58.53,0.0,0.0
2016-06-05,58.84,58.84,58.84,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2016-06-12,57.44,57.44,57.44,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2016-06-19,57.97,57.97,57.97,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2016-06-26,55.79,55.79,55.79,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2016-07-03,57.87,57.87,57.87,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2016-07-10,59.83,59.83,59.83,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2016-07-17,60.16,60.16,60.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2016-07-24,59.89,59.89,59.89,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2016-07-31,59.31,59.31,59.31,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2016-08-07,60.35,60.35,60.35,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2016-08-14,60.28,60.28,60.28,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2016-08-21,60.22,60.22,60.22,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2016-08-28,60.66,60.66,60.66,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.66,60.66,60.66,0.0,0.0
2016-09-04,59.28,59.28,59.28,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.2,59.2,59.2,0.0,0.0
2016-09-11,59.99,59.99,59.99,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.85,59.85,59.85,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2016-09-18,60.72,60.72,60.72,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2016-09-25,60.3,60.3,60.3,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2016-10-02,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2016-10-09,60.06,60.06,60.06,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2016-10-16,59.5,59.5,59.5,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2016-10-23,59.47,59.47,59.47,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.47,59.47,59.47,0.0,0.0
2016-10-30,59.35,59.35,59.35,0.0,0.0,59.35,59.35,59.35,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2016-11-06,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2016-11-13,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2016-11-20,62.16,62.16,62.16,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.16,62.16,62.16,0.0,0.0
2016-11-27,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0
2016-12-04,63.58,63.58,63.58,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.59,63.59,63.59,0.0,0.0
2016-12-11,64.22,64.22,64.22,0.0,0.0,64.27,64.27,64.27,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2016-12-18,63.51,63.51,63.51,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.54,63.54,63.54,0.0,0.0
2016-12-25,63.01,63.01,63.01,0.0,0.0,63.01,63.01,63.01,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.54,62.54,62.54,0.0,0.0
2017-01-01,63.69,63.69,63.69,0.0,0.0,63.95,63.95,63.95,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2017-01-08,63.65,63.65,63.65,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.63,63.63,63.63,0.0,0.0
2017-01-15,63.44,63.44,63.44,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.48,63.48,63.48,0.0,0.0
2017-01-22,64.4,64.4,64.4,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2017-01-29,64.27,64.27,64.27,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2017-02-05,65.18,65.18,65.18,0.0,0.0,65.24,65.24,65.24,0.0,0.0,65.18,65.18,65.18,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2017-02-12,66.15,66.15,66.15,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.15,66.15,66.15,0.0,0.0
2017-02-19,66.5,66.5,66.5,0.0,0.0,66.64,66.64,66.64,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2017-02-26,67.13,67.13,67.13,0.0,0.0,67.13,67.13,67.13,0.0,0.0,67.05,67.05,67.05,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2017-03-05,66.92,66.92,66.92,0.0,0.0,66.92,66.92,66.92,0.0,0.0,66.84,66.84,66.84,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2017-03-12,67.05,67.05,67.05,0.0,0.0,67.05,67.05,67.05,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.01,67.01,67.01,0.0,0.0
2017-03-19,66.16,66.16,66.16,0.0,0.0,66.16,66.16,66.16,0.0,0.0,66.16,66.16,66.16,0.0,0.0,66.16,66.16,66.16,0.0,0.0
2017-03-26,66.79,66.79,66.79,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.69,66.69,66.69,0.0,0.0
2017-04-02,65.87,65.87,65.87,0.0,0.0,66.64,66.64,66.64,0.0,0.0,65.87,65.87,65.87,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2017-04-09,65.99,65.99,65.99,0.0,0.0,65.99,65.99,65.99,0.0,0.0,65.99,65.99,65.99,0.0,0.0,65.99,65.99,65.99,0.0,0.0
2017-04-16,65.82,65.82,65.82,0.0,0.0,66.02,66.02,66.02,0.0,0.0,65.82,65.82,65.82,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2017-04-23,66.8,66.8,66.8,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2017-04-30,66.57,66.57,66.57,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2017-05-07,66.76,66.76,66.76,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2017-05-14,66.79,66.79,66.79,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.79,66.79,66.79,0.0,0.0
2017-05-21,67.73,67.73,67.73,0.0,0.0,68.01,68.01,68.01,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2017-05-28,67.6,67.6,67.6,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.64,67.64,67.64,0.0,0.0
2017-06-04,68.3,68.3,68.3,0.0,0.0,68.3,68.3,68.3,0.0,0.0,68.17,68.17,68.17,0.0,0.0,68.17,68.17,68.17,0.0,0.0
2017-06-11,68.26,68.26,68.26,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.26,68.26,68.26,0.0,0.0,68.43,68.43,68.43,0.0,0.0
2017-06-18,69.01,69.01,69.01,0.0,0.0,69.01,69.01,69.01,0.0,0.0,68.9,68.9,68.9,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2017-06-25,68.72,68.72,68.72,0.0,0.0,68.76,68.76,68.76,0.0,0.0,68.7,68.7,68.7,0.0,0.0,68.71,68.71,68.71,0.0,0.0
2017-07-02,68.82,68.82,68.82,0.0,0.0,68.82,68.82,68.82,0.0,0.0,68.82,68.82,68.82,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2017-07-09,69.0,69.0,69.0,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.02,69.02,69.02,0.0,0.0
2017-07-16,69.55,69.55,69.55,0.0,0.0,69.6,69.6,69.6,0.0,0.0,69.55,69.55,69.55,0.0,0.0,69.6,69.6,69.6,0.0,0.0
2017-07-23,69.27,69.27,69.27,0.0,0.0,69.56,69.56,69.56,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.56,69.56,69.56,0.0,0.0
2017-07-30,70.23,70.23,70.23,0.0,0.0,70.23,70.23,70.23,0.0,0.0,70.13,70.13,70.13,0.0,0.0,70.13,70.13,70.13,0.0,0.0
2017-08-06,69.22,69.22,69.22,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.22,69.22,69.22,0.0,0.0,69.42,69.42,69.42,0.0,0.0
2017-08-13,68.84,68.84,68.84,0.0,0.0,69.16,69.16,69.16,0.0,0.0,68.67,68.67,68.67,0.0,0.0,69.02,69.02,69.02,0.0,0.0
2017-08-20,69.53,69.53,69.53,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.53,69.53,69.53,0.0,0.0
2017-08-27,70.13,70.13,70.13,0.0,0.0,70.13,70.13,70.13,0.0,0.0,69.82,69.82,69.82,0.0,0.0,70.07,70.07,70.07,0.0,0.0
2017-09-03,69.51,69.51,69.51,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.51,69.51,69.51,0.0,0.0,69.74,69.74,69.74,0.0,0.0
2017-09-10,70.65,70.65,70.65,0.0,0.0,70.69,70.69,70.69,0.0,0.0,70.55,70.55,70.55,0.0,0.0,70.63,70.63,70.63,0.0,0.0
2017-09-17,70.75,70.75,70.75,0.0,0.0,70.75,70.75,70.75,0.0,0.0,70.75,70.75,70.75,0.0,0.0,70.75,70.75,70.75,0.0,0.0
2017-09-24,71.17,71.17,71.17,0.0,0.0,71.17,71.17,71.17,0.0,0.0,70.92,70.92,70.92,0.0,0.0,71.06,71.06,71.06,0.0,0.0
2017-10-01,72.15,72.15,72.15,0.0,0.0,72.31,72.31,72.31,0.0,0.0,72.08,72.08,72.08,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2017-10-08,71.92,71.92,71.92,0.0,0.0,71.92,71.92,71.92,0.0,0.0,71.89,71.89,71.89,0.0,0.0,71.89,71.89,71.89,0.0,0.0
2017-10-15,73.47,73.47,73.47,0.0,0.0,73.47,73.47,73.47,0.0,0.0,72.6,72.6,72.6,0.0,0.0,72.72,72.72,72.72,0.0,0.0
2017-10-22,72.44,72.44,72.44,0.0,0.0,72.74,72.74,72.74,0.0,0.0,72.44,72.44,72.44,0.0,0.0,72.74,72.74,72.74,0.0,0.0
2017-10-29,72.65,72.65,72.65,0.0,0.0,72.65,72.65,72.65,0.0,0.0,72.65,72.65,72.65,0.0,0.0,72.65,72.65,72.65,0.0,0.0
2017-11-05,72.8,72.8,72.8,0.0,0.0,72.8,72.8,72.8,0.0,0.0,72.13,72.13,72.13,0.0,0.0,72.24,72.24,72.24,0.0,0.0
2017-11-12,72.37,72.37,72.37,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.42,72.42,72.42,0.0,0.0
2017-11-19,73.1,73.1,73.1,0.0,0.0,73.1,73.1,73.1,0.0,0.0,73.1,73.1,73.1,0.0,0.0,73.1,73.1,73.1,0.0,0.0
2017-11-26,73.61,73.61,73.61,0.0,0.0,73.78,73.78,73.78,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.78,73.78,73.78,0.0,0.0
2017-12-03,74.34,74.34,74.34,0.0,0.0,74.41,74.41,74.41,0.0,0.0,74.15,74.15,74.15,0.0,0.0,74.28,74.28,74.28,0.0,0.0
2017-12-10,75.45,75.45,75.45,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.65,75.65,75.65,0.0,0.0
2017-12-17,76.0,76.0,76.0,0.0,0.0,76.0,76.0,76.0,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.7,75.7,75.7,0.0,0.0
2017-12-24,74.64,74.64,74.64,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.6,74.6,74.6,0.0,0.0,74.6,74.6,74.6,0.0,0.0
2017-12-31,75.64,75.64,75.64,0.0,0.0,76.12,76.12,76.12,0.0,0.0,75.64,75.64,75.64,0.0,0.0,76.12,76.12,76.12,0.0,0.0
