Date,Direxion Daily Real Estate Bull 3X Shares_etf_Open_average,Direxion Daily Real Estate Bull 3X Shares_etf_Open_max,Direxion Daily Real Estate Bull 3X Shares_etf_Open_min,Direxion Daily Real Estate Bull 3X Shares_etf_Open_volatility,Direxion Daily Real Estate Bull 3X Shares_etf_Open_change,Direxion Daily Real Estate Bull 3X Shares_etf_High_average,Direxion Daily Real Estate Bull 3X Shares_etf_High_max,Direxion Daily Real Estate Bull 3X Shares_etf_High_min,Direxion Daily Real Estate Bull 3X Shares_etf_High_volatility,Direxion Daily Real Estate Bull 3X Shares_etf_High_change,Direxion Daily Real Estate Bull 3X Shares_etf_Low_average,Direxion Daily Real Estate Bull 3X Shares_etf_Low_max,Direxion Daily Real Estate Bull 3X Shares_etf_Low_min,Direxion Daily Real Estate Bull 3X Shares_etf_Low_volatility,Direxion Daily Real Estate Bull 3X Shares_etf_Low_change,Direxion Daily Real Estate Bull 3X Shares_etf_Close_average,Direxion Daily Real Estate Bull 3X Shares_etf_Close_max,Direxion Daily Real Estate Bull 3X Shares_etf_Close_min,Direxion Daily Real Estate Bull 3X Shares_etf_Close_volatility,Direxion Daily Real Estate Bull 3X Shares_etf_Close_change
2016-01-03,18.17,18.17,18.17,0.0,0.0,18.3,18.3,18.3,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2016-01-10,15.7,15.7,15.7,0.0,0.0,16.09,16.09,16.09,0.0,0.0,15.36,15.36,15.36,0.0,0.0,16.01,16.01,16.01,0.0,0.0
2016-01-17,15.69,15.69,15.69,0.0,0.0,16.6,16.6,16.6,0.0,0.0,15.69,15.69,15.69,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2016-01-24,16.01,16.01,16.01,0.0,0.0,16.77,16.77,16.77,0.0,0.0,15.73,15.73,15.73,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2016-01-31,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.75,15.75,15.75,0.0,0.0
2016-02-07,13.75,13.75,13.75,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.74,13.74,13.74,0.0,0.0
2016-02-14,15.18,15.18,15.18,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2016-02-21,16.82,16.82,16.82,0.0,0.0,16.97,16.97,16.97,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2016-02-28,18.29,18.29,18.29,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.39,18.39,18.39,0.0,0.0
2016-03-06,18.52,18.52,18.52,0.0,0.0,19.33,19.33,19.33,0.0,0.0,18.52,18.52,18.52,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2016-03-13,21.14,21.14,21.14,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2016-03-20,19.52,19.52,19.52,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2016-03-27,21.64,21.64,21.64,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2016-04-03,21.08,21.08,21.08,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2016-04-10,21.06,21.06,21.06,0.0,0.0,21.58,21.58,21.58,0.0,0.0,20.78,20.78,20.78,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2016-04-17,19.56,19.56,19.56,0.0,0.0,20.29,20.29,20.29,0.0,0.0,19.56,19.56,19.56,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2016-04-24,20.49,20.49,20.49,0.0,0.0,20.53,20.53,20.53,0.0,0.0,19.63,19.63,19.63,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2016-05-01,22.33,22.33,22.33,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.05,22.05,22.05,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2016-05-08,22.29,22.29,22.29,0.0,0.0,22.4,22.4,22.4,0.0,0.0,21.61,21.61,21.61,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2016-05-15,19.93,19.93,19.93,0.0,0.0,20.28,20.28,20.28,0.0,0.0,19.86,19.86,19.86,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2016-05-22,21.25,21.25,21.25,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2016-05-29,22.22,22.22,22.22,0.0,0.0,22.52,22.52,22.52,0.0,0.0,21.74,21.74,21.74,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2016-06-05,22.18,22.18,22.18,0.0,0.0,22.37,22.37,22.37,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2016-06-12,22.95,22.95,22.95,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2016-06-19,22.2,22.2,22.2,0.0,0.0,23.53,23.53,23.53,0.0,0.0,21.78,21.78,21.78,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2016-06-26,26.18,26.18,26.18,0.0,0.0,26.56,26.56,26.56,0.0,0.0,25.76,25.76,25.76,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2016-07-03,26.12,26.12,26.12,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2016-07-10,27.05,27.05,27.05,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.63,26.63,26.63,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2016-07-17,27.9,27.9,27.9,0.0,0.0,28.94,28.94,28.94,0.0,0.0,27.85,27.85,27.85,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2016-07-24,28.19,28.19,28.19,0.0,0.0,29.68,29.68,29.68,0.0,0.0,28.1,28.1,28.1,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2016-07-31,27.26,27.26,27.26,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2016-08-07,26.9,26.9,26.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2016-08-14,25.9,25.9,25.9,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2016-08-21,26.09,26.09,26.09,0.0,0.0,26.66,26.66,26.66,0.0,0.0,24.79,24.79,24.79,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2016-08-28,26.21,26.21,26.21,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2016-09-04,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2016-09-11,22.73,22.73,22.73,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2016-09-18,25.33,25.33,25.33,0.0,0.0,26.0,26.0,26.0,0.0,0.0,24.76,24.76,24.76,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2016-09-25,24.91,24.91,24.91,0.0,0.0,25.41,25.41,25.41,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2016-10-02,20.96,20.96,20.96,0.0,0.0,21.57,21.57,21.57,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2016-10-09,21.33,21.33,21.33,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2016-10-16,21.41,21.41,21.41,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2016-10-23,19.05,19.05,19.05,0.0,0.0,19.61,19.61,19.61,0.0,0.0,18.91,18.91,18.91,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2016-10-30,17.57,17.57,17.57,0.0,0.0,18.08,18.08,18.08,0.0,0.0,17.39,17.39,17.39,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2016-11-06,17.3,17.3,17.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.67,17.67,17.67,0.0,0.0
2016-11-13,17.71,17.71,17.71,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2016-11-20,18.42,18.42,18.42,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2016-11-27,18.15,18.15,18.15,0.0,0.0,19.04,19.04,19.04,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2016-12-04,20.5,20.5,20.5,0.0,0.0,21.4,21.4,21.4,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2016-12-11,19.48,19.48,19.48,0.0,0.0,20.69,20.69,20.69,0.0,0.0,19.45,19.45,19.45,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2016-12-18,20.09,20.09,20.09,0.0,0.0,20.28,20.28,20.28,0.0,0.0,19.96,19.96,19.96,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2016-12-25,20.77,20.77,20.77,0.0,0.0,21.57,21.57,21.57,0.0,0.0,20.62,20.62,20.62,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2017-01-01,22.53,22.53,22.53,0.0,0.0,23.14,23.14,23.14,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2017-01-08,21.57,21.57,21.57,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2017-01-15,21.32,21.32,21.32,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2017-01-22,21.93,21.93,21.93,0.0,0.0,21.94,21.94,21.94,0.0,0.0,20.95,20.95,20.95,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2017-01-29,21.61,21.61,21.61,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2017-02-05,21.72,21.72,21.72,0.0,0.0,22.32,22.32,22.32,0.0,0.0,21.7,21.7,21.7,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2017-02-12,22.18,22.18,22.18,0.0,0.0,22.33,22.33,22.33,0.0,0.0,21.67,21.67,21.67,0.0,0.0,22.19,22.19,22.19,0.0,0.0
