Date,Direxion Daily Real Estate Bull 3X Shares_etf_Open_average,Direxion Daily Real Estate Bull 3X Shares_etf_Open_max,Direxion Daily Real Estate Bull 3X Shares_etf_Open_min,Direxion Daily Real Estate Bull 3X Shares_etf_Open_volatility,Direxion Daily Real Estate Bull 3X Shares_etf_Open_change,Direxion Daily Real Estate Bull 3X Shares_etf_High_average,Direxion Daily Real Estate Bull 3X Shares_etf_High_max,Direxion Daily Real Estate Bull 3X Shares_etf_High_min,Direxion Daily Real Estate Bull 3X Shares_etf_High_volatility,Direxion Daily Real Estate Bull 3X Shares_etf_High_change,Direxion Daily Real Estate Bull 3X Shares_etf_Low_average,Direxion Daily Real Estate Bull 3X Shares_etf_Low_max,Direxion Daily Real Estate Bull 3X Shares_etf_Low_min,Direxion Daily Real Estate Bull 3X Shares_etf_Low_volatility,Direxion Daily Real Estate Bull 3X Shares_etf_Low_change,Direxion Daily Real Estate Bull 3X Shares_etf_Close_average,Direxion Daily Real Estate Bull 3X Shares_etf_Close_max,Direxion Daily Real Estate Bull 3X Shares_etf_Close_min,Direxion Daily Real Estate Bull 3X Shares_etf_Close_volatility,Direxion Daily Real Estate Bull 3X Shares_etf_Close_change
2017-02-19,23.03,23.03,23.03,0.0,0.0,23.53,23.53,23.53,0.0,0.0,22.82,22.82,22.82,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2017-02-26,22.77,22.77,22.77,0.0,0.0,22.78,22.78,22.78,0.0,0.0,21.85,21.85,21.85,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2017-03-05,20.09,20.09,20.09,0.0,0.0,20.45,20.45,20.45,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2017-03-12,20.94,20.94,20.94,0.0,0.0,21.21,21.21,21.21,0.0,0.0,20.72,20.72,20.72,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2017-03-19,21.19,21.19,21.19,0.0,0.0,21.46,21.46,21.46,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2017-03-26,21.23,21.23,21.23,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2017-04-02,22.32,22.32,22.32,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2017-04-09,23.01,23.01,23.01,0.0,0.0,23.16,23.16,23.16,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2017-04-16,23.72,23.72,23.72,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2017-04-23,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2017-04-30,20.84,20.84,20.84,0.0,0.0,21.26,21.26,21.26,0.0,0.0,20.8,20.8,20.8,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2017-05-07,20.75,20.75,20.75,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2017-05-14,20.82,20.82,20.82,0.0,0.0,21.42,21.42,21.42,0.0,0.0,20.44,20.44,20.44,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2017-05-21,21.89,21.89,21.89,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2017-05-28,21.64,21.64,21.64,0.0,0.0,22.14,22.14,22.14,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2017-06-04,21.55,21.55,21.55,0.0,0.0,22.33,22.33,22.33,0.0,0.0,21.55,21.55,21.55,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2017-06-11,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0,22.84,22.84,22.84,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2017-06-18,22.87,22.87,22.87,0.0,0.0,23.52,23.52,23.52,0.0,0.0,22.82,22.82,22.82,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2017-06-25,22.56,22.56,22.56,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2017-07-02,21.17,21.17,21.17,0.0,0.0,21.46,21.46,21.46,0.0,0.0,20.9,20.9,20.9,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2017-07-09,21.75,21.75,21.75,0.0,0.0,22.22,22.22,22.22,0.0,0.0,21.75,21.75,21.75,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2017-07-16,22.72,22.72,22.72,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2017-07-23,23.1,23.1,23.1,0.0,0.0,23.3,23.3,23.3,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2017-07-30,22.53,22.53,22.53,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2017-08-06,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2017-08-13,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2017-08-20,22.32,22.32,22.32,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2017-08-27,22.67,22.67,22.67,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2017-09-03,23.21,23.21,23.21,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2017-09-10,23.49,23.49,23.49,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2017-09-17,22.69,22.69,22.69,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2017-09-24,22.43,22.43,22.43,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2017-10-01,22.59,22.59,22.59,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2017-10-08,23.81,23.81,23.81,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2017-10-15,23.08,23.08,23.08,0.0,0.0,23.18,23.18,23.18,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2017-10-22,21.44,21.44,21.44,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2017-10-29,22.29,22.29,22.29,0.0,0.0,22.6,22.6,22.6,0.0,0.0,21.92,21.92,21.92,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2017-11-05,23.5,23.5,23.5,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2017-11-12,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2017-11-19,23.67,23.67,23.67,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2017-11-26,23.42,23.42,23.42,0.0,0.0,23.74,23.74,23.74,0.0,0.0,22.95,22.95,22.95,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2017-12-03,22.82,22.82,22.82,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.6,22.6,22.6,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2017-12-10,23.52,23.52,23.52,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2017-12-17,21.55,21.55,21.55,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2017-12-24,23.0,23.0,23.0,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2017-12-31,21.35,21.35,21.35,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.29,21.29,21.29,0.0,0.0
