Date,IMMU_stock_Open_average,IMMU_stock_Open_max,IMMU_stock_Open_min,IMMU_stock_Open_volatility,IMMU_stock_Open_change,IMMU_stock_High_average,IMMU_stock_High_max,IMMU_stock_High_min,IMMU_stock_High_volatility,IMMU_stock_High_change,IMMU_stock_Low_average,IMMU_stock_Low_max,IMMU_stock_Low_min,IMMU_stock_Low_volatility,IMMU_stock_Low_change,IMMU_stock_Close_average,IMMU_stock_Close_max,IMMU_stock_Close_min,IMMU_stock_Close_volatility,IMMU_stock_Close_change,IMMU_stock_Volume_average,IMMU_stock_Volume_max,IMMU_stock_Volume_min,IMMU_stock_Volume_volatility,IMMU_stock_Volume_change
2016-01-03,2.8360000000000003,2.99,2.56,0.43000000000000016,-0.3999999999999999,2.87,3.02,2.6,0.41999999999999993,-0.41999999999999993,2.622,2.86,2.14,0.7199999999999998,-0.7199999999999998,2.706,2.97,2.29,0.6800000000000002,-0.6699999999999999,740853,1011414,485465,525949,235433
2016-01-10,2.04,2.32,1.9,0.41999999999999993,-0.3899999999999999,2.124,2.4,1.97,0.42999999999999994,-0.42999999999999994,1.854,2.04,1.75,0.29000000000000004,-0.21999999999999997,1.968,2.08,1.9,0.18000000000000016,-0.13000000000000012,1213727,2067315,692726,1374589,-698111
2016-01-17,1.8900000000000001,1.98,1.81,0.16999999999999993,-0.08000000000000007,1.9725,2.0,1.91,0.09000000000000008,-0.010000000000000009,1.79,1.86,1.68,0.18000000000000016,0.050000000000000044,1.8900000000000001,1.98,1.82,0.15999999999999992,0.15999999999999992,874807,1317912,530401,787511,-689210
2016-01-24,1.8739999999999999,1.98,1.78,0.19999999999999996,-0.19999999999999996,1.934,2.07,1.84,0.22999999999999976,-0.15999999999999992,1.784,1.88,1.7,0.17999999999999994,-0.09999999999999987,1.842,1.88,1.78,0.09999999999999987,0.0,501053,619604,413546,206058,-102618
2016-01-31,1.836,2.06,1.65,0.41000000000000014,0.18999999999999995,2.0140000000000002,2.49,1.8,0.6900000000000002,0.5600000000000003,1.768,2.06,1.61,0.44999999999999996,0.30000000000000004,1.872,2.2,1.72,0.4800000000000002,0.3500000000000001,2480450,9877464,386868,9490596,9490596
2016-02-07,2.032,2.18,1.93,0.2500000000000002,-0.13000000000000034,2.134,2.21,2.05,0.16000000000000014,-0.10000000000000009,1.884,1.95,1.8,0.1499999999999999,-0.050000000000000044,2.022,2.07,1.97,0.09999999999999987,0.09000000000000008,1201604,1754064,599458,1154606,-1154606
2016-02-14,2.21,2.29,2.11,0.18000000000000016,0.0900000000000003,2.2875,2.34,2.24,0.09999999999999964,0.029999999999999805,2.1175,2.2,2.04,0.16000000000000014,-0.029999999999999805,2.2425,2.29,2.21,0.08000000000000007,0.010000000000000231,566518,728909,444962,283947,-283947
2016-02-21,2.114,2.27,2.0,0.27,-0.22999999999999998,2.188,2.27,2.12,0.1499999999999999,-0.08999999999999986,2.022,2.14,1.91,0.2300000000000002,-0.11000000000000032,2.116,2.18,2.04,0.14000000000000012,0.0,559737,732973,423556,309417,-210212
2016-02-28,2.328,2.45,2.17,0.28000000000000025,0.28000000000000025,2.436,2.56,2.32,0.2400000000000002,0.2400000000000002,2.276,2.38,2.17,0.20999999999999996,0.20999999999999996,2.398,2.53,2.26,0.27,0.27,730899,1018396,486644,531752,-115569
2016-03-06,2.544,2.66,2.48,0.18000000000000016,-0.029999999999999805,2.618,2.66,2.56,0.10000000000000009,-0.10000000000000009,2.432,2.5,2.38,0.1200000000000001,-0.10000000000000009,2.536,2.62,2.47,0.1499999999999999,-0.07000000000000028,621405,938054,316752,621302,-476357
2016-03-13,2.516,2.65,2.3,0.3500000000000001,0.10000000000000009,2.66,2.72,2.57,0.15000000000000036,0.040000000000000036,2.464,2.56,2.22,0.33999999999999986,0.020000000000000018,2.62,2.66,2.56,0.10000000000000009,-0.020000000000000018,1439373,3058421,674270,2384151,803297
2016-03-20,2.6125000000000003,2.74,2.47,0.27,-0.1299999999999999,2.7199999999999998,2.8,2.54,0.2599999999999998,-0.2599999999999998,2.495,2.64,2.26,0.38000000000000034,-0.3400000000000003,2.58,2.72,2.47,0.25,-0.17999999999999972,731665,988407,544384,444023,-444023
2016-03-27,2.47,2.51,2.39,0.11999999999999966,-0.020000000000000018,2.576,2.63,2.5,0.1299999999999999,0.08999999999999986,2.41,2.47,2.34,0.13000000000000034,0.06000000000000005,2.51,2.62,2.42,0.20000000000000018,0.20000000000000018,606754,745127,465937,279190,110699
2016-04-03,2.664,2.73,2.6,0.1299999999999999,0.08000000000000007,2.748,2.8,2.68,0.11999999999999966,-0.07999999999999963,2.608,2.65,2.57,0.08000000000000007,-0.010000000000000231,2.666,2.74,2.62,0.1200000000000001,0.040000000000000036,467186,682755,359719,323036,33720
2016-04-10,2.71,2.83,2.64,0.18999999999999995,0.1299999999999999,2.784,2.9,2.65,0.25,0.1599999999999997,2.64,2.8,2.52,0.2799999999999998,0.19999999999999973,2.738,2.86,2.62,0.23999999999999977,0.19999999999999973,301089,452075,215813,236262,31352
2016-04-17,2.964,3.0,2.93,0.06999999999999984,0.04999999999999982,3.086,3.22,3.0,0.2200000000000002,0.2200000000000002,2.866,2.95,2.76,0.1900000000000004,0.1900000000000004,3.02,3.22,2.95,0.27,0.27,1306419,1853340,843641,1009699,499705
2016-04-24,3.456,3.74,3.22,0.52,0.52,3.63,3.86,3.37,0.48999999999999977,0.3599999999999999,3.334,3.6,3.18,0.41999999999999993,0.20999999999999996,3.528,3.79,3.28,0.5100000000000002,0.27,2037499,3008136,861317,2146819,849856
2016-05-01,3.688,3.73,3.63,0.10000000000000009,0.07000000000000028,3.78,3.92,3.69,0.22999999999999998,0.22999999999999998,3.468,3.54,3.41,0.1299999999999999,0.10999999999999988,3.65,3.75,3.46,0.29000000000000004,-0.06000000000000005,1621017,1953018,1441706,511312,232921
2016-05-08,3.766,3.88,3.59,0.29000000000000004,-0.06000000000000005,3.884,3.98,3.81,0.16999999999999993,-0.06999999999999984,3.642,3.8,3.51,0.29000000000000004,0.08000000000000007,3.782,3.87,3.61,0.26000000000000023,-0.13999999999999968,1221287,1582062,836257,745805,-534630
