Date,FBIO_stock_Open_average,FBIO_stock_Open_max,FBIO_stock_Open_min,FBIO_stock_Open_volatility,FBIO_stock_Open_change,FBIO_stock_High_average,FBIO_stock_High_max,FBIO_stock_High_min,FBIO_stock_High_volatility,FBIO_stock_High_change,FBIO_stock_Low_average,FBIO_stock_Low_max,FBIO_stock_Low_min,FBIO_stock_Low_volatility,FBIO_stock_Low_change,FBIO_stock_Close_average,FBIO_stock_Close_max,FBIO_stock_Close_min,FBIO_stock_Close_volatility,FBIO_stock_Close_change,FBIO_stock_Volume_average,FBIO_stock_Volume_max,FBIO_stock_Volume_min,FBIO_stock_Volume_volatility,FBIO_stock_Volume_change
2016-01-03,2.784,2.83,2.74,0.08999999999999986,0.03999999999999959,2.886,2.95,2.83,0.1200000000000001,0.020000000000000018,2.716,2.8,2.56,0.23999999999999977,0.010000000000000231,2.788,2.84,2.76,0.08000000000000007,0.040000000000000036,93411,205759,47571,158188,23416
2016-01-10,2.61,2.86,2.27,0.5899999999999999,-0.54,2.716,2.89,2.47,0.41999999999999993,-0.3899999999999997,2.43,2.67,2.1,0.5699999999999998,-0.3500000000000001,2.572,2.81,2.36,0.4500000000000002,-0.3900000000000001,134072,260742,82704,178038,-40324
2016-01-17,2.43,2.56,2.31,0.25,0.16999999999999993,2.645,2.72,2.47,0.25,0.20999999999999996,2.3475,2.49,2.19,0.30000000000000027,0.17000000000000037,2.4924999999999997,2.6,2.34,0.26000000000000023,0.26000000000000023,182812,353206,49739,303467,-20937
2016-01-24,2.56,2.61,2.49,0.11999999999999966,-0.10999999999999988,2.6,2.69,2.52,0.16999999999999993,-0.16999999999999993,2.452,2.58,2.35,0.22999999999999998,-0.22999999999999998,2.526,2.59,2.47,0.11999999999999966,-0.10000000000000009,63628,169833,18139,151694,55809
2016-01-31,2.532,2.6,2.43,0.16999999999999993,0.13999999999999968,2.622,2.68,2.55,0.13000000000000034,0.1200000000000001,2.458,2.5,2.37,0.1299999999999999,0.10000000000000009,2.532,2.57,2.5,0.06999999999999984,-0.03000000000000025,64215,180304,32844,147460,147460
2016-02-07,2.588,2.66,2.5,0.16000000000000014,0.16000000000000014,2.746,3.0,2.63,0.3700000000000001,0.31999999999999984,2.518,2.58,2.46,0.1200000000000001,0.08000000000000007,2.642,2.72,2.5,0.2200000000000002,0.050000000000000266,88250,134917,53040,81877,53731
2016-02-14,2.9225,3.12,2.73,0.3900000000000001,0.20999999999999996,3.1350000000000002,3.22,3.04,0.18000000000000016,0.1200000000000001,2.8674999999999997,2.94,2.73,0.20999999999999996,0.20999999999999996,3.015,3.14,2.9,0.2400000000000002,0.14000000000000012,113687,193314,65874,127440,30100
2016-02-21,2.948,3.0,2.9,0.10000000000000009,-0.04999999999999982,2.994,3.0,2.98,0.020000000000000018,0.0,2.892,2.91,2.86,0.050000000000000266,0.010000000000000231,2.958,3.0,2.91,0.08999999999999986,0.06000000000000005,60332,84735,40447,44288,-17796
2016-02-28,2.928,2.98,2.83,0.1499999999999999,0.009999999999999787,3.026,3.17,2.96,0.20999999999999996,0.0,2.864,2.95,2.78,0.17000000000000037,0.07000000000000028,2.914,2.95,2.84,0.11000000000000032,0.10000000000000009,114158,191050,58550,132500,-9544
2016-03-06,3.046,3.26,2.9,0.3599999999999999,0.3599999999999999,3.15,3.37,3.0,0.3700000000000001,0.3700000000000001,2.9939999999999998,3.17,2.89,0.2799999999999998,0.27,3.104,3.25,2.96,0.29000000000000004,0.29000000000000004,140383,227779,77336,150443,42657
2016-03-13,3.076,3.25,2.9,0.3500000000000001,-0.18999999999999995,3.162,3.38,3.0,0.3799999999999999,-0.2999999999999998,2.92,3.22,2.77,0.4500000000000002,-0.3500000000000001,3.066,3.29,2.96,0.33000000000000007,-0.25,105487,133706,38341,95365,24348
2016-03-20,2.9825,3.01,2.97,0.03999999999999959,-0.03999999999999959,3.07,3.08,3.06,0.020000000000000018,-0.010000000000000231,2.95,2.96,2.93,0.029999999999999805,0.029999999999999805,3.0,3.0,3.0,0.0,0.0,67783,73460,61890,11570,-8712
2016-03-27,2.992,3.07,2.95,0.11999999999999966,0.11999999999999966,3.082,3.24,3.0,0.2400000000000002,0.2400000000000002,2.96,3.07,2.86,0.20999999999999996,0.20999999999999996,3.04,3.16,2.97,0.18999999999999995,0.16999999999999993,125379,204213,57748,146465,112513
2016-04-03,3.352,3.52,3.13,0.3900000000000001,0.3799999999999999,3.53,3.63,3.39,0.23999999999999977,0.19999999999999973,3.278,3.33,3.13,0.20000000000000018,0.20000000000000018,3.426,3.49,3.31,0.18000000000000016,0.18000000000000016,177900,266137,30327,235810,-163386
2016-04-10,3.482,3.54,3.45,0.08999999999999986,0.08999999999999986,3.576,3.62,3.53,0.0900000000000003,0.07000000000000028,3.426,3.54,3.34,0.20000000000000018,0.16999999999999993,3.522,3.61,3.43,0.17999999999999972,0.17999999999999972,96673,212216,48171,164045,-39257
2016-04-17,3.944,4.16,3.59,0.5700000000000003,0.3900000000000001,4.25,4.66,3.95,0.71,0.1899999999999995,3.846,3.97,3.56,0.41000000000000014,0.3599999999999999,4.0440000000000005,4.15,3.89,0.26000000000000023,0.18000000000000016,302690,788553,91373,697180,-95110
2016-04-24,3.854,4.08,3.68,0.3999999999999999,-0.3999999999999999,3.9,4.15,3.77,0.38000000000000034,-0.38000000000000034,3.64,3.79,3.39,0.3999999999999999,-0.3999999999999999,3.7359999999999998,3.9,3.49,0.4099999999999997,-0.4099999999999997,198632,364461,39426,325035,129321
