Date,First Trust Small Cap Growth AlphaDEX_etf_Open_average,First Trust Small Cap Growth AlphaDEX_etf_Open_max,First Trust Small Cap Growth AlphaDEX_etf_Open_min,First Trust Small Cap Growth AlphaDEX_etf_Open_volatility,First Trust Small Cap Growth AlphaDEX_etf_Open_change,First Trust Small Cap Growth AlphaDEX_etf_High_average,First Trust Small Cap Growth AlphaDEX_etf_High_max,First Trust Small Cap Growth AlphaDEX_etf_High_min,First Trust Small Cap Growth AlphaDEX_etf_High_volatility,First Trust Small Cap Growth AlphaDEX_etf_High_change,First Trust Small Cap Growth AlphaDEX_etf_Low_average,First Trust Small Cap Growth AlphaDEX_etf_Low_max,First Trust Small Cap Growth AlphaDEX_etf_Low_min,First Trust Small Cap Growth AlphaDEX_etf_Low_volatility,First Trust Small Cap Growth AlphaDEX_etf_Low_change,First Trust Small Cap Growth AlphaDEX_etf_Close_average,First Trust Small Cap Growth AlphaDEX_etf_Close_max,First Trust Small Cap Growth AlphaDEX_etf_Close_min,First Trust Small Cap Growth AlphaDEX_etf_Close_volatility,First Trust Small Cap Growth AlphaDEX_etf_Close_change
2016-05-08,30.02,30.02,30.02,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2016-05-15,29.65,29.65,29.65,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2016-05-22,30.82,30.82,30.82,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2016-05-29,31.3,31.3,31.3,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2016-06-05,31.59,31.59,31.59,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2016-06-12,31.03,31.03,31.03,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2016-06-19,30.49,30.49,30.49,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2016-06-26,31.33,31.33,31.33,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2016-07-03,31.83,31.83,31.83,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.83,31.83,31.83,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2016-07-10,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2016-07-17,32.74,32.74,32.74,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.74,32.74,32.74,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2016-07-24,33.15,33.15,33.15,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2016-07-31,33.28,33.28,33.28,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2016-08-07,33.19,33.19,33.19,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2016-08-14,33.13,33.13,33.13,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2016-08-21,33.46,33.46,33.46,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2016-08-28,33.51,33.51,33.51,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2016-09-04,33.55,33.55,33.55,0.0,0.0,33.55,33.55,33.55,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2016-09-11,32.99,32.99,32.99,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2016-09-18,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2016-09-25,33.68,33.68,33.68,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2016-10-02,33.47,33.47,33.47,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2016-10-09,32.62,32.62,32.62,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2016-10-16,32.15,32.15,32.15,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2016-10-23,31.16,31.16,31.16,0.0,0.0,31.35,31.35,31.35,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2016-10-30,30.23,30.23,30.23,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2016-11-06,32.79,32.79,32.79,0.0,0.0,33.69,33.69,33.69,0.0,0.0,32.79,32.79,32.79,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2016-11-13,34.56,34.56,34.56,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2016-11-20,35.23,35.23,35.23,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2016-11-27,34.11,34.11,34.11,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2016-12-04,36.11,36.11,36.11,0.0,0.0,36.11,36.11,36.11,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2016-12-11,35.2,35.2,35.2,0.0,0.0,35.41,35.41,35.41,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2016-12-18,34.91,34.91,34.91,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2016-12-25,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2017-01-01,35.27,35.27,35.27,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2017-01-08,35.45,35.45,35.45,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2017-01-15,34.84,34.84,34.84,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2017-01-22,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2017-01-29,35.49,35.49,35.49,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2017-02-05,35.83,35.83,35.83,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.83,35.83,35.83,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2017-02-12,36.32,36.32,36.32,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2017-02-19,35.86,35.86,35.86,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.82,35.82,35.82,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2017-02-26,36.51,36.51,36.51,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2017-03-05,35.98,35.98,35.98,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2017-03-12,36.44,36.44,36.44,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2017-03-19,35.71,35.71,35.71,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2017-03-26,36.42,36.42,36.42,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2017-04-02,35.71,35.71,35.71,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2017-04-09,35.29,35.29,35.29,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2017-04-16,36.07,36.07,36.07,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2017-04-23,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2017-04-30,37.25,37.25,37.25,0.0,0.0,37.31,37.31,37.31,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2017-05-07,37.21,37.21,37.21,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2017-05-14,36.57,36.57,36.57,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2017-05-21,36.94,36.94,36.94,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2017-05-28,37.39,37.39,37.39,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2017-06-04,38.47,38.47,38.47,0.0,0.0,38.77,38.77,38.77,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2017-06-11,38.02,38.02,38.02,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2017-06-18,38.05,38.05,38.05,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2017-06-25,38.38,38.38,38.38,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2017-07-02,38.31,38.31,38.31,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2017-07-09,38.89,38.89,38.89,0.0,0.0,39.11,39.11,39.11,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2017-07-16,39.17,39.17,39.17,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2017-07-23,38.86,38.86,38.86,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2017-07-30,38.51,38.51,38.51,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2017-08-06,37.49,37.49,37.49,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2017-08-13,36.99,36.99,36.99,0.0,0.0,37.35,37.35,37.35,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2017-08-20,38.12,38.12,38.12,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2017-08-27,38.89,38.89,38.89,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.87,38.87,38.87,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2017-09-03,38.46,38.46,38.46,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2017-09-10,39.32,39.32,39.32,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2017-09-17,39.86,39.86,39.86,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.86,39.86,39.86,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2017-09-24,41.12,41.12,41.12,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2017-10-01,41.81,41.81,41.81,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2017-10-08,41.8,41.8,41.8,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2017-10-15,41.88,41.88,41.88,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2017-10-22,41.35,41.35,41.35,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2017-10-29,41.31,41.31,41.31,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2017-11-05,40.56,40.56,40.56,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2017-11-12,41.03,41.03,41.03,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.94,40.94,40.94,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2017-11-19,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2017-11-26,42.74,42.74,42.74,0.0,0.0,42.74,42.74,42.74,0.0,0.0,41.19,41.19,41.19,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2017-12-03,42.28,42.28,42.28,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2017-12-10,42.02,42.02,42.02,0.0,0.0,42.45,42.45,42.45,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2017-12-17,42.71,42.71,42.71,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2017-12-24,43.14,43.14,43.14,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2017-12-31,42.94,42.94,42.94,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.79,42.79,42.79,0.0,0.0,43.07,43.07,43.07,0.0,0.0
