Date,iShares 7-10 Year Treasury Bond_etf_Open_average,iShares 7-10 Year Treasury Bond_etf_Open_max,iShares 7-10 Year Treasury Bond_etf_Open_min,iShares 7-10 Year Treasury Bond_etf_Open_volatility,iShares 7-10 Year Treasury Bond_etf_Open_change,iShares 7-10 Year Treasury Bond_etf_High_average,iShares 7-10 Year Treasury Bond_etf_High_max,iShares 7-10 Year Treasury Bond_etf_High_min,iShares 7-10 Year Treasury Bond_etf_High_volatility,iShares 7-10 Year Treasury Bond_etf_High_change,iShares 7-10 Year Treasury Bond_etf_Low_average,iShares 7-10 Year Treasury Bond_etf_Low_max,iShares 7-10 Year Treasury Bond_etf_Low_min,iShares 7-10 Year Treasury Bond_etf_Low_volatility,iShares 7-10 Year Treasury Bond_etf_Low_change,iShares 7-10 Year Treasury Bond_etf_Close_average,iShares 7-10 Year Treasury Bond_etf_Close_max,iShares 7-10 Year Treasury Bond_etf_Close_min,iShares 7-10 Year Treasury Bond_etf_Close_volatility,iShares 7-10 Year Treasury Bond_etf_Close_change
2016-01-03,106.78,106.78,106.78,0.0,0.0,107.2,107.2,107.2,0.0,0.0,106.69,106.69,106.69,0.0,0.0,107.15,107.15,107.15,0.0,0.0
2016-01-10,108.17,108.17,108.17,0.0,0.0,108.19,108.19,108.19,0.0,0.0,107.89,107.89,107.89,0.0,0.0,107.99,107.99,107.99,0.0,0.0
2016-01-17,107.75,107.75,107.75,0.0,0.0,107.96,107.96,107.96,0.0,0.0,107.62,107.62,107.62,0.0,0.0,107.87,107.87,107.87,0.0,0.0
2016-01-24,108.91,108.91,108.91,0.0,0.0,109.18,109.18,109.18,0.0,0.0,108.78,108.78,108.78,0.0,0.0,109.11,109.11,109.11,0.0,0.0
2016-01-31,109.4,109.4,109.4,0.0,0.0,109.82,109.82,109.82,0.0,0.0,109.31,109.31,109.31,0.0,0.0,109.75,109.75,109.75,0.0,0.0
2016-02-07,110.94,110.94,110.94,0.0,0.0,111.09,111.09,111.09,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.58,110.58,110.58,0.0,0.0
2016-02-14,110.39,110.39,110.39,0.0,0.0,110.62,110.62,110.62,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.49,110.49,110.49,0.0,0.0
2016-02-21,110.35,110.35,110.35,0.0,0.0,110.5,110.5,110.5,0.0,0.0,110.23,110.23,110.23,0.0,0.0,110.39,110.39,110.39,0.0,0.0
2016-02-28,109.27,109.27,109.27,0.0,0.0,109.44,109.44,109.44,0.0,0.0,108.93,108.93,108.93,0.0,0.0,109.12,109.12,109.12,0.0,0.0
2016-03-06,108.73,108.73,108.73,0.0,0.0,108.73,108.73,108.73,0.0,0.0,108.31,108.31,108.31,0.0,0.0,108.4,108.4,108.4,0.0,0.0
2016-03-13,109.3,109.3,109.3,0.0,0.0,109.47,109.47,109.47,0.0,0.0,109.21,109.21,109.21,0.0,0.0,109.34,109.34,109.34,0.0,0.0
2016-03-20,109.48,109.48,109.48,0.0,0.0,109.58,109.58,109.58,0.0,0.0,109.01,109.01,109.01,0.0,0.0,109.19,109.19,109.19,0.0,0.0
2016-03-27,110.18,110.18,110.18,0.0,0.0,110.31,110.31,110.31,0.0,0.0,109.91,109.91,109.91,0.0,0.0,110.14,110.14,110.14,0.0,0.0
2016-04-03,110.81,110.81,110.81,0.0,0.0,110.89,110.89,110.89,0.0,0.0,110.68,110.68,110.68,0.0,0.0,110.87,110.87,110.87,0.0,0.0
2016-04-10,110.35,110.35,110.35,0.0,0.0,110.66,110.66,110.66,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.56,110.56,110.56,0.0,0.0
2016-04-17,109.53,109.53,109.53,0.0,0.0,109.59,109.59,109.59,0.0,0.0,109.34,109.34,109.34,0.0,0.0,109.41,109.41,109.41,0.0,0.0
2016-04-24,109.82,109.82,109.82,0.0,0.0,110.1,110.1,110.1,0.0,0.0,109.72,109.72,109.72,0.0,0.0,110.0,110.0,110.0,0.0,0.0
2016-05-01,110.59,110.59,110.59,0.0,0.0,110.64,110.64,110.64,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.41,110.41,110.41,0.0,0.0
2016-05-08,110.54,110.54,110.54,0.0,0.0,110.92,110.92,110.92,0.0,0.0,110.49,110.49,110.49,0.0,0.0,110.89,110.89,110.89,0.0,0.0
2016-05-15,109.58,109.58,109.58,0.0,0.0,109.74,109.74,109.74,0.0,0.0,109.48,109.48,109.48,0.0,0.0,109.63,109.63,109.63,0.0,0.0
2016-05-22,109.85,109.85,109.85,0.0,0.0,109.89,109.89,109.89,0.0,0.0,109.47,109.47,109.47,0.0,0.0,109.6,109.6,109.6,0.0,0.0
2016-05-29,110.72,110.72,110.72,0.0,0.0,110.91,110.91,110.91,0.0,0.0,110.69,110.69,110.69,0.0,0.0,110.89,110.89,110.89,0.0,0.0
2016-06-05,111.39,111.39,111.39,0.0,0.0,111.58,111.58,111.58,0.0,0.0,111.27,111.27,111.27,0.0,0.0,111.45,111.45,111.45,0.0,0.0
2016-06-12,112.0,112.0,112.0,0.0,0.0,112.0,112.0,112.0,0.0,0.0,111.64,111.64,111.64,0.0,0.0,111.72,111.72,111.72,0.0,0.0
2016-06-19,112.47,112.47,112.47,0.0,0.0,112.48,112.48,112.48,0.0,0.0,112.08,112.08,112.08,0.0,0.0,112.21,112.21,112.21,0.0,0.0
2016-06-26,113.3,113.3,113.3,0.0,0.0,113.32,113.32,113.32,0.0,0.0,112.87,112.87,112.87,0.0,0.0,113.09,113.09,113.09,0.0,0.0
2016-07-03,113.59,113.59,113.59,0.0,0.0,113.83,113.83,113.83,0.0,0.0,113.42,113.42,113.42,0.0,0.0,113.8,113.8,113.8,0.0,0.0
2016-07-10,112.03,112.03,112.03,0.0,0.0,112.1,112.1,112.1,0.0,0.0,111.8,111.8,111.8,0.0,0.0,111.92,111.92,111.92,0.0,0.0
2016-07-17,111.96,111.96,111.96,0.0,0.0,112.32,112.32,112.32,0.0,0.0,111.92,111.92,111.92,0.0,0.0,112.12,112.12,112.12,0.0,0.0
2016-07-24,112.85,112.85,112.85,0.0,0.0,113.1,113.1,113.1,0.0,0.0,112.76,112.76,112.76,0.0,0.0,113.07,113.07,113.07,0.0,0.0
2016-07-31,112.26,112.26,112.26,0.0,0.0,112.36,112.36,112.36,0.0,0.0,111.87,111.87,111.87,0.0,0.0,111.88,111.88,111.88,0.0,0.0
2016-08-07,112.54,112.54,112.54,0.0,0.0,112.7,112.7,112.7,0.0,0.0,112.35,112.35,112.35,0.0,0.0,112.38,112.38,112.38,0.0,0.0
2016-08-14,111.93,111.93,111.93,0.0,0.0,112.04,112.04,112.04,0.0,0.0,111.72,111.72,111.72,0.0,0.0,111.86,111.86,111.86,0.0,0.0
2016-08-21,112.05,112.05,112.05,0.0,0.0,112.32,112.32,112.32,0.0,0.0,111.37,111.37,111.37,0.0,0.0,111.45,111.45,111.45,0.0,0.0
