Date,DHXStock_Open_average,DHXStock_Open_max,DHXStock_Open_min,DHXStock_Open_volatility,DHXStock_Open_change,DHXStock_High_average,DHXStock_High_max,DHXStock_High_min,DHXStock_High_volatility,DHXStock_High_change,DHXStock_Low_average,DHXStock_Low_max,DHXStock_Low_min,DHXStock_Low_volatility,DHXStock_Low_change,DHXStock_Close_average,DHXStock_Close_max,DHXStock_Close_min,DHXStock_Close_volatility,DHXStock_Close_change,DHXStock_Volume_average,DHXStock_Volume_max,DHXStock_Volume_min,DHXStock_Volume_volatility,DHXStock_Volume_change
2016-01-03,8.772,9.03,8.38,0.6499999999999986,-0.08999999999999986,8.962,9.05,8.84,0.21000000000000085,-0.09999999999999964,8.6,8.78,8.38,0.3999999999999986,-0.09999999999999964,8.754,9.0,8.55,0.4499999999999993,-0.22000000000000064,714591,1217147,452580,764567,231807
2016-01-10,8.799999999999999,8.9,8.62,0.28000000000000114,-0.030000000000001137,9.016,9.18,8.9,0.27999999999999936,0.129999999999999,8.63,8.75,8.54,0.21000000000000085,-0.08999999999999986,8.844,9.1,8.6,0.5,0.049999999999998934,657515,1151634,293368,858266,260169
2016-01-17,8.83,8.93,8.66,0.2699999999999996,-0.019999999999999574,8.969999999999999,9.03,8.92,0.10999999999999943,-0.019999999999999574,8.675,8.82,8.49,0.33000000000000007,0.09999999999999964,8.815,8.87,8.76,0.10999999999999943,0.03999999999999915,378276,465510,248489,217021,-166105
2016-01-24,9.166,9.5,8.81,0.6899999999999995,0.3099999999999987,9.436,9.64,9.15,0.4900000000000002,0.2400000000000002,9.062,9.19,8.79,0.40000000000000036,0.3100000000000005,9.272,9.55,9.14,0.41000000000000014,0.16999999999999993,413356,595432,233386,362046,-42527
2016-01-31,8.788,9.27,8.29,0.9800000000000004,-0.8300000000000001,8.996,9.43,8.43,1.0,-1.0,8.526,9.19,8.02,1.17,-1.17,8.688,9.37,8.08,1.2899999999999991,-1.2899999999999991,565467,947955,271623,676332,676332
2016-02-07,7.524,7.99,7.05,0.9400000000000004,-0.4800000000000004,7.66,7.99,7.51,0.4800000000000004,-0.45999999999999996,7.3020000000000005,7.48,7.05,0.4300000000000006,-0.1200000000000001,7.474,7.78,7.28,0.5,-0.40000000000000036,490689,759296,298144,461152,-461152
2016-02-14,7.515,7.58,7.46,0.1200000000000001,0.09999999999999964,7.665,7.84,7.54,0.2999999999999998,0.2999999999999998,7.4775,7.54,7.38,0.16000000000000014,0.16000000000000014,7.5775,7.71,7.51,0.20000000000000018,0.20000000000000018,307565,369898,261996,107902,-68084
2016-02-21,7.594,7.7,7.48,0.21999999999999975,-0.03000000000000025,7.682,7.78,7.62,0.16000000000000014,0.07000000000000028,7.486,7.6,7.38,0.21999999999999975,0.13999999999999968,7.6080000000000005,7.72,7.48,0.23999999999999932,0.23999999999999932,293495,475242,185818,289424,-289424
2016-02-28,7.866,8.09,7.71,0.3799999999999999,0.3799999999999999,8.042,8.24,7.89,0.35000000000000053,0.35000000000000053,7.836,8.05,7.69,0.3600000000000003,0.3600000000000003,7.97,8.2,7.78,0.41999999999999904,0.41999999999999904,304044,435639,205923,229716,-198029
2016-03-06,8.004,8.12,7.73,0.3899999999999988,-0.3899999999999988,8.112,8.27,7.89,0.3799999999999999,-0.3799999999999999,7.896,8.11,7.64,0.46999999999999975,-0.40999999999999925,7.946,8.19,7.68,0.5099999999999998,-0.3899999999999997,184594,235162,150479,84683,-17208
2016-03-13,7.868,8.06,7.77,0.2900000000000009,0.2900000000000009,8.016,8.18,7.92,0.2599999999999998,0.1999999999999993,7.808,7.96,7.71,0.25,0.25,7.928,8.02,7.85,0.16999999999999993,0.02999999999999936,233345,491818,117287,374531,276879
2016-03-20,7.8975,8.06,7.6,0.46000000000000085,-0.34000000000000075,8.025,8.18,7.8,0.3799999999999999,-0.3799999999999999,7.7725,7.99,7.53,0.45999999999999996,-0.41000000000000014,7.88,8.12,7.65,0.46999999999999886,-0.35999999999999943,129641,151832,88299,63533,-13806
2016-03-27,7.8759999999999994,8.02,7.6,0.41999999999999993,0.2599999999999998,8.058,8.19,7.84,0.34999999999999964,0.34999999999999964,7.752,7.95,7.59,0.3600000000000003,0.3600000000000003,7.976,8.15,7.63,0.5200000000000005,0.5200000000000005,413884,1231159,174121,1057038,-32219
2016-04-03,7.976,8.17,7.83,0.33999999999999986,-0.3200000000000003,8.07,8.31,7.87,0.4400000000000004,-0.4400000000000004,7.844,8.14,7.57,0.5700000000000003,-0.5700000000000003,7.878,8.14,7.64,0.5000000000000009,-0.5000000000000009,234963,346600,186190,160410,30247
2016-04-10,7.82,7.95,7.7,0.25,0.16999999999999993,7.918,8.0,7.83,0.16999999999999993,0.13999999999999968,7.742,7.82,7.67,0.15000000000000036,0.15000000000000036,7.844,7.93,7.73,0.1999999999999993,0.1200000000000001,143620,232234,77797,154437,-154437
2016-04-17,8.02,8.16,7.88,0.28000000000000025,0.07000000000000028,8.162,8.24,8.1,0.14000000000000057,0.019999999999999574,7.92,8.04,7.84,0.1999999999999993,-0.009999999999999787,8.076,8.2,7.96,0.23999999999999932,0.06999999999999851,148572,193114,124010,69104,60644
2016-04-24,7.662,8.07,7.31,0.7600000000000007,-0.7000000000000002,7.836,8.18,7.4,0.7799999999999994,-0.7599999999999998,7.408,7.94,7.0,0.9400000000000004,-0.8900000000000006,7.606,8.16,7.11,1.0499999999999998,-0.8599999999999994,283798,456683,159303,297380,107562
