Date,ELMD_stock_Open_average,ELMD_stock_Open_max,ELMD_stock_Open_min,ELMD_stock_Open_volatility,ELMD_stock_Open_change,ELMD_stock_High_average,ELMD_stock_High_max,ELMD_stock_High_min,ELMD_stock_High_volatility,ELMD_stock_High_change,ELMD_stock_Low_average,ELMD_stock_Low_max,ELMD_stock_Low_min,ELMD_stock_Low_volatility,ELMD_stock_Low_change,ELMD_stock_Close_average,ELMD_stock_Close_max,ELMD_stock_Close_min,ELMD_stock_Close_volatility,ELMD_stock_Close_change,ELMD_stock_Volume_average,ELMD_stock_Volume_max,ELMD_stock_Volume_min,ELMD_stock_Volume_volatility,ELMD_stock_Volume_change
2016-01-03,1.858,1.95,1.77,0.17999999999999994,-0.17999999999999994,1.924,2.05,1.79,0.2599999999999998,-0.2599999999999998,1.828,1.89,1.77,0.11999999999999988,-0.08000000000000007,1.8539999999999999,1.93,1.77,0.15999999999999992,-0.1399999999999999,3407,10746,498,10248,-10248
2016-01-10,1.74,1.82,1.7,0.1200000000000001,-0.1200000000000001,1.762,1.82,1.7,0.1200000000000001,-0.1200000000000001,1.686,1.72,1.64,0.08000000000000007,0.020000000000000018,1.72,1.75,1.67,0.08000000000000007,-0.050000000000000044,4487,10902,1123,9779,-7169
2016-01-17,1.7125,1.78,1.65,0.13000000000000012,-0.06000000000000005,1.7275,1.78,1.7,0.08000000000000007,-0.06000000000000005,1.6925,1.72,1.65,0.07000000000000006,0.020000000000000018,1.705,1.72,1.7,0.020000000000000018,0.020000000000000018,594,1032,200,832,-451
2016-01-24,1.702,1.74,1.65,0.09000000000000008,-0.010000000000000009,1.718,1.76,1.69,0.07000000000000006,-0.010000000000000009,1.648,1.7,1.55,0.1499999999999999,-0.1499999999999999,1.68,1.74,1.62,0.11999999999999988,-0.08999999999999986,3165,8206,620,7586,1500
2016-01-31,1.6749999999999998,1.7,1.65,0.050000000000000044,-0.020000000000000018,1.71475,1.82,1.65,0.17000000000000015,-0.17000000000000015,1.625,1.67,1.59,0.07999999999999985,-0.07999999999999985,1.67225,1.72,1.59,0.1299999999999999,-0.1299999999999999,2639,7481,1000,6481,-68
2016-02-07,2.4539999999999997,3.05,1.61,1.4399999999999997,1.4399999999999997,2.628,3.4,1.65,1.75,1.6099999999999999,2.378,2.95,1.6,1.35,1.35,2.536,3.25,1.65,1.6,1.4100000000000001,99361,347831,5535,342296,54916
2016-02-14,3.6625,3.93,3.39,0.54,0.31000000000000005,3.8672500000000003,3.93,3.779,0.15100000000000025,-0.15100000000000025,3.51,3.64,3.35,0.29000000000000004,0.29000000000000004,3.7425,3.83,3.7,0.1299999999999999,-0.1200000000000001,79060,193930,18575,175355,-170443
2016-02-21,3.984,4.13,3.91,0.21999999999999975,0.18999999999999995,4.176,4.25,4.07,0.17999999999999972,0.009999999999999787,3.896,4.06,3.8,0.2599999999999998,0.23999999999999977,4.024,4.23,3.84,0.39000000000000057,0.39000000000000057,35745,82072,18741,63331,-57641
2016-02-28,4.788,5.09,4.25,0.8399999999999999,0.7999999999999998,5.018,5.2,4.79,0.41000000000000014,0.05999999999999961,4.532,4.7,4.25,0.4500000000000002,0.41000000000000014,4.794,4.99,4.67,0.3200000000000003,-0.1900000000000004,37606,87167,13178,73989,-73989
2016-03-06,4.864,5.13,4.73,0.39999999999999947,0.0699999999999994,5.03,5.13,4.94,0.1899999999999995,-0.040000000000000036,4.676,4.77,4.63,0.13999999999999968,0.08999999999999986,4.884,5.06,4.75,0.3099999999999996,-0.10999999999999943,22480,34940,9191,25749,-4520
