Date,PowerShares Global Water Portfolio_etf_Open_average,PowerShares Global Water Portfolio_etf_Open_max,PowerShares Global Water Portfolio_etf_Open_min,PowerShares Global Water Portfolio_etf_Open_volatility,PowerShares Global Water Portfolio_etf_Open_change,PowerShares Global Water Portfolio_etf_High_average,PowerShares Global Water Portfolio_etf_High_max,PowerShares Global Water Portfolio_etf_High_min,PowerShares Global Water Portfolio_etf_High_volatility,PowerShares Global Water Portfolio_etf_High_change,PowerShares Global Water Portfolio_etf_Low_average,PowerShares Global Water Portfolio_etf_Low_max,PowerShares Global Water Portfolio_etf_Low_min,PowerShares Global Water Portfolio_etf_Low_volatility,PowerShares Global Water Portfolio_etf_Low_change,PowerShares Global Water Portfolio_etf_Close_average,PowerShares Global Water Portfolio_etf_Close_max,PowerShares Global Water Portfolio_etf_Close_min,PowerShares Global Water Portfolio_etf_Close_volatility,PowerShares Global Water Portfolio_etf_Close_change
2016-06-19,20.89,20.89,20.89,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2016-06-26,21.73,21.73,21.73,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2016-07-03,21.4,21.4,21.4,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2016-07-10,22.0,22.0,22.0,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2016-07-17,21.85,21.85,21.85,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2016-07-24,22.24,22.24,22.24,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2016-07-31,21.96,21.96,21.96,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2016-08-07,22.36,22.36,22.36,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2016-08-14,22.24,22.24,22.24,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2016-08-21,22.26,22.26,22.26,0.0,0.0,22.37,22.37,22.37,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2016-08-28,22.3,22.3,22.3,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2016-09-04,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2016-09-11,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2016-09-18,22.23,22.23,22.23,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2016-09-25,22.18,22.18,22.18,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2016-10-02,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2016-10-09,21.48,21.48,21.48,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2016-10-16,21.5,21.5,21.5,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2016-10-23,21.15,21.15,21.15,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2016-10-30,20.71,20.71,20.71,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2016-11-06,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2016-11-13,20.8,20.8,20.8,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2016-11-20,20.84,20.84,20.84,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2016-11-27,20.61,20.61,20.61,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2016-12-04,20.79,20.79,20.79,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2016-12-11,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2016-12-18,20.61,20.61,20.61,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2016-12-25,20.91,20.91,20.91,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2017-01-01,20.98,20.98,20.98,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2017-01-08,20.99,20.99,20.99,0.0,0.0,21.08,21.08,21.08,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2017-01-15,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2017-01-22,21.48,21.48,21.48,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2017-01-29,21.39,21.39,21.39,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2017-02-05,21.75,21.75,21.75,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2017-02-12,21.73,21.73,21.73,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2017-02-19,21.7,21.7,21.7,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2017-02-26,22.05,22.05,22.05,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2017-03-05,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2017-03-12,22.26,22.26,22.26,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2017-03-19,22.46,22.46,22.46,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2017-03-26,22.44,22.44,22.44,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2017-04-02,22.49,22.49,22.49,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2017-04-09,22.53,22.53,22.53,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2017-04-16,22.52,22.52,22.52,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2017-04-23,23.16,23.16,23.16,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2017-04-30,23.53,23.53,23.53,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2017-05-07,23.5,23.5,23.5,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2017-05-14,23.84,23.84,23.84,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2017-05-21,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2017-05-28,24.45,24.45,24.45,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2017-06-04,24.0,24.0,24.0,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2017-06-11,23.92,23.92,23.92,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2017-06-18,23.83,23.83,23.83,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2017-06-25,23.53,23.53,23.53,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2017-07-02,23.45,23.45,23.45,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2017-07-09,23.91,23.91,23.91,0.0,0.0,24.1,24.1,24.1,0.0,0.0,23.91,23.91,23.91,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2017-07-16,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2017-07-23,23.81,23.81,23.81,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2017-07-30,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2017-08-06,23.76,23.76,23.76,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2017-08-13,23.65,23.65,23.65,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2017-08-20,23.78,23.78,23.78,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2017-08-27,24.24,24.24,24.24,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2017-09-03,24.34,24.34,24.34,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2017-09-10,24.52,24.52,24.52,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2017-09-17,24.48,24.48,24.48,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2017-09-24,24.6,24.6,24.6,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2017-10-01,24.94,24.94,24.94,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2017-10-08,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2017-10-15,25.13,25.13,25.13,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2017-10-22,25.2,25.2,25.2,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2017-10-29,25.38,25.38,25.38,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2017-11-05,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2017-11-12,25.22,25.22,25.22,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2017-11-19,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2017-11-26,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2017-12-03,25.88,25.88,25.88,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2017-12-10,25.64,25.64,25.64,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2017-12-17,25.85,25.85,25.85,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2017-12-24,26.18,26.18,26.18,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2017-12-31,26.29,26.29,26.29,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.44,26.44,26.44,0.0,0.0
