Date,IDRA_stock_Open_average,IDRA_stock_Open_max,IDRA_stock_Open_min,IDRA_stock_Open_volatility,IDRA_stock_Open_change,IDRA_stock_High_average,IDRA_stock_High_max,IDRA_stock_High_min,IDRA_stock_High_volatility,IDRA_stock_High_change,IDRA_stock_Low_average,IDRA_stock_Low_max,IDRA_stock_Low_min,IDRA_stock_Low_volatility,IDRA_stock_Low_change,IDRA_stock_Close_average,IDRA_stock_Close_max,IDRA_stock_Close_min,IDRA_stock_Close_volatility,IDRA_stock_Close_change,IDRA_stock_Volume_average,IDRA_stock_Volume_max,IDRA_stock_Volume_min,IDRA_stock_Volume_volatility,IDRA_stock_Volume_change
2016-04-10,1.908,1.98,1.87,0.10999999999999988,-0.04999999999999982,1.966,2.0,1.92,0.08000000000000007,-0.020000000000000018,1.8578000000000001,1.89,1.8,0.08999999999999986,0.020000000000000018,1.912,1.99,1.87,0.11999999999999988,0.029999999999999805,1300849,1840900,964589,876311,272901
2016-04-17,1.8760000000000001,1.94,1.82,0.11999999999999988,-0.08999999999999986,1.8898,1.94,1.839,0.10099999999999998,-0.08099999999999996,1.813,1.865,1.76,0.10499999999999998,-0.10499999999999998,1.838,1.9,1.79,0.10999999999999988,-0.10999999999999988,1202030,2093095,690047,1403048,613716
2016-04-24,1.766,1.8,1.71,0.09000000000000008,-0.09000000000000008,1.8,1.82,1.75,0.07000000000000006,-0.07000000000000006,1.708,1.75,1.65,0.10000000000000009,-0.10000000000000009,1.742,1.79,1.66,0.13000000000000012,-0.1200000000000001,614577,900972,375208,525764,127652
2016-05-01,1.56,1.69,1.34,0.34999999999999987,-0.34999999999999987,1.6019999999999999,1.71,1.4,0.31000000000000005,-0.29000000000000004,1.459,1.63,1.29,0.33999999999999986,-0.30500000000000016,1.508,1.68,1.34,0.33999999999999986,-0.30999999999999983,1164872,2350614,288272,2062342,378071
2016-05-08,1.3900000000000001,1.48,1.34,0.1399999999999999,-0.020000000000000018,1.466,1.55,1.42,0.13000000000000012,-0.020000000000000018,1.308,1.38,1.19,0.18999999999999995,-0.040000000000000036,1.392,1.45,1.32,0.1299999999999999,-0.010000000000000009,1454174,2590228,727518,1862710,-1662493
2016-05-15,1.434,1.47,1.4,0.07000000000000006,0.040000000000000036,1.494,1.53,1.47,0.06000000000000005,0.040000000000000036,1.4088,1.4340000000000002,1.39,0.04400000000000026,0.04400000000000026,1.45,1.48,1.42,0.06000000000000005,0.010000000000000009,483694,669187,311092,358095,-146503
2016-05-22,1.544,1.6,1.48,0.1200000000000001,0.030000000000000027,1.59,1.63,1.55,0.07999999999999985,-0.020000000000000018,1.504,1.55,1.47,0.08000000000000007,-0.010000000000000009,1.534,1.6,1.49,0.1100000000000001,-0.040000000000000036,499974,689905,388009,301896,-99518
2016-05-29,1.5725,1.62,1.52,0.10000000000000009,0.10000000000000009,1.6400000000000001,1.68,1.6,0.07999999999999985,0.05999999999999983,1.53875,1.575,1.48,0.09499999999999997,0.07000000000000006,1.5975000000000001,1.65,1.57,0.07999999999999985,-0.010000000000000009,474717,484829,456176,28653,-28653
2016-06-05,1.594,1.61,1.55,0.06000000000000005,-0.06000000000000005,1.62,1.65,1.6,0.04999999999999982,-0.039999999999999813,1.54,1.56,1.5,0.06000000000000005,-0.030000000000000027,1.576,1.62,1.5,0.1200000000000001,-0.1200000000000001,390301,485367,301975,183392,58444
2016-06-12,1.472,1.57,1.43,0.14000000000000012,0.07000000000000006,1.576,1.72,1.49,0.22999999999999998,0.07000000000000006,1.435,1.51,1.4,0.1100000000000001,0.07000000000000006,1.482,1.56,1.43,0.13000000000000012,0.10000000000000009,861069,2131449,343858,1787591,488254
2016-06-19,1.524,1.59,1.44,0.15000000000000013,-0.1200000000000001,1.575,1.64,1.51,0.1299999999999999,-0.1299999999999999,1.476,1.51,1.41,0.10000000000000009,-0.10000000000000009,1.524,1.6,1.48,0.1200000000000001,-0.1200000000000001,602270,1265840,399399,866441,832129
2016-06-26,1.454,1.53,1.37,0.15999999999999992,0.07000000000000006,1.526,1.63,1.47,0.15999999999999992,0.1499999999999999,1.4040000000000001,1.52,1.33,0.18999999999999995,0.18999999999999995,1.49,1.63,1.36,0.2699999999999998,0.2699999999999998,595775,828587,366059,462528,-63485
2016-07-03,12.96,13.2,12.8,0.3999999999999986,0.3199999999999985,13.34,13.6,13.04,0.5600000000000005,0.5600000000000005,12.82025,13.12,12.481,0.6389999999999993,0.6389999999999993,13.1,13.44,12.88,0.5599999999999987,0.5599999999999987,42897,57611,31637,25974,22656
2016-07-10,13.296,13.6,12.88,0.7199999999999989,-0.5599999999999987,13.4304,13.84,12.88,0.9599999999999991,-0.7199999999999989,12.9166,13.383,12.64,0.7429999999999986,-0.3999999999999986,13.104000000000001,13.6,12.72,0.879999999999999,-0.7199999999999989,44583,54782,22389,32393,-21466
2016-07-17,12.88,13.12,12.72,0.3999999999999986,0.16000000000000014,13.28,13.68,13.12,0.5600000000000005,0.5600000000000005,12.624,12.8,12.48,0.3200000000000003,0.08000000000000007,12.944,13.36,12.64,0.7199999999999989,0.3200000000000003,35652,58515,16136,42379,32986
2016-07-24,13.36,13.76,13.12,0.6400000000000006,0.08000000000000007,13.712,14.0,13.44,0.5600000000000005,0.16000000000000014,13.168,13.44,12.96,0.47999999999999865,0.3199999999999985,13.504,13.76,13.12,0.6400000000000006,0.6400000000000006,34006,48689,18856,29833,10715
2016-07-31,14.0,14.8,13.36,1.4400000000000013,0.8800000000000008,14.6512,15.28,14.16,1.1199999999999992,0.9039999999999999,13.728,14.16,13.28,0.8800000000000008,0.8800000000000008,14.288,15.12,13.36,1.7599999999999998,1.7599999999999998,76160,94656,49773,44883,-34689
2016-08-07,15.584,16.0,15.12,0.8800000000000008,0.40000000000000036,15.9932,16.206,15.6,0.6059999999999999,-0.0799999999999983,15.1324,15.44,14.8,0.6399999999999988,0.2579999999999991,15.712,16.0,15.44,0.5600000000000005,0.2400000000000002,64601,94568,32175,62393,-42867
2016-08-14,15.664,15.92,15.36,0.5600000000000005,-0.40000000000000036,16.0,16.32,15.76,0.5600000000000005,-0.3200000000000003,15.416,15.8,15.2,0.6000000000000014,-0.5200000000000014,15.696,16.0,15.44,0.5600000000000005,-0.16000000000000014,44242,63118,31018,32100,-7182
2016-08-21,15.504,15.92,15.12,0.8000000000000007,-0.8000000000000007,16.0,16.72,15.6,1.1199999999999992,-0.3200000000000003,15.2,15.44,14.88,0.5599999999999987,-0.3999999999999986,15.392,15.6,15.12,0.4800000000000004,-0.16000000000000014,66618,162437,28682,133755,-4522
2016-08-28,15.456,15.68,15.2,0.4800000000000004,0.0,15.6576,15.84,15.44,0.40000000000000036,-0.28800000000000026,15.119800000000001,15.52,14.88,0.6399999999999988,-0.31900000000000084,15.424,15.6,15.28,0.3200000000000003,-0.2400000000000002,29381,42645,18831,23814,-9079
2016-09-04,15.78,16.08,15.2,0.879999999999999,0.879999999999999,16.299999999999997,16.4,16.0,0.3999999999999986,0.3999999999999986,15.59,15.96,15.2,0.7600000000000016,0.16000000000000014,15.82,16.16,15.36,0.8000000000000007,-0.40000000000000036,50056,65378,35402,29976,20688
2016-09-11,15.648,16.16,15.2,0.9600000000000009,0.9600000000000009,16.256,17.44,15.76,1.6800000000000015,1.6800000000000015,15.5144,15.92,15.093,0.827,0.7200000000000006,16.048000000000002,17.28,15.52,1.7600000000000016,1.6000000000000014,81881,225164,30636,194528,194528
2016-09-18,20.912,23.12,17.6,5.52,4.799999999999997,22.096,23.12,18.96,4.16,4.16,19.7282,21.761,17.28,4.480999999999998,4.480999999999998,21.504,22.72,18.8,3.919999999999998,3.2799999999999976,287269,585385,125230,460155,-61999
2016-09-25,20.32,22.56,18.4,4.16,-4.16,22.032,26.64,20.0,6.640000000000001,-5.120000000000001,18.928,20.8,17.76,3.039999999999999,-3.039999999999999,20.016000000000002,21.28,18.48,2.8000000000000007,-0.8000000000000007,346574,791313,148809,642504,-485701
2016-10-02,19.312,20.72,16.8,3.919999999999998,-3.759999999999998,19.824,21.28,16.8,4.48,-4.399999999999999,18.432,20.32,14.48,5.84,-5.52,19.04,20.88,16.0,4.879999999999999,-4.48,490840,1846997,73029,1773968,1717351
2016-10-09,15.376,15.92,14.96,0.9599999999999991,-0.9599999999999991,15.607199999999999,16.04,15.2,0.8399999999999999,-0.8399999999999999,14.688,15.28,14.24,1.0399999999999991,-1.0399999999999991,14.896,15.6,14.24,1.3599999999999994,-1.3599999999999994,237900,310377,161018,149359,48325
2016-10-16,14.336,15.2,13.44,1.7599999999999998,0.7199999999999989,14.926400000000001,16.16,14.24,1.92,0.952,13.728,14.48,13.2,1.2800000000000011,0.6400000000000006,14.336,15.2,13.6,1.5999999999999996,1.040000000000001,216343,452727,137935,314792,55230
2016-10-23,14.816,15.68,13.68,2.0,-1.120000000000001,15.136,16.0,13.92,2.08,-1.6799999999999997,14.128,15.04,13.12,1.92,-1.4400000000000013,14.496,15.6,13.2,2.4000000000000004,-2.4000000000000004,172702,195345,140698,54647,11825
2016-10-30,12.544,13.52,11.92,1.5999999999999996,-1.5999999999999996,12.8302,13.52,12.32,1.1999999999999993,-1.1999999999999993,11.984,12.4,11.44,0.9600000000000009,-0.7200000000000006,12.304,12.64,11.68,0.9600000000000009,-0.16000000000000014,146147,328011,69813,258198,-240244
2016-11-06,13.424,14.72,12.48,2.24,2.16,14.08,15.84,12.56,3.2799999999999994,2.5600000000000005,12.888,14.4,11.92,2.4800000000000004,2.16,13.576,15.04,12.08,2.959999999999999,2.719999999999999,191756,298718,107060,191658,154053
2016-11-13,14.704,15.44,14.16,1.2799999999999994,-1.1199999999999992,14.879999999999999,15.44,14.24,1.1999999999999993,-1.1199999999999992,13.752,14.24,13.2,1.040000000000001,-0.28000000000000114,14.368,14.88,14.16,0.7200000000000006,-0.16000000000000014,141877,200868,98015,102853,-102853
2016-11-20,14.2,14.4,13.92,0.4800000000000004,0.08000000000000007,14.600000000000001,14.72,14.4,0.3200000000000003,0.3200000000000003,13.741999999999999,13.847999999999999,13.52,0.3279999999999994,0.08799999999999919,14.32,14.64,14.08,0.5600000000000005,0.5600000000000005,80875,102261,62508,39753,-12953
2016-11-27,14.144,16.0,12.8,3.1999999999999993,-3.1999999999999993,14.4,16.16,13.04,3.120000000000001,-3.120000000000001,13.376,14.24,12.32,1.92,-1.92,13.552,14.4,12.64,1.7599999999999998,-1.7599999999999998,191096,380303,65697,314606,-147065
2016-12-04,13.264,13.68,12.88,0.7999999999999989,0.5599999999999987,13.7496,14.0,13.52,0.4800000000000004,0.37200000000000166,12.864,13.36,12.4,0.9599999999999991,0.5599999999999987,13.424,13.68,13.04,0.6400000000000006,0.08000000000000007,114973,173316,76238,97078,-5201
2016-12-11,13.104000000000001,13.6,12.88,0.7199999999999989,-0.7199999999999989,13.224,13.6,13.08,0.5199999999999996,-0.4800000000000004,12.56,12.72,12.32,0.40000000000000036,0.08000000000000007,12.848,13.04,12.72,0.3199999999999985,0.08000000000000007,108358,140736,87029,53707,15602
2016-12-18,12.784,13.04,12.48,0.5599999999999987,-0.40000000000000036,13.168,13.52,12.8,0.7199999999999989,-0.5599999999999987,12.5612,12.8,12.32,0.4800000000000004,-0.31400000000000006,12.768,12.96,12.48,0.4800000000000004,0.08000000000000007,82280,98297,69646,28651,-28651
2016-12-25,12.540000000000001,12.8,12.08,0.7200000000000006,-0.7200000000000006,12.74975,13.16,12.399000000000001,0.7609999999999992,-0.7609999999999992,12.06,12.64,11.6,1.040000000000001,-1.040000000000001,12.32,12.72,12.0,0.7200000000000006,-0.7200000000000006,110868,145653,68023,77630,77630
2017-01-01,12.4,12.88,12.16,0.7200000000000006,0.2400000000000002,12.65675,12.96,12.227,0.7330000000000005,0.4930000000000003,11.8,12.24,11.2,1.040000000000001,0.8000000000000007,12.38,12.72,12.0,0.7200000000000006,0.5600000000000005,107327,132751,75332,57419,-34084
2017-01-08,12.784,12.96,12.64,0.3200000000000003,0.08000000000000007,13.073599999999999,13.28,12.72,0.5599999999999987,0.0,12.416,12.72,12.16,0.5600000000000005,0.16000000000000014,12.784,12.96,12.56,0.40000000000000036,-0.3200000000000003,97355,134947,59190,75757,-43622
2017-01-15,12.06,12.64,11.44,1.200000000000001,-1.200000000000001,12.120000000000001,12.72,11.52,1.200000000000001,-1.200000000000001,11.559999999999999,12.0,11.2,0.8000000000000007,-0.8000000000000007,11.66,12.08,11.28,0.8000000000000007,-0.8000000000000007,84927,104086,58044,46042,-46042
2017-01-22,11.536,11.84,11.28,0.5600000000000005,-0.08000000000000007,11.824,11.92,11.52,0.40000000000000036,-0.40000000000000036,11.216,11.6,10.8,0.7999999999999989,-0.3999999999999986,11.408,11.76,11.04,0.7200000000000006,-0.2400000000000002,105414,124372,85662,38710,34167
2017-01-29,11.44,11.92,10.8,1.1199999999999992,0.8000000000000007,11.84,12.4,11.2,1.200000000000001,1.200000000000001,11.0558,11.599,10.4,1.1989999999999998,1.0389999999999997,11.536,12.08,10.8,1.2799999999999994,1.2799999999999994,129052,150124,86278,63846,18724
2017-02-05,12.496,12.88,12.16,0.7200000000000006,0.7200000000000006,12.847999999999999,13.04,12.6,0.4399999999999995,0.27999999999999936,12.232,12.64,12.04,0.6000000000000014,0.5600000000000005,12.608,12.88,12.4,0.4800000000000004,0.40000000000000036,103001,167447,65396,102051,-44430
2017-02-12,13.008000000000001,13.44,12.64,0.7999999999999989,0.5599999999999987,13.504,14.32,12.88,1.4399999999999995,1.120000000000001,12.792,13.24,12.48,0.7599999999999998,0.6799999999999997,13.216,13.92,12.64,1.2799999999999994,1.1999999999999993,103974,152163,58786,93377,88625
2017-02-19,13.66,14.08,13.2,0.8800000000000008,-0.3200000000000003,13.98,14.16,13.84,0.3200000000000003,-0.08000000000000007,13.139999999999999,13.36,13.04,0.3200000000000003,0.0,13.48,13.84,13.28,0.5600000000000005,0.08000000000000007,130157,186765,101028,85737,55699
2017-02-26,14.687999999999999,16.0,13.36,2.6400000000000006,2.6400000000000006,15.64,16.8,13.6,3.200000000000001,3.119999999999999,14.2504,15.56,13.04,2.5200000000000014,2.5200000000000014,15.072000000000001,16.32,13.2,3.120000000000001,2.7200000000000006,329500,532322,225886,306436,-6124
2017-03-05,15.472,16.0,15.04,0.9600000000000009,-0.9600000000000009,15.835199999999999,16.24,15.6,0.6399999999999988,-0.6399999999999988,15.104,15.36,14.8,0.5599999999999987,-0.3999999999999986,15.376,15.92,15.04,0.8800000000000008,-0.4800000000000004,107035,143501,88024,55477,-12322
2017-03-12,15.216,15.68,14.64,1.0399999999999991,0.0,15.744,16.64,14.88,1.7599999999999998,0.9599999999999991,14.8962,15.44,14.32,1.1199999999999992,0.400999999999998,15.344,16.48,14.56,1.92,1.3600000000000012,187953,399723,70812,328911,225973
2017-03-19,18.592,19.92,16.56,3.360000000000003,2.7200000000000024,19.568,20.48,18.28,2.1999999999999993,1.759999999999998,17.8576,19.28,16.4,2.8800000000000026,2.8800000000000026,18.736,19.92,16.72,3.200000000000003,2.0,546846,1097262,344164,753098,42352
2017-03-26,20.080000000000002,20.64,19.76,0.879999999999999,0.4799999999999969,20.432,20.8,20.0,0.8000000000000007,-0.40000000000000213,19.4348,19.727999999999998,19.125999999999998,0.6020000000000003,-0.36799999999999855,19.984,20.4,19.76,0.639999999999997,-0.639999999999997,288990,643287,173890,469397,-469397
2017-04-02,18.992,20.4,17.2,3.1999999999999993,-3.1999999999999993,19.1612,20.4,17.366,3.033999999999999,-3.033999999999999,17.9042,19.36,16.64,2.719999999999999,-2.5599999999999987,18.304000000000002,19.76,17.28,2.4800000000000004,-2.16,237504,403473,145456,258017,-54725
2017-04-09,17.98,18.64,17.52,1.120000000000001,0.3200000000000003,18.46,19.04,17.92,1.1199999999999974,0.4799999999999969,17.5,17.68,17.28,0.3999999999999986,0.3999999999999986,17.82,18.0,17.6,0.3999999999999986,0.3999999999999986,132856,167482,112018,55464,18829
2017-04-16,18.272,18.8,18.0,0.8000000000000007,0.8000000000000007,18.656,19.12,18.32,0.8000000000000007,0.4800000000000004,17.8,18.48,17.04,1.4400000000000013,0.7600000000000016,18.304,18.64,18.0,0.6400000000000006,0.3200000000000003,112777,146192,83382,62810,-20992
2017-04-23,19.6,20.72,18.8,1.9199999999999982,0.9600000000000009,20.04,20.92,18.88,2.0400000000000027,1.0400000000000027,18.624,19.52,17.84,1.6799999999999997,0.4800000000000004,19.304000000000002,20.64,18.0,2.6400000000000006,0.8000000000000007,271083,467943,167002,300941,-40747
2017-04-30,17.712,18.72,16.72,2.0,-2.0,17.983999999999998,19.2,16.88,2.3200000000000003,-2.16,16.608,18.0,14.72,3.2799999999999994,-3.2799999999999994,16.96,18.72,14.72,3.9999999999999982,-3.9999999999999982,217889,353570,132943,220627,165455
2017-05-07,14.576,14.8,14.16,0.6400000000000006,0.08000000000000007,14.92,15.12,14.48,0.6399999999999988,-0.15999999999999837,14.1918,14.48,13.76,0.7200000000000006,0.08000000000000007,14.528,14.8,14.16,0.6400000000000006,0.16000000000000014,111857,162433,71946,90487,-35120
2017-05-14,14.4,14.88,14.0,0.8800000000000008,-0.4800000000000004,14.8234,15.28,14.357000000000001,0.9229999999999983,-0.7199999999999989,13.984,14.4,13.68,0.7200000000000006,-0.5600000000000005,14.288,14.88,13.76,1.120000000000001,-1.120000000000001,96089,117124,78053,39071,-14724
2017-05-21,13.632,13.84,13.28,0.5600000000000005,-0.40000000000000036,13.831999999999999,14.12,13.44,0.6799999999999997,-0.40000000000000036,13.2,13.36,12.72,0.6399999999999988,-0.5599999999999987,13.424,13.76,12.88,0.879999999999999,-0.879999999999999,81874,108890,64918,43972,8647
2017-05-28,13.16,13.68,12.88,0.7999999999999989,0.7999999999999989,13.59,14.12,13.04,1.08,1.08,12.83,13.2,12.56,0.6399999999999988,0.6399999999999988,13.28,13.76,12.88,0.879999999999999,0.879999999999999,103950,118849,69895,48954,-5871
2017-06-04,13.2,13.84,12.96,0.879999999999999,-0.7200000000000006,13.488,13.84,13.36,0.4800000000000004,-0.4800000000000004,12.88,12.96,12.64,0.3200000000000003,-0.3200000000000003,13.024,13.12,12.8,0.3199999999999985,-0.3199999999999985,71674,87747,41743,46004,450
2017-06-11,12.72,13.12,12.16,0.9599999999999991,-0.8000000000000007,13.04,13.12,12.8,0.3199999999999985,-0.3199999999999985,12.4392,12.64,12.116,0.5240000000000009,-0.44400000000000084,12.72,12.88,12.4,0.4800000000000004,-0.16000000000000014,64843,90213,45692,44521,22202
2017-06-18,13.552,14.8,12.64,2.16,2.16,14.272,15.44,13.52,1.92,1.92,13.376,14.24,12.56,1.6799999999999997,1.6799999999999997,13.904,15.44,13.28,2.16,2.16,137703,327898,56756,271142,257102
2017-06-25,14.768,15.6,14.0,1.5999999999999996,-1.5999999999999996,14.9094,15.6,14.08,1.5199999999999996,-1.5199999999999996,13.88,14.08,13.6,0.4800000000000004,-0.4800000000000004,14.336,15.2,13.76,1.4399999999999995,-1.4399999999999995,152225,379892,44915,334977,-334977
2017-07-02,13.96,14.0,13.92,0.08000000000000007,0.08000000000000007,14.34,14.48,14.08,0.40000000000000036,0.3200000000000003,13.78,13.92,13.68,0.2400000000000002,0.2400000000000002,14.120000000000001,14.4,13.92,0.4800000000000004,0.40000000000000036,54901,92479,29963,62516,7404
2017-07-09,14.816,15.44,14.4,1.0399999999999991,0.16000000000000014,15.232,15.76,14.56,1.1999999999999993,0.5599999999999987,14.488,14.96,14.04,0.9200000000000017,0.5200000000000014,14.928,15.52,14.16,1.3599999999999994,0.7200000000000006,109655,201343,61526,139817,19481
2017-07-16,14.832,15.36,14.48,0.879999999999999,0.3200000000000003,15.152,15.52,14.88,0.6399999999999988,0.40000000000000036,14.5366,14.843,14.4,0.4429999999999996,0.36299999999999955,14.816,15.2,14.56,0.6399999999999988,0.3199999999999985,63186,78688,49609,29079,13881
2017-07-23,15.472,16.56,14.48,2.0799999999999983,-0.6399999999999988,16.1424,17.032,15.44,1.5920000000000005,0.08000000000000007,14.88,15.44,14.48,0.9599999999999991,-0.3200000000000003,15.408,16.48,14.64,1.8399999999999999,-0.3200000000000003,149860,304494,69877,234617,5005
2017-07-30,14.864,15.2,14.48,0.7199999999999989,-0.47999999999999865,15.227599999999999,15.44,15.097999999999999,0.3420000000000005,-0.3420000000000005,14.496,14.72,14.4,0.3200000000000003,-0.2400000000000002,14.752,14.96,14.56,0.40000000000000036,0.08000000000000007,65082,105856,32205,73651,-39961
2017-08-06,14.416,15.04,14.0,1.0399999999999991,-1.0399999999999991,14.672,15.04,14.32,0.7199999999999989,-0.7199999999999989,13.952,14.48,13.68,0.8000000000000007,-0.8000000000000007,14.336,14.64,13.92,0.7200000000000006,-0.40000000000000036,84413,112454,55902,56552,-533
2017-08-13,13.984,14.32,13.52,0.8000000000000007,-0.7200000000000006,14.376,14.64,14.24,0.40000000000000036,-0.3600000000000012,13.76,14.08,13.44,0.6400000000000006,-0.6400000000000006,13.968,14.32,13.68,0.6400000000000006,-0.4800000000000004,91423,141415,34242,107173,76201
2017-08-20,13.92,14.4,13.68,0.7200000000000006,0.7200000000000006,14.376,14.8,14.16,0.6400000000000006,0.6400000000000006,13.856,14.16,13.68,0.4800000000000004,0.4800000000000004,14.112,14.4,13.84,0.5600000000000005,0.4800000000000004,61420,92609,39728,52881,-10481
2017-08-27,15.28,16.0,14.4,1.5999999999999996,1.5999999999999996,15.872,16.4,15.12,1.2799999999999994,1.040000000000001,14.9396,15.777999999999999,14.4,1.3779999999999983,0.4399999999999995,15.376,15.84,14.88,0.9599999999999991,0.15999999999999837,94937,100025,88587,11438,5861
2017-09-03,15.379999999999999,15.92,15.04,0.8800000000000008,0.8800000000000008,15.78,16.08,15.44,0.6399999999999988,0.5600000000000005,14.9,15.36,14.56,0.7999999999999989,0.3200000000000003,15.48,16.0,14.96,1.0399999999999991,0.6399999999999988,83442,121038,59141,61897,61897
2017-09-10,16.944,18.4,16.0,2.3999999999999986,-2.3999999999999986,17.403,18.64,16.215,2.4250000000000007,-1.3599999999999994,16.048000000000002,16.96,15.68,1.2800000000000011,-1.120000000000001,16.656,17.84,16.0,1.8399999999999999,-0.9600000000000009,343904,894281,98345,795936,-672869
2017-09-17,17.888,18.72,17.12,1.5999999999999979,0.879999999999999,18.624,19.12,18.24,0.8800000000000026,-0.08000000000000185,17.344,17.68,16.96,0.7199999999999989,0.6400000000000006,18.032,18.64,17.76,0.879999999999999,0.0,151899,258464,70835,187629,-132153
2017-09-24,17.984,18.32,17.76,0.5599999999999987,-0.23999999999999844,18.16,18.32,18.0,0.3200000000000003,-0.3200000000000003,17.52,17.68,17.2,0.4800000000000004,0.0799999999999983,17.872,18.08,17.76,0.31999999999999673,-0.23999999999999844,79362,106390,55133,51257,-17415
